time,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17
5748,-197,0.00080228,0.0900075,0.0120229,0.0107325,0.283546,-0.233782,0.0128317,-0.404803,0.0135925,0.00284748,-0.306704,-0.190231,0.149723,-0.409461,0.391086,-0.0261898
5749.5,49,0.000722052,0.0765617,0.00906025,0.0102351,0.275735,-0.218237,-0.0222046,-0.368863,0.0293843,-0.030639,-0.278252,-0.168823,0.129075,-0.385671,0.333559,-0.0418873
5751,66,-0.00317365,0.0590799,0.0403433,-0.0213096,0.25222,-0.238711,-0.0117622,-0.37006,0.0130369,-0.0291468,-0.275433,-0.152735,0.0890521,-0.368708,0.341291,-0.0495279
5752.5,76,0.0117425,0.0583187,0.0649774,0.0194047,0.252869,-0.251393,-0.00322957,-0.374164,0.0167226,0.0232758,-0.273702,-0.175622,0.127231,-0.335649,0.326998,-0.0430487
5754,41,0.0369851,0.0564639,0.0499295,0.0252385,0.241785,-0.25158,-0.0453143,-0.40333,-0.000229686,0.0244845,-0.290698,-0.1358,0.100215,-0.382781,0.360889,0.0204029
5755.5,20,0.0442357,0.0533909,0.0142563,0.0140766,0.281522,-0.298485,-0.0446775,-0.357953,0.00852473,0.0406997,-0.262435,-0.092407,0.165234,-0.369919,0.300714,0.0412581
5757,-13,0.0502399,0.0354187,0.0349607,0.052692,0.311452,-0.29579,-0.00342753,-0.338046,0.0220168,0.057651,-0.236594,-0.0299008,0.143876,-0.3145,0.344318,0.0424746
5758.5,-4,0.0652023,0.040065,0.032219,0.108753,0.293242,-0.307465,0.0302356,-0.329462,-0.0291434,0.0736929,-0.223623,-0.0940888,0.144203,-0.326258,0.358058,0.0508197
5760,-2,0.0800589,0.0840173,0.0279912,0.126095,0.306275,-0.292906,0.00947002,-0.302821,-0.0324658,0.0309608,-0.200656,-0.0846799,0.157739,-0.317777,0.418597,0.0915288
5761.5,50,0.0558901,0.0510513,0.0171448,0.0881476,0.301264,-0.276148,0.0561235,-0.300282,0.00196454,0.0343479,-0.198135,-0.081777,0.131455,-0.299979,0.431994,0.116338
5763,-26,0.088536,0.0588132,-0.00343049,0.0747258,0.311973,-0.262372,0.0422893,-0.295979,0.0108114,0.0615609,-0.190623,-0.0898969,0.143323,-0.215336,0.40863,0.142481
5764.5,4,0.0982785,0.0517621,-0.0176731,0.0701326,0.333278,-0.261461,0.0571005,-0.311274,-0.0080445,0.0337942,-0.202415,-0.0809072,0.130252,-0.27577,0.401771,0.108391
5766,33,0.0705497,0.0622603,-0.0405506,0.0688781,0.318465,-0.280484,0.100289,-0.329579,-0.0103584,0.0294325,-0.221699,-0.0954742,0.13068,-0.267255,0.507528,0.124644
5767.5,44,0.0728797,0.0590755,-0.0163774,0.0608385,0.312235,-0.296039,0.0668928,-0.350089,0.0109468,0.0180415,-0.235425,-0.136807,0.151243,-0.241165,0.486528,0.117904
5769,31,0.0702842,0.0636955,-0.0429051,0.0990967,0.301049,-0.337715,0.0861674,-0.357703,-0.0266328,0.00169928,-0.245963,-0.0877487,0.122246,-0.217048,0.423707,0.0740598
5770.5,-14,0.0799401,0.0774453,-0.0486737,0.0569383,0.325729,-0.299766,0.0671651,-0.399612,-0.0439271,-0.0065255,-0.280857,-0.0698313,0.137347,-0.22203,0.404006,0.0372712
5772,39,0.0861973,0.0828017,-0.0782587,0.0760069,0.332976,-0.303732,0.0262627,-0.374531,-0.0694708,-0.0314127,-0.266888,-0.0608606,0.136855,-0.229691,0.475535,0.0648346
5773.5,37,0.0485538,0.0625903,-0.057356,0.011107,0.300947,-0.254037,0.034022,-0.357255,-0.0765564,-0.00253522,-0.267625,-0.0666997,0.105092,-0.263273,0.463402,0.0946024
5775,-11,0.0501288,0.0558634,-0.0480997,0.0370623,0.291904,-0.25161,0.0617765,-0.365413,-0.037717,-0.000710015,-0.267683,0.0119185,0.0962647,-0.343694,0.384475,0.0714049
5776.5,7,0.0332979,0.0725019,-0.0890587,0.015504,0.315216,-0.24342,0.0447806,-0.388645,-0.0217837,0.00879106,-0.275198,-0.00517352,0.10976,-0.386844,0.333276,0.0795281
5778,-13,0.0339654,0.0579994,-0.118126,0.0096346,0.333406,-0.211506,0.0165023,-0.398709,-0.0383155,-0.043757,-0.295068,0.0279391,0.139142,-0.371034,0.348121,0.0757728
5779.5,29,0.0394324,0.054071,-0.126432,0.00521591,0.315283,-0.177823,0.0109575,-0.371448,-0.049764,-0.0128592,-0.263948,0.0513805,0.177778,-0.34791,0.385567,0.0914726
5781,58,0.0655557,0.0828199,-0.0881376,0.0205308,0.260167,-0.202861,-0.0273532,-0.389032,-0.0610032,0.00728686,-0.296439,0.0367023,0.169459,-0.356326,0.337092,0.108655
5782.5,11,0.0775962,0.0848316,-0.0677559,-0.00311747,0.260275,-0.194585,-0.0311089,-0.375602,-0.0424293,0.0332767,-0.272845,0.0326346,0.142003,-0.408379,0.399728,0.112672
5784,-146,0.0428983,0.0592704,-0.0863795,-0.0189301,0.246422,-0.207503,-0.04098,-0.359227,-0.0406811,0.047041,-0.262903,0.0194335,0.12507,-0.358646,0.389508,0.072022
5785.5,83,0.0490362,0.0156781,-0.0981113,-0.0230837,0.292036,-0.197457,-0.00702346,-0.339698,-0.0381722,0.0460697,-0.233386,0.0123226,0.117398,-0.358364,0.428483,0.0484113
5787,46,0.0663784,0.0131745,-0.089809,-0.0443861,0.288957,-0.232281,-0.0227649,-0.333723,-0.00597776,0.0404804,-0.255421,-0.0203124,0.133614,-0.370818,0.452226,0.0118981
5788.5,16,0.0446204,0.0275314,-0.0795707,-0.0917759,0.310027,-0.229418,-0.0477505,-0.33112,-0.0253376,0.00362357,-0.247827,-0.0739317,0.158089,-0.342632,0.378667,0.0168137
5790,5,0.0436342,-0.0206072,-0.0814213,-0.0935398,0.318844,-0.22397,-0.0334554,-0.320706,0.013993,-0.0138308,-0.249865,-0.0585885,0.150267,-0.258807,0.332299,-0.00242088
5791.5,-31,0.062907,-0.0349226,-0.0657348,-0.0720926,0.342506,-0.248048,-0.0383318,-0.315874,0.0200778,-0.0144123,-0.243432,-0.0563071,0.148063,-0.222125,0.269316,-0.0178241
5793,14,0.0559211,-0.0101413,-0.0425638,-0.0568211,0.345286,-0.273896,-0.0379604,-0.291349,0.0417697,-0.00413039,-0.213644,-0.0753217,0.137881,-0.272348,0.321727,-0.00688345
5794.5,58,0.0306901,0.0126297,-0.0420796,-0.0531545,0.305684,-0.272616,-0.0744085,-0.299288,0.0391519,0.00649857,-0.213857,-0.070572,0.131029,-0.274978,0.384482,0.00677902
5796,-6,-0.00557379,0.0258714,-0.0763477,-0.0400648,0.332437,-0.253448,-0.0769204,-0.308956,0.0505167,0.00997437,-0.196706,-0.0599373,0.0876578,-0.253834,0.314863,0.0217464
5797.5,-6,-0.0104041,0.0384907,-0.0714792,-0.028572,0.330644,-0.281628,-0.0960578,-0.281591,-0.00785915,0.0221397,-0.191757,-0.0599061,0.0673311,-0.281189,0.361303,0.0153742
5799,-7,-0.00154287,0.0411921,-0.0585473,-0.0464462,0.339683,-0.3331,-0.0894811,-0.251162,-0.0441819,0.0112815,-0.162902,-0.0821383,0.0818281,-0.329954,0.296836,0.0237582
5800.5,44,0.0119936,0.0738024,-0.0720563,-0.0380584,0.287453,-0.335299,-0.128566,-0.242439,-0.0431939,0.0335321,-0.146813,-0.084657,0.123673,-0.344614,0.296906,0.0106978
5802,19,0.0175723,0.0958993,-0.0799393,-0.0408751,0.311717,-0.345372,-0.147732,-0.288057,-0.0288957,0.0802761,-0.191219,-0.112364,0.144307,-0.33811,0.245963,0.0416818
5803.5,11,0.032847,0.0715708,-0.064904,-0.034772,0.301597,-0.34295,-0.119111,-0.257486,-0.012909,0.0856078,-0.163829,-0.141673,0.159514,-0.374194,0.320545,0.0985683
5805,-15,0.0481584,0.0726018,-0.0493604,-0.0410846,0.297561,-0.324582,-0.114124,-0.256705,0.0173828,0.0911921,-0.159949,-0.122338,0.16227,-0.292932,0.31541,0.108173
5806.5,48,0.0442115,0.0573874,-0.0212885,-0.0306416,0.244724,-0.323455,-0.134734,-0.277441,-0.012109,0.105452,-0.180455,-0.0683665,0.161388,-0.266815,0.29662,0.133225
5808,48,0.0396166,0.0860387,-0.0344997,-0.0128927,0.241811,-0.311736,-0.166264,-0.29686,-0.000295635,0.1008,-0.205363,-0.0877651,0.171944,-0.31257,0.272626,0.114179
5809.5,9,0.0266176,0.085389,0.00164231,-0.0139069,0.269878,-0.298317,-0.184689,-0.270957,-0.0186645,0.131977,-0.18523,-0.0471883,0.155591,-0.334687,0.260948,0.133288
5811,-38,0.0316028,0.042694,0.0371879,-0.0289286,0.258108,-0.3053,-0.151075,-0.267568,-0.0261532,0.133907,-0.17195,-0.0202093,0.146758,-0.336166,0.217852,0.131407
5812.5,44,0.0240976,0.0709431,0.0261762,-0.00444053,0.257154,-0.292264,-0.127745,-0.294027,-0.0506677,0.140555,-0.197104,-0.028921,0.126197,-0.257435,0.242822,0.161768
5814,49,-0.000731711,0.0699313,-0.00158913,0.0262368,0.28039,-0.279747,-0.0846795,-0.287828,-0.0137935,0.116087,-0.183242,-0.0252338,0.12766,-0.293326,0.296465,0.118498
5815.5,-12,-0.025685,0.0582593,0.0224601,0.00259378,0.289381,-0.308692,-0.083568,-0.26535,-0.00991946,0.0972092,-0.178832,-0.0107853,0.0848357,-0.277337,0.339077,0.120004
5817,20,-0.0179027,0.0786353,0.027004,0.000606792,0.295698,-0.308371,-0.038429,-0.27715,-0.0170353,0.0925962,-0.210356,-0.0470722,0.0803459,-0.261676,0.319338,0.114491
5818.5,19,0.000745716,0.120368,0.0353686,-0.0265198,0.287433,-0.284845,-0.0358843,-0.224719,-0.0134607,0.0619225,-0.145358,-0.0049996,0.0937516,-0.2533,0.359663,0.0946466
5820,14,-0.0201843,0.116052,0.029317,-0.0480544,0.312968,-0.312235,-0.0478742,-0.216623,-0.0373735,0.0944328,-0.134856,-0.0271574,0.0932048,-0.261646,0.398788,0.119144
5821.5,48,-0.0291149,0.104212,0.0203498,-0.00869672,0.330622,-0.296938,-0.0543378,-0.258517,-0.00712996,0.0857754,-0.165736,-0.0419318,0.0954453,-0.297116,0.432585,0.13852
5823,-14,-0.0373263,0.103383,0.0386845,-0.0363327,0.327235,-0.274816,-0.0584241,-0.255364,-0.021697,0.0995943,-0.159245,-0.0266085,0.0600463,-0.26105,0.36524,0.125813
5824.5,-1,-0.031682,0.0979575,0.0111772,-0.0781932,0.323426,-0.253862,-0.0530144,-0.287835,-0.0095485,0.0723464,-0.179217,-0.0712506,0.0613986,-0.240028,0.325882,0.13918
5826,47,-0.0236475,0.114832,0.00905356,-0.070086,0.328367,-0.188789,0.00378211,-0.272671,-0.0310459,0.0427153,-0.152623,-0.0498154,0.101292,-0.185526,0.342883,0.158079
5827.5,44,-0.0395312,0.131188,-0.0142333,-0.0653808,0.325713,-0.182704,0.0142222,-0.26558,-0.0581896,0.0490526,-0.147848,-0.0484114,0.10945,-0.199379,0.368102,0.192259
5829,20,-0.0232387,0.161583,0.0405033,-0.0421425,0.346658,-0.156078,0.00154894,-0.24911,-0.0330367,0.0590783,-0.128021,-0.0543029,0.113429,-0.246794,0.368129,0.154717
5830.5,-1,-0.00179732,0.204847,0.0714083,-0.0652821,0.364494,-0.148303,-0.00250054,-0.237314,-0.0453249,0.0598501,-0.107153,-0.0476801,0.107341,-0.266593,0.395074,0.183128
5832,22,0.0166309,0.185064,0.0564717,-0.0630729,0.353916,-0.145484,0.0332335,-0.233255,0.0100371,0.0607412,-0.114789,-0.033372,0.107327,-0.248194,0.451911,0.223199
5833.5,56,-0.00745177,0.152989,0.0530878,-0.0656917,0.344141,-0.117619,-0.0189885,-0.243221,-0.00219276,0.0599715,-0.107343,-0.0387798,0.084193,-0.284373,0.413804,0.185234
5835,-3,-0.0027093,0.140497,0.0950568,-0.056819,0.358171,-0.167998,-0.0465154,-0.219907,-0.00696289,0.0567248,-0.0911638,-0.0118466,0.0936406,-0.288342,0.40076,0.163276
5836.5,1,-0.00261216,0.137443,0.0825334,-0.0617907,0.360399,-0.164776,-0.062635,-0.249115,-0.0202993,0.0634293,-0.122985,-0.0444498,0.0958375,-0.279205,0.447111,0.154962
5838,-15,-0.00565306,0.140075,0.0493838,-0.0558996,0.336026,-0.165008,-0.0706517,-0.221681,-0.01328,0.0507996,-0.120164,-0.0857177,0.0969739,-0.212525,0.419402,0.178388
5839.5,29,0.00481858,0.11671,0.0575222,-0.039656,0.294053,-0.144591,-0.0536337,-0.238605,-0.0434475,0.046309,-0.151505,-0.118884,0.0773971,-0.238292,0.395881,0.184971
5841,65,0.0163286,0.0631623,0.0306459,-0.0434647,0.317911,-0.140576,-0.0885144,-0.255098,-0.0465869,0.0646639,-0.156521,-0.131641,0.0984547,-0.276733,0.363377,0.137473
5842.5,5,0.00722253,0.0748599,0.0394007,-0.048908,0.310976,-0.184743,-0.0623537,-0.273472,-0.0319494,0.0874701,-0.17011,-0.155842,0.0814624,-0.319589,0.332706,0.0931984
5844,-8,0.00771685,0.0776675,0.0661409,-0.0540949,0.299662,-0.16914,-0.0543874,-0.282695,-0.0256361,0.10053,-0.17629,-0.141848,0.0892913,-0.361337,0.326355,0.0735756
5845.5,38,-0.0184289,0.0937632,0.0542458,-0.0650978,0.298864,-0.185386,-0.0653924,-0.255938,-0.0579983,0.0704382,-0.141721,-0.137601,0.101802,-0.362693,0.314972,0.0383618
5847,20,-0.00563695,0.088364,0.0473124,-0.0919885,0.3055,-0.210972,-0.113377,-0.262123,-0.085565,0.0305856,-0.152959,-0.109133,0.102763,-0.371537,0.277808,0.0127749
5848.5,-5,-0.0276666,0.0720413,0.0538976,-0.0848052,0.292197,-0.200058,-0.0873268,-0.246503,-0.0966543,-0.00940745,-0.141091,-0.13956,0.105309,-0.362977,0.293949,0.0351561
5850,22,0.00116932,0.0713876,0.0140554,-0.0725815,0.299754,-0.171958,-0.0608521,-0.283139,-0.0763864,0.0184483,-0.168121,-0.135144,0.104026,-0.337481,0.302808,0.0816291
5851.5,-20,0.0151298,0.0899829,0.0556525,-0.0837513,0.307317,-0.187922,-0.0188501,-0.313337,-0.0366285,-0.00481066,-0.1745,-0.125207,0.114854,-0.355201,0.303698,0.072703
5853,35,-0.0075862,0.140173,0.036759,-0.0943799,0.314123,-0.184012,-0.0433618,-0.292848,0.0275308,0.00470756,-0.153622,-0.116662,0.10484,-0.416262,0.301665,0.0898546
5854.5,33,-0.00352547,0.156335,0.0494291,-0.0719848,0.309849,-0.196159,-0.00354157,-0.285758,0.041617,0.0258474,-0.155199,-0.138783,0.129459,-0.429281,0.335256,0.118647
5856,-7,-0.0228118,0.188426,0.0520305,-0.0495257,0.323757,-0.183332,-0.0256895,-0.282655,-0.0127506,0.0285671,-0.152787,-0.16863,0.120717,-0.449893,0.450498,0.12548
5857.5,-7,-0.0194878,0.203973,0.0870639,-0.0486042,0.333485,-0.212257,-0.00148393,-0.281628,0.029687,0.0577333,-0.147188,-0.16409,0.126933,-0.417612,0.479123,0.137736
5859,6,-0.0147583,0.181704,0.0592452,-0.0512301,0.372929,-0.236723,-0.0208085,-0.267336,-0.0181863,0.0213122,-0.142351,-0.134563,0.140304,-0.398725,0.534639,0.135791
5860.5,44,-0.0174536,0.193947,0.0422557,-0.0164498,0.349079,-0.236811,-0.0256513,-0.252961,-0.00638884,0.0380412,-0.158567,-0.116734,0.150657,-0.365207,0.469841,0.112672
5862,-3,-0.0125799,0.223915,0.0528673,-0.0315051,0.326853,-0.250989,-0.00318054,-0.256164,0.00828273,0.0283433,-0.151583,-0.128911,0.154929,-0.391591,0.516368,0.090339
5863.5,19,-0.0314822,0.177661,0.054119,-0.0280666,0.343119,-0.255916,0.0542581,-0.270396,0.0233582,0.0378859,-0.178572,-0.113238,0.145322,-0.356244,0.587995,0.0881737
5865,43,-0.0427589,0.167381,0.066562,-0.00193717,0.311089,-0.255128,0.00945371,-0.258237,0.0222697,0.0321327,-0.184713,-0.111454,0.132051,-0.407035,0.561783,0.10187
5866.5,21,-0.0339644,0.133331,0.0551277,-0.0247783,0.317518,-0.258075,0.00331556,-0.262678,0.00912842,0.0410999,-0.174106,-0.105079,0.145121,-0.390477,0.543859,0.0504713
5868,40,-0.0258755,0.122571,0.0503693,-0.0436077,0.308593,-0.22809,0.0211587,-0.282816,0.0350336,0.0340431,-0.187348,-0.0838381,0.144272,-0.322201,0.439884,0.0301605
5869.5,9,-0.0119912,0.114993,0.0242083,-0.0288812,0.288133,-0.242357,0.0579887,-0.294131,0.0496168,-0.00295589,-0.196443,-0.0802243,0.11471,-0.292522,0.385978,0.021039
5871,-21,-0.00227614,0.0915625,-0.00763539,-0.0392382,0.292546,-0.255458,-0.00406528,-0.313394,0.0543221,-0.0232886,-0.217534,-0.0749844,0.142546,-0.260728,0.372883,-0.0199873
5872.5,40,0.023847,0.0854475,-0.0315166,-0.0197658,0.234884,-0.245578,-0.0114479,-0.322912,0.069783,-0.0360871,-0.223005,-0.117969,0.166338,-0.310904,0.318593,-0.00119853
5874,36,0.0240692,0.0986597,-0.00372019,6.28E-05,0.215707,-0.254702,-0.0388634,-0.339801,0.0681059,-0.0548748,-0.231559,-0.125252,0.196578,-0.406259,0.299485,-0.0190135
5875.5,16,0.0525978,0.122482,-0.00888067,-0.00253493,0.226095,-0.267352,-0.0700284,-0.351723,0.06379,-0.0466369,-0.250953,-0.145322,0.191845,-0.396768,0.306374,-0.024744
5877,17,0.0294371,0.130587,-0.0195606,0.00894805,0.239247,-0.277953,-0.0617274,-0.350851,0.0511743,-0.0600475,-0.265182,-0.168553,0.186323,-0.409195,0.342328,-0.00891387
5878.5,-6,0.0537793,0.124079,-0.0324417,0.0123723,0.260469,-0.306555,-0.0732966,-0.358641,0.0023996,-0.0530605,-0.269518,-0.161635,0.215826,-0.431816,0.352017,0.0144914
5880,4,0.0306742,0.0929552,-0.0188869,-0.0116119,0.29986,-0.328119,-0.0979891,-0.381541,-0.00813099,-0.0538447,-0.283504,-0.155409,0.216735,-0.432477,0.408909,0.0218189
5881.5,119,0.0154411,0.0857652,-0.0202675,-0.0389563,0.284331,-0.30314,-0.0808338,-0.339351,0.00390825,-0.0266532,-0.248498,-0.146228,0.227642,-0.450228,0.417607,0.0276505
5883,-6,-0.0071322,0.054496,-0.0227673,-0.0730682,0.260463,-0.294758,-0.0939543,-0.345265,-0.0183112,-0.0314533,-0.248856,-0.128028,0.208031,-0.429986,0.477859,0.064571
5884.5,-16,-0.0057238,0.0689317,-0.0333159,-0.0398471,0.288948,-0.251444,-0.130861,-0.353866,-0.0277062,-0.0247717,-0.26148,-0.149411,0.217707,-0.392706,0.434323,0.0791015
5886,60,-0.0254855,0.0625064,-0.0589042,-0.0488195,0.283895,-0.252409,-0.145037,-0.323776,0.0274531,-0.0287777,-0.220812,-0.146395,0.223262,-0.387112,0.35122,0.0456246
5887.5,-36,-0.00990227,0.0525127,-0.0638273,-0.0517118,0.275796,-0.215941,-0.0825002,-0.337552,0.0206539,-0.0359194,-0.236038,-0.173493,0.214809,-0.408129,0.330266,0.0715895
5889,37,0.00898886,0.0428164,-0.0742936,-0.0341594,0.230969,-0.223329,-0.0924249,-0.347933,0.0326212,-0.0130744,-0.224534,-0.155746,0.208672,-0.417513,0.312824,0.0564172
5890.5,20,0.0178225,0.0593559,-0.0482549,-0.00281373,0.255048,-0.227105,-0.0749605,-0.363581,0.0471338,0.00257462,-0.252295,-0.19463,0.210086,-0.380845,0.307045,0.0729078
5892,51,0.0368957,0.0690947,-0.0449383,-0.0137618,0.219398,-0.235988,-0.0787155,-0.365054,0.00468809,-0.0116315,-0.258524,-0.161652,0.197275,-0.372624,0.265006,0.0728672
5893.5,25,0.045198,0.0612494,-0.0384326,-0.0313894,0.224597,-0.239282,-0.0829604,-0.349986,-0.0213514,-0.0173444,-0.251225,-0.156616,0.245442,-0.446558,0.25409,0.0941999
5895,19,0.031467,0.122267,-0.0152256,-0.0535888,0.205688,-0.227103,-0.0876463,-0.355845,-0.00892561,0.00541121,-0.25857,-0.152482,0.222159,-0.434308,0.198928,0.0382257
5896.5,1,0.0206733,0.13016,0.00440334,-0.0444867,0.222403,-0.234419,-0.0308485,-0.37852,0.00132207,0.00801344,-0.273449,-0.142004,0.215288,-0.385794,0.225791,0.0263897
5898,-13,0.0229509,0.124864,0.0424391,-0.0239137,0.220707,-0.272335,-0.0178108,-0.376229,-0.0328004,0.0131059,-0.260825,-0.117469,0.210365,-0.432994,0.310891,0.0668706
5899.5,12,-0.0127129,0.104189,0.0236095,-0.018643,0.208021,-0.273822,-0.0342044,-0.355504,-0.030144,0.0226006,-0.250472,-0.121224,0.193742,-0.467849,0.135285,0.0826975
5901,76,-0.0100512,0.141027,0.0232603,-0.0115958,0.231858,-0.258972,-0.0498242,-0.328781,0.00592513,0.0173936,-0.23813,-0.118642,0.16596,-0.477615,0.192598,0.083586
5902.5,-7,0.0052051,0.135113,-0.00119572,-0.025121,0.259146,-0.251874,-0.00200132,-0.33676,0.0318388,0.0539639,-0.243558,-0.11274,0.159243,-0.460353,0.231428,0.108426
5904,5,0.0161551,0.11856,-0.0377919,-0.0508265,0.266457,-0.224076,-0.018245,-0.328053,0.0704411,0.0249924,-0.227268,-0.105839,0.161396,-0.458161,0.294712,0.081938
5905.5,33,0.0155823,0.128695,-0.0284802,-0.054094,0.32072,-0.196968,-0.000842147,-0.318703,0.0300304,0.00657988,-0.226724,-0.0372195,0.182882,-0.454917,0.270908,0.0695467
5907,29,0.0161096,0.134307,-0.021357,-0.000887311,0.344194,-0.199987,-0.0293182,-0.296921,0.00020935,0.00277854,-0.213732,-0.0068648,0.203901,-0.413238,0.276405,0.0267224
5908.5,10,-0.00600915,0.136785,-0.0380821,-0.0376543,0.321949,-0.189388,-0.0229246,-0.29018,0.0145329,0.0170387,-0.19498,-0.0427487,0.202639,-0.359206,0.21051,0.0522879
5910,9,-0.0399935,0.1334,-0.0305018,-0.0410873,0.339213,-0.197864,-0.046596,-0.275033,-0.00282407,0.0436251,-0.195648,-0.0293312,0.225256,-0.406523,0.17104,0.0386641
5911.5,-10,-0.0455529,0.136904,-0.0815192,-0.0185507,0.350438,-0.188783,-0.0207326,-0.259131,-0.00566003,0.0192236,-0.177697,-0.0391182,0.199157,-0.397641,0.112848,0.0466271
5913,58,-0.0472542,0.122512,-0.0585301,-0.0348356,0.380832,-0.235178,-0.0108701,-0.258691,0.0491657,0.00138803,-0.177068,-0.0455415,0.174407,-0.392189,0.125649,0.048833
5914.5,22,-0.0399219,0.13155,-0.0783278,-0.0394142,0.363546,-0.243514,0.0244027,-0.28402,0.0311519,-0.0130923,-0.2126,-0.0370123,0.185973,-0.377751,0.154172,0.0374626
5916,-7,-0.0380152,0.0505504,-0.0772849,-0.0665698,0.354584,-0.237701,0.0124423,-0.297232,0.060156,-0.0216061,-0.225623,-0.0504037,0.189657,-0.371111,0.171342,0.0371507
5917.5,3,-0.0283047,0.025844,-0.0685505,-0.076901,0.383802,-0.258056,-0.0277478,-0.28592,0.0575706,-0.0115871,-0.202859,-0.101014,0.177838,-0.377842,0.191046,0.0757924
5919,-683,-0.0034022,0.0361266,-0.0611925,-0.0746817,0.395134,-0.243478,-0.0349258,-0.307265,0.0717711,0.0158972,-0.212217,-0.125098,0.160054,-0.362933,0.21728,0.118965
5920.5,1047,0.00580158,0.00748174,-0.0535644,-0.12077,0.395441,-0.230618,-0.0292696,-0.348165,0.0642822,0.0565464,-0.238588,-0.130873,0.140686,-0.414961,0.228139,0.0811201
5922,256,0.0288576,-0.00215636,-0.0318619,-0.0942958,0.404341,-0.227139,-0.0198516,-0.349919,0.0497462,0.0499094,-0.244776,-0.122953,0.124515,-0.447807,0.256331,0.0798768
5923.5,-897,0.0292739,0.000866621,-0.037226,-0.0854421,0.412097,-0.22009,-0.0252229,-0.386553,0.0547504,0.0240938,-0.279789,-0.124968,0.164193,-0.375704,0.243449,0.0730339
5925,-311,0.00653387,-0.00951364,-0.0694647,-0.0711392,0.379004,-0.217403,-0.0291916,-0.370597,0.0704803,0.0611728,-0.273993,-0.102136,0.143359,-0.351477,0.23894,0.0790862
5926.5,290,0.0150916,-0.000608132,-0.0429029,-0.105488,0.353278,-0.210284,-0.0513709,-0.386248,0.0384853,0.0320697,-0.300034,-0.107425,0.160343,-0.376057,0.251884,0.0719408
5928,257,0.00419753,0.0300995,-0.012459,-0.0742078,0.353712,-0.219543,-0.0747941,-0.396552,0.0620784,0.0166822,-0.302901,-0.125303,0.141786,-0.404534,0.209693,0.0426143
5929.5,99,-0.0118638,0.0771539,-0.0207692,-0.0546937,0.350045,-0.249547,-0.0257724,-0.400024,0.053064,0.010299,-0.293181,-0.12907,0.147577,-0.443506,0.221311,0.0723146
5931,-71,0.0232127,0.0940028,-0.0511329,-0.0670764,0.354354,-0.226681,-0.0292534,-0.395835,0.0346605,0.00632218,-0.282617,-0.0577303,0.142488,-0.46905,0.281356,0.0860707
5932.5,-10,0.0182845,0.0843686,-0.0782087,-0.0672792,0.363304,-0.244483,0.0208397,-0.416024,0.0458508,0.0194422,-0.283193,-0.0467897,0.123195,-0.490133,0.233385,0.0549497
5934,3,0.0254934,0.106813,-0.0580655,-0.052777,0.369331,-0.220295,0.00663922,-0.411244,0.0328461,0.0522713,-0.282905,-0.0548309,0.152915,-0.497036,0.198712,0.034191
5935.5,-4,0.0225964,0.0898148,-0.0492412,-0.0391492,0.356746,-0.213148,0.0518449,-0.38046,0.0401639,0.021308,-0.250581,-0.0445777,0.167472,-0.456863,0.221346,0.0628257
5937,-12,0.0189464,0.0382552,-0.0438141,-0.0332187,0.356073,-0.205672,-0.0359914,-0.402944,0.0685786,0.0335187,-0.26646,-0.0691377,0.165859,-0.445489,0.192127,0.104624
5938.5,5,0.0220918,0.0648426,-0.0288706,0.00494337,0.317422,-0.214608,-0.0609526,-0.413343,0.0386448,0.0236837,-0.274702,-0.0948193,0.163777,-0.449866,0.209752,0.0815688
5940,42,-0.0114005,0.100702,-0.0868411,0.0142388,0.33666,-0.191581,-0.102891,-0.409083,0.0419526,0.039979,-0.282926,-0.154105,0.131003,-0.456982,0.159023,0.0638721
5941.5,65,-0.00452519,0.0927377,-0.0419443,-0.0038853,0.329118,-0.198271,-0.0947652,-0.39844,0.0567794,0.0495368,-0.291941,-0.150223,0.13577,-0.448773,0.0963654,0.0708406
5943,4,0.00270535,0.0883768,-0.0284452,0.00917239,0.366209,-0.208732,-0.103896,-0.425683,0.0507896,0.0506734,-0.323245,-0.1352,0.149939,-0.475061,0.236913,0.0504008
5944.5,36,-0.0358001,0.0940438,-0.0316361,0.0125742,0.382851,-0.21684,-0.138078,-0.398247,0.0245057,0.0100468,-0.299189,-0.158251,0.149029,-0.471398,0.231641,0.0476503
5946,27,-0.0316987,0.0972724,-0.0629249,0.0110288,0.373227,-0.230665,-0.146339,-0.393731,0.0426364,-0.0113897,-0.31061,-0.144413,0.152413,-0.504955,0.252398,0.0924922
5947.5,29,-0.0441704,0.0707011,-0.0473278,0.0197158,0.385363,-0.241019,-0.0992506,-0.387901,0.0773525,-0.0118224,-0.290842,-0.149449,0.158822,-0.477334,0.309335,0.0820982
5949,40,-0.039232,0.0734567,-0.0674912,0.0335806,0.405162,-0.2271,-0.134762,-0.384672,0.0608858,-0.0243923,-0.285353,-0.153585,0.166272,-0.400372,0.210393,0.0910601
5950.5,-26,-0.0561642,0.0733634,-0.0798544,0.0466349,0.392799,-0.244338,-0.094024,-0.424137,0.0660233,-0.0142912,-0.307434,-0.130276,0.180124,-0.443573,0.268697,0.0918754
