time,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17
63,10,0.310484,-0.0147903,0.280531,0.992708,0.363187,0.371302,0.0535031,0.370997,-0.0802861,-0.171588,0.708612,-0.553305,0.215881,-0.0858435,0.41318,0.00369317
64.5,7,0.325252,-0.0378425,0.262588,1.07397,0.412596,0.400737,0.102333,0.352505,-0.0928674,-0.198488,0.73477,-0.524322,0.219504,-0.105871,0.471872,-0.0400157
66,10,0.243265,-0.0400659,0.247883,0.936794,0.388713,0.392167,0.0530666,0.355201,-0.104191,-0.202109,0.744762,-0.55982,0.15603,-0.105818,0.487653,-0.0194663
67.5,10,0.247054,-0.0455715,0.229955,0.930589,0.34405,0.359048,0.0681503,0.389736,-0.0735109,-0.172839,0.724486,-0.538439,0.147471,-0.0929586,0.518062,-0.0313095
69,8,0.276495,-0.0397627,0.285313,0.919421,0.332814,0.366334,0.0799778,0.418264,-0.0975987,-0.117674,0.744178,-0.535068,0.151261,-0.046652,0.531076,-0.0199046
70.5,5,0.249887,-0.0523075,0.309499,0.90937,0.326178,0.356124,0.112178,0.444303,-0.113339,-0.112906,0.690899,-0.484419,0.131686,-0.0683213,0.535845,-0.0167322
72,7,0.246765,-0.0623462,0.351125,0.866823,0.357277,0.371832,0.0852306,0.39367,-0.0911763,-0.121792,0.655413,-0.495973,0.0984975,-0.0673255,0.503558,0.0054288
73.5,24,0.213758,-0.0440963,0.310597,0.910422,0.32039,0.3753,0.0405875,0.384222,-0.0729764,-0.1372,0.663043,-0.507642,0.0871648,-0.0620164,0.47589,0.0293136
75,18,0.156458,-0.056458,0.278093,0.849158,0.347434,0.391631,0.0901262,0.433004,-0.0817475,-0.149833,0.658527,-0.465448,0.125532,-0.0710461,0.493122,-0.00159141
76.5,-19,0.193918,-0.0650804,0.275559,0.782854,0.375248,0.413444,0.0857743,0.442975,-0.0798605,-0.166555,0.600262,-0.487788,0.145234,-0.0764682,0.418807,-0.0120701
78,1,0.142246,-0.059824,0.284472,0.870212,0.417659,0.431043,0.101665,0.433705,-0.105759,-0.168017,0.577093,-0.519639,0.158516,-0.0518819,0.426931,0.0265665
79.5,11,0.193623,-0.0530906,0.273356,0.820414,0.428024,0.415885,0.155,0.455281,-0.134307,-0.193215,0.567622,-0.499419,0.197534,-0.0471207,0.440262,0.0239098
81,31,0.239862,-0.0617994,0.298377,0.760706,0.460523,0.406309,0.141248,0.426172,-0.127164,-0.167305,0.663705,-0.421225,0.178893,-0.0606293,0.455963,0.0498865
82.5,19,0.214314,-0.0260818,0.271427,0.764665,0.366973,0.425129,0.16266,0.433177,-0.125626,-0.195868,0.664543,-0.431798,0.187326,-0.0703671,0.435369,0.035442
84,-3,0.266814,0.0255889,0.306029,0.842675,0.295521,0.4441,0.105614,0.428171,-0.162667,-0.205105,0.637113,-0.408617,0.195287,-0.0886685,0.431651,0.00431807
85.5,-7,0.279701,0.0215281,0.290952,0.832854,0.314625,0.382414,0.120686,0.416003,-0.174346,-0.227829,0.597792,-0.394102,0.210237,-0.0812251,0.42923,-0.00950959
87,13,0.279846,0.0163715,0.285688,0.83332,0.379317,0.408705,0.16338,0.408701,-0.150973,-0.210399,0.587878,-0.382627,0.218131,-0.0743837,0.455758,-0.0124986
88.5,14,0.291951,0.0432707,0.28095,0.781628,0.384249,0.409501,0.126652,0.405047,-0.149149,-0.233417,0.594672,-0.368172,0.221529,-0.0720699,0.454631,-0.000216848
90,12,0.283061,0.0299321,0.270187,0.72766,0.371311,0.407677,0.0947613,0.429489,-0.101049,-0.217076,0.63385,-0.382145,0.266109,-0.0862152,0.409168,0.0380224
91.5,9,0.305257,-0.0203714,0.273498,0.705145,0.277414,0.396889,0.141795,0.434703,-0.0804645,-0.205662,0.638216,-0.409324,0.223927,-0.0904051,0.388623,0.00664048
93,8,0.324713,-0.0155807,0.266008,0.656965,0.256623,0.439517,0.166649,0.405098,-0.110843,-0.218037,0.626427,-0.390929,0.210061,-0.104994,0.378467,0.0221302
94.5,7,0.28287,0.0222736,0.218104,0.673159,0.214742,0.474834,0.121437,0.417495,-0.125958,-0.221762,0.675979,-0.368661,0.185348,-0.113285,0.389699,0.037253
96,6,0.313416,0.0420743,0.19846,0.639344,0.158514,0.459871,0.103468,0.414421,-0.112664,-0.237056,0.720576,-0.379411,0.187945,-0.117188,0.44333,0.0433776
97.5,9,0.344031,0.0316089,0.215443,0.661023,0.0963231,0.441831,0.139145,0.388669,-0.109781,-0.212115,0.677787,-0.376388,0.146536,-0.0943659,0.468911,0.0142181
99,12,0.384601,0.040964,0.178373,0.730785,0.128396,0.460656,0.103092,0.356005,-0.137927,-0.191727,0.714073,-0.378112,0.178595,-0.0786659,0.442855,0.00846237
100.5,8,0.399767,0.0656543,0.197365,0.676318,0.110923,0.448127,0.102687,0.352513,-0.116449,-0.20673,0.692531,-0.410455,0.171117,-0.109518,0.507376,0.016284
102,10,0.346253,0.0846214,0.208681,0.6943,0.0616004,0.420082,0.115722,0.346451,-0.0786051,-0.169175,0.66989,-0.386551,0.213694,-0.129314,0.507106,-0.00780212
103.5,8,0.349635,0.0804147,0.199007,0.676982,0.0716591,0.385696,0.125122,0.34136,-0.0976423,-0.191375,0.641925,-0.365355,0.195291,-0.115386,0.552238,0.0272557
105,8,0.375587,0.110171,0.14011,0.633479,0.0992476,0.373549,0.167373,0.372171,-0.130495,-0.144238,0.634101,-0.384054,0.202084,-0.116659,0.497477,0.000890401
106.5,9,0.391134,0.0938976,0.145597,0.679939,0.0916398,0.354487,0.101699,0.322913,-0.137008,-0.115814,0.608632,-0.372949,0.202637,-0.112822,0.528755,0.0205011
108,9,0.423869,0.0602269,0.151618,0.604501,0.099853,0.329709,0.102015,0.295365,-0.143917,-0.109174,0.604137,-0.42168,0.223155,-0.103817,0.512457,0.0476067
109.5,8,0.377317,0.0269194,0.152344,0.598024,0.138524,0.350092,0.0696756,0.324938,-0.134416,-0.146844,0.606054,-0.409352,0.245699,-0.106105,0.466305,0.0282682
111,8,0.421326,0.020723,0.141442,0.543805,0.199973,0.391302,0.0912545,0.267268,-0.173372,-0.168395,0.603443,-0.418572,0.228544,-0.115281,0.450696,0.0242594
112.5,10,0.436465,0.00538376,0.098051,0.582483,0.188085,0.416704,0.0564955,0.28542,-0.200748,-0.184084,0.603803,-0.446234,0.218666,-0.118699,0.44776,-0.0549957
114,8,0.375116,0.0236193,0.0878849,0.589375,0.216774,0.439567,0.112017,0.351745,-0.160762,-0.140147,0.67242,-0.493034,0.219044,-0.10142,0.444654,-0.0451622
115.5,11,0.371446,0.0535486,0.114482,0.58255,0.189304,0.481484,0.112467,0.326057,-0.156213,-0.110073,0.668051,-0.461824,0.22272,-0.0985379,0.458064,-0.0181882
117,9,0.391573,0.103014,0.0734254,0.520573,0.173849,0.514128,0.112872,0.333952,-0.104961,-0.141889,0.65924,-0.433101,0.203785,-0.0996449,0.500692,-0.00809548
118.5,6,0.433115,0.0999715,0.10219,0.619269,0.117076,0.545032,0.0922633,0.327922,-0.0710606,-0.121112,0.589522,-0.415504,0.205651,-0.0905345,0.495071,-0.0466855
120,6,0.426769,0.0847177,0.110025,0.631788,0.0845157,0.512887,0.0550731,0.376496,-0.0663998,-0.141118,0.552792,-0.418712,0.220306,-0.0888832,0.496958,-0.0278331
121.5,17,0.411166,0.0659828,0.119243,0.656084,0.125879,0.536801,0.0565568,0.360738,-0.0866575,-0.142241,0.544668,-0.402871,0.203095,-0.0903863,0.509305,-0.0348997
123,18,0.468451,0.0724011,0.122845,0.659338,0.210603,0.486678,0.0369192,0.344732,-0.100698,-0.158487,0.522721,-0.424167,0.168698,-0.0980025,0.548198,-0.0377136
124.5,11,0.44139,0.0796795,0.138363,0.747881,0.199969,0.498478,0.0291492,0.395274,-0.126957,-0.20152,0.541994,-0.419209,0.192239,-0.0880599,0.551717,-0.0047866
126,-1,0.442027,0.0852288,0.144386,0.78104,0.167229,0.472512,0.0466246,0.378733,-0.115659,-0.220897,0.510559,-0.44395,0.205269,-0.104165,0.536363,-0.0212497
127.5,-3,0.468111,0.0852168,0.186636,0.777382,0.182944,0.451176,-0.00173145,0.336482,-0.0978051,-0.221043,0.527253,-0.463361,0.222558,-0.0763819,0.541992,-0.00651692
129,12,0.440563,0.0624269,0.158224,0.775951,0.13337,0.437054,-0.0504951,0.341875,-0.119114,-0.22735,0.521141,-0.486227,0.201044,-0.0705942,0.504461,0.00595464
130.5,19,0.410565,0.042667,0.183564,0.759774,0.106131,0.407576,-0.0646708,0.346363,-0.150169,-0.200909,0.503173,-0.464269,0.217272,-0.0692288,0.473461,0.0337269
132,14,0.401267,0.0328932,0.178206,0.745215,0.204415,0.377997,-0.0319875,0.366458,-0.163797,-0.159818,0.485376,-0.428317,0.235585,-0.0833735,0.468248,0.0197163
133.5,9,0.391859,0.0326078,0.19541,0.797252,0.201351,0.381356,-0.0526746,0.337109,-0.17152,-0.17966,0.526811,-0.445164,0.190523,-0.0909792,0.479762,-0.014169
135,6,0.37506,0.082665,0.171897,0.752889,0.181216,0.389969,-0.0526504,0.360683,-0.12258,-0.176929,0.4931,-0.486992,0.22115,-0.0855824,0.466512,-0.0151161
136.5,7,0.343802,0.0626335,0.181066,0.819048,0.106329,0.407374,0.00155147,0.340669,-0.116959,-0.185177,0.533763,-0.492257,0.225729,-0.0848533,0.438844,-0.0423661
138,9,0.361486,0.0801504,0.182819,0.77995,0.147828,0.37934,0.0293602,0.362427,-0.10701,-0.172012,0.478219,-0.479855,0.194258,-0.091884,0.418573,-0.0562533
139.5,9,0.344601,0.0941635,0.225198,0.720567,0.142313,0.374434,0.00428611,0.372523,-0.0875756,-0.14987,0.49598,-0.45663,0.192628,-0.0818415,0.361899,-0.0309282
141,9,0.302852,0.130305,0.248534,0.788097,0.101436,0.349186,0.0522117,0.371393,-0.143442,-0.148882,0.553699,-0.427474,0.145559,-0.0830524,0.327098,-0.0526571
142.5,8,0.350143,0.106761,0.23343,0.824679,0.100561,0.333576,0.0266002,0.349943,-0.154249,-0.142229,0.555239,-0.446627,0.161033,-0.0963841,0.319391,-0.0312376
144,11,0.338037,0.0893266,0.185534,0.85388,0.107882,0.342902,0.0239402,0.348152,-0.175852,-0.132536,0.619499,-0.494339,0.206844,-0.0764966,0.317084,-0.015506
145.5,9,0.308919,0.0395919,0.146038,0.915524,0.188613,0.324872,-0.0308861,0.412581,-0.199138,-0.122165,0.587901,-0.476015,0.178745,-0.0388114,0.372421,-0.0308972
147,9,0.295729,0.048399,0.170792,0.937502,0.19408,0.342181,-0.020224,0.43627,-0.173984,-0.153595,0.605534,-0.473172,0.194978,-0.0410512,0.369904,-0.0538112
148.5,8,0.330195,0.0473138,0.185126,1.03917,0.265034,0.28154,0.00218878,0.417454,-0.157634,-0.19094,0.6691,-0.514421,0.1803,-0.0533162,0.391252,-0.0405501
150,10,0.339868,0.0671137,0.230885,1.04506,0.239689,0.330622,-0.0516276,0.407088,-0.154096,-0.167317,0.703545,-0.52488,0.171168,-0.0756003,0.405836,-0.0286152
151.5,10,0.419903,0.0543947,0.22585,0.987087,0.329251,0.305182,-0.076759,0.409799,-0.166982,-0.0937625,0.670589,-0.510484,0.15331,-0.0827021,0.411553,-0.0789431
153,9,0.363334,0.0809961,0.215181,0.994464,0.399431,0.288891,-0.0702483,0.433766,-0.18277,-0.0975625,0.597026,-0.463563,0.184692,-0.0616205,0.389381,-0.0619869
154.5,10,0.31034,0.0623831,0.195107,0.891295,0.384974,0.296079,-0.020695,0.452782,-0.193138,-0.103865,0.542743,-0.455617,0.159179,-0.0930386,0.364796,-0.07273
156,8,0.295446,0.0601499,0.221092,0.781693,0.348794,0.317793,-0.0343552,0.44545,-0.1602,-0.156066,0.57519,-0.408468,0.147339,-0.0736279,0.399156,-0.0934307
157.5,7,0.277876,0.0301042,0.186345,0.820777,0.345193,0.322599,-0.0501449,0.45819,-0.126365,-0.193165,0.562115,-0.39873,0.192294,-0.0813541,0.386558,-0.0899976
159,10,0.256857,0.0195842,0.15399,0.816868,0.323417,0.337087,-0.0550342,0.428425,-0.146215,-0.203907,0.487475,-0.418853,0.197905,-0.0611191,0.39837,-0.126307
160.5,9,0.284277,0.00285698,0.13823,0.740764,0.336256,0.338439,-0.0879812,0.395434,-0.120066,-0.182692,0.429514,-0.427124,0.155128,-0.0622669,0.37196,-0.0904308
162,9,0.28084,0.0491307,0.128378,0.7188,0.365189,0.322888,-0.0727747,0.398581,-0.110854,-0.223717,0.418541,-0.432345,0.155187,-0.084937,0.37875,-0.0947836
163.5,10,0.279309,0.0597374,0.149121,0.691588,0.434091,0.329217,-0.0812269,0.40871,-0.128762,-0.203816,0.414085,-0.411331,0.154127,-0.102493,0.36634,-0.146375
165,6,0.27741,0.0267292,0.143236,0.70432,0.396475,0.308999,-0.100485,0.413812,-0.12392,-0.177258,0.379723,-0.39972,0.133894,-0.112173,0.371376,-0.154195
166.5,9,0.260082,0.0122912,0.174408,0.728807,0.399691,0.268444,-0.149278,0.384472,-0.138426,-0.176414,0.419257,-0.439108,0.0975191,-0.105938,0.378224,-0.144685
168,9,0.292907,0.031338,0.203185,0.696872,0.371307,0.263958,-0.171052,0.415715,-0.142399,-0.224242,0.450502,-0.442178,0.0699716,-0.123102,0.397815,-0.173556
169.5,9,0.302664,0.0427227,0.201642,0.722104,0.438439,0.271606,-0.209292,0.433617,-0.150166,-0.201818,0.429842,-0.4278,0.0544474,-0.141824,0.392759,-0.134925
171,9,0.32238,0.0146701,0.199893,0.679672,0.357524,0.218531,-0.177294,0.445716,-0.158903,-0.221577,0.426966,-0.441524,0.0582712,-0.130204,0.406728,-0.104885
172.5,9,0.334396,0.0362325,0.264034,0.611705,0.315979,0.244442,-0.126358,0.402604,-0.148951,-0.223713,0.426546,-0.427529,0.0783959,-0.143945,0.391984,-0.110944
174,9,0.381136,0.0438736,0.227882,0.744095,0.415289,0.277925,-0.164989,0.432398,-0.164098,-0.228106,0.408824,-0.42636,0.0920593,-0.125992,0.403253,-0.0876357
175.5,8,0.356038,0.0615143,0.230008,0.72552,0.351749,0.278588,-0.167133,0.444984,-0.160264,-0.199119,0.366857,-0.481178,0.0802582,-0.103428,0.436083,-0.0776901
177,8,0.396448,0.0348367,0.253586,0.712525,0.263284,0.255302,-0.135272,0.481851,-0.181615,-0.187442,0.399006,-0.478772,0.0581442,-0.122551,0.434608,-0.0939548
178.5,9,0.453123,0.0263466,0.276972,0.698968,0.327317,0.301926,-0.121745,0.475991,-0.224934,-0.188463,0.420352,-0.479146,0.0519591,-0.116987,0.435596,-0.0739215
180,9,0.454668,-0.0103314,0.2778,0.744463,0.332815,0.283421,-0.0821892,0.464149,-0.147248,-0.158087,0.409211,-0.477577,0.0408313,-0.157388,0.427225,-0.0751972
181.5,10,0.466472,0.0132304,0.269518,0.729574,0.247402,0.266258,-0.0570755,0.455316,-0.122392,-0.167808,0.435499,-0.501561,0.0945838,-0.156596,0.428025,-0.0850133
183,9,0.482823,-0.00286144,0.253399,0.732924,0.151995,0.27266,-0.0851576,0.474367,-0.140195,-0.186438,0.44073,-0.453627,0.1222,-0.161149,0.437079,-0.0954238
184.5,9,0.487126,-0.00357657,0.264528,0.719189,0.0823467,0.263687,-0.0772244,0.501363,-0.115696,-0.156265,0.470369,-0.433025,0.108497,-0.140622,0.466063,-0.0803654
186,10,0.472776,-0.0177374,0.29693,0.671465,0.126244,0.267806,-0.0846491,0.496836,-0.147093,-0.192932,0.454769,-0.42972,0.128789,-0.160012,0.487982,-0.0876947
187.5,8,0.461943,-0.0557644,0.306233,0.693654,0.0603292,0.261859,-0.0936616,0.479626,-0.166617,-0.255579,0.450484,-0.389287,0.10071,-0.135612,0.508634,-0.0674994
189,9,0.448549,-0.0859836,0.240225,0.741542,0.137707,0.299189,-0.073809,0.477637,-0.163229,-0.218904,0.462346,-0.443686,0.0702481,-0.148243,0.51611,-0.0741453
190.5,9,0.452114,-0.0969102,0.257365,0.788363,0.200396,0.328721,-0.113035,0.49628,-0.191619,-0.243954,0.463808,-0.416459,0.033564,-0.140109,0.485797,-0.0379691
192,8,0.439703,-0.114254,0.271708,0.888198,0.201209,0.300931,-0.086584,0.485328,-0.25315,-0.304793,0.442902,-0.457983,0.000177583,-0.123393,0.48537,-0.112971
193.5,9,0.431137,-0.110338,0.250314,0.875685,0.254072,0.312504,-0.145505,0.429498,-0.245301,-0.285431,0.456606,-0.512813,-0.0128161,-0.134399,0.476651,-0.135952
195,10,0.462996,-0.0957996,0.202535,0.983538,0.204337,0.327494,-0.123964,0.435076,-0.226011,-0.277476,0.45268,-0.490419,-0.0100515,-0.14587,0.485473,-0.162544
196.5,9,0.471364,-0.0827152,0.192753,0.907518,0.183903,0.386208,-0.0824381,0.40142,-0.199218,-0.304081,0.457276,-0.474073,0.0139396,-0.144379,0.451279,-0.14826
198,9,0.445053,-0.0649315,0.17781,0.859573,0.184049,0.391794,-0.0858459,0.384629,-0.17755,-0.287261,0.453283,-0.491741,0.00587227,-0.116134,0.426986,-0.138556
199.5,8,0.421894,-0.0646963,0.195054,0.816422,0.22936,0.339912,-0.0836697,0.342518,-0.187042,-0.284475,0.448063,-0.510182,0.0353151,-0.121317,0.445867,-0.15819
201,7,0.3922,-0.0417056,0.159661,0.78317,0.233069,0.367404,-0.109675,0.343658,-0.190345,-0.319851,0.496482,-0.508367,-0.00417833,-0.131819,0.401281,-0.144735
202.5,8,0.367558,-0.0410395,0.184496,0.809078,0.175008,0.297127,-0.170948,0.312211,-0.199256,-0.354159,0.429489,-0.483243,0.0529629,-0.136004,0.326427,-0.143657
204,10,0.387032,-0.0436942,0.197099,0.85659,0.148239,0.302475,-0.187642,0.317112,-0.197844,-0.356213,0.437489,-0.492693,0.0732478,-0.140197,0.347493,-0.126533
205.5,9,0.316049,-0.0686121,0.229384,0.804432,0.164694,0.284931,-0.235875,0.336848,-0.193081,-0.383179,0.466911,-0.498975,0.126725,-0.126035,0.351636,-0.0969383
207,9,0.333905,-0.0372196,0.19453,0.807741,0.115787,0.274731,-0.219279,0.373218,-0.237,-0.400449,0.469,-0.498598,0.0995932,-0.146029,0.382682,-0.0900024
208.5,-11,0.332274,-0.0610328,0.209019,0.879582,0.132012,0.356506,-0.185699,0.35341,-0.252074,-0.400345,0.445948,-0.526829,0.144874,-0.166444,0.395808,-0.120008
210,41,0.286551,-0.0679461,0.224224,0.821402,0.147773,0.377766,-0.131009,0.367692,-0.225819,-0.386251,0.394308,-0.502081,0.129645,-0.174141,0.41827,-0.104855
211.5,2,0.295903,-0.0498871,0.205413,0.903044,0.192078,0.362347,-0.0771275,0.356828,-0.20673,-0.387567,0.397695,-0.48076,0.123725,-0.183062,0.394963,-0.0628498
213,-17,0.255379,-0.0326328,0.223506,0.929992,0.178663,0.396234,-0.0268864,0.325159,-0.176975,-0.381339,0.387736,-0.482522,0.127665,-0.164613,0.416584,-0.114088
214.5,14,0.20485,-0.032874,0.261456,0.898411,0.0924461,0.38659,-0.00205965,0.3284,-0.198401,-0.430498,0.380941,-0.468553,0.126392,-0.168365,0.455951,-0.138139
216,50,0.182803,-0.0148177,0.260946,0.849516,0.146918,0.327098,0.0802902,0.304682,-0.224322,-0.369743,0.387291,-0.480107,0.113382,-0.16491,0.385817,-0.134569
217.5,-33,0.187952,-0.00757861,0.247128,0.824121,0.133385,0.32386,0.0227418,0.29939,-0.193856,-0.373945,0.428237,-0.457174,0.0835064,-0.169486,0.342605,-0.126628
219,-1,0.2207,0.0112022,0.219166,0.898046,0.0991935,0.341779,0.0501793,0.334033,-0.209751,-0.358373,0.450454,-0.486055,0.0577309,-0.163641,0.372702,-0.0852035
220.5,17,0.225704,0.0213464,0.214581,0.856632,0.0869572,0.323353,0.0445788,0.324711,-0.229297,-0.339418,0.450395,-0.414594,0.0593726,-0.169483,0.353952,-0.0774712
