time,value3,value1,value2
624,-139,-0.043069,0.443869
625.5,58,-0.0189215,0.544261
627,-30,-0.0859577,0.539841
628.5,46,-0.0191017,0.471966
630,-73,-0.00540615,0.42177
631.5,-9,0.015858,0.552469
633,-41,-0.0389242,0.515532
634.5,-29,0.0713611,0.485857
636,-34,-0.0255891,0.559414
637.5,25,-0.1229,0.452709
639,-80,-0.0528,0.587195
640.5,66,-0.0733434,0.402829
642,-6,-0.0275713,0.601717
643.5,1,-0.0973106,0.535737
645,-44,-0.0951482,0.433451
646.5,-37,0.0317161,0.47828
648,-34,-0.0690185,0.568569
649.5,34,-0.0036041,0.538894
651,-84,-0.135694,0.431241
652.5,-8,0.0234266,0.428084
654,-32,-0.0513584,0.605506
655.5,-15,-0.0445106,0.447973
657,-65,-0.0673966,0.614661
658.5,-56,-0.0291932,0.559414
660,15,-0.00810922,0.468809
661.5,-100,0.00810922,0.42398
663,-9,-0.0600082,0.503536
664.5,-54,-0.0549625,0.361157
666,-6,-0.0421679,0.334954
667.5,-38,-0.0782089,0.488067
669,96,-0.00198225,0.411352
670.5,-130,-0.00828942,0.388307
672,-411,-0.117313,0.482068
673.5,-181,-0.114971,0.536053
675,476,-0.0353202,0.468809
676.5,12,-0.0634321,0.490908
678,-45,-0.0151372,0.593194
679.5,-147,0.00810922,0.493434
681,16,0.0380232,0.343478
682.5,-41,0.0803714,0.63676
684,-40,-0.00973106,0.486488
685.5,-34,-0.0108123,0.412931
687,15,0.0187413,0.566359
688.5,-4,0.0153174,0.473229
690,-30,-0.013155,0.33306
691.5,0,-0.060729,0.531001
693,-31,-0.0686581,0.553416
694.5,-21,-0.0279318,0.613398
696,-20,-0.130108,0.331166
697.5,-7,-0.102717,0.401882
699,-120,-0.0497365,0.405039
700.5,41,-0.0342389,0.560045
702,-50,-0.0347795,0.48049
703.5,-15,-0.0468533,0.461232
705,-19,0.00162184,0.463758
706.5,-32,-0.103257,0.328324
708,-36,-0.0861379,0.467231
709.5,28,-0.154436,0.363682
711,-73,-0.0477543,0.445132
712.5,74,-0.0728028,0.570463
714,-50,-0.0708205,0.516795
715.5,-11,-0.0227058,0.477017
717,-62,-0.0569447,0.454919
718.5,-107,-0.0382034,0.506061
720,-29,-0.0073884,0.592246
721.5,-25,-0.0362212,0.519005
723,8,-0.0814526,0.545523
724.5,-3,-0.013155,0.465968
726,-47,0.00919045,0.389569
727.5,-98,-0.0555031,0.527844
729,15,-0.067757,0.440712
730.5,-105,0.0917243,0.568254
732,-20,0.0183809,0.538578
733.5,-59,-0.0275713,0.429347
735,10,-0.0529802,0.45113
736.5,3,-0.0472137,0.566044
738,-38,-0.0711809,0.41009
739.5,-40,-0.0751454,0.428716
741,-22,-0.0969502,0.30591
742.5,-57,0.0153174,0.53258
744,-44,-0.150651,0.429347
745.5,-7,-0.00973106,0.477333
747,10,0.0394649,0.457444
748.5,-48,-0.108483,0.55752
750,-82,-0.0594676,0.444185
751.5,37,-0.0724424,0.509218
753,-12,-0.0953284,0.468809
754.5,15,-0.0245079,0.527213
756,-51,-0.00504574,0.409458
757.5,74,-0.0603686,0.637391
759,-196,-0.163446,0.560361
760.5,40,-0.145966,0.391464
762,-35,-0.0147768,0.398093
763.5,189,-0.0760464,0.34916
765,-175,0.00468533,0.454287
766.5,1,-0.00540615,0.481753
768,10,-0.0254089,0.434714
769.5,-32,-0.0646935,0.433767
771,166,-0.0488355,0.571095
772.5,-6,-0.015858,0.347266
774,-79,-0.0587468,0.479227
775.5,-88,0.014957,0.495643
777,-76,-0.130468,0.42177
778.5,-11,-0.0704601,0.491224
780,17,-0.0940669,0.355158
781.5,34,-0.0499167,0.441659
783,-203,-0.059828,0.352002
784.5,-69,-0.122539,0.363998
786,23,-0.125062,0.289494
787.5,8,-0.1056,0.389569
789,99,-0.185611,0.340952
790.5,-164,-0.089742,0.518058
792,-512,-0.0904628,0.334954
793.5,223,-0.0937065,0.373469
795,223,-0.174799,0.304963
796.5,56,-0.0392847,0.404407
798,-86,-0.105059,0.407564
799.5,-178,-0.0259495,0.375047
801,-4,-0.0926253,0.275603
802.5,4,-0.0594676,0.55531
804,-20,-0.0452314,0.341268
805.5,46,-0.0261297,0.434083
807,42,-0.0183809,0.319485
808.5,-152,0.00216246,0.356421
810,-42,-0.0628915,0.457128
811.5,-16,-0.0841557,0.376626
813,53,-0.065054,0.336532
814.5,13,-0.0546021,0.452077
816,-79,-0.14957,0.334954
817.5,36,-0.13155,0.489329
819,-122,-0.0657748,0.187524
820.5,110,-0.176961,0.395568
822,-427,-0.13227,0.230143
823.5,-29,-0.0508178,0.40346
825,422,-0.19354,0.432504
826.5,117,-0.124161,0.451446
828,-165,-0.0704601,0.225407
829.5,-136,-0.126684,0.140801
831,-106,-0.144705,0.263607
832.5,-3,-0.065054,0.370312
834,-42,-0.0511782,0.370312
835.5,62,-0.0336983,0.184367
837,-177,-0.132811,0.348529
838.5,-15,-0.104519,0.386412
840,3,-0.0182007,0.296439
841.5,19,-0.0625311,0.394936
843,24,-0.0700997,0.3741
844.5,-115,-0.107943,0.309698
846,-64,-0.00919045,0.275603
847.5,-104,-0.0634321,0.292335
849,32,-0.059828,0.420508
850.5,-80,-0.10596,0.302437
852,30,-0.108483,0.255398
853.5,45,0.00720819,0.320432
855,-327,-0.088841,0.412615
856.5,59,-0.0118935,0.507008
858,81,-0.120737,0.369365
859.5,-196,-0.0944273,0.530054
861,96,-0.0872192,0.449552
862.5,205,-0.113709,0.524372
864,37,-0.11407,0.276866
865.5,-86,-0.0693789,0.349476
867,-90,-0.135154,0.300227
868.5,-95,-0.0558635,0.385465
870,-17,-0.0636123,0.28318
871.5,77,-0.127225,0.42398
873,-6,-0.194982,0.361472
874.5,42,-0.104519,0.546786
876,-75,-0.0102717,0.279707
877.5,32,-0.153715,0.369049
879,-76,-0.113169,0.459023
880.5,36,-0.0760464,0.284127
882,-84,-0.0520792,0.40125
883.5,-17,-0.0915441,0.420823
885,-79,-0.0144164,0.427769
886.5,-27,-0.00630717,0.327061
888,-8,-0.0555031,0.414825
889.5,9,-0.080011,0.246559
891,-61,-0.0645133,0.443238
892.5,-32,-0.132991,0.367471
894,-17,-0.148849,0.416404
895.5,-20,-0.0645133,0.415456
897,-25,-0.0227058,0.343478
898.5,54,-0.0841557,0.471019
900,-243,-0.0920847,0.329587
901.5,-219,-0.0488355,0.352317
903,-134,-0.0769475,0.442606
904.5,275,-0.00450512,0.376942
906,117,-0.101996,0.336532
907.5,-127,-0.143443,0.374416
909,-51,-0.145606,0.316644
910.5,-183,-0.0901024,0.277813
912,35,-0.109925,0.45334
913.5,-30,-0.0508178,0.327061
915,-110,-0.103077,0.435661
916.5,-105,-0.0036041,0.328324
918,-85,-0.0686581,0.381361
919.5,169,-0.0547823,0.470703
921,24,-0.143263,0.42177
922.5,-103,-0.066856,0.413562
924,-104,-0.09677,0.293598
925.5,-58,-0.0405461,0.437555
927,76,-0.0614499,0.527844
928.5,-142,-0.0331577,0.309067
930,-30,-0.0854171,0.260765
931.5,2,-0.0282922,0.389569
933,82,-0.0036041,0.317275
934.5,51,-0.159842,0.392726
936,-85,-0.0983919,0.349792
937.5,-23,-0.0719017,0.506693
939,-95,0.00810922,0.374416
940.5,25,-0.156778,0.374732
942,-27,-0.104339,0.363367
943.5,2,-0.0517188,0.415772
945,-50,-0.0481147,0.186577
946.5,-25,-0.10596,0.354527
948,-22,-0.090643,0.221935
949.5,3,-0.0380232,0.242771
951,-125,-0.118935,0.343793
952.5,82,-0.0978512,0.490592
954,-30,-0.0771277,0.19731
955.5,-84,-0.129387,0.378204
957,-29,-0.000180205,0.299912
958.5,-67,-0.0740642,0.288862
960,50,-0.165788,0.17237
961.5,-36,-0.145606,0.420508
963,-65,-0.101636,0.262344
964.5,-57,-0.118395,0.304963
966,4,-0.12326,0.375047
967.5,-79,-0.211561,0.347897
969,69,-0.0587468,0.396515
970.5,-125,-0.14056,0.264238
972,-8,-0.108844,0.196995
973.5,-30,-0.150291,0.299596
975,-10,-0.184169,0.273077
976.5,-42,-0.0922649,0.485541
978,-10,-0.0535208,0.344425
979.5,-50,-0.0623509,0.261712
981,1,-0.101636,0.400303
982.5,-13,-0.0124341,0.40346
984,-24,-0.196964,0.286021
985.5,-2,-0.045772,0.363682
987,33,-0.0540615,0.267395
988.5,-1,-0.0996533,0.340636
990,-100,-0.0706403,0.296123
991.5,40,-0.107042,0.369049
993,-64,-0.0612697,0.314118
994.5,46,-0.0796505,0.340005
996,-48,-0.103257,0.38073
997.5,-8,-0.036041,0.29707
999,-95,-0.126504,0.384518
1000.5,42,-0.0513584,0.395568
1002,-28,0.0336983,0.460601
1003.5,-12,0.0403659,0.484278
1005,-74,-0.0241475,0.510165
1006.5,-22,-0.142001,0.317275
1008,-46,-0.0160382,0.390201
1009.5,42,-0.0645133,0.4284
1011,-59,-0.0136956,0.404091
1012.5,-24,-0.0708205,0.501326
1014,-53,0.0248683,0.490592
1015.5,-53,0.0246881,0.40346
1017,-57,0.0807318,0.448289
1018.5,-19,-0.0805516,0.604874
1020,35,-0.073884,0.444185
1021.5,-50,0.0243277,0.485857
1023,-142,-0.0464929,0.32422
1024.5,-98,-0.0273911,0.46218
1026,65,0.0666758,0.548365
1027.5,-32,-0.0684778,0.441028
1029,118,-0.147408,0.502273
1030.5,-141,-0.0297338,0.499116
1032,15,0.0400055,0.399356
1033.5,-215,-0.0985721,0.467546
1035,5,-0.037843,0.53479
1036.5,-72,-0.0374826,0.469125
1038,115,0.0482949,0.504799
1039.5,-30,0.0367618,0.55089
1041,1,-0.0892014,0.467862
1042.5,-63,-0.0183809,0.47165
1044,-47,-0.122359,0.592878
1045.5,-25,-0.0715413,0.448289
1047,27,-0.0502772,0.462495
1048.5,-33,-0.0758662,0.316959
1050,-23,-0.0773079,0.485225
1051.5,33,-0.0978512,0.435661
1053,-10,-0.0619905,0.352002
1054.5,-13,-0.178223,0.452393
1056,-67,-0.0151372,0.447658
1057.5,22,-0.097671,0.383571
1059,-76,-0.132991,0.328956
1060.5,68,-0.0252287,0.449236
1062,-46,-0.116232,0.392095
1063.5,-21,-0.0108123,0.251926
1065,-87,-0.112808,0.331481
1066.5,-24,0.0762267,0.494381
1068,-64,-0.0697393,0.374732
1069.5,23,-0.0947878,0.47607
1071,-82,-0.00432492,0.274656
1072.5,11,-0.0884806,0.511428
1074,-22,-0.0618103,0.356106
1075.5,-71,-0.0104519,0.377573
1077,-63,-0.0834348,0.230458
1078.5,-38,-0.0582062,0.442606
1080,6,-0.0983919,0.275287
1081.5,-68,-0.0560437,0.448289
1083,-30,0.00883004,0.447658
1084.5,0,-0.103077,0.310961
1086,-100,-0.0284724,0.393358
1087.5,-116,-0.0432492,0.425874
1089,7,-0.050998,0.346319
1090.5,-8,-0.0924451,0.465652
1092,50,-0.088841,0.519321
1093.5,-23,-0.058927,0.55089
1095,-26,-0.0724424,0.461548
1096.5,-70,-0.0459522,0.510165
1098,-36,-0.10596,0.368733
1099.5,-75,0.0117133,0.4827
1101,28,0.00036041,0.542051
1102.5,-33,-0.101275,0.518689
1104,-24,0.00234266,0.379151
1105.5,3,0.0194621,0.47828
1107,1,0.0124341,0.356737
1108.5,-42,-0.195342,0.440081
1110,-95,-0.118034,0.590037
1111.5,46,-0.0769475,0.363367
1113,-30,-0.0850567,0.370312
1114.5,-6,-0.0619905,0.556257
1116,-77,-0.0773079,0.48049
1117.5,2,-0.000901024,0.467231
1119,-68,-0.0324369,0.384203
1120.5,50,-0.0902826,0.590984
1122,-37,-0.132991,0.409458
1123.5,-5,-0.0922649,0.560045
1125,-65,-0.0639727,0.264869
1126.5,-17,-0.0773079,0.483963
1128,-45,-0.0394649,0.263922
1129.5,0,0.0333379,0.419561
1131,-81,-0.120197,0.547733
1132.5,-15,-0.107582,0.385465
1134,-5,-0.0719017,0.403144
1135.5,-59,0.0625311,0.510481
1137,-56,-0.030815,0.542051
1138.5,19,-0.0243277,0.369996
1140,-110,-0.116232,0.3741
1141.5,-65,-0.0920847,0.53037
1143,-87,-0.108483,0.240876
1144.5,36,0.0248683,0.518058
1146,14,-0.0872192,0.486488
1147.5,-75,-0.13209,0.506377
1149,1,-0.0857775,0.334954
1150.5,-107,-0.0859577,0.369049
1152,-26,-0.0573051,0.40567
1153.5,-15,0.00162184,0.380098
1155,-8,-0.0135154,0.534474
1156.5,-23,-0.151192,0.485541
1158,-52,-0.0706403,0.445763
1159.5,2,-0.0178403,0.530054
1161,-31,0.0524396,0.382308
1162.5,-38,-0.0672164,0.291388
1164,-27,-0.145425,0.372206
1165.5,-26,-0.0392847,0.405039
1167,10,-0.0728028,0.62571
1168.5,-29,-0.0546021,0.351686
1170,-44,0.0454116,0.470388
1171.5,9,-0.0324369,0.508587
1173,-20,-0.0182007,0.362419
1174.5,19,0.0450512,0.343162
1176,-77,0.0201829,0.402197
1177.5,-12,-0.12308,0.299596
1179,28,-0.0306348,0.427769
1180.5,-93,-0.0183809,0.392411
1182,-49,-0.059828,0.341268
1183.5,-14,-0.0594676,0.511744
1185,66,-0.0612697,0.426822
1186.5,5,-0.0329775,0.400303
1188,-68,-0.0702799,0.441344
1189.5,-38,-0.0746048,0.393673
1191,-89,-0.0684778,0.409458
1192.5,-32,-0.0994731,0.466915
1194,-41,-0.0877598,0.441028
1195.5,-34,-0.0861379,0.507324
1197,-62,-0.109565,0.493749
1198.5,-4,0.0257693,0.468178
1200,5,-0.0670362,0.40346
