time,value3,value1,value2
3663,42,0.0127685,-0.224512
3664.5,-64,0.0759726,-0.194614
3666,-23,0.0606504,-0.217641
3667.5,-37,0.295591,-0.200185
3669,-6,0.0162798,-0.13129
3670.5,-51,0.164714,-0.138718
3672,-1,0.130877,-0.304363
3673.5,-16,0.0236217,-0.226926
3675,-75,0.164394,-0.228783
3676.5,-99,0,-0.205942
3678,-20,0.0817184,-0.275394
3679.5,11,0.0603312,-0.20947
3681,-77,0.214511,-0.233611
3682.5,-53,0.177801,-0.0969358
3684,-43,0.130239,-0.235654
3685.5,-16,0.129281,-0.164902
3687,-99,0.136942,-0.246425
3688.5,17,0.148115,-0.223398
3690,-78,0.173971,-0.126091
3691.5,-37,0.160883,-0.261281
3693,-40,0.112363,-0.236583
3694.5,-17,0.276119,-0.220612
3696,-40,0.158968,-0.159331
3697.5,-21,0.293356,-0.216341
3699,-31,0.0887411,-0.252739
3700.5,-30,0.0443705,-0.250696
3702,-40,0.0517124,-0.238068
3703.5,-82,0.118747,-0.266295
3705,35,0.173971,-0.232497
3706.5,29,0.199508,-0.1896
3708,-66,0.0842721,-0.243454
3709.5,-66,0.0488395,-0.145589
3711,11,0.160883,-0.257938
3712.5,-2,0.171098,-0.159888
3714,-129,0.0284099,-0.262395
3715.5,21,0.0874642,-0.191086
3717,-21,0.0903371,-0.284679
3718.5,54,0.0730996,-0.242154
3720,26,0.0865066,-0.237697
3721.5,-66,0.0852297,-0.277437
3723,-36,0.0868258,-0.171402
3724.5,-35,0.112682,-0.255338
3726,-13,0.153541,-0.258681
3727.5,-43,0.112044,-0.267223
3729,-15,0.042136,-0.149675
3730.5,-4,0.142369,-0.200185
3732,10,0.0526701,-0.254224
3733.5,3,0.158329,-0.262024
3735,-39,0.0504356,-0.200371
3736.5,-91,0.055543,-0.25311
3738,-122,0.0648001,-0.208542
3739.5,62,0.0679922,-0.27428
3741,-125,0.142688,-0.200928
3742.5,80,0.0121301,-0.161745
3744,-80,0.0108532,-0.252739
3745.5,-19,0.184824,-0.142061
3747,-68,0.00989559,-0.21207
3748.5,-30,0.0995943,-0.29155
3750,-143,0.136942,-0.241782
3751.5,71,-0.0877834,-0.126091
3753,-174,0.102786,-0.166574
3754.5,14,0.143646,-0.190529
3756,-32,0.119705,-0.29415
3757.5,-61,0.0686307,-0.225998
3759,50,0.0619272,-0.137047
3760.5,-35,0.188016,-0.167873
3762,-75,-0.0140453,-0.241782
3763.5,-96,0.268458,-0.239182
3765,-14,0.0644809,-0.21077
3766.5,12,0.183228,-0.231383
3768,8,0.18227,-0.284122
3769.5,-86,0.196635,-0.119034
3771,30,0.138219,-0.242339
3772.5,-21,0.164714,-0.214299
3774,41,0.0673538,-0.22934
3775.5,-70,0.0670346,-0.278551
3777,-77,0.218661,-0.264252
3778.5,-35,0.160883,-0.208913
3780,20,0.238132,-0.186258
3781.5,63,0.189293,-0.231012
3783,-38,0.174928,-0.125348
3784.5,-63,0.163118,-0.176601
3786,-29,0.106298,-0.142804
3787.5,-34,0.00383055,-0.118477
3789,-37,0.0392631,-0.165645
3790.5,-4,0.10119,-0.085608
3792,-14,0.0427745,-0.135004
3793.5,2,0.134388,-0.226369
3795,-33,0.121301,-0.179573
3796.5,-65,0.207488,-0.230083
3798,-52,0.220895,-0.0937788
3799.5,21,0.18259,-0.243454
3801,19,0.167587,-0.1896
3802.5,-183,0.187378,-0.249025
3804,7,0.150349,-0.261467
3805.5,-223,0.0651193,-0.226183
3807,169,0.0303252,-0.264809
3808.5,-10,0.138219,-0.273723
3810,-11,-0.045009,-0.268152
3811.5,-75,0.00223449,-0.354874
3813,-85,0.0670346,-0.174187
3814.5,-68,0.0820376,-0.267038
3816,24,0.061608,-0.192014
3817.5,-124,0.0753341,-0.262581
3819,10,0.185143,-0.31792
3820.5,6,-0.0351134,-0.140761
3822,-59,0.0807607,-0.189415
3823.5,5,0.141411,-0.294707
3825,-1,0.256647,-0.208913
3826.5,-67,0.188655,-0.223584
3828,42,-0.141411,-0.195543
3829.5,-173,0.184824,-0.217827
3831,3,-0.16599,-0.198328
3832.5,12,0.127685,-0.151532
3834,-14,0.0399016,-0.21337
3835.5,-27,-0.0504356,-0.291364
3837,12,0.110767,-0.154317
3838.5,-72,-0.0434129,-0.207056
3840,52,-0.0523508,-0.177344
3841.5,-25,0.124174,-0.110678
3843,-23,0.114916,-0.288393
3844.5,-41,0.0791647,-0.193872
3846,-34,0.0922524,-0.246239
3847.5,-8,0.0852297,-0.218755
3849,-37,0.209723,-0.23844
3850.5,61,0.14173,-0.247725
3852,-56,0.115236,-0.164159
3853.5,0,0.159925,-0.241597
3855,-66,0.158968,-0.281522
3856.5,-1,0.045009,-0.210213
3858,-66,0.326874,-0.220984
3859.5,64,0.298783,-0.150046
3861,-86,0.200146,-0.194057
3862.5,-10,0.243878,-0.207428
3864,-69,0.117151,-0.143918
3865.5,3,0.0462858,-0.134262
3867,-73,0.172375,-0.197771
3868.5,4,0.0820376,-0.205014
3870,-127,0.0970406,-0.208356
3871.5,6,0.082676,-0.168059
3873,-56,0.135346,-0.210399
3874.5,-26,0.204934,-0.18013
3876,-65,0.23909,-0.202971
3877.5,-43,-0.2758,-0.261095
3879,28,-0.000957637,-0.15896
3880.5,-43,0.108851,-0.362673
3882,-227,-0.0395823,-0.243268
3883.5,68,0.150668,-0.292479
3885,-123,0.0778878,-0.202228
3886.5,176,0.161202,-0.204085
3888,8,0.1296,-0.322376
3889.5,-131,0.19855,-0.275394
3891,-93,0.205892,-0.307892
3892.5,-15,0.156733,-0.136861
3894,13,0.138857,-0.245496
3895.5,-3,0.127685,-0.226741
3897,-17,0.151945,-0.257938
3898.5,-13,0.111724,-0.154689
3900,48,0.161521,-0.273166
3901.5,-30,0.0507548,-0.283565
3903,-65,0.108851,-0.212442
3904.5,-26,0.0325597,-0.148932
3906,-17,0.0692691,-0.252924
3907.5,-21,0.0702267,-0.236583
3909,-58,0.103425,-0.291179
3910.5,25,-0.00702267,-0.353203
3912,25,0.162798,-0.21337
3913.5,7,0.116513,-0.139647
3915,-92,0.0491587,-0.155803
3916.5,-24,0.0118109,-0.211327
3918,-37,0.0351134,-0.151532
3919.5,37,0.0587351,-0.228969
3921,-46,0.0373479,-0.22804
3922.5,-8,0.0730996,-0.25441
3924,-59,-0.0108532,-0.240297
3925.5,-22,0.168544,-0.231012
3927,-50,0.134388,-0.207985
3928.5,25,0.180355,-0.23454
3930,-93,0.0517124,-0.161002
3931.5,-28,0.0459666,-0.257195
3933,-42,0.162798,-0.2013
3934.5,-61,0.161841,-0.338347
3936,-48,0.135027,-0.267595
3937.5,-15,0.0402208,-0.222098
3939,36,0.0459666,-0.216527
3940.5,-135,0.256647,-0.211327
3942,-44,0.030006,-0.245125
3943.5,-54,0.140134,-0.177158
3945,50,0.205254,-0.240297
3946.5,-84,0.150349,-0.168988
3948,56,0.169502,-0.1948
3949.5,-167,0.120662,-0.293036
3951,-28,0.154818,-0.175301
3952.5,-38,0.155137,-0.125534
3954,-74,-0.0948061,-0.148189
3955.5,78,-0.0201104,-0.144289
3957,-55,0.0983174,-0.202228
3958.5,-5,0.104063,-0.272609
3960,5,0.181632,-0.267038
3961.5,-82,0.155456,-0.138718
3963,-15,0.0999135,-0.25701
3964.5,-13,0.0861874,-0.253667
3966,39,0.0526701,-0.211699
3967.5,-24,0.203338,-0.216713
3969,-38,0.233664,-0.170845
3970.5,-60,0.0718228,-0.228969
3972,35,0.241325,-0.231569
3973.5,15,0.215149,-0.322005
3975,-34,0.036071,-0.215041
3976.5,29,0.313786,-0.186443
3978,-102,0.0852297,-0.227855
3979.5,7,0.0395823,-0.107335
3981,-37,0.267181,-0.164159
3982.5,-30,0.173332,-0.200928
3984,-29,0.183547,-0.249025
3985.5,2,0.123854,-0.18013
3987,-27,0.143646,-0.166574
3988.5,15,0.0344749,-0.284122
3990,-55,0.051074,-0.253667
3991.5,-11,0.219937,-0.205199
3993,-35,0.137261,-0.244568
3994.5,-72,0.0268138,-0.270752
3996,-27,-0.0051074,-0.225998
3997.5,-41,-0.046605,-0.236954
3999,10,0.0303252,-0.251624
4000.5,-93,0.0919332,-0.231754
4002,-15,0.042136,-0.222469
4003.5,-56,0.0756533,-0.280037
4005,2,0.0478819,-0.260724
4006.5,-84,0.0172375,-0.155803
4008,29,0.0472434,-0.232312
4009.5,-105,0.0395823,-0.208542
4011,-9,0.055543,-0.305849
4012.5,-57,-0.0271331,-0.189415
4014,7,-0.0325597,-0.340204
4015.5,-56,0.0584159,-0.246796
4017,-47,0.0127685,-0.211142
4018.5,-26,-0.0395823,-0.242711
4020,15,0.000957637,-0.344289
4021.5,-19,0.261116,-0.142618
4023,-54,0.091614,-0.207242
4024.5,-8,-0.0370286,-0.177901
4026,17,0.210999,-0.226555
4027.5,-38,0.00542661,-0.27038
4029,-59,0.157053,-0.255153
4030.5,30,0.0213872,-0.2013
4032,-24,0.126408,-0.17623
4033.5,25,0.226002,-0.216713
4035,-61,0.0992751,-0.130176
4036.5,15,0.168544,-0.1883
4038,-93,0.163118,-0.231383
4039.5,29,0.102467,-0.284308
4041,-45,0.161202,-0.375858
4042.5,-7,0.23494,-0.203157
4044,-67,0.186101,-0.246982
4045.5,34,0.0188335,-0.269637
4047,-65,0.0414976,-0.163602
4048.5,-17,-0.0277715,-0.234911
4050,-81,0.0689499,-0.291921
4051.5,8,0.0580967,-0.109378
4053,3,0.066077,-0.151346
4054.5,-56,0.261754,-0.155431
4056,-27,0.0772494,-0.233611
4057.5,-199,0.126727,-0.199814
4059,114,0.231748,-0.3844
4060.5,-174,0.0025537,-0.167131
4062,-10,0.118109,-0.11272
4063.5,27,0.066077,-0.194429
4065,0,0.165671,-0.277437
4066.5,-46,0.30006,-0.226183
4068,-4,0.135027,-0.216527
4069.5,-100,0.10534,-0.191457
4071,42,0.108851,-0.173073
4072.5,-68,0.0788455,-0.141133
4074,-26,0.152264,-0.14986
4075.5,-36,0.0992751,-0.0467966
4077,-21,0.290164,-0.189415
4078.5,-24,0.0689499,-0.143361
4080,2,0.115555,-0.120891
4081.5,-25,0.0284099,-0.0714948
4083,-58,0.0983174,-0.236583
4084.5,-32,0.082676,-0.136119
4086,28,0.107575,-0.11922
4087.5,-48,0.0229833,-0.212627
4089,-81,0.0408592,-0.217827
4090.5,36,0.0341557,-0.194243
4092,-33,-0.030006,-0.306592
4093.5,10,-0.0159606,-0.253667
4095,-42,0.0909755,-0.152275
4096.5,-11,0.046605,-0.0748374
4098,-11,0.0794839,-0.160817
4099.5,-73,0.199827,-0.21727
4101,-28,0.151626,-0.171216
4102.5,26,0.0418168,-0.153203
4104,-64,0.00351134,-0.272423
4105.5,65,-0.0798031,-0.214299
4107,-11,0.214511,-0.236211
4108.5,-38,0.0383055,-0.268337
4110,-118,0.0695883,-0.197771
4111.5,34,-0.0874642,-0.14986
4113,1,0.124493,-0.291179
4114.5,-35,-0.000957637,-0.296935
4116,-34,0.172056,-0.281151
4117.5,-36,-0.149072,-0.28635
4119,43,0.0118109,-0.282079
4120.5,-72,0.00383055,-0.199257
4122,-47,0.046605,-0.216341
4123.5,-137,0.151307,-0.27948
4125,12,0.08108,-0.256081
4126.5,-77,0.224726,-0.234169
4128,-23,0.178759,-0.269637
4129.5,-88,0.105659,-0.142804
4131,-61,0.15801,-0.21077
4132.5,-39,0.0619272,-0.23844
4134,-4,0.286334,-0.203342
4135.5,-60,0.0948061,-0.21857
4137,46,0.152264,-0.165459
4138.5,-71,0.10949,-0.278551
4140,-23,0.259839,-0.132776
4141.5,-102,0.307082,-0.104921
4143,-3,0.00127685,-0.303249
4144.5,34,0.223449,-0.181058
4146,-24,0.188335,-0.243454
4147.5,-56,0.00542661,-0.213556
4149,-36,0.178759,-0.242896
4150.5,-20,0.206211,-0.159145
4152,-65,0.113959,-0.182172
4153.5,-3,0.181951,-0.273723
4155,73,0.145242,-0.238625
4156.5,-87,0.140134,-0.21467
4158,-64,0.124812,-0.117734
4159.5,302,0.176205,-0.215784
4161,25,0.111405,-0.254039
4162.5,174,0.0102148,-0.210956
4164,-621,0.29591,-0.273537
4165.5,106,0.162479,-0.171402
4167,114,0.0178759,-0.232683
4168.5,263,0.23526,-0.174744
4170,22,-0.00574582,-0.284679
4171.5,-116,0.0881026,-0.166202
4173,-73,0.102786,-0.256453
4174.5,-45,0.0130877,-0.261838
4176,-165,-0.0593735,-0.327947
4177.5,286,0.0440513,-0.203528
4179,-356,0.0239409,-0.301578
4180.5,16,0.00159606,-0.243454
4182,141,0.0494779,-0.203714
4183.5,98,0.0689499,-0.225626
4185,-43,0.119066,-0.28635
4186.5,-17,-0.0344749,-0.394985
4188,-223,-0.031602,-0.34726
4189.5,-121,0.0414976,-0.22934
4191,197,0.0699075,-0.256824
4192.5,-16,-0.0127685,-0.172887
4194,-117,-0.0331981,-0.257753
4195.5,-54,0.0418168,-0.331104
4197,-24,-0.0995943,-0.1922
4198.5,154,0.0376671,-0.245868
4200,-54,0.0338365,-0.197586
4201.5,77,-0.00893795,-0.179201
4203,-415,-0.00351134,-0.241782
4204.5,-21,-0.0363902,-0.275208
4206,135,-0.0111724,-0.185701
4207.5,104,-0.0478819,-0.198514
4209,-60,-0.0185143,-0.232312
4210.5,-38,0.0325597,-0.233426
4212,-72,0.132473,-0.384586
4213.5,-21,0.00478819,-0.240297
4215,-236,-0.0290483,-0.20817
4216.5,-12,0.0188335,-0.275394
4218,81,-0.0804415,-0.211142
4219.5,111,-0.0632041,-0.248839
4221,-57,0.0430937,-0.244568
4222.5,69,0.0753341,-0.107335
4224,-1,-0.115555,-0.249396
4225.5,-9,-0.0513932,-0.226369
4227,-165,0.132792,-0.207985
4228.5,-222,-0.0606504,-0.179944
4230,-143,0.00319212,-0.279851
4231.5,411,-0.0622464,-0.252182
4233,111,-0.0654386,-0.321634
4234.5,-132,0.0347942,-0.233611
4236,-164,0.0229833,-0.306592
4237.5,-91,0.0877834,-0.263881
4239,47,0.00159606,-0.184586
4240.5,-40,0.0475627,-0.271123
4242,-155,-0.0565006,-0.238997
4243.5,-161,0.0711844,-0.31792
4245,-86,0.0134069,-0.342246
4246.5,172,-0.0290483,-0.318477
4248,44,0.0842721,-0.285793
4249.5,-152,0.0673538,-0.243082
4251,-99,-0.0162798,-0.284122
4252.5,-26,-0.339642,-0.355802
4254,-331,0.0159606,-0.259052
4255.5,-168,-0.142369,-0.268709
4257,30,0.00893795,-0.313091
4258.5,194,-0.164714,-0.342989
4260,61,-0.176205,-0.342803
4261.5,-27,-0.23111,-0.236026
4263,-282,-0.144284,-0.248096
4264.5,-51,-0.0756533,-0.220798
4266,-44,-0.174609,-0.284122
4267.5,106,-0.119385,-0.187558
4269,33,-0.0935292,-0.30752
4270.5,-77,0.00446897,-0.268337
4272,15,-0.0402208,-0.227483
4273.5,-206,-0.270692,-0.274466
4275,-93,-0.0344749,-0.30882
4276.5,258,-0.0679922,-0.303992
4278,-19,0.00734189,-0.1948
4279.5,-21,-0.230471,-0.169359
4281,-54,-0.016599,-0.27558
4282.5,-66,-0.19472,-0.303806
4284,126,-0.145561,-0.366387
4285.5,-311,-0.107255,-0.278365
4287,-3,-0.340919,-0.243639
4288.5,153,-0.164075,-0.267409
4290,139,-0.256328,-0.334261
4291.5,35,-0.180036,-0.29025
4293,-134,-0.120662,-0.254224
4294.5,-205,-0.32847,-0.37623
4296,-9,-0.248028,-0.28765
4297.5,-41,-0.0686307,-0.268523
4299,158,-0.120343,-0.202785
4300.5,-39,-0.0734189,-0.281337
4302,-47,-0.26335,-0.291921
4303.5,-22,-0.0753341,-0.324976
4305,-172,-0.256008,-0.189972
4306.5,36,-0.164394,-0.256638
4308,-223,-0.172694,-0.263881
4309.5,2,-0.193762,-0.344103
4311,244,-0.0328789,-0.247168
4312.5,-45,-0.139496,-0.313834
4314,-112,-0.184824,-0.272237
4315.5,-142,-0.221853,-0.266109
4317,-57,-0.0437321,-0.226741
4318.5,5,0.00893795,-0.285793
4320,15,-0.209403,-0.230455
4321.5,-59,-0.0995943,-0.27688
4323,108,-0.0287291,-0.285236
4324.5,-330,-0.210042,-0.184772
4326,-5,-0.111724,-0.290807
4327.5,115,-0.138538,-0.289136
4329,91,-0.229195,-0.283194
4330.5,-34,-0.14205,-0.252182
4332,-129,-0.126089,-0.161931
4333.5,-31,-0.148115,-0.279851
4335,-70,-0.138857,-0.319962
4336.5,-11,-0.0504356,-0.255896
4338,37,0.00606504,-0.340389
4339.5,-70,0.0896987,-0.175116
4341,-39,-0.0261754,-0.291179
4342.5,25,-0.100871,-0.211142
4344,47,-0.195358,-0.309934
4345.5,69,-0.0580967,-0.318291
4347,-56,-0.199508,-0.211699
4348.5,-119,-0.108851,-0.23714
4350,18,-0.139177,-0.272237
4351.5,-45,-0.149391,-0.340761
4353,89,-0.117789,-0.363788
4354.5,-79,-0.04054,-0.283751
4356,-15,-0.181951,-0.377529
4357.5,-60,-0.219937,-0.245125
4359,-46,-0.234302,-0.25311
4360.5,-8,-0.057139,-0.321819
4362,-38,-0.0549045,-0.279665
4363.5,40,-0.140134,-0.176601
4365,-3,-0.131196,-0.262581
4366.5,-89,-0.213234,-0.271309
4368,-18,-0.282184,-0.283194
4369.5,-122,-0.158968,-0.288765
4371,-28,0.00574582,-0.317362
4372.5,-16,-0.0912948,-0.256081
4374,-38,-0.0798031,-0.266852
4375.5,147,-0.248347,-0.320334
4377,-285,-0.176844,-0.335004
4378.5,18,-0.0469242,-0.288022
4380,174,-0.0635233,-0.334447
4381.5,54,-0.161521,-0.379201
4383,-105,-0.143326,-0.296007
4384.5,-115,-0.0482011,-0.250696
4386,-82,-0.126089,-0.255338
4387.5,-6,-0.114597,-0.248282
4389,-50,-0.0185143,-0.384772
4390.5,14,-0.0185143,-0.321819
4392,-32,-0.0488395,-0.230826
4393.5,-7,-0.156414,-0.205014
4395,-35,-0.0954445,-0.225812
4396.5,5,-0.116193,-0.191272
4398,-60,-0.141411,-0.312534
4399.5,40,-0.107894,-0.344846
4401,-29,-0.213553,-0.286536
4402.5,-15,-0.016599,-0.195543
4404,23,-0.11364,-0.326276
4405.5,-115,-0.159606,-0.262581
4407,-52,-0.0651193,-0.37363
4408.5,-60,0.0625656,-0.395542
4410,168,-0.0919332,-0.208542
4411.5,3,-0.100233,-0.218941
4413,19,-0.045009,-0.28635
4414.5,-162,-0.154499,-0.317548
4416,-94,-0.0695883,-0.32479
4417.5,-18,0.0335173,-0.381615
4419,106,-0.0245794,-0.355988
4420.5,14,-0.180674,-0.254781
4422,-32,-0.195996,-0.312906
4423.5,-134,-0.0319212,-0.274466
4425,75,-0.0612888,-0.202971
4426.5,-86,-0.055543,-0.300092
4428,-5,-0.149072,-0.343918
4429.5,-66,-0.121301,-0.313648
4431,-32,-0.184824,-0.241782
4432.5,-14,0.0839529,-0.27168
4434,-23,0.000638425,-0.333147
4435.5,-126,-0.173652,-0.286165
4437,10,-0.162798,-0.304921
4438.5,1,-0.0699075,-0.276137
4440,-71,-0.118109,-0.298235
4441.5,-71,-0.045009,-0.374187
4443,-71,-0.19057,-0.358402
4444.5,2,-0.0686307,-0.320519
4446,-51,-0.0900179,-0.25831
4447.5,38,-0.270054,-0.363045
4449,-100,-0.0836337,-0.330362
4450.5,-24,0.010534,-0.247168
4452,-33,-0.170779,-0.274651
4453.5,8,-0.015003,-0.23194
4455,-53,-0.0430937,-0.310677
4456.5,-23,-0.106936,-0.325719
4458,-44,-0.0290483,-0.339461
4459.5,8,0.0533085,-0.279851
4461,101,-0.0172375,-0.310306
4462.5,-185,-0.0740573,-0.199443
4464,-62,-0.0788455,-0.285422
4465.5,259,-0.120982,-0.254596
4467,-52,-0.205254,-0.2
4468.5,-114,-0.0549045,-0.317177
4470,-2,0.0635233,-0.237883
4471.5,-26,-0.119705,-0.261095
4473,22,-0.203019,-0.292479
4474.5,-46,-0.197273,-0.304549
4476,22,-0.0622464,-0.242896
4477.5,-129,0.0175567,-0.268152
4479,48,-0.174609,-0.35376
4480.5,-31,-0.0507548,-0.248096
4482,9,-0.14173,-0.296007
4483.5,-38,-0.0638425,-0.387929
4485,10,-0.249305,-0.384958
4486.5,-49,-0.0852297,-0.301764
4488,-22,-0.229833,-0.226183
4489.5,-81,-0.190251,-0.303249
4491,-1,-0.192485,-0.267595
4492.5,20,-0.0469242,-0.382729
4494,-107,-0.0539469,-0.27948
4495.5,-68,-0.0402208,-0.281894
4497,12,-0.0296868,-0.268523
4498.5,4,-0.0469242,-0.254781
4500,-64,-0.0446897,-0.206313
4501.5,-67,0.0325597,-0.198885
4503,-101,0.0172375,-0.325533
4504.5,-12,0.0268138,-0.273351
4506,-52,-0.00383055,-0.298235
4507.5,60,0.0526701,-0.242154
4509,-92,-0.078207,-0.199257
4510.5,-42,-0.0159606,-0.252367
4512,-80,0.00989559,-0.3831
4513.5,12,0.0638425,-0.170473
4515,-31,-0.12162,-0.245868
4516.5,-26,0,-0.272794
4518,-44,-0.057139,-0.219684
4519.5,3,-0.138857,-0.315134
4521,-33,-0.066077,-0.205199
4522.5,-58,-0.0520316,-0.198143
4524,12,-0.0229833,-0.257938
4525.5,17,-0.0306444,-0.1961
4527,-30,-0.00191527,-0.263509
4528.5,-29,0.175567,-0.204271
4530,-13,0.0849105,-0.21857
4531.5,-37,-0.177163,-0.206871
4533,-2,-0.0306444,-0.25701
4534.5,-53,-0.0386247,-0.368802
4536,52,0.0798031,-0.240668
4537.5,-118,0.0239409,-0.23584
4539,-31,-0.042136,-0.270937
4540.5,60,0.0654386,-0.300092
4542,-30,-0.104382,-0.214856
4543.5,-18,-0.0344749,-0.250882
4545,-264,0.0201104,-0.236583
4546.5,-24,-0.010534,-0.277808
4548,170,-0.115555,-0.217455
4549.5,15,-0.14173,-0.357845
4551,-44,-0.0948061,-0.309006
4552.5,-44,-0.102786,-0.298978
4554,-47,-0.0928908,-0.262024
4555.5,-101,-0.0686307,-0.268152
4557,-26,-0.0191527,-0.27818
4558.5,59,-0.042136,-0.279108
4560,-69,0.0877834,-0.293964
4561.5,-6,0.0025537,-0.273537
4563,-33,-0.0453282,-0.278737
4564.5,-24,0.0178759,-0.270194
4566,-90,-0.0999135,-0.243268
4567.5,11,0.0379863,-0.241782
4569,-105,-0.0379863,-0.311977
4570.5,-57,-0.0788455,-0.309192
4572,-59,-0.0999135,-0.341504
4573.5,-5,-0.185462,-0.297678
4575,-58,-0.164714,-0.258124
4576.5,-44,0.051074,-0.277623
4578,-10,-0.0328789,-0.340575
4579.5,-24,-0.203338,-0.257381
4581,-53,-0.15418,-0.379015
4582.5,-44,-0.0411784,-0.301578
4584,3,0.0628849,-0.306035
4585.5,2,0.120343,-0.223027
4587,-36,0.0277715,-0.325348
4588.5,-88,-0.0239409,-0.210956
4590,37,0.045009,-0.27558
4591.5,-42,0.025537,-0.246425
4593,0,-0.0121301,-0.250139
4594.5,-29,-0.00127685,-0.23714
4596,6,0.0935292,-0.335933
4597.5,-80,0.147795,-0.27688
4599,42,0.0533085,-0.154689
4600.5,35,-0.0718228,-0.287465
4602,7,0.0411784,-0.315691
4603.5,0,-0.0217064,-0.249025
4605,-59,-0.072142,-0.239925
4606.5,-50,0.154818,-0.321819
4608,-21,0.0663962,-0.334447
4609.5,-35,-0.0957637,-0.208356
4611,-5,0.162798,-0.217641
4612.5,-2,0.0750149,-0.130919
4614,-46,-0.0236217,-0.25961
4615.5,-60,0.0667154,-0.173259
4617,-37,0.0504356,-0.223769
4618.5,6,0.0344749,-0.289322
4620,-74,0.0233025,-0.232869
4621.5,-21,-0.0248986,-0.34466
4623,-60,0.0271331,-0.23454
4624.5,-3,0.0325597,-0.199257
4626,-74,-0.0051074,-0.21857
4627.5,20,-0.0609696,-0.206313
4629,-101,0.116513,-0.205199
4630.5,-29,-0.0181951,-0.175301
4632,-60,0.0622464,-0.265923
4633.5,43,-0.0762918,-0.173259
4635,-111,0.0849105,-0.324419
4636.5,-22,0.0986366,-0.187186
4638,-10,0.0319212,-0.272794
4639.5,-33,0.00414976,-0.176601
4641,-48,0.112682,-0.31532
4642.5,-114,0.0558622,-0.25311
4644,52,0.104382,-0.223955
4645.5,28,0.150668,-0.204828
4647,-76,0.00478819,-0.272237
4648.5,-67,-0.0284099,-0.285608
4650,-1,-0.105979,-0.234354
4651.5,-21,-0.0804415,-0.195914
4653,3,-0.0402208,-0.282079
4654.5,-29,-0.0759726,-0.263695
4656,33,0.0654386,-0.113463
4657.5,-98,-0.0785263,-0.238997
4659,74,0.102467,-0.307892
4660.5,-73,0.0724612,-0.366759
4662,44,-0.015003,-0.395914
4663.5,-108,-0.00798031,-0.25441
4665,-58,-0.0363902,-0.276508
4666.5,15,-0.045009,-0.251067
4668,-66,0.0561814,-0.352646
4669.5,127,0.076611,-0.253667
4671,-61,-0.0469242,-0.25441
4672.5,-41,0.111086,-0.186629
4674,-87,0.0501164,-0.226183
4675.5,-65,0.051074,-0.297121
4677,-27,0.0261754,-0.313091
4678.5,38,-0.0526701,-0.264438
4680,-60,0.0983174,-0.155246
4681.5,-2,0.0695883,-0.256824
4683,-79,0.00606504,-0.226926
4684.5,-17,0.149711,-0.228598
4686,-52,0.0399016,-0.320519
4687.5,23,0.0756533,-0.317362
4689,-131,0.122258,-0.279294
4690.5,1,0.0191527,-0.326462
4692,-80,0.0708652,-0.145775
4693.5,-19,0.00829952,-0.270752
4695,-28,-0.0344749,-0.21337
4696.5,-19,0.0545853,-0.258867
4698,8,0.145561,-0.270194
4699.5,-58,-0.00446897,-0.189972
4701,-138,-0.0823568,-0.244382
4702.5,-37,-0.0986366,-0.294521
4704,-28,0.0791647,-0.261652
4705.5,95,-0.0051074,-0.292479
4707,3,-0.0497971,-0.257753
4708.5,-117,-0.0657578,-0.31662
4710,-6,0.102148,-0.236397
4711.5,-56,-0.0462858,-0.308635
4713,-2,-0.119066,-0.321262
4714.5,-40,0.0146838,-0.272051
4716,70,-0.0351134,-0.316248
4717.5,-68,0.0475627,-0.206685
4719,90,-0.0625656,-0.233426
4720.5,-46,-0.166629,-0.295078
4722,-156,-0.0670346,-0.302692
4723.5,20,-0.0306444,-0.271309
4725,-25,0.151307,-0.303992
4726.5,86,-0.0574582,-0.226555
4728,-84,0.230791,-0.245868
4729.5,25,-0.0648001,-0.213741
4731,-45,-0.0025537,-0.318105
4732.5,-27,0.19057,-0.291736
4734,-20,-0.0730996,-0.215598
4735.5,-39,-0.0264946,-0.321262
4737,-56,0.144284,-0.247539
4738.5,29,-0.0472434,-0.153946
4740,-54,0.0995943,-0.219684
4741.5,-14,0.106617,-0.280594
4743,-40,0.0319212,-0.21467
4744.5,-24,-0.0775686,-0.256453
4746,-64,0.0453282,-0.256081
4747.5,-2,0.134708,-0.193129
4749,-101,0.0545853,-0.233983
4750.5,-43,-0.135027,-0.294893
4752,-54,-0.10534,-0.340018
4753.5,-27,-0.0207488,-0.286722
4755,-50,-0.0545853,-0.25051
4756.5,-31,-0.0663962,-0.419126
4758,-5,0.110128,-0.319962
4759.5,-45,0.0896987,-0.3896
4761,-55,0.0456474,-0.325533
4762.5,-70,0.0159606,-0.280037
4764,20,0.0162798,-0.341318
4765.5,-39,-0.0459666,-0.280037
4767,39,0.0794839,-0.301392
4768.5,-158,0.0494779,-0.237325
4770,-39,0.0111724,-0.295635
4771.5,96,0.118428,-0.337232
4773,-170,-0.0912948,-0.286722
4774.5,-56,0.177801,-0.296564
4776,127,0.0948061,-0.293407
4777.5,-145,-0.025537,-0.301764
4779,241,-0.0491587,-0.263138
4780.5,-63,-0.164714,-0.293593
4782,-112,-0.10534,-0.239368
4783.5,-62,-0.13375,-0.309749
4785,22,0.0485203,-0.325719
4786.5,-23,0.0999135,-0.29155
4788,-20,0.115236,-0.223955
