time,value3,value1,value2
136.5,-62,0.0137261,-0.255338
138,-5,0.0730996,-0.177901
139.5,-25,-0.0130877,-0.260909
141,11,0.193762,-0.23584
142.5,-42,0.0312828,-0.229526
144,-15,0.15003,-0.147261
145.5,-27,0.175886,-0.276323
147,9,0.0325597,-0.145218
148.5,-52,0.199189,-0.140018
150,-9,-0.0220257,-0.099907
151.5,-28,-0.00191527,-0.272423
153,-3,-0.0172375,-0.160445
154.5,-46,0.104382,-0.252182
156,-51,0.111724,-0.207056
157.5,-1,0.0427745,-0.252553
159,-37,0.00159606,-0.173444
160.5,-55,0.272607,-0.154874
162,-71,-0.0335173,-0.166759
163.5,34,0.188335,-0.262209
165,-37,0.133112,-0.203528
166.5,-63,0.156414,-0.179758
168,-63,0.114916,-0.228969
169.5,-40,0.115874,-0.0477251
171,-20,0.15418,-0.228412
172.5,48,0.180355,-0.15246
174,-120,0.156095,-0.0921075
175.5,-22,0.155776,-0.137976
177,-92,0.323043,-0.154874
178.5,80,0.141411,-0.181244
180,-72,0.351453,-0.189415
181.5,-48,0.191847,-0.121263
183,-129,0.0983174,-0.0356545
184.5,22,0.226641,-0.179387
186,35,0.140453,-0.0839367
187.5,-94,-0.00446897,-0.143732
189,136,0.0737381,-0.107149
190.5,-267,0.122897,-0.07818
192,-27,0.0497971,-0.197586
193.5,80,0.00798031,-0.321634
195,-68,0.0727804,-0.25311
196.5,95,-0.0494779,-0.244568
198,-53,0.111086,-0.166759
199.5,14,0.00989559,-0.203899
201,10,0.0111724,-0.174002
202.5,-120,0.0446897,-0.183101
204,28,-0.0651193,-0.299349
205.5,-11,0.0960829,-0.186443
207,-2,0.00798031,-0.129805
208.5,-24,0.189931,-0.145218
210,8,0.249943,-0.27038
211.5,-16,0.110448,-0.178458
213,-15,0.229833,-0.217084
214.5,-72,0.0600119,-0.0991642
216,-39,0.114916,-0.2013
217.5,-9,0.0201104,-0.275766
219,-23,0.0475627,-0.270752
220.5,-113,-0.0979982,-0.239182
222,-7,0.0121301,-0.1883
223.5,27,-0.0172375,-0.188858
225,-80,0.0242601,-0.289693
226.5,38,-0.00702267,-0.265738
228,-206,0.101829,-0.22804
229.5,21,0.171417,-0.1948
231,-96,0.0319212,-0.184215
232.5,130,-0.00383055,-0.226555
234,-42,-0.120343,-0.244011
235.5,-59,0.00925716,-0.258495
237,-212,0.0188335,-0.241597
238.5,-111,0.00574582,-0.217455
240,-96,-0.0520316,-0.256638
241.5,192,-0.0402208,-0.257753
243,-173,0.00638425,-0.234169
244.5,-102,0.0520316,-0.182915
246,-230,-0.0284099,-0.193314
247.5,135,0.0727804,-0.218755
249,22,-0.0383055,-0.222841
250.5,-90,-0.00223449,-0.202971
252,-49,-0.0156414,-0.28765
253.5,-4,0.109171,-0.236026
255,138,-0.0162798,-0.235654
256.5,-53,0.1379,-0.236026
258,117,0.100871,-0.198328
259.5,-237,-0.08108,-0.16026
261,-115,0.0686307,-0.152832
262.5,169,-0.0434129,-0.105478
264,131,-0.000319212,-0.237511
265.5,130,0.00159606,-0.236768
267,-194,0.142688,-0.179758
268.5,-110,-0.0309636,-0.133147
270,211,-0.0657578,-0.166016
271.5,16,-0.0408592,-0.174373
273,-114,0.0245794,-0.227112
274.5,-51,-0.00414976,-0.229155
276,-143,0.0475627,-0.205756
277.5,89,0.134388,-0.224326
279,-49,0.0153222,-0.230083
280.5,58,-0.00957637,-0.202228
282,-224,-0.105659,-0.217827
283.5,-145,0.0849105,-0.148561
285,-79,-0.161202,-0.25051
286.5,197,0.151945,-0.269823
288,-113,-0.119066,-0.215413
289.5,143,-0.0051074,-0.226926
291,-497,0.151626,-0.270009
292.5,-125,-0.0948061,-0.272609
294,-89,0.0999135,-0.245496
295.5,181,-0.0312828,-0.235654
297,39,-0.0111724,-0.232312
298.5,-47,0.117151,-0.223955
300,-137,0.0383055,-0.179201
301.5,-20,0.0992751,-0.211142
303,-10,-0.199508,-0.231754
304.5,-88,-0.157691,-0.249582
306,184,-0.0188335,-0.182544
307.5,-479,-0.221533,-0.17233
309,-37,-0.165033,-0.255896
310.5,55,-0.0957637,-0.18013
312,290,-0.0928908,-0.257567
313.5,-41,-0.157053,-0.241597
315,-135,-0.0999135,-0.11402
316.5,-116,0.0970406,-0.179944
318,104,-0.0178759,-0.202228
319.5,-372,0.0169183,-0.177901
321,48,-0.0143646,-0.267595
322.5,30,-0.0893795,-0.131662
324,242,-0.0842721,-0.238997
325.5,-42,-0.0584159,-0.21597
327,39,-0.0960829,-0.13649
328.5,-224,0.0999135,-0.204085
330,-19,-0.104382,-0.207799
331.5,-21,0.0383055,-0.141504
333,111,-0.135665,-0.248096
334.5,-268,0.0967214,-0.223027
336,-10,-0.0580967,-0.168616
337.5,49,-0.0817184,-0.214113
339,114,-0.127366,-0.232683
340.5,-86,0.0973598,-0.273723
342,-78,-0.220895,-0.27428
343.5,-141,-0.0542661,-0.237697
345,-12,-0.162798,-0.300278
346.5,-33,-0.0268138,-0.249396
348,45,-0.111724,-0.241225
349.5,24,-0.172694,-0.229155
351,-233,-0.0325597,-0.258867
352.5,-93,-0.0967214,-0.239182
354,137,-0.0051074,-0.250882
355.5,28,-0.110448,-0.251996
357,-115,-0.0925716,-0.225069
358.5,-102,0.0402208,-0.227483
360,-80,0.0344749,-0.155246
361.5,-1,0.016599,-0.248468
363,128,-0.104382,-0.264995
364.5,-368,-0.277076,-0.284122
366,75,0.0306444,-0.226369
367.5,-156,-0.0392631,-0.163045
369,152,-0.122578,-0.1883
370.5,3,-0.120982,-0.27558
372,0,-0.228237,-0.254596
373.5,-69,-0.222491,-0.244382
375,-52,-0.120024,-0.283751
376.5,-44,-0.0507548,-0.194986
378,-41,-0.0858681,-0.288579
379.5,14,-0.0852297,-0.357845
381,-3,-0.0427745,-0.235097
382.5,40,-0.164394,-0.192572
384,89,-0.156095,-0.120148
385.5,-381,-0.0322405,-0.244939
387,24,0.0434129,-0.105292
388.5,220,-0.0858681,-0.23974
390,175,-0.0102148,-0.267966
391.5,-98,0.0868258,-0.187186
393,-166,-0.0558622,-0.311606
394.5,-69,-0.00223449,-0.185701
396,-32,-0.139815,-0.280408
397.5,115,-0.0999135,-0.232312
399,-47,-0.0785263,-0.29675
400.5,52,-0.147157,-0.231012
402,-238,-0.304529,-0.344289
403.5,-9,-0.183866,-0.210585
405,243,-0.0335173,-0.336861
406.5,45,-0.120982,-0.323676
408,-53,-0.134069,-0.31402
409.5,-205,-0.213234,-0.122934
411,-153,-0.0785263,-0.253481
412.5,45,-0.0574582,-0.174744
414,-82,-0.226002,-0.25181
415.5,77,-0.190251,-0.24921
417,-30,-0.0957637,-0.275766
418.5,-4,-0.30389,-0.267409
420,-136,-0.233344,-0.228412
421.5,-8,-0.0858681,-0.195357
423,-1,-0.0220257,-0.304921
424.5,-55,-0.260477,-0.27948
426,-8,-0.0146838,-0.193314
427.5,-80,-0.280907,-0.270009
429,9,0.015003,-0.178087
430.5,-83,-0.159287,-0.166945
432,124,-0.0727804,-0.234354
433.5,-248,-0.147476,-0.161002
435,-6,-0.0274523,-0.284308
436.5,-95,0.0351134,-0.238068
438,140,-0.155137,-0.196471
439.5,1,-0.139496,-0.15766
441,-38,-0.128004,-0.237883
442.5,-116,-0.0989559,-0.267038
444,-14,0.00191527,-0.242525
445.5,8,-0.0185143,-0.312906
447,-40,-0.139815,-0.242339
448.5,-26,-0.0922524,-0.367316
450,11,-0.0833144,-0.280037
451.5,-4,-0.0852297,-0.313834
453,-53,-0.252816,-0.195914
454.5,17,-0.123535,-0.32479
456,-67,-0.0909755,-0.207242
457.5,57,-0.185782,-0.291364
459,-101,-0.100233,-0.221355
460.5,-15,-0.258243,-0.265738
462,-93,-0.228556,-0.356731
463.5,174,-0.128962,-0.35116
465,-247,-0.214511,-0.327947
466.5,-23,-0.162798,-0.162302
468,195,-0.0986366,-0.221912
469.5,25,-0.0746957,-0.375487
471,-74,-0.140134,-0.264066
472.5,-139,-0.122258,-0.35376
474,-49,-0.254412,-0.314948
475.5,-30,-0.12577,-0.28765
477,65,-0.127685,-0.325533
478.5,78,-0.100233,-0.305849
480,-113,-0.0287291,-0.33389
481.5,-85,-0.161202,-0.296193
483,-20,-0.114278,-0.286165
484.5,-63,-0.161202,-0.25181
486,0,-0.167267,-0.298421
487.5,-46,-0.290164,-0.244011
489,-5,-0.111086,-0.22804
490.5,-64,-0.327512,-0.301392
492,7,-0.016599,-0.293593
493.5,-101,-0.245155,-0.322005
495,-20,-0.00127685,-0.346703
496.5,-46,-0.1944,-0.286536
498,8,-0.18259,-0.261838
499.5,-81,0.0233025,-0.280965
501,90,-0.0130877,-0.307892
502.5,-67,-0.211319,-0.249396
504,-2,-0.128962,-0.230455
505.5,-47,-0.157691,-0.347446
507,-32,-0.188335,-0.215227
508.5,-9,-0.154818,-0.35636
510,9,-0.271969,-0.319034
511.5,-20,-0.109171,-0.292107
513,-68,-0.152264,-0.220241
514.5,27,-0.252178,-0.335004
516,-35,-0.226002,-0.335004
517.5,11,-0.0679922,-0.228598
519,-2,-0.0881026,-0.272237
520.5,-19,-0.0229833,-0.365088
522,-56,-0.132154,-0.193686
523.5,-32,0.0657578,-0.197586
525,-68,-0.103744,-0.226741
526.5,10,-0.11747,-0.216156
528,61,-0.115874,-0.266852
529.5,-30,-0.0226641,-0.275394
531,-12,0.0284099,-0.216341
532.5,-108,-0.066077,-0.23064
534,129,0.0549045,-0.111235
535.5,-146,0.0750149,-0.155617
537,-93,-0.1296,-0.26908
538.5,191,-0.0363902,-0.309377
540,-94,-0.0868258,-0.283379
541.5,-66,0.0338365,-0.245125
543,-8,-0.123535,-0.210399
544.5,-90,0.00383055,-0.23844
546,-46,-0.20685,-0.267038
547.5,-35,0.10534,-0.264809
549,9,-0.112044,-0.302506
550.5,-64,-0.370925,-0.338904
552,16,-0.0807607,-0.295264
553.5,-115,-0.191847,-0.255896
555,-14,-0.19057,-0.223398
556.5,-61,-0.0964022,-0.322933
558,-13,-0.188655,-0.273723
559.5,-27,-0.0523508,-0.350974
561,-9,-0.0303252,-0.292479
562.5,-40,-0.0526701,-0.201671
564,9,-0.105021,-0.23714
565.5,-64,-0.0354326,-0.183658
567,-11,-0.0995943,-0.270752
568.5,14,-0.301975,-0.147075
570,12,-0.199508,-0.280594
571.5,-42,-0.0683115,-0.24921
573,-77,-0.10534,-0.166945
574.5,24,-0.0233025,-0.267595
576,-4,-0.0383055,-0.180687
577.5,-7,0.00957637,-0.219684
579,-43,-0.0533085,-0.240854
580.5,20,-0.10949,-0.247725
582,-60,0.00957637,-0.225069
583.5,31,-0.180993,-0.168802
585,-40,0.154818,-0.206685
586.5,12,-0.0312828,-0.273537
588,-47,0.132792,-0.281151
589.5,-19,-0.0341557,-0.187929
591,-47,0.0399016,-0.13779
592.5,-16,0.0603312,-0.21727
594,-60,0.0606504,-0.196657
595.5,-15,0.0715036,-0.238068
597,-1,0.0303252,-0.263695
598.5,-44,-0.0284099,-0.268152
600,-71,-0.0868258,-0.150603
601.5,-29,0.189293,-0.143361
603,19,-0.025537,-0.0677807
604.5,-80,0.0746957,-0.198143
606,-51,0.0383055,-0.298792
607.5,-76,0.0456474,-0.168431
609,-24,-0.0877834,-0.185329
610.5,-26,0.0801223,-0.286722
612,20,0.0944869,-0.230269
613.5,-114,0.0111724,-0.235654
615,-20,0.106617,-0.160631
616.5,-80,0.00446897,-0.176787
618,23,0.00861874,-0.243454
619.5,-31,-0.0242601,-0.241597
621,-9,0.0201104,-0.255153
622.5,-44,-0.0689499,-0.171402
624,-9,0.0475627,-0.239182
625.5,-52,0.193124,-0.180687
627,-41,0.0383055,-0.160074
628.5,-17,-0.0801223,-0.0924789
630,15,-0.135984,-0.234169
631.5,24,-0.193443,-0.268152
633,-88,-0.0967214,-0.314763
634.5,0,-0.0641617,-0.252924
636,-54,-0.0874642,-0.264995
637.5,-32,-0.0699075,-0.294707
639,-37,-0.138219,-0.236583
640.5,13,0.0153222,-0.267409
642,-71,-0.0737381,-0.213741
643.5,31,0.114597,-0.157103
645,-44,-0.0861874,-0.297492
646.5,26,-0.0999135,-0.34726
648,-83,-0.0513932,-0.266666
649.5,9,-0.0296868,-0.23454
651,-42,-0.00957637,-0.182915
652.5,-42,-0.0051074,-0.198514
654,-22,0.00542661,-0.22934
655.5,30,-0.0363902,-0.262209
657,19,-0.172056,-0.259424
658.5,-71,0.0600119,-0.230455
660,-111,-0.159606,-0.241039
661.5,1,-0.104702,-0.235283
663,17,-0.072142,-0.257195
664.5,-74,-0.055543,-0.197028
666,-17,0.122258,-0.264809
667.5,-24,0.0376671,-0.147446
669,-23,-0.110128,-0.177158
670.5,-126,-0.0127685,-0.205942
672,60,0.0172375,-0.300649
673.5,-83,-0.067673,-0.316063
675,-60,0.143326,-0.288765
676.5,-95,0.0185143,-0.202414
678,6,0.0686307,-0.1935
679.5,-65,0.0469242,-0.132219
681,32,0.0223449,-0.265923
682.5,-43,-0.0175567,-0.176601
684,-51,-0.0386247,-0.277437
685.5,-35,-0.0076611,-0.236768
687,-66,-0.0271331,-0.178087
688.5,13,0.0609696,-0.270566
690,33,-0.061608,-0.238068
691.5,-39,-0.00638425,-0.14299
693,-108,0.0750149,-0.24791
694.5,23,0.0708652,-0.172145
696,-16,-0.0303252,-0.211699
697.5,9,0.0772494,-0.226555
699,-13,-0.0881026,-0.175116
700.5,-41,0.0558622,-0.282822
702,-17,0.139177,-0.164717
703.5,21,-0.0399016,-0.303064
705,-26,0.0890603,-0.246425
706.5,-14,0.00925716,-0.224326
708,-67,-0.0102148,-0.161002
709.5,-27,0.114597,-0.149118
711,-15,0.0248986,-0.269452
712.5,-4,-0.00191527,-0.1883
714,-35,0.15003,-0.156546
715.5,-36,0.0584159,-0.1922
717,-21,-0.0201104,-0.207799
718.5,-5,0.0759726,-0.202599
720,-47,0.00638425,-0.279108
721.5,-72,0.138538,-0.197586
723,23,0.202061,-0.166016
724.5,-53,0.170779,-0.288207
726,-18,0.0051074,-0.153574
727.5,-58,0.0909755,-0.217084
729,-9,0.0928908,-0.226741
730.5,-62,0.0820376,-0.171216
732,45,0.0609696,-0.304735
733.5,-156,-0.0137261,-0.15896
735,-35,0.166948,-0.345589
736.5,-67,-0.0025537,-0.235654
738,8,-0.115236,-0.210399
739.5,-68,0.0296868,-0.218384
741,-27,-0.0395823,-0.376415
742.5,-26,-0.045009,-0.283194
744,-10,0.0600119,-0.255338
745.5,-26,-0.0462858,-0.267595
747,-80,0.179397,-0.284122
748.5,19,0.0475627,-0.274094
750,-33,-0.116832,-0.340946
751.5,34,0,-0.228226
753,-74,0.196635,-0.209285
754.5,-31,0.130877,-0.302321
756,-51,0.0545853,-0.169545
757.5,11,-0.0296868,-0.179387
759,-21,0.0823568,-0.352274
760.5,16,0.0418168,-0.216527
762,-120,-0.0274523,-0.264809
763.5,152,0.154818,-0.177716
765,-53,0.261754,-0.235097
766.5,-13,0.100871,-0.168245
768,-28,0.120662,-0.139833
769.5,120,0.211319,-0.209656
771,-251,0.036071,-0.191829
772.5,2,0.263989,-0.191457
774,9,0.145242,-0.242154
775.5,88,0.212276,-0.244011
777,25,0.126727,-0.122934
778.5,-71,0.159925,-0.232497
780,-85,0.0408592,-0.207242
781.5,-77,0.0370286,-0.225812
783,47,0.0804415,-0.335375
784.5,-46,0.10151,-0.200185
786,-2,0.00446897,-0.28895
787.5,-76,0.0309636,-0.158403
789,22,0.091614,-0.210585
790.5,-123,0.0312828,-0.173073
792,48,0.0970406,-0.26648
793.5,-92,0.0153222,-0.258681
795,6,-0.0338365,-0.177344
796.5,-48,0.0191527,-0.187558
798,-97,-0.021068,-0.258124
799.5,-36,-0.0657578,-0.244382
801,-85,0.152903,-0.277251
802.5,94,0.0223449,-0.221912
804,-62,0.124812,-0.29545
805.5,-43,0.137581,-0.230083
807,-81,0.0181951,-0.187186
808.5,-13,0.00861874,-0.207242
810,-16,0.0593735,-0.202042
811.5,12,-0.00574582,-0.143547
813,-98,0.00638425,-0.25441
814.5,-7,0.0025537,-0.166016
816,-34,-0.0673538,-0.370473
817.5,5,0.120982,-0.233054
819,-53,-0.021068,-0.296193
820.5,-1,0.0162798,-0.187372
822,-109,0.155776,-0.239554
823.5,39,0.107894,-0.185329
825,-18,0.0501164,-0.2
826.5,2,0.244836,-0.130548
828,39,0.273246,-0.139833
829.5,-142,0.122897,-0.104735
831,-1,0.0469242,-0.179201
832.5,-37,0.151945,-0.191086
834,78,0.0798031,-0.187186
835.5,36,0.188974,-0.183472
837,-111,0.0654386,-0.103992
838.5,-68,0.272927,-0.162674
840,14,0.184505,-0.291736
841.5,-41,0.18642,-0.233611
843,36,0.0868258,-0.289879
844.5,-100,0.197273,-0.274837
846,-3,0.17014,-0.189229
847.5,-62,0.114597,-0.222469
849,-52,0.159925,-0.206128
850.5,-46,0.181313,-0.202042
852,11,0.198231,-0.251067
853.5,-123,0.0785263,-0.235283
855,-17,0.165033,-0.24791
856.5,33,0.0140453,-0.224884
858,-41,-0.0430937,-0.220798
859.5,-150,0.180036,-0.254596
861,-126,0.0172375,-0.24791
862.5,22,0.123535,-0.293964
864,-7,0.150349,-0.198328
865.5,62,-0.00893795,-0.173444
867,-106,-0.0226641,-0.284122
868.5,-70,0.107255,-0.218755
870,-81,0.0794839,-0.224884
871.5,-1,0.14588,-0.310492
873,-86,0.0964022,-0.17623
874.5,17,0.08108,-0.275208
876,-31,0.305486,-0.15376
877.5,-3,0.221853,-0.154317
879,-37,0.120982,-0.283379
880.5,27,0.0395823,-0.20947
882,-40,0.000638425,-0.183844
883.5,-35,0.109171,-0.273908
885,-57,0.00861874,-0.154874
886.5,2,0.15801,-0.23194
888,-20,0.0865066,-0.135747
889.5,5,0.106617,-0.238625
891,-53,0.10534,-0.190529
892.5,-36,0.236856,-0.223212
894,-16,0.212276,-0.202042
895.5,39,0.108851,-0.208542
897,12,0.154499,-0.232497
898.5,-81,0.0175567,-0.215413
900,-10,0.0839529,-0.252553
901.5,-76,-0.030006,-0.197586
903,36,0.171736,-0.178458
904.5,-43,0.106936,-0.329433
906,-12,-0.0025537,-0.218755
907.5,-52,0.0884218,-0.208542
909,-10,0.0322405,-0.337975
910.5,-51,0.0373479,-0.153203
912,14,0.0865066,-0.203528
913.5,-78,0.0935292,-0.192572
915,-18,0.0328789,-0.312534
916.5,-23,0.106617,-0.163417
918,-49,0.091614,-0.318105
919.5,-87,0.0603312,-0.253481
921,-18,0.0414976,-0.277808
922.5,-21,0.0296868,-0.346889
924,35,0.0663962,-0.197957
925.5,-170,0.140453,-0.23454
927,-77,0.14205,-0.132776
928.5,-9,0.0829952,-0.189043
930,70,0.0491587,-0.326833
931.5,8,0.0118109,-0.266666
933,-27,-0.0823568,-0.355431
934.5,-176,0.0887411,-0.262766
936,14,0.0804415,-0.285979
937.5,-109,0.140773,-0.311049
939,-18,0.166948,-0.153203
940.5,23,0.154818,-0.165645
942,62,0.08108,-0.231569
943.5,-1,0.165033,-0.191829
945,-101,0.271331,-0.246982
946.5,-69,0.0794839,-0.264438
948,-16,0.227279,-0.220427
949.5,-1,-0.0124493,-0.247725
951,-5,0.0114916,-0.151903
952.5,-49,0.104702,-0.277251
954,4,0.183866,-0.237511
955.5,-34,0.133431,-0.218198
957,-4,0.124812,-0.111235
958.5,-61,0.0603312,-0.139276
960,-16,0.010534,-0.271123
961.5,-73,0.188655,-0.141504
963,54,0.045009,-0.170102
964.5,-53,0.192804,-0.149675
966,-50,0.0363902,-0.131662
967.5,-55,0.1379,-0.13649
969,11,0.0127685,-0.212627
970.5,-30,0.185462,-0.240297
972,5,-0.0724612,-0.153017
973.5,-73,0.234621,-0.15376
975,-30,0.240686,-0.192757
976.5,-36,0.212276,-0.324048
978,-22,0.160883,-0.204085
979.5,-54,0.3323,-0.170102
981,-43,0.203977,-0.244382
982.5,9,0.151307,-0.268523
984,-76,0.0482011,-0.254224
985.5,-22,0.0708652,-0.143918
987,-74,0.173971,-0.192572
988.5,10,0.122578,-0.153389
990,-62,0.0587351,-0.180687
991.5,26,0.0478819,-0.294893
993,-101,0.16216,-0.249396
994.5,-44,0.123535,-0.203899
996,-31,0.150668,-0.166202
997.5,-41,-0.0507548,-0.260538
999,68,-0.0076611,-0.165274
1000.5,-145,0.0558622,-0.146146
1002,-30,0.0584159,-0.275023
1003.5,-23,0.204615,-0.175301
1005,97,0.107894,-0.186072
1006.5,-66,0.142369,-0.179758
1008,-17,0.210999,-0.27038
1009.5,-86,0.190889,-0.114392
1011,-26,0.206211,-0.178087
1012.5,-46,0.0363902,-0.28765
1014,-54,0.106936,-0.266666
1015.5,66,0.282503,-0.169359
1017,-15,0.227598,-0.132219
1018.5,-62,0.208765,-0.188115
1020,15,0.238132,-0.277808
1021.5,-94,0.163118,-0.230455
1023,63,0.046605,-0.250696
1024.5,-39,0.0459666,-0.111792
1026,-12,0.0536277,-0.207056
1027.5,-56,0.148753,-0.292479
1029,-18,0.121301,-0.219127
1030.5,-53,0.146199,-0.154503
1032,43,0.360391,-0.202414
1033.5,-58,-0.00414976,-0.291364
1035,-17,-0.0322405,-0.23194
1036.5,-23,0.103744,-0.23064
1038,-54,0.156414,-0.246053
1039.5,-71,0.14173,-0.2
1041,73,0.286334,-0.171402
1042.5,-116,0.0644809,-0.219498
1044,-80,0.117789,-0.236397
1045.5,-41,0.245155,-0.199443
1047,-15,0.114916,-0.185515
1048.5,49,0.215468,-0.186072
1050,-71,0.134069,-0.16973
1051.5,-40,0.183547,-0.193686
1053,-108,0.146838,-0.211513
1054.5,-7,0.117789,-0.239182
1056,-68,0.103425,-0.184215
1057.5,23,0.179397,-0.144104
1059,-1,0.139496,-0.267038
1060.5,-19,0.181632,-0.270009
1062,-41,0.0903371,-0.230269
1063.5,-21,0.130239,-0.220241
1065,23,0.297506,-0.205014
1066.5,-76,0.141092,-0.216898
1068,-37,0.0964022,-0.210027
1069.5,59,0.162798,-0.225069
1071,-241,0.221214,-0.214484
1072.5,30,0.324001,-0.14986
1074,-33,0.323362,-0.116434
1075.5,99,0.230791,-0.127019
1077,7,0.217384,-0.128319
1078.5,-93,0.256966,-0.155617
1080,7,0.161841,-0.263138
1081.5,-97,0.209084,-0.220984
1083,35,0.0408592,-0.252924
1084.5,-3,0.168863,-0.169545
1086,-2,0.195996,-0.214113
1087.5,-21,0.194081,-0.190529
1089,39,0.140453,-0.131847
1090.5,-76,0.296868,-0.118106
1092,19,0.09321,-0.148561
1093.5,-89,0.156733,-0.191829
1095,-95,0.168544,-0.243082
1096.5,55,0.0903371,-0.12182
1098,-126,0.171098,-0.206313
1099.5,70,0.178121,-0.137047
1101,-35,0.0724612,-0.108821
1102.5,-15,0.123854,-0.093036
1104,-92,0.157372,-0.180315
1105.5,-5,0.218661,-0.163974
1107,-17,0.0868258,-0.100835
1108.5,2,-0.0226641,-0.0947073
1110,-74,0.136623,-0.126648
1111.5,41,-0.0252178,-0.255153
1113,-124,-0.0181951,-0.260167
1114.5,-5,0.114916,-0.245311
1116,-45,0.188655,-0.215413
1117.5,-57,0.133431,-0.226183
1119,-64,0.151626,-0.293407
1120.5,5,0.0229833,-0.273537
1122,-36,0.147157,-0.204456
1123.5,-16,0.0804415,-0.0952644
1125,-61,0.167906,-0.264252
1126.5,-65,0.0960829,-0.165831
1128,27,-0.00127685,-0.313834
1129.5,-62,0.0743765,-0.25701
1131,-2,0.0667154,-0.176601
1132.5,-81,0.0325597,-0.212442
1134,66,0.0813992,-0.13129
1135.5,-39,0.0935292,-0.224884
1137,-6,0.0896987,-0.250325
1138.5,-65,0.175248,-0.205014
1140,-2,0.264308,-0.195729
1141.5,-78,0.135665,-0.0666665
1143,56,0.118428,-0.176044
1144.5,-28,0.0549045,-0.224326
1146,9,0.293356,-0.0987928
1147.5,-30,0.0233025,-0.175301
1149,-5,0.306763,-0.151532
1150.5,-36,0.346984,-0.0215413
1152,-30,0.207807,-0.147261
1153.5,-16,0.166948,-0.189043
1155,-9,0.143646,-0.0716805
1156.5,15,0.391035,-0.134262
1158,-24,0.235579,-0.102692
1159.5,-78,0.1379,-0.110678
1161,-47,0.175886,-0.12999
1162.5,24,0.170459,-0.13649
1164,-52,0.114597,-0.162674
1165.5,-60,0.202061,-0.166388
1167,-2,0.169183,-0.151903
1168.5,-27,0.18227,-0.242525
1170,-102,0.10534,-0.197214
1171.5,24,0.311551,-0.245125
1173,-84,0.127047,-0.175487
1174.5,-20,0.258562,-0.237883
1176,-9,0.107255,-0.158774
1177.5,-54,0.112044,-0.147632
1179,-178,0.201423,-0.185329
1180.5,81,0.303571,-0.101578
1182,-88,0.155137,-0.182729
