time,value3,value1,value2
6124.5,24,0.0829389,-4.40322
6126,-114,0.254123,-4.38381
6127.5,-9,0.178165,-4.52673
6129,15,0.127061,-4.39362
6130.5,-36,0.163364,-4.51171
6132,-70,0.169508,-4.49126
6133.5,11,0.145771,-4.41907
6135,-47,0.169787,-4.48062
6136.5,-44,0.370572,-4.45454
6138,20,0.318631,-4.43848
6139.5,62,0.341529,-4.42617
6141,-88,0.347952,-4.38193
6142.5,-48,0.334827,-4.44954
6144,9,0.206649,-4.37046
6145.5,47,0.338458,-4.37463
6147,5,0.296011,-4.38047
6148.5,-63,0.314162,-4.44766
6150,19,0.29992,-4.42179
6151.5,-90,0.128458,-4.44348
6153,30,0.230944,-4.48417
6154.5,-41,0.282607,-4.52611
6156,6,0.286237,-4.59246
6157.5,-28,0.225918,-4.40614
6159,-19,0.194641,-4.42846
6160.5,-43,0.152474,-4.41699
6162,2,0.25524,-4.42742
6163.5,-65,0.272553,-4.3907
6165,1,0.395705,-4.49272
6166.5,-100,0.207766,-4.51797
6168,-74,0.206091,-4.53174
6169.5,-23,0.0508245,-4.41511
6171,42,0.203577,-4.3642
6172.5,78,0.295452,-4.47228
6174,-108,0.257753,-4.34834
6175.5,-82,0.358285,-4.45246
6177,-62,0.237088,-4.41845
6178.5,-21,0.217261,-4.48772
6180,-69,0.261662,-4.43389
6181.5,19,0.307181,-4.5405
6183,-77,0.283444,-4.44599
6184.5,0,0.27367,-4.42262
6186,-68,0.212513,-4.41636
6187.5,-68,0.166157,-4.44265
6189,-15,0.272553,-4.47958
6190.5,-72,0.316396,-4.39758
6192,-15,0.28512,-4.46602
6193.5,6,0.200785,-4.46143
6195,-83,0.230665,-4.49606
6196.5,-13,0.231782,-4.37881
6198,-15,0.400732,-4.42638
6199.5,7,0.298803,-4.42304
6201,-27,0.119801,-4.56512
6202.5,-85,0.237926,-4.46685
6204,18,0.104721,-4.37588
6205.5,14,0.232899,-4.44077
6207,-33,0.188218,-4.38047
6208.5,-20,0.172021,-4.4752
6210,-13,0.125106,-4.55073
6211.5,-53,0.263059,-4.51943
6213,46,0.153311,-4.44849
6214.5,-42,0.278418,-4.41365
6216,-19,0.163923,-4.44307
6217.5,-14,0.189335,-4.27553
6219,66,0.154987,-4.38235
6220.5,-138,0.22871,-4.45433
6222,-66,0.10863,-4.48688
6223.5,2,0.201622,-4.50149
6225,113,0.157779,-4.4752
6226.5,-36,0.30774,-4.39863
6228,-50,0.30774,-4.41574
6229.5,-131,0.181516,-4.45183
6231,-42,0.204136,-4.47791
6232.5,10,0.320027,-4.32101
6234,-40,0.251609,-4.4245
6235.5,5,0.210279,-4.35773
6237,-76,0.244349,-4.37275
6238.5,-50,0.304109,-4.44974
6240,-52,0.202181,-4.48563
6241.5,16,0.249654,-4.32456
6243,-78,0.270599,-4.40551
6244.5,-41,0.225918,-4.42199
6246,-60,0.350745,-4.40468
6247.5,-7,0.270599,-4.37651
6249,-97,0.178165,-4.4681
6250.5,-16,0.206928,-4.4318
6252,13,0.241835,-4.42825
6253.5,-74,0.389561,-4.33624
6255,22,0.260825,-4.40718
6256.5,-180,0.0890825,-4.41699
6258,-7,0.349069,-4.36211
6259.5,15,0.277301,-4.4679
6261,-75,0.210838,-4.52569
6262.5,73,0.327567,-4.47562
6264,-51,0.104162,-4.41636
6265.5,-113,0.204136,-4.46873
6267,-36,0.164761,-4.34939
6268.5,-6,0.207487,-4.4391
6270,21,0.220053,-4.47103
6271.5,-82,0.315,-4.48939
6273,109,0.264455,-4.41615
6274.5,-177,0.22117,-4.46623
6276,57,0.231782,-4.51818
6277.5,-90,0.207766,-4.49022
6279,140,0.102208,-4.53946
6280.5,-9,0.363311,-4.42909
6282,-171,0.302992,-4.44453
6283.5,-13,0.265013,-4.4366
6285,-37,0.25524,-4.40384
6286.5,91,0.253285,-4.44223
6288,-64,0.156662,-4.46518
6289.5,-25,0.313325,-4.42074
6291,-59,0.380067,-4.44369
6292.5,37,0.217819,-4.48667
6294,-51,0.295732,-4.53195
6295.5,-2,0.372527,-4.47854
6297,-59,0.369734,-4.43097
6298.5,-29,0.259708,-4.35544
6300,-69,0.336224,-4.35439
6301.5,17,0.305785,-4.43493
6303,-67,0.240718,-4.32518
6304.5,-55,0.222008,-4.43952
6306,-11,0.272833,-4.46414
6307.5,-47,0.292381,-4.55991
6309,-77,0.28149,-4.36316
6310.5,-8,0.284003,-4.40343
6312,12,0.143258,-4.42533
6313.5,-79,0.149681,-4.48751
6315,-50,0.256915,-4.33749
6316.5,-87,0.103604,-4.35335
6318,140,0.402128,-4.42325
6319.5,-354,0.306902,-4.37818
6321,45,0.201064,-4.398
6322.5,-38,0.257474,-4.42846
6324,51,0.183192,-4.31872
6325.5,-12,0.181237,-4.43994
6327,-43,0.188218,-4.45183
6328.5,-72,0.205532,-4.37192
6330,-42,0.264734,-4.44286
6331.5,-42,0.222287,-4.43117
6333,36,0.227593,-4.41699
6334.5,-7,0.201622,-4.42784
6336,-36,0.29992,-4.44995
6337.5,23,0.305785,-4.46414
6339,31,0.296569,-4.45496
6340.5,-76,0.249096,-4.45705
6342,-43,0.13488,-4.44891
6343.5,-1,0.253564,-4.47374
6345,-25,0.167833,-4.50879
6346.5,-5,0.152474,-4.46143
6348,-35,0.11254,-4.41991
6349.5,10,0.192686,-4.47624
6351,-103,0.192966,-4.45579
6352.5,67,0.458538,-4.40906
6354,-15,0.196317,-4.48313
6355.5,38,0.0890825,-4.49982
6357,-81,0.128458,-4.49356
6358.5,-21,0.206928,-4.49189
6360,-39,0.159176,-4.4729
6361.5,-9,0.127341,-4.46247
6363,-13,0.148285,-4.43597
6364.5,-6,0.172301,-4.37776
6366,-8,0.219774,-4.51463
6367.5,-152,0.16113,-4.4631
6369,12,0.199109,-4.47749
6370.5,-68,0.106676,-4.55991
6372,109,0.148285,-4.41323
6373.5,-61,0.0547341,-4.47186
6375,-63,0.0969017,-4.50691
6376.5,-86,0.113098,-4.44453
6378,-6,0.0329521,-4.47895
6379.5,-105,0.0337899,-4.55094
6381,70,0.0971809,-4.5115
6382.5,-123,0.153032,-4.49252
6384,-34,0.250213,-4.45475
6385.5,-70,0.2477,-4.46372
6387,4,0.207487,-4.39487
6388.5,-58,0.175931,-4.54802
6390,-22,0.289029,-4.44641
6391.5,-24,0.292381,-4.44724
6393,-72,0.181516,-4.48459
6394.5,-29,0.21754,-4.37421
6396,-39,0.332314,-4.38527
6397.5,-60,0.213351,-4.41907
6399,14,0.223684,-4.41198
6400.5,-30,0.130971,-4.42179
6402,-80,0.171463,-4.46268
6403.5,34,0.294056,-4.42492
6405,-18,0.172021,-4.45767
6406.5,20,0.242394,-4.36378
6408,-14,0.340412,-4.42074
6409.5,-74,0.353537,-4.40989
6411,-61,0.217261,-4.43243
6412.5,22,0.214468,-4.46247
6414,-12,0.188777,-4.48125
6415.5,14,0.18375,-4.43535
6417,-11,0.267248,-4.41657
6418.5,11,0.327287,-4.43556
6420,-57,0.265013,-4.35752
6421.5,-60,0.297128,-4.40843
6423,-5,0.202739,-4.48229
6424.5,-7,0.240439,-4.50044
6426,4,0.249096,-4.50357
6427.5,-69,0.133205,-4.37714
6429,-50,0.261104,-4.41803
6430.5,-16,0.271995,-4.41594
6432,14,0.116729,-4.41052
6433.5,-85,0.113936,-4.45141
6435,21,0.256915,-4.3763
6436.5,-91,0.312766,-4.45413
6438,-21,0.232341,-4.43201
6439.5,-71,0.330359,-4.40301
6441,12,0.419721,-4.4681
6442.5,-48,0.256636,-4.44307
6444,6,0.0821011,-4.48855
6445.5,-139,0.383139,-4.32185
6447,-12,0.450998,-4.42116
6448.5,-28,0.421676,-4.46497
6450,-139,0.234575,-4.34146
6451.5,61,0.378112,-4.36816
6453,-73,0.469429,-4.38465
6454.5,-45,0.368059,-4.35752
6456,-114,0.511596,-4.45746
6457.5,53,0.437314,-4.30995
6459,31,0.272833,-4.40071
6460.5,-73,0.290984,-4.4005
6462,-59,0.204136,-4.46602
6463.5,-2,0.395984,-4.40405
6465,45,0.283724,-4.37839
6466.5,-117,0.294894,-4.29764
6468,-15,0.369455,-4.37526
6469.5,-10,0.398777,-4.44995
6471,42,0.349349,-4.39758
6472.5,-3,0.425027,-4.42137
6474,-25,0.404083,-4.34375
6475.5,-21,0.432288,-4.28846
6477,-17,0.441224,-4.37025
6478.5,-9,0.38649,-4.34375
6480,-30,0.295452,-4.37839
6481.5,-32,0.395705,-4.35878
6483,27,0.210838,-4.44807
6484.5,-6,0.267248,-4.47791
6486,24,0.172301,-4.47019
6487.5,-70,0.297686,-4.41761
6489,-27,0.145492,-4.34772
6490.5,-55,0.327008,-4.43201
6492,30,0.148005,-4.49731
6493.5,-78,0.33008,-4.39883
6495,0,0.346277,-4.39237
6496.5,-77,0.119801,-4.40864
6498,-19,0.127061,-4.39404
6499.5,-38,0.0161968,-4.39779
6501,22,0.299083,-4.49231
6502.5,-80,0.342367,-4.46372
6504,-6,0.309415,-4.40468
6505.5,-20,0.201902,-4.41615
6507,-87,0.265013,-4.42909
6508.5,-70,0.231224,-4.46205
6510,21,0.360798,-4.38945
6511.5,-12,0.229269,-4.43994
6513,-58,0.204694,-4.49773
6514.5,-81,0.187101,-4.47791
6516,-22,0.263617,-4.47123
6517.5,-110,0.125944,-4.36337
6519,-5,0.184588,-4.4003
6520.5,48,0.306064,-4.36545
6522,-99,0.237088,-4.4318
6523.5,120,0.250213,-4.41469
6525,-145,0.284003,-4.41991
6526.5,-28,0.312208,-4.35815
6528,-7,0.373365,-4.36191
6529.5,-7,0.400452,-4.36483
6531,-51,0.250213,-4.45767
6532.5,42,0.396822,-4.42137
6534,-12,0.201343,-4.46936
6535.5,-55,0.313045,-4.43326
6537,-12,0.304109,-4.36295
6538.5,10,0.333152,-4.36712
6540,-36,0.242394,-4.37964
6541.5,-34,0.314162,-4.44536
6543,23,0.357726,-4.42575
6544.5,-41,0.320306,-4.38965
6546,2,0.185705,-4.44328
6547.5,35,0.263338,-4.5186
6549,-38,0.274787,-4.42617
6550.5,-12,0.287354,-4.40176
6552,-94,0.245466,-4.45225
6553.5,-72,0.354096,-4.45997
6555,93,0.344881,-4.43034
6556.5,-41,0.297966,-4.35815
6558,93,0.271995,-4.35878
6559.5,-57,0.31137,-4.41281
6561,-104,0.312208,-4.40781
6562.5,-36,0.322819,-4.50357
6564,-40,0.230665,-4.40989
6565.5,-18,0.278976,-4.456
6567,-41,0.153591,-4.45517
6568.5,-87,0.350745,-4.36691
6570,-11,0.294615,-4.40009
6571.5,14,0.258591,-4.4172
6573,-84,0.118963,-4.34375
6574.5,-26,0.220891,-4.44849
6576,-74,0.324495,-4.47854
6577.5,-57,0.211955,-4.42179
6579,-82,0.154708,-4.45559
6580.5,21,0.264455,-4.48563
6582,-88,0.263896,-4.47645
6583.5,-24,0.249654,-4.47061
6585,-48,0.0980187,-4.46205
6586.5,-3,0.188218,-4.50733
6588,-42,0.165878,-4.44891
6589.5,-6,0.230665,-4.44912
6591,-32,0.204694,-4.5067
6592.5,-24,0.231782,-4.43076
6594,-29,0.309694,-4.47645
6595.5,-57,0.137114,-4.45392
6597,3,0.00642288,-4.44432
6598.5,-1,0.250771,-4.41845
6600,-40,0.105559,-4.46289
6601.5,-71,0.117287,-4.42199
6603,26,0.18012,-4.47249
6604.5,-49,0.193524,-4.50065
6606,2,0.051383,-4.53132
6607.5,-45,0.214468,-4.40176
6609,12,0.110585,-4.47228
6610.5,-79,0.10109,-4.5019
6612,36,0.14996,-4.5355
6613.5,-36,0.0899203,-4.56492
6615,-2,0.0497075,-4.44515
6616.5,5,0.171184,-4.49481
6618,-63,0.231503,-4.59037
6619.5,-78,0.247141,-4.4174
6621,-37,0.0712102,-4.36274
6622.5,24,0.0726064,-4.37588
6624,-22,0.265293,-4.46831
6625.5,-5,0.154149,-4.41574
6627,-66,0.210838,-4.46497
6628.5,-68,0.163644,-4.35377
6630,-21,0.230386,-4.51463
6631.5,28,0.301037,-4.46038
6633,-33,0.219495,-4.44599
6634.5,-49,0.23262,-4.48041
6636,-106,0.202181,-4.47708
6637.5,52,0.132926,-4.48271
6639,-118,0.395984,-4.47979
6640.5,90,0.106676,-4.38757
6642,-30,0.161689,-4.51421
6643.5,-92,0.159455,-4.55845
6645,-88,0.209442,-4.4174
6646.5,1,0.103883,-4.48626
6648,-61,0.159455,-4.43013
6649.5,-90,0.290146,-4.47812
6651,-25,0.163085,-4.46143
6652.5,-26,0.27758,-4.40384
6654,91,0.22508,-4.51192
6655.5,-19,0.315838,-4.50378
6657,-23,0.141862,-4.43764
6658.5,-38,0.0463564,-4.48188
6660,-49,0.188497,-4.42512
6661.5,-101,0.339854,-4.4028
6663,8,0.159734,-4.54217
6664.5,-11,0.226476,-4.4583
6666,27,0.156104,-4.40822
6667.5,-34,0.227035,-4.4608
6669,-11,0.0871277,-4.44328
6670.5,-40,0.328404,-4.55031
6672,15,0.199947,-4.43222
6673.5,-65,0.224521,-4.48021
6675,-11,0.14242,-4.46977
6676.5,5,0.251051,-4.39883
6678,10,0.118963,-4.49502
6679.5,-47,0.215585,-4.49773
6681,-29,0.0469149,-4.45788
6682.5,4,0.284561,-4.42158
6684,-9,0.2625,-4.41615
6685.5,24,0.133763,-4.43952
6687,-71,0.177327,-4.4631
6688.5,-10,0.204415,-4.54864
6690,-74,0.118684,-4.53049
6691.5,27,0.10137,-4.48083
6693,-52,0.0893618,-4.47916
6694.5,37,0.0793086,-4.40322
6696,-2,0.216144,-4.50566
6697.5,-367,0.300758,-4.41636
6699,-7,0.242394,-4.46372
6700.5,138,0.158338,-4.49565
6702,-30,0.132646,-4.5211
6703.5,156,0.208325,-4.38819
6705,-442,0.280373,-4.3859
6706.5,-63,0.171463,-4.51463
6708,68,0.199947,-4.37672
6709.5,93,0.105,-4.41845
6711,18,0.13125,-4.42492
6712.5,-105,0.247979,-4.51442
6714,-46,0.269482,-4.46873
6715.5,-50,0.192966,-4.38381
6717,-37,0.16895,-4.43138
6718.5,-32,0.140745,-4.36211
6720,7,0.192407,-4.45684
6721.5,-35,0.137673,-4.51255
6723,-36,0.213351,-4.46268
6724.5,-31,0.12008,-4.43097
6726,2,0.192966,-4.45433
6727.5,-41,0.21754,-4.48959
6729,2,0.185705,-4.41949
6730.5,62,0.263896,-4.38193
6732,-312,0.20246,-4.43973
6733.5,57,0.246024,-4.44244
6735,202,0.134322,-4.43222
6736.5,-18,0.0575266,-4.38068
6738,-168,0.22871,-4.48041
6739.5,-248,0.164481,-4.4293
6741,-4,0.0145213,-4.44036
6742.5,212,0.0245745,-4.48959
6744,51,0.154428,-4.55135
6745.5,-24,0.17621,-4.52527
6747,-140,0.13125,-4.54009
6748.5,35,0.10137,-4.48521
6750,-209,0.0477527,-4.58474
6751.5,68,0.114774,-4.47728
6753,23,0.10863,-4.50065
6754.5,-37,0.0469149,-4.48813
6756,56,0.188777,-4.51839
6757.5,-38,0.103325,-4.43034
6759,-77,-0.00893618,-4.43243
6760.5,-46,0.240718,-4.5042
6762,-43,0.180399,-4.50754
6763.5,66,0.0784708,-4.51547
6765,-338,-0.0296011,-4.56721
6766.5,-14,0.0309974,-4.51526
6768,105,-0.0103325,-4.44703
6769.5,123,-0.0452394,-4.46664
6771,0,-0.0592022,-4.47666
6772.5,-207,-0.000558511,-4.58828
6774,129,0.135997,-4.5741
6775.5,-296,0.0876862,-4.5549
6777,-86,-0.00726064,-4.47228
6778.5,231,0.113936,-4.41344
6780,69,0.105559,-4.55594
6781.5,-131,0.14996,-4.49606
6783,-92,0.133205,-4.46915
6784.5,-12,-0.0851729,-4.44724
6786,-155,-0.00335107,-4.4341
6787.5,-46,-0.0379787,-4.48271
6789,7,0.00223404,-4.5186
6790.5,-30,-0.036024,-4.47061
6792,-21,-0.0223404,-4.53904
6793.5,-102,0.139348,-4.56554
6795,50,0.0525,-4.4462
6796.5,-21,-0.0631117,-4.46018
6798,196,-0.102487,-4.5307
6799.5,-371,-0.0407713,-4.47562
6801,-105,0.0631117,-4.52715
6802.5,303,-0.0161968,-4.47269
6804,92,0.02625,-4.43743
6805.5,-78,0.0728857,-4.52089
6807,-66,0.0427261,-4.45809
6808.5,-65,0.163085,-4.51067
6810,37,-0.0642288,-4.54614
6811.5,167,0.0910373,-4.47499
6813,-336,-0.0497075,-4.46685
6814.5,-7,0.0282048,-4.40655
6816,259,-0.00167553,-4.41135
6817.5,100,0.167833,-4.3955
6819,-139,0.0516623,-4.4679
6820.5,-48,0.0413298,-4.54238
6822,-112,-0.000837767,-4.43806
6823.5,-19,0.125106,-4.45621
6825,11,0.0625532,-4.52861
6826.5,-60,0.0893618,-4.42471
6828,-23,0.0407713,-4.4535
6829.5,-25,0.115612,-4.4028
6831,24,0.0756782,-4.46247
6832.5,-54,-0.0519415,-4.52486
6834,-32,-0.0206649,-4.5019
6835.5,-114,-0.0374202,-4.47019
6837,-41,0.0148005,-4.54948
6838.5,-18,-0.0134043,-4.56638
6840,-31,0.135718,-4.4076
6841.5,-124,0.0804256,-4.44933
6843,-158,-0.0913166,-4.44891
6844.5,-143,0.105559,-4.38903
6846,224,0.0756782,-4.42533
6847.5,-33,0.0494282,-4.48104
6849,-63,-0.0516623,-4.51234
6850.5,-59,0.0684176,-4.48104
6852,-40,0.0751197,-4.47666
6853.5,-30,0.0122872,-4.45016
6855,-24,0.141303,-4.49961
6856.5,172,-0.0335107,-4.46226
6858,-348,0.188777,-4.51484
6859.5,-5,0.0971809,-4.50107
6861,302,-0.099415,-4.45851
6862.5,111,0.135997,-4.52423
6864,-108,0.00223404,-4.48918
6865.5,-78,0.077633,-4.41636
6867,-104,0.169229,-4.40489
6868.5,-9,0.140745,-4.37943
6870,32,0.00167553,-4.42158
6871.5,-82,0.129016,-4.41261
6873,10,0.143817,-4.52444
6874.5,-28,0.170346,-4.41469
6876,101,0.237926,-4.51192
6877.5,23,0.13516,-4.45016
6879,-98,0.171184,-4.46581
6880.5,-9,0.0929921,-4.44453
6882,-35,-0.0416091,-4.47353
6883.5,-118,0.0689761,-4.43889
6885,-65,0.0843352,-4.47937
6886.5,-123,0.0809841,-4.51192
6888,-119,0.00390958,-4.44244
6889.5,195,0.0709309,-4.48208
6891,38,-0.00614362,-4.58495
6892.5,-130,-0.0309974,-4.44995
6894,-85,0.0270878,-4.54551
6895.5,-90,0.135439,-4.45058
6897,12,0.0946676,-4.45621
6898.5,-110,0.0164761,-4.43806
6900,30,0.0809841,-4.49898
6901.5,-91,0.0871277,-4.5236
6903,55,0.0276463,-4.47457
6904.5,-67,0.0762368,-4.47186
6906,-81,-0.089641,-4.50983
6907.5,19,-0.0430053,-4.46289
6909,18,0.00418883,-4.50274
6910.5,27,0.0223404,-4.49731
6912,-449,0.111423,-4.54259
6913.5,-94,0.132926,-4.54635
6915,233,0.0136835,-4.54989
6916.5,95,0.0457979,-4.42596
6918,-65,-0.0982979,-4.51317
6919.5,-91,0.0259708,-4.54238
6921,-92,-0.0184309,-4.38757
6922.5,-4,0.0075399,-4.42679
6924,-33,0.165319,-4.46581
6925.5,18,0.0374202,-4.39863
6927,-11,-0.0181516,-4.52298
6928.5,19,0.131809,-4.51192
6930,-40,0.154708,-4.5067
6931.5,-29,0.0508245,-4.48188
6933,-37,-0.038258,-4.49731
6934.5,-39,-0.00167553,-4.54447
6936,6,0.0167553,-4.42825
6937.5,-10,-0.0270878,-4.47749
6939,-1,-0.0857314,-4.47207
6940.5,-40,0.0488697,-4.55281
6942,29,-0.0871277,-4.54447
6943.5,-111,0.02625,-4.46581
6945,31,0.152753,-4.45141
6946.5,-50,0.0550133,-4.50587
6948,48,0.0106117,-4.49481
6949.5,-75,0.0148005,-4.48667
6951,19,0.113936,-4.49252
6952.5,-54,0.0379787,-4.45559
6954,-18,0.075399,-4.47061
6955.5,-47,0.0544548,-4.4994
6957,4,-0.0555718,-4.48
6958.5,-109,-0.0857314,-4.44495
6960,14,0.160013,-4.50357
6961.5,-54,0.104721,-4.44995
6963,-7,0.0282048,-4.4174
6964.5,-62,0.0988564,-4.40384
6966,-32,0.172301,-4.45141
6967.5,-42,0.149402,-4.39424
6969,-51,0.143537,-4.4462
6970.5,46,0.0555718,-4.55803
6972,-236,0.0552926,-4.42512
6973.5,-32,0.0614362,-4.39821
6975,-112,0.0550133,-4.4439
6976.5,141,0.0807048,-4.48793
6978,-1,0.0832181,-4.5403
6979.5,-29,0.039375,-4.4656
6981,-84,0.0583644,-4.47937
6982.5,-45,0.0695346,-4.52506
6984,-83,-0.00223404,-4.42387
6985.5,1,-0.0153591,-4.40968
6987,-40,0.160851,-4.41824
6988.5,37,0.0270878,-4.42846
6990,-31,0.0111702,-4.54155
6991.5,25,-0.0159176,-4.47833
6993,-48,0.10891,-4.52611
6994.5,-42,-0.00949469,-4.40426
6996,-38,0.112819,-4.41699
6997.5,18,0.0111702,-4.43869
6999,10,-0.0966224,-4.35126
7000.5,110,0.087407,-4.49022
7002,-292,-0.0564096,-4.4969
7003.5,20,-0.0438431,-4.44348
7005,283,0.090758,-4.42846
7006.5,40,0.117846,-4.51568
7008,-56,0.158896,-4.47082
7009.5,-134,0.0499867,-4.45997
7011,24,-0.0296011,-4.52319
7012.5,-47,0.0966224,-4.45079
7014,-16,0.0326729,-4.48417
7015.5,-30,0.0605984,-4.56095
7017,11,-0.0530585,-4.41594
7018.5,-42,0.0915958,-4.45058
7020,-10,0.0784708,-4.47499
7021.5,-32,0.102766,-4.42554
7023,-34,0.0664628,-4.43493
7024.5,-17,0.0921543,-4.42742
7026,-46,0.0455186,-4.51171
7027.5,-62,-0.0519415,-4.52319
7029,-40,0.0617155,-4.58077
7030.5,-8,-0.0488697,-4.45579
7032,-66,-0.0706516,-4.45287
7033.5,-18,-0.00335107,-4.5236
7035,-57,0.0569681,-4.44056
7036.5,-15,-0.0318351,-4.44077
7038,-66,0.163923,-4.5163
7039.5,18,0.113657,-4.4873
7041,-96,0.109189,-4.56721
7042.5,-37,0.0745612,-4.54614
7044,-66,0.0552926,-4.51401
7045.5,-21,0.0558511,-4.49919
7047,-34,0.0846144,-4.60936
7048.5,-8,0.118963,-4.39737
7050,-23,-0.0522208,-4.44995
7051.5,-36,0.0340692,-4.47916
7053,-47,0.0304389,-4.48667
7054.5,-62,0.137394,-4.42575
7056,6,-0.00837767,-4.45454
7057.5,-27,0.101928,-4.43973
7059,-30,0.120918,-4.48417
7060.5,-77,0.111423,-4.47436
7062,50,-0.0628325,-4.43201
7063.5,-52,0.222008,-4.42971
7065,6,0.152474,-4.38778
7066.5,0,0.062274,-4.39883
7068,-16,-0.038258,-4.48313
7069.5,-81,0.00586437,-4.50858
7071,53,-0.0184309,-4.49648
7072.5,-32,0.0619947,-4.40447
7074,-2,0.14242,-4.45329
7075.5,-6,0.14633,-4.42283
7077,-66,-0.0242952,-4.33165
7078.5,-30,0.0438431,-4.4729
7080,-29,0.074282,-4.54426
7081.5,33,0.111981,-4.35711
7083,-68,0.0335107,-4.43597
7084.5,-55,-0.0538963,-4.40864
7086,-33,0.0689761,-4.4197
7087.5,-40,0.237926,-4.49022
7089,-71,0.185426,-4.55553
7090.5,121,0.0918751,-4.44641
7092,-116,0.0410506,-4.35022
7093.5,-26,0.0910373,-4.38423
7095,-65,-0.0148005,-4.44348
7096.5,-105,0.0915958,-4.45892
7098,-51,0.114216,-4.48
7099.5,40,0.115612,-4.45976
7101,-82,0.0921543,-4.3715
7102.5,-69,0.000837767,-4.41928
7104,-31,0.0941091,-4.47895
7105.5,-44,0.223684,-4.49502
7107,-1,0.177048,-4.5065
7108.5,-20,0.0985772,-4.47979
7110,17,0.0522208,-4.38986
7111.5,-80,0.036024,-4.45892
7113,-87,0.154149,-4.4704
7114.5,-46,0.154428,-4.42179
7116,1,0.219216,-4.45809
7117.5,-35,0.145492,-4.47436
7119,-14,-0.0368617,-4.49168
7120.5,-79,0.206928,-4.41177
7122,12,0.154428,-4.53529
7123.5,-62,0.0952261,-4.49544
7125,-5,0.170346,-4.39863
7126.5,-25,0.0826596,-4.50295
7128,0,0.0734442,-4.43222
7129.5,-96,0.310253,-4.55511
7131,38,0.0452394,-4.45976
7132.5,8,0.0516623,-4.47478
7134,-43,0.0712102,-4.50462
7135.5,-49,0.103045,-4.46122
7137,11,0.0684176,-4.50608
7138.5,-26,0.141024,-4.52193
7140,-38,0.166716,-4.40885
7141.5,10,0.212234,-4.4343
7143,-12,0.205532,-4.36483
7144.5,30,0.125386,-4.48417
7146,-65,-0.02625,-4.43347
7147.5,-35,0.151356,-4.48083
7149,-78,0.189894,-4.42992
7150.5,37,0.00363032,-4.46143
7152,-74,0.176769,-4.44787
7153.5,10,0.0681383,-4.42471
7155,-27,0.104721,-4.50837
7156.5,-30,0.249096,-4.44515
7158,-30,0.0566889,-4.43806
7159.5,-33,0.158617,-4.31037
7161,-78,0.223125,-4.41302
7162.5,-32,0.0675798,-4.44912
7164,-23,0.18738,-4.49168
7165.5,-35,0.0212234,-4.44682
7167,-55,0.144654,-4.4341
7168.5,-45,0.197154,-4.32539
7170,-15,0.137394,-4.3811
7171.5,-73,0.0385373,-4.47708
7173,-31,0.19492,-4.44849
7174.5,-78,0.140186,-4.45872
7176,3,0.212513,-4.47395
7177.5,-33,0.193245,-4.47582
7179,2,0.306064,-4.45809
7180.5,-87,0.179003,-4.41636
7182,8,0.261942,-4.44912
7183.5,-35,0.256636,-4.48271
7185,-39,0.209721,-4.4679
7186.5,-40,0.0918751,-4.42471
7188,10,-0.0664628,-4.42846
7189.5,-38,0.0538963,-4.41636
7191,7,0.132088,-4.47562
7192.5,-47,0.126223,-4.42992
7194,-45,0.212793,-4.50837
7195.5,17,0.0547341,-4.51109
7197,1,0.187101,-4.47374
7198.5,-34,0.107513,-4.36816
7200,-47,0.0868485,-4.50462
7201.5,-21,0.153311,-4.44411
7203,6,0.128178,-4.37943
7204.5,5,0.101649,-4.44912
7206,-40,0.115333,-4.38027
7207.5,9,0.0525,-4.45809
7209,-56,-0.0276463,-4.4462
7210.5,37,0.0868485,-4.51401
7212,-59,0.110027,-4.48542
7213.5,23,0.0349069,-4.43222
7215,-64,0.0723272,-4.47144
7216.5,-38,0.0840559,-4.43743
7218,39,0.0471942,-4.52673
7219.5,-254,0.170067,-4.46644
7221,-37,0.141303,-4.44828
7222.5,185,0.272274,-4.44474
7224,10,0.180958,-4.4245
7225.5,-106,0.147447,-4.51213
7227,-79,0.0421676,-4.36232
7228.5,-43,0.178444,-4.42262
7230,-13,0.0580851,-4.5042
7231.5,-71,0.0888033,-4.48354
7233,-51,0.180399,-4.4124
7234.5,-13,0.170625,-4.4848
7236,19,0.178165,-4.45162
7237.5,-64,0.236809,-4.40635
7239,5,0.0659043,-4.4318
7240.5,-120,0.0527793,-4.5186
7242,-61,0.186543,-4.45204
7243.5,-45,0.138231,-4.39508
7245,43,0.014242,-4.456
7246.5,-25,0.0365825,-4.48751
7248,-51,-0.0220612,-4.34417
7249.5,-41,0.226197,-4.39988
7251,-11,0.113657,-4.51359
7252.5,-21,0.188218,-4.42533
7254,-22,0.18375,-4.46539
7255.5,4,0.276184,-4.42512
7257,-8,0.104721,-4.39466
7258.5,-38,0.219495,-4.44787
7260,-80,0.0818219,-4.50211
7261.5,23,0.113936,-4.46644
7263,-37,0.128458,-4.48688
7264.5,23,0.191849,-4.37818
7266,-50,0.0740027,-4.45621
7267.5,22,-0.00726064,-4.48626
7269,-90,0.128458,-4.48918
7270.5,56,0.147447,-4.41156
7272,-48,0.22871,-4.51547
7273.5,40,0.166436,-4.48605
7275,-49,0.16895,-4.48667
7276.5,-54,0.239043,-4.4343
7278,-33,-0.0284841,-4.46122
7279.5,-29,0.196037,-4.49001
7281,13,0.0354654,-4.46414
7282.5,-15,0.18766,-4.38986
