time,value3,value1,value2
3930,-22,0.0416924,-5.38692
3931.5,48,0.0958383,-5.43473
3933,-55,0.100982,-5.38042
3934.5,0,0.247988,-5.2911
3936,-101,0.183284,-5.39803
3937.5,47,0.122099,-5.39342
3939,-25,0.260713,-5.32024
3940.5,-20,0.273166,-5.27454
3942,-23,0.17083,-5.31374
3943.5,6,0.265586,-5.28334
3945,-68,0.14484,-5.28439
3946.5,17,0.158377,-5.24749
3948,-43,0.194925,-5.30892
3949.5,15,0.251237,-5.29131
3951,-53,0.175162,-5.35568
3952.5,-14,0.154857,-5.29529
3954,-41,0.21902,-5.33891
3955.5,-1,0.240137,-5.42948
3957,-35,0.353573,-5.31962
3958.5,8,0.341661,-5.34163
3960,-66,0.308632,-5.34037
3961.5,-188,0.269918,-5.30913
3963,-186,0.213064,-5.33744
3964.5,417,0.239054,-5.23323
3966,154,0.24122,-5.26636
3967.5,-92,0.320815,-5.30242
3969,-130,0.249342,-5.29089
3970.5,-139,0.191406,-5.25063
3972,-9,0.534962,-5.32632
3973.5,-61,0.31161,-5.32171
3975,19,0.34139,-5.28712
3976.5,-83,0.236889,-5.33807
3978,19,0.391205,-5.30284
3979.5,-35,0.276415,-5.33094
3981,-5,0.159189,-5.30955
3982.5,-47,0.294283,-5.33932
3984,-15,0.236889,-5.31102
3985.5,-71,0.254757,-5.30452
3987,12,0.435333,-5.27768
3988.5,-32,0.43046,-5.263
3990,-27,0.248801,-5.29907
3991.5,-52,0.283996,-5.29278
3993,40,0.275874,-5.32674
3994.5,-30,0.220103,-5.34687
3996,-40,0.160272,-5.32129
3997.5,115,0.171101,-5.27957
3999,233,0.242303,-5.35086
4000.5,-445,0.314859,-5.33639
4002,-137,0.204401,-5.29341
4003.5,296,0.39337,-5.33345
4005,-27,0.295637,-5.30871
4006.5,-126,0.215772,-5.42152
4008,-113,0.280476,-5.33199
4009.5,-33,0.160272,-5.32674
4011,28,0.284808,-5.31479
4012.5,20,0.109104,-5.27013
4014,-35,0.153775,-5.32989
4015.5,-11,0.0814897,-5.3475
4017,-79,0.177328,-5.3192
4018.5,-4,0.279393,-5.25546
4020,-11,0.239054,-5.41292
4021.5,-44,0.247988,-5.40495
4023,-93,0.233911,-5.3886
4024.5,-23,0.171101,-5.32737
4026,10,0.277769,-5.29047
4027.5,-65,0.183555,-5.33618
4029,-49,0.0722849,-5.34666
4030.5,-87,0.139697,-5.34499
4032,-16,0.193301,-5.32674
4033.5,-62,0.359529,-5.38986
4035,18,0.344098,-5.3452
4036.5,-81,0.247447,-5.44248
4038,-54,0.137531,-5.36302
4039.5,39,0.191135,-5.35107
4041,-145,0.265315,-5.33744
4042.5,-105,0.234993,-5.37979
4044,47,0.118309,-5.37119
4045.5,-10,0.154316,-5.35945
4047,89,0.273166,-5.35295
4048.5,-101,0.291035,-5.40244
4050,-8,0.273166,-5.29445
4051.5,-49,0.203589,-5.33786
4053,-10,0.282913,-5.34792
4054.5,-28,0.0977335,-5.32066
4056,-32,0.123453,-5.32192
4057.5,34,0.216584,-5.31857
4059,1,0.213606,-5.3779
4060.5,22,0.140779,-5.24749
4062,-83,0.295908,-5.30599
4063.5,-11,0.243657,-5.32171
4065,-67,0.20792,-5.33702
4066.5,31,0.193301,-5.38021
4068,-61,0.213064,-5.36365
4069.5,-48,0.250696,-5.38357
4071,27,0.253674,-5.26804
4072.5,-85,0.0817604,-5.45003
4074,-38,0.278852,-5.35526
4075.5,-14,0.231745,-5.36616
4077,-78,0.158377,-5.33408
4078.5,-10,0.0736385,-5.43535
4080,-23,0.067141,-5.34499
4081.5,-51,0.112353,-5.45527
4083,-78,0.0262608,-5.37644
4084.5,-21,0.215772,-5.36092
4086,-11,0.0923189,-5.2412
4087.5,-87,0.136448,-5.38755
4089,-24,0.311881,-5.28544
4090.5,-32,0.213877,-5.36868
4092,-27,0.321356,-5.4234
4093.5,-40,0.0297803,-5.31165
4095,-19,0.241491,-5.32905
4096.5,-133,0.199528,-5.3387
4098,39,0.352219,-5.36365
4099.5,6,0.136448,-5.28691
4101,57,0.21902,-5.32695
4102.5,-68,0.166499,-5.42487
4104,-29,0.053063,-5.32968
4105.5,-131,0.119663,-5.3215
4107,14,0.201423,-5.36323
4108.5,54,0.257735,-5.34561
4110,-27,0.34139,-5.39845
4111.5,-54,0.197362,-5.32465
4113,51,0.2821,-5.30787
4114.5,-60,0.216584,-5.37497
4116,-86,0.192489,-5.33513
4117.5,35,0.262608,-5.40202
4119,1,0.3265,-5.29487
4120.5,-51,0.278852,-5.38692
4122,-43,0.23012,-5.38818
4123.5,3,0.0952969,-5.3561
4125,-31,0.267752,-5.33534
4126.5,12,0.176516,-5.3475
4128,-61,0.312693,-5.32779
4129.5,-5,0.184638,-5.33429
4131,-53,0.19303,-5.31291
4132.5,-23,0.257735,-5.28062
4134,-71,0.203047,-5.41271
4135.5,-6,0.129138,-5.35903
4137,-62,0.315129,-5.31479
4138.5,-28,0.12995,-5.3431
4140,-37,0.20386,-5.32716
4141.5,-34,0.186533,-5.33744
4143,-70,0.320544,-5.22589
4144.5,-21,0.175704,-5.30641
4146,-6,0.257735,-5.37413
4147.5,-94,0.260171,-5.3821
4149,-31,0.301864,-5.26175
4150.5,-85,0.260713,-5.25441
4152,-5,0.302134,-5.34415
4153.5,-83,0.287515,-5.4039
4155,28,0.258276,-5.38461
4156.5,-74,0.147006,-5.33597
4158,-39,0.191947,-5.44835
4159.5,-46,0.237701,-5.33681
4161,-29,0.15594,-5.31647
4162.5,61,0.259359,-5.34436
4164,-56,0.23364,-5.28439
4165.5,-70,0.202235,-5.31039
4167,38,0.331373,-5.2932
4168.5,-30,0.325688,-5.34582
4170,-24,0.250154,-5.26657
4171.5,-84,0.173267,-5.29844
4173,36,0.27831,-5.31186
4174.5,3,0.261254,-5.31857
4176,-57,0.28183,-5.39719
4177.5,62,0.16677,-5.28921
4179,-29,0.148631,-5.32989
4180.5,-13,0.165957,-5.32423
4182,-86,0.291847,-5.28628
4183.5,1,0.272083,-5.35568
4185,-7,0.309173,-5.29236
4186.5,59,0.320544,-5.30745
4188,-63,0.419631,-5.37329
4189.5,-47,0.179765,-5.34645
4191,-79,0.242845,-5.36511
4192.5,2,0.272083,-5.33345
4194,-58,0.372253,-5.32591
4195.5,-6,0.243928,-5.34939
4197,-75,0.316754,-5.21667
4198.5,-27,0.227413,-5.3106
4200,-44,0.368463,-5.34037
4201.5,-57,0.145653,-5.34268
4203,-84,0.179223,-5.33387
4204.5,-8,0.28183,-5.39887
4206,4,0.281559,-5.33681
4207.5,-81,0.291576,-5.3301
4209,-49,0.358717,-5.3452
4210.5,-59,0.15594,-5.30536
4212,9,0.343556,-5.33723
4213.5,-47,0.259359,-5.37769
4215,-1,0.299969,-5.35673
4216.5,-77,0.295095,-5.20786
4218,-16,0.335434,-5.25587
4219.5,-39,0.345722,-5.29026
4221,11,0.36359,-5.34457
4222.5,-35,0.358175,-5.33073
4224,-8,0.331373,-5.37937
4225.5,-61,0.343827,-5.32465
4227,4,0.198174,-5.29404
4228.5,-24,0.417195,-5.38126
4230,-22,0.424234,-5.32821
4231.5,-18,0.338412,-5.28229
4233,-3,0.209274,-5.30976
4234.5,-32,0.171372,-5.41523
4236,-22,0.242032,-5.42802
4237.5,-17,0.195196,-5.40139
4239,12,0.221998,-5.33157
4240.5,-103,0.197362,-5.28837
4242,-14,0.312422,-5.31081
4243.5,-17,0.27452,-5.3257
4245,-13,0.251237,-5.3691
4246.5,161,0.340578,-5.29571
4248,-256,0.320273,-5.29194
4249.5,-46,0.188699,-5.32905
4251,1,0.282371,-5.32528
4252.5,-124,0.435063,-5.26866
4254,38,0.158918,-5.25671
4255.5,-75,0.45266,-5.30557
4257,2,0.208462,-5.27454
4258.5,-8,0.0747214,-5.24623
4260,-91,0.140238,-5.33828
4261.5,-121,0.221186,-5.24078
4263,-13,0.228496,-5.34918
4264.5,-45,0.260171,-5.33911
4266,2,0.305383,-5.27957
4267.5,-73,0.174891,-5.37203
4269,-20,0.2821,-5.20828
4270.5,-80,0.268293,-5.38692
4272,17,0.282371,-5.39007
4273.5,-46,0.383895,-5.341
4275,25,0.340578,-5.31102
4276.5,-93,0.331103,-5.24308
4278,-8,0.299427,-5.36469
4279.5,-52,0.354927,-5.3431
4281,1,0.220645,-5.31668
4282.5,-23,0.272896,-5.24476
4284,0,0.387144,-5.2565
4285.5,-35,0.358446,-5.22883
4287,20,0.424504,-5.21855
4288.5,-21,0.320273,-5.30221
4290,-49,0.294825,-5.25399
4291.5,43,0.22254,-5.27537
4293,1,0.245823,-5.24057
4294.5,-48,0.114248,-5.27055
4296,-68,0.262337,-5.31039
4297.5,5,0.171913,-5.30641
4299,-28,0.423151,-5.23973
4300.5,13,0.40068,-5.25021
4302,-60,0.36738,-5.31039
4303.5,-16,0.0833848,-5.41502
4305,-46,0.194113,-5.29529
4306.5,29,0.198174,-5.34666
4308,-58,0.152962,-5.32045
4309.5,-20,0.283725,-5.34708
4311,-47,0.307008,-5.32695
4312.5,-9,0.164874,-5.27537
4314,-74,0.162167,-5.41019
4315.5,62,0.348158,-5.29718
4317,-48,0.335976,-5.33115
4318.5,-121,0.0720141,-5.32276
4320,-58,0.302405,-5.38503
4321.5,-80,0.268293,-5.39195
4323,73,0.259359,-5.41397
4324.5,-38,0.198986,-5.36071
4326,-86,0.286432,-5.36973
4327.5,-81,0.310527,-5.39027
4329,-25,0.214689,-5.34603
4330.5,-53,0.178952,-5.30494
4332,-10,0.180847,-5.34079
4333.5,-37,0.313234,-5.39007
4335,9,0.256652,-5.27118
4336.5,-96,0.259359,-5.24749
4338,-18,0.258276,-5.37161
4339.5,-52,0.34139,-5.35337
4341,17,0.493811,-5.27475
4342.5,-41,0.228496,-5.34037
4344,-24,0.369005,-5.32632
4345.5,-57,0.139697,-5.36637
4347,29,0.294554,-5.32591
4348.5,-35,0.331373,-5.34603
4350,-32,0.303488,-5.26237
4351.5,4,0.241491,-5.37287
4353,19,0.227684,-5.36595
4354.5,6,0.217125,-5.33744
4356,-80,0.23364,-5.32402
4357.5,47,0.297532,-5.41439
4359,-86,0.221728,-5.25776
4360.5,-3,0.24501,-5.38461
4362,-39,0.289952,-5.21876
4363.5,4,0.39689,-5.33953
4365,-29,0.214959,-5.32947
4366.5,-3,0.337329,-5.38
4368,-49,0.24501,-5.31521
4369.5,-16,0.213335,-5.2737
4371,-75,0.334893,-5.30976
4372.5,-21,0.21523,-5.36742
4374,-40,0.24501,-5.34352
4375.5,10,0.22985,-5.39615
4377,-87,0.233098,-5.36847
4378.5,-31,0.131575,-5.25147
4380,-75,0.323793,-5.32989
4381.5,-47,0.179494,-5.37832
4383,-46,0.265315,-5.26845
4384.5,-13,0.249071,-5.3431
4386,6,0.321898,-5.34268
4387.5,-64,0.31919,-5.37769
4389,-25,0.188969,-5.2955
4390.5,-86,0.275332,-5.3171
4392,12,0.402304,-5.22757
4393.5,-61,0.258005,-5.36889
4395,14,0.156211,-5.33052
4396.5,-165,0.374961,-5.35652
4398,28,0.313234,-5.3584
4399.5,-73,0.408531,-5.32171
4401,8,0.390663,-5.34855
4402.5,1,0.287515,-5.39363
4404,-57,0.115872,-5.33345
4405.5,-25,0.252862,-5.39237
4407,25,0.345993,-5.43368
4408.5,-45,0.311069,-5.26237
4410,-17,0.299969,-5.32276
4411.5,-5,0.327312,-5.28607
4413,-8,0.206567,-5.40873
4414.5,-40,0.308903,-5.3519
4416,-51,0.290493,-5.35694
4417.5,96,0.332456,-5.32045
4419,-181,0.288327,-5.34352
4420.5,50,0.285349,-5.21017
4422,-96,0.272083,-5.27307
4423.5,125,0.301593,-5.34163
4425,-86,0.229308,-5.33974
4426.5,16,0.303759,-5.31312
4428,-98,0.306466,-5.31542
4429.5,7,0.264774,-5.37518
4431,-67,0.322981,-5.24392
4432.5,44,0.362778,-5.29445
4434,-84,0.295637,-5.27181
4435.5,-6,0.339224,-5.32549
4437,-76,0.348158,-5.31878
4438.5,-33,0.316754,-5.32423
4440,-34,0.439394,-5.289
4441.5,-29,0.303488,-5.40076
4443,-30,0.27073,-5.29424
4444.5,-141,0.276144,-5.3735
4446,-59,0.434792,-5.40579
4447.5,-20,0.43777,-5.28607
4449,70,0.33002,-5.34645
4450.5,-1,0.402575,-5.32591
4452,-36,0.298615,-5.30263
4453.5,-75,0.193843,-5.29655
4455,-46,0.265315,-5.33911
4456.5,9,0.224976,-5.24392
4458,-128,0.365485,-5.3974
4459.5,-65,0.235806,-5.29152
4461,37,0.203589,-5.28439
4462.5,97,0.264232,-5.35882
4464,-25,0.299698,-5.33639
4465.5,-84,0.289952,-5.37434
4467,-15,0.166499,-5.37811
4468.5,-37,0.277498,-5.29362
4470,-23,0.231203,-5.32695
4471.5,-15,0.175704,-5.36973
4473,4,0.35249,-5.367
4474.5,-37,0.244198,-5.26175
4476,-52,0.277227,-5.2911
4477.5,2,0.142404,-5.38797
4479,32,0.513304,-5.32737
4480.5,25,0.32271,-5.30347
4482,25,0.301322,-5.25168
4483.5,-335,0.250425,-5.31815
4485,-10,0.406907,-5.39531
4486.5,216,0.268022,-5.34352
4488,-2,0.273979,-5.20807
4489.5,84,0.338141,-5.28837
4491,-244,0.298344,-5.27978
4492.5,-155,0.152962,-5.32863
4494,150,0.198716,-5.36784
4495.5,16,0.377397,-5.44332
4497,-114,0.276686,-5.33052
4498.5,-63,0.187886,-5.24916
4500,-53,0.172184,-5.34708
4501.5,-16,0.216042,-5.34394
4503,-72,0.167852,-5.35819
4504.5,-21,0.156482,-5.28691
4506,7,0.252862,-5.38063
4507.5,-30,0.250154,-5.43347
4509,-27,0.231203,-5.35463
4510.5,-153,0.271542,-5.28271
4512,-20,0.0162438,-5.37392
4513.5,28,0.295908,-5.24329
4515,-58,0.112624,-5.33366
4516.5,-192,0.16704,-5.41439
4518,-114,0.20765,-5.27307
4519.5,10,0.290764,-5.36616
4521,216,0.332456,-5.22841
4522.5,92,0.211169,-5.33681
4524,-391,0.390122,-5.26133
4525.5,-62,0.325688,-5.2651
4527,218,0.164333,-5.32821
4528.5,73,0.246093,-5.34184
4530,-66,0.236076,-5.30095
4531.5,38,0.324876,-5.30012
4533,-11,0.229308,-5.24896
4534.5,-144,0.227413,-5.31668
4536,109,0.262608,-5.30662
4537.5,-141,0.237971,-5.34645
4539,-50,0.121828,-5.30808
4540.5,77,0.295908,-5.30137
4542,-71,0.145923,-5.23973
4543.5,14,0.29293,-5.38315
4545,-4,0.329478,-5.35652
4546.5,-3,0.321627,-5.37371
4548,-405,0.234452,-5.37413
4549.5,-44,0.201423,-5.28774
4551,85,0.206838,-5.36637
4552.5,132,0.155399,-5.33702
4554,-40,0.213606,-5.35568
4555.5,145,0.203047,-5.32087
4557,-393,0.227413,-5.35673
4558.5,-69,0.21144,-5.32528
4560,211,0.311339,-5.34331
4561.5,22,0.253132,-5.31752
4563,-105,0.148631,-5.32066
4564.5,-77,0.141592,-5.32339
4566,-36,0.256652,-5.40139
4567.5,-88,0.395536,-5.26845
4569,4,0.243657,-5.31081
4570.5,-72,0.27452,-5.31353
4572,-17,0.152421,-5.31584
4573.5,-36,0.350324,-5.23302
4575,3,0.188699,-5.30808
4576.5,-69,0.281559,-5.34939
4578,63,0.380105,-5.2412
4579.5,-72,0.263962,-5.30305
4581,-46,0.301864,-5.28649
4582.5,-232,0.147548,-5.31123
4584,-27,0.313776,-5.40684
4585.5,120,0.165145,-5.32905
4587,161,0.288869,-5.33345
4588.5,-67,0.234181,-5.27286
4590,-76,0.108021,-5.40684
4591.5,-115,0.116414,-5.36616
4593,-164,0.123453,-5.35149
4594.5,197,0.130492,-5.37874
4596,-157,0.216855,-5.38378
4597.5,-1,0.320815,-5.3886
4599,14,0.150796,-5.30787
4600.5,10,0.112353,-5.38839
4602,0,0.220103,-5.36239
4603.5,-52,0.236889,-5.29886
4605,-51,0.165416,-5.37644
4606.5,8,0.235535,-5.33324
4608,-72,0.177057,-5.30703
4609.5,-30,0.112894,-5.32632
4611,-71,0.215501,-5.34687
4612.5,-16,0.143216,-5.41418
4614,-32,0.274249,-5.4039
4615.5,11,0.169206,-5.44332
4617,-56,0.120204,-5.34813
4618.5,-32,0.196821,-5.37686
4620,-54,0.188699,-5.38336
4621.5,-15,0.172455,-5.33534
4623,-81,0.0644337,-5.43661
4624.5,-239,0.259088,-5.31773
4626,-86,0.184367,-5.32381
4627.5,87,0.0327583,-5.40747
4629,77,0.193572,-5.41963
4630.5,-80,0.199257,-5.35358
4632,-62,0.0257193,-5.43473
4633.5,-38,0.0804067,-5.39027
4635,-33,0.0506265,-5.39468
4636.5,-26,0.159189,-5.49364
4638,-182,0.176245,-5.38336
4639.5,-139,0.134011,-5.28145
4641,259,0.282371,-5.39258
4642.5,-9,0.0969213,-5.32444
4644,-62,0.176787,-5.31374
4645.5,-125,0.105043,-5.34457
4647,10,0.238513,-5.25168
4648.5,-4,0.177869,-5.32192
4650,-60,0.0747214,-5.26825
4651.5,7,0.183555,-5.31039
4653,26,0.0343827,-5.34603
4654.5,-58,0.112624,-5.26615
4656,38,0.247718,-5.31521
4657.5,-122,0.238784,-5.35211
4659,-2,0.201423,-5.35463
4660.5,56,0.0793238,-5.3626
4662,16,0.147277,-5.30326
4663.5,7,0.311881,-5.34981
4665,-135,0.212523,-5.37832
4666.5,1,0.115331,-5.31899
4668,-46,0.152421,-5.31584
4669.5,14,0.174079,-5.3127
4671,-102,0.0286974,-5.31899
4672.5,110,0.281288,-5.34058
4674,-237,0.158918,-5.35924
4675.5,-94,0.105314,-5.3106
4677,170,0.280747,-5.39468
4678.5,-51,0.278039,-5.37119
4680,-100,0.187345,-5.27139
4681.5,-58,0.211981,-5.30263
4683,-81,0.0866335,-5.38692
4684.5,-32,0.146736,-5.25965
4686,13,0.0365485,-5.27412
4687.5,134,0.264232,-5.28733
4689,-237,0.261254,-5.34268
4690.5,-107,0.141862,-5.40139
4692,197,0.0422338,-5.32674
4693.5,-11,0.0944847,-5.47331
4695,-97,0.0216584,-5.33199
4696.5,-13,0.17056,-5.44877
4698,9,0.180577,-5.32024
4699.5,-66,0.3265,-5.39761
4701,-8,0.220645,-5.37036
4702.5,-25,0.225789,-5.39048
4704,1,0.0473777,-5.41774
4705.5,-32,0.176245,-5.40118
4707,4,0.261796,-5.33387
4708.5,-19,0.0828433,-5.44626
4710,3,0.158377,-5.45045
4711.5,-15,0.267481,-5.3496
4713,-5,0.0733678,-5.4949
4714.5,-70,0.164333,-5.39384
4716,-76,0.12616,-5.42445
4717.5,-36,0.128597,-5.34436
4719,18,0.110999,-5.37832
4720.5,47,0.0657873,-5.41019
4722,-66,0.135636,-5.34708
4723.5,-65,0.17435,-5.32255
4725,-38,0.112624,-5.31962
4726.5,6,0.296178,-5.35421
4728,-74,0.0416924,-5.35316
4729.5,-5,0.0693068,-5.35966
4731,-17,0.14484,-5.35379
4732.5,-53,0.0839262,-5.34037
4734,-59,0.151879,-5.3691
4735.5,10,0.163521,-5.40558
4737,-9,0.181389,-5.33073
4738.5,-51,0.0693068,-5.35253
4740,-93,0.122099,-5.43158
4741.5,-32,0.0527923,-5.35086
4743,-65,0.0568533,-5.35358
4744.5,-12,0.13347,-5.34226
4746,-2,0.0882579,-5.30033
4747.5,-43,0.00487314,-5.32192
4749,-64,0.083114,-5.27978
4750.5,-69,0.135636,-5.39573
4752,8,0.110458,-5.43053
4753.5,34,0.175433,-5.39258
4755,50,0.0668703,-5.44982
4756.5,-360,0.0939432,-5.46219
4758,-70,0.179494,-5.40977
4759.5,142,0.0536045,-5.33241
4761,121,0.073097,-5.37497
4762.5,20,0.0674117,-5.37581
4764,-46,0.147277,-5.32863
4765.5,-152,0.251779,-5.33492
4767,-2,0.0996286,-5.41858
4768.5,-78,0.084197,-5.31584
4770,29,0.0657873,-5.35757
4771.5,3,0.172996,-5.32632
4773,68,0.113436,-5.35987
4774.5,-51,0.0533338,-5.39489
4776,-31,0.10396,-5.34331
4777.5,-15,0.258276,-5.31123
4779,-65,0.131304,-5.34268
4780.5,3,0.126431,-5.35715
4782,-52,0.18924,-5.37539
4783.5,-42,0.19655,-5.37161
4785,-72,0.128867,-5.36973
4786.5,33,0.188157,-5.35903
4788,-50,0.205213,-5.32947
4789.5,-3,0.217667,-5.37329
4791,-61,0.124806,-5.28355
4792.5,-14,0.147818,-5.35421
4794,-53,0.159731,-5.31416
4795.5,10,0.158918,-5.33492
4797,-96,0.246364,-5.28921
4798.5,-39,0.00839262,-5.35778
4800,-61,0.128597,-5.34834
4801.5,-25,0.142945,-5.35023
4803,-53,0.132658,-5.31668
4804.5,-12,0.148089,-5.34352
4806,-15,0.135094,-5.29487
4807.5,-61,0.10775,-5.33136
4809,-38,0.161626,-5.35337
4810.5,-59,0.0963798,-5.42592
4812,18,0.15215,-5.34415
4813.5,-16,0.214147,-5.38734
4815,-16,0.222269,-5.38168
4816.5,-67,0.0790531,-5.33932
4818,-18,0.25963,-5.30934
4819.5,7,0.0108292,-5.36239
4821,16,0.200611,-5.31752
4822.5,-63,0.168665,-5.37308
4824,34,0.0809482,-5.34771
4825.5,-83,0.0124536,-5.37308
4827,4,-0.0525216,-5.35652
4828.5,-20,0.204401,-5.31102
4830,39,0.259359,-5.32276
4831.5,-54,0.268022,-5.37287
4833,25,0.175974,-5.38168
4834.5,-36,0.105314,-5.35274
4836,-33,0.128597,-5.31731
4837.5,7,0.191677,-5.48358
4839,-21,0.164333,-5.33136
4840.5,-19,0.20765,-5.30515
4842,-87,0.218208,-5.34918
4843.5,-23,0.147548,-5.35882
4845,-41,0.164062,-5.27223
4846.5,1,0.18193,-5.3236
4848,-83,0.247447,-5.34645
4849.5,-2,0.149714,-5.32108
4851,-54,0.0923189,-5.39698
4852.5,7,0.175162,-5.34834
4854,-85,0.209274,-5.39048
4855.5,40,0.0546874,-5.37224
4857,-145,0.094214,-5.45863
4858.5,-24,0.0249071,-5.33702
4860,-45,0.226601,-5.41774
4861.5,-19,0.128326,-5.36784
4863,-49,0.14484,-5.46303
4864.5,-47,0.201152,-5.41334
4866,-15,0.275603,-5.37518
4867.5,-135,-0.0384436,-5.43053
4869,43,0.0687654,-5.49008
4870.5,-86,0.14484,-5.40747
4872,-27,0.157835,-5.40726
4873.5,-10,0.197633,-5.38587
4875,-7,0.24501,-5.38986
4876.5,-104,0.269105,-5.38419
4878,40,0.299156,-5.29886
4879.5,19,0.157835,-5.37203
4881,-3,0.0617264,-5.34876
4882.5,-76,0.135636,-5.34142
4884,11,0.150526,-5.34184
4885.5,-53,0.148089,-5.29445
4887,53,0.357093,-5.36931
4888.5,-43,0.338412,-5.26468
4890,2,0.321627,-5.28837
4891.5,-1,0.287786,-5.24267
4893,15,0.284537,-5.31186
4894.5,-77,0.214147,-5.38986
4896,-38,0.186804,-5.38734
4897.5,27,0.175162,-5.32842
4899,-58,0.105855,-5.31626
4900.5,31,0.083114,-5.44081
4902,-118,0.225247,-5.33597
4903.5,-47,0.175433,-5.34184
4905,-27,0.147277,-5.36239
4906.5,64,0.192489,-5.4364
4908,-83,0.221186,-5.29508
4909.5,-51,0.123994,-5.38734
4911,-68,0.0982749,-5.28565
4912.5,-18,0.132116,-5.27454
4914,-64,0.177328,-5.34289
4915.5,28,0.114789,-5.43661
4917,-92,0.0592898,-5.34708
4918.5,-31,0.0563118,-5.38357
4920,-65,0.15946,-5.41145
4921.5,-20,0.217396,-5.31982
4923,-56,0.0706605,-5.38944
4924.5,-16,0.0549581,-5.42487
4926,11,0.138614,-5.34205
4927.5,-125,0.146194,-5.39027
4929,-1,0.0416924,-5.30012
4930.5,-29,0.107209,-5.37057
4932,16,0.113165,-5.36784
4933.5,-11,0.122641,-5.43452
4935,-22,0.154587,-5.41187
4936.5,-77,0.13726,-5.38545
4938,17,0.158106,-5.34666
4939.5,-41,0.0974627,-5.32528
4941,14,0.0265315,-5.36952
4942.5,-35,0.0175974,-5.35295
4944,13,0.121287,-5.4146
4945.5,-75,0.054146,-5.47016
4947,31,0.173538,-5.44689
4948.5,-8,0.121016,-5.40076
4950,-69,0.0709312,-5.39636
4951.5,-22,0.176245,-5.43934
4953,-9,0.206296,-5.35631
4954.5,-26,0.174621,-5.39007
4956,-81,0.286161,-5.3909
4957.5,61,-0.0408802,-5.37099
4959,-46,0.155128,-5.38336
4960.5,17,0.0246364,-5.30787
4962,-111,0.0292388,-5.40936
4963.5,-23,0.109375,-5.4515
4965,-48,0.0798653,-5.49784
4966.5,4,0.0934018,-5.41984
4968,-65,0.119392,-5.43514
4969.5,-5,0.127784,-5.33639
4971,-43,0.190864,-5.36637
4972.5,-26,0.145653,-5.40286
4974,-27,-0.0633508,-5.3454
4975.5,19,0.118309,-5.35715
4977,-139,0.0465655,-5.32695
4978.5,-29,0.245552,-5.35589
4980,-23,0.294825,-5.29236
4981.5,1,0.156211,-5.44626
4983,-56,0.177057,-5.31479
4984.5,-30,0.172184,-5.35799
4986,-51,0.136448,-5.44395
4987.5,-26,0.197362,-5.34603
4989,-116,0.167311,-5.45255
4990.5,8,0.185721,-5.37874
4992,14,0.214959,-5.328
4993.5,-49,0.204672,-5.33576
4995,-2,0.187345,-5.3387
4996.5,-37,0.197633,-5.38252
4998,42,0.0376314,-5.34645
4999.5,-38,0.139426,-5.35232
5001,1,0.242303,-5.34666
5002.5,-50,0.284266,-5.28208
5004,9,0.121016,-5.41313
5005.5,-77,0.263149,-5.18165
5007,46,0.143758,-5.40873
5008.5,-24,0.157023,-5.33597
5010,-14,0.260984,-5.32695
5011.5,-1,0.202506,-5.26028
5013,-77,0.253403,-5.33534
5014.5,-24,0.288327,-5.43494
5016,-27,0.318378,-5.35295
5017.5,22,0.268835,-5.35295
5019,-11,0.193843,-5.38503
5020.5,18,0.0869043,-5.341
5022,-70,0.265315,-5.33702
5023.5,-61,0.212523,-5.35966
5025,-19,0.144299,-5.33953
5026.5,24,0.158918,-5.35023
5028,-87,0.0360071,-5.36176
5029.5,10,0.125077,-5.3821
5031,-89,0.225789,-5.34352
5032.5,47,0.250967,-5.4169
5034,-140,0.0184096,-5.38587
5035.5,-102,0.0760751,-5.42634
5037,84,0.309986,-5.35945
5038.5,-114,0.187074,-5.36532
5040,-45,0.00974627,-5.35316
5041.5,-92,0.165957,-5.32549
5043,-65,0.207379,-5.40537
5044.5,9,0.244469,-5.37266
5046,32,0.305654,-5.38357
5047.5,-96,0.221728,-5.38839
5049,-12,0.23012,-5.32045
5050.5,-64,0.178682,-5.32108
5052,-2,0.305383,-5.32947
5053.5,37,0.0490021,-5.34226
5055,-49,0.192218,-5.37161
5056.5,-119,0.247447,-5.31186
5058,-10,0.064163,-5.40286
5059.5,-27,0.315129,-5.26825
5061,21,0.17083,-5.28062
5062.5,-33,0.231203,-5.35819
5064,25,0.291305,-5.29026
5065.5,-89,0.201964,-5.33261
5067,38,0.268022,-5.39174
5068.5,-23,0.162709,-5.2435
5070,-21,0.113436,-5.39007
5071.5,-24,0.147818,-5.40873
5073,1,0.173809,-5.31982
5074.5,-27,0.205755,-5.41313
5076,-30,0.199257,-5.36239
5077.5,-8,0.286974,-5.27705
5079,-10,0.249884,-5.31332
5080.5,-5,0.190323,-5.3974
5082,-52,0.122911,-5.27558
5083.5,-36,0.331915,-5.32611
5085,-35,0.272083,-5.32632
5086.5,5,0.278852,-5.28355
5088,-90,0.243928,-5.35505
5089.5,-41,0.321086,-5.33492
5091,-47,0.28562,-5.30473
5092.5,-44,0.165416,-5.30033
5094,-61,0.211981,-5.341
5095.5,11,0.114248,-5.31836
5097,-46,0.149172,-5.36239
5098.5,-42,0.0425046,-5.36407
5100,-89,0.115602,-5.35211
5101.5,-19,0.290493,-5.28628
5103,-33,0.214147,-5.32066
5104.5,20,0.330832,-5.31207
5106,-41,0.185179,-5.30033
