time,value3,value1,value2
312,-29,0.513304,-5.18647
313.5,-24,0.384436,-5.1567
315,-98,0.281559,-5.07199
316.5,83,0.407448,-5.15942
318,-44,0.187616,-5.22988
319.5,-53,0.435604,-5.19842
321,-3,0.39689,-5.18081
322.5,-41,0.289681,-5.23554
324,-45,0.23364,-5.22946
325.5,32,0.332185,-5.1611
327,-20,0.275061,-5.2152
328.5,-28,0.206567,-5.19381
330,-81,0.373336,-5.29424
331.5,48,0.402846,-5.19381
333,-101,0.194925,-5.13468
334.5,-18,0.302947,-5.19717
336,-17,0.314859,-5.237
337.5,-41,0.422609,-5.26992
339,1,0.436416,-5.20681
340.5,-42,0.409073,-5.15628
342,-64,0.382541,-5.28795
343.5,-42,0.372253,-5.23386
345,23,0.398244,-5.22841
346.5,-51,0.368192,-5.20073
348,-25,0.418007,-5.23134
349.5,-101,0.3154,-5.22421
351,-13,0.355197,-5.17913
352.5,-46,0.289952,-5.15041
354,19,0.442914,-5.1286
355.5,-92,0.428295,-5.24644
357,-50,0.281018,-5.33157
358.5,-32,0.450765,-5.24896
360,-43,0.4042,-5.19109
361.5,-43,0.41909,-5.21142
363,-4,0.3598,-5.17851
364.5,-45,0.276686,-5.14034
366,-14,0.364402,-5.17767
367.5,8,0.413134,-5.19654
369,-55,0.378751,-5.22925
370.5,-60,0.484065,-5.16467
372,166,0.347888,-5.15041
373.5,-251,0.358717,-5.23218
375,8,0.26342,-5.20283
376.5,31,0.465655,-5.31815
378,76,0.384707,-5.17704
379.5,-33,0.353032,-5.15984
381,-92,0.249613,-5.21981
382.5,-9,0.429377,-5.22002
384,-63,0.49327,-5.20346
385.5,42,0.49327,-5.15083
387,-43,0.574218,-5.15922
388.5,37,0.538752,-5.19297
390,-84,0.664371,-5.17599
391.5,-9,0.458075,-5.23617
393,-32,0.420985,-5.1978
394.5,-12,0.491645,-5.20241
396,-55,0.529006,-5.19423
397.5,-10,0.457804,-5.16446
399,-32,0.27452,-5.27789
400.5,-44,0.405824,-5.24896
402,-84,0.351137,-5.21079
403.5,82,0.311339,-5.19276
405,-13,0.407719,-5.14999
406.5,-164,0.53036,-5.1913
408,-15,0.405824,-5.11917
409.5,11,0.470258,-5.14118
411,-163,0.481628,-5.29341
412.5,-13,0.384707,-5.19821
414,-18,0.429107,-5.20052
415.5,26,0.2821,-5.19821
417,-53,0.368463,-5.16613
418.5,-89,0.225518,-5.23092
420,-82,0.264503,-5.32674
421.5,-41,0.378751,-5.22946
423,-12,0.343556,-5.22715
424.5,14,0.302947,-5.28397
426,-95,0.203589,-5.18228
427.5,10,0.400139,-5.21163
429,-82,0.332185,-5.17704
430.5,47,0.218479,-5.23428
432,40,0.331373,-5.22568
433.5,-47,0.398244,-5.24497
435,-104,0.334622,-5.22841
436.5,-5,0.365756,-5.19067
438,-37,0.336788,-5.24267
439.5,24,0.34139,-5.22526
441,-82,0.373878,-5.19633
442.5,-11,0.141862,-5.20996
444,-48,0.246635,-5.30934
445.5,38,0.274249,-5.22505
447,-32,0.327312,-5.26112
448.5,-47,0.559328,-5.27852
450,4,0.334893,-5.30871
451.5,-48,0.379834,-5.24204
453,-68,0.384978,-5.32129
454.5,-15,0.249342,-5.22841
456,-50,0.37848,-5.28145
457.5,53,0.495706,-5.19444
459,-184,0.398785,-5.09086
460.5,9,0.451848,-5.18207
462,-95,0.474048,-5.19842
463.5,92,0.409614,-5.15418
465,-30,0.522238,-5.25315
466.5,-100,0.439394,-5.27034
468,-36,0.379834,-5.23197
469.5,-104,0.499226,-5.16131
471,-2,0.369546,-5.08394
472.5,-48,0.395536,-5.1611
474,19,0.30782,-5.24707
475.5,-58,0.370088,-5.1762
477,-71,0.34139,-5.25713
478.5,-61,0.405282,-5.18773
480,-53,0.423151,-5.26678
481.5,29,0.470528,-5.15775
483,-29,0.371712,-5.17704
484.5,-149,0.254486,-5.28334
486,-27,0.444268,-5.23071
487.5,-45,0.354385,-5.21667
489,101,0.310256,-5.19025
490.5,25,0.336788,-5.21708
492,-40,0.373066,-5.30934
493.5,-81,0.453743,-5.29697
495,-83,0.317566,-5.22044
496.5,19,0.327312,-5.22002
498,-12,0.395807,-5.26405
499.5,20,0.295908,-5.28418
501,-38,0.327854,-5.27118
502.5,98,0.335434,-5.30074
504,-191,0.168935,-5.24141
505.5,102,0.281288,-5.26363
507,-82,0.317295,-5.27579
508.5,20,0.179765,-5.31102
510,-33,0.30051,-5.21121
511.5,-13,0.211981,-5.25378
513,-66,0.273437,-5.2716
514.5,-22,0.28562,-5.2435
516,-32,0.275332,-5.31437
517.5,-1,0.276415,-5.27139
519,-21,0.309986,-5.21499
520.5,-31,0.393912,-5.26573
522,-71,0.350324,-5.27118
523.5,-20,0.3043,-5.30033
525,21,0.278852,-5.19821
526.5,-77,0.296991,-5.22275
528,-52,0.289681,-5.23239
529.5,-82,0.346534,-5.20262
531,-8,0.434521,-5.2217
532.5,-52,0.360341,-5.20157
534,3,0.351407,-5.19696
535.5,-93,0.257193,-5.25818
537,-12,0.317837,-5.15146
538.5,-50,0.407719,-5.2542
540,-15,0.328124,-5.16991
541.5,-42,0.433709,-5.18354
543,-11,0.425316,-5.27244
544.5,-41,0.397702,-5.29466
546,-27,0.331373,-5.12357
547.5,-32,0.331915,-5.21562
549,-38,0.340578,-5.19738
550.5,-12,0.374149,-5.17767
552,21,0.316212,-5.20031
553.5,-42,0.33029,-5.25168
555,-36,0.410968,-5.22967
556.5,41,0.414758,-5.25965
558,-38,0.379292,-5.27454
559.5,14,0.22985,-5.10344
561,-34,0.377939,-5.09464
562.5,-7,0.434251,-5.19591
564,-69,0.449682,-5.25629
565.5,39,0.293742,-5.26678
567,-42,0.353032,-5.26468
568.5,11,0.341661,-5.26091
570,-57,0.410426,-5.25189
571.5,-26,0.229579,-5.2607
573,-36,0.285891,-5.22463
574.5,-40,0.353844,-5.18689
576,-50,0.395807,-5.19821
577.5,-2,0.298886,-5.25294
579,-17,0.313234,-5.23847
580.5,-33,0.20386,-5.21855
582,-73,0.324605,-5.25881
583.5,-39,0.354656,-5.29445
585,36,0.412321,-5.21163
586.5,-116,0.310527,-5.17997
588,-57,0.420985,-5.21939
589.5,-41,0.362778,-5.26363
591,-17,0.350595,-5.18291
592.5,-81,0.279664,-5.1978
594,15,0.376314,-5.23721
595.5,-112,0.352219,-5.22086
597,-14,0.454826,-5.21813
598.5,-59,0.249884,-5.30389
600,9,0.33002,-5.25399
601.5,-39,0.460241,-5.18396
603,-6,0.373066,-5.22862
604.5,-70,0.340849,-5.24665
606,9,0.318649,-5.17683
607.5,-43,0.425587,-5.24497
609,-33,0.431002,-5.20975
610.5,-24,0.326771,-5.21457
612,31,0.240679,-5.20283
613.5,-18,0.345993,-5.26468
615,-71,0.372253,-5.18899
616.5,37,0.349783,-5.315
618,-82,0.307549,-5.23763
619.5,15,0.439665,-5.29257
621,-149,0.473506,-5.29907
622.5,24,0.271001,-5.25294
624,13,0.398514,-5.22925
625.5,84,0.175433,-5.16551
627,-77,0.39689,-5.3062
628.5,-45,0.328937,-5.1697
630,-57,0.383624,-5.28523
631.5,-16,0.165957,-5.32695
633,-50,0.173267,-5.2326
634.5,-12,0.277769,-5.3452
636,-33,0.351678,-5.25923
637.5,10,0.258547,-5.24371
639,-32,0.314317,-5.29236
640.5,-24,0.252049,-5.25546
642,-97,0.206567,-5.24812
643.5,232,0.346534,-5.34834
645,-264,0.395536,-5.24749
646.5,-196,0.306737,-5.3106
648,248,0.22254,-5.18291
649.5,25,0.256923,-5.26741
651,-153,0.308361,-5.16341
652.5,57,0.134282,-5.29592
654,-53,0.320003,-5.28271
655.5,-110,0.204401,-5.26237
657,-61,0.363049,-5.25483
658.5,-48,0.373336,-5.23994
660,9,0.370088,-5.21688
661.5,-45,0.307278,-5.29739
663,2,0.301593,-5.2802
664.5,-27,0.38579,-5.27915
666,9,0.49354,-5.21289
667.5,-23,0.349783,-5.24979
669,-142,0.261796,-5.18941
670.5,-10,0.342744,-5.211
672,34,0.346263,-5.24099
673.5,-4,0.345451,-5.31018
675,-137,0.38958,-5.23365
676.5,27,0.528194,-5.23994
678,-114,0.408802,-5.28334
679.5,-102,0.329749,-5.15167
681,117,0.279935,-5.20723
682.5,-57,0.394724,-5.18081
684,-189,0.260713,-5.28712
685.5,151,0.466738,-5.2087
687,-81,0.36359,-5.23533
688.5,-58,0.366297,-5.21163
690,-28,0.269105,-5.22002
691.5,-113,0.507348,-5.24979
693,-109,0.309444,-5.20157
694.5,83,0.503557,-5.24225
696,-154,0.411509,-5.23092
697.5,-3,0.39689,-5.12902
699,85,0.359258,-5.27349
700.5,-94,0.258818,-5.26699
702,-65,0.349512,-5.22967
703.5,-76,0.346263,-5.29257
705,-5,0.350595,-5.24371
706.5,-144,0.209274,-5.30116
708,7,0.160272,-5.30599
709.5,-187,0.188428,-5.27433
711,-89,0.286432,-5.20618
712.5,194,0.417195,-5.28062
714,85,0.286703,-5.23973
715.5,-77,0.109104,-5.1848
717,-377,0.269647,-5.30284
718.5,-67,0.373066,-5.22757
720,219,0.294013,-5.21331
721.5,59,0.266127,-5.25713
723,-26,0.264503,-5.28481
724.5,-117,0.236889,-5.21708
726,-21,0.249071,-5.2542
727.5,-56,0.30782,-5.27265
729,-37,0.185991,-5.19884
730.5,1,0.216584,-5.29634
732,28,0.429377,-5.23176
733.5,-32,0.296449,-5.25734
735,-67,0.18166,-5.34876
736.5,18,0.201423,-5.30221
738,-26,0.113436,-5.33597
739.5,-12,0.161084,-5.13531
741,-24,0.145111,-5.2045
742.5,-125,0.159189,-5.25839
744,-63,0.264503,-5.27118
745.5,53,0.186804,-5.31857
747,1,0.313776,-5.29991
748.5,134,0.270188,-5.30976
750,-33,0.366027,-5.26741
751.5,-211,0.242845,-5.2911
753,-85,0.309986,-5.26908
754.5,-178,0.258276,-5.27705
756,-80,0.283183,-5.33639
757.5,285,0.151609,-5.30703
759,20,0.148089,-5.28816
760.5,-109,0.265586,-5.22002
762,-124,0.159189,-5.33094
763.5,-60,0.183284,-5.33282
765,-29,0.228767,-5.25818
766.5,-113,0.171643,-5.28355
768,-18,0.262337,-5.32003
769.5,-62,0.282642,-5.27726
771,-24,0.191135,-5.26028
772.5,-30,0.11885,-5.19088
774,-11,0.16677,-5.36658
775.5,-98,0.119392,-5.30033
777,-37,0.247718,-5.2282
778.5,-63,0.202506,-5.26531
780,-4,0.0725556,-5.2477
781.5,10,0.187345,-5.32591
783,43,0.285891,-5.25818
784.5,-359,0.182743,-5.2586
786,41,0.141321,-5.32695
787.5,176,0.108292,-5.1632
789,94,0.221457,-5.29362
790.5,-54,0.315129,-5.27999
792,-32,0.119121,-5.25818
793.5,-15,0.171643,-5.28229
795,-94,0.119121,-5.23805
796.5,54,0.227142,-5.25315
798,116,0.271542,-5.24413
799.5,-254,0.252591,-5.29865
801,-22,0.285078,-5.25273
802.5,294,0.149714,-5.30976
804,-57,0.229037,-5.33115
805.5,-32,0.265044,-5.2672
807,-158,0.30403,-5.24749
808.5,6,0.268293,-5.22463
810,-41,0.212794,-5.23197
811.5,-61,0.109104,-5.24225
813,-16,0.325688,-5.30137
814.5,-110,0.299969,-5.27705
816,6,0.375231,-5.27684
817.5,84,0.168123,-5.16446
819,42,0.335705,-5.2261
820.5,-96,0.343015,-5.22358
822,-67,0.212252,-5.21352
823.5,-64,0.245823,-5.25231
825,-40,0.334622,-5.21415
826.5,-76,0.380105,-5.27642
828,-1,0.202777,-5.17683
829.5,108,0.126431,-5.31353
831,-303,0.385519,-5.28062
832.5,-21,0.392829,-5.27726
834,267,0.293742,-5.19842
835.5,26,0.227954,-5.28984
837,-87,0.326229,-5.1913
838.5,-95,0.265857,-5.30578
840,-49,0.35601,-5.26384
841.5,-37,0.249342,-5.25944
843,2,0.303217,-5.29173
844.5,-19,0.23364,-5.15984
846,-15,0.163521,-5.28439
847.5,-40,0.275874,-5.22946
849,112,0.170018,-5.24707
850.5,-115,0.160001,-5.25986
852,26,0.173538,-5.32465
853.5,145,0.206296,-5.32968
855,-34,0.0316754,-5.2607
856.5,-51,0.180306,-5.27516
858,-98,0.252049,-5.32213
859.5,7,0.207379,-5.3496
861,-43,0.247176,-5.22212
862.5,30,0.135365,-5.26783
864,-34,0.222269,-5.19171
865.5,56,0.206838,-5.27433
867,-67,0.234181,-5.30913
868.5,-17,0.248259,-5.22107
870,-54,0.346534,-5.27579
871.5,-44,0.121016,-5.28187
873,-24,0.224164,-5.25168
874.5,3,0.179765,-5.33807
876,-74,0.2932,-5.28754
877.5,-48,0.227684,-5.24854
879,-28,0.0460241,-5.29781
880.5,-36,0.202235,-5.35736
882,-59,-0.0427753,-5.31878
883.5,-21,0.0977335,-5.34268
885,-37,0.106938,-5.31165
886.5,-67,0.115872,-5.30536
888,-44,0.17435,-5.26007
889.5,-136,0.0479192,-5.23365
891,67,0.192489,-5.33744
892.5,-75,0.147548,-5.2261
894,-22,0.217937,-5.34331
895.5,-79,0.151067,-5.18459
897,-12,0.0706605,-5.26154
898.5,-49,0.172726,-5.34037
900,3,0.13347,-5.25902
901.5,-29,0.167852,-5.34834
903,-7,0.295366,-5.28439
904.5,-39,0.281559,-5.24812
906,10,0.17814,-5.22212
907.5,-38,0.354927,-5.24162
909,-26,0.206567,-5.28062
910.5,-14,0.289139,-5.31102
912,5,0.340849,-5.35757
913.5,-27,0.278852,-5.18752
915,-98,0.156482,-5.31144
916.5,9,0.232015,-5.30158
918,-5,0.209003,-5.24183
919.5,22,0.128597,-5.2435
921,-63,0.347617,-5.35505
922.5,0,0.301593,-5.22149
924,-82,0.197903,-5.31563
925.5,71,0.124536,-5.25462
927,-107,0.20792,-5.29089
928.5,19,0.291576,-5.10994
930,-68,0.26721,-5.24686
931.5,12,0.231474,-5.27705
933,-119,0.125348,-5.26992
934.5,4,0.213335,-5.32255
936,-65,0.20386,-5.29152
937.5,17,0.246093,-5.35757
939,-53,0.214418,-5.28963
940.5,-18,0.231474,-5.19507
942,-76,0.182201,-5.24392
943.5,-27,0.0928603,-5.24225
945,38,0.257735,-5.3257
946.5,-153,0.234993,-5.33303
948,-25,0.237159,-5.30578
949.5,-73,0.204672,-5.22463
951,23,0.187616,-5.302
952.5,9,0.167311,-5.22065
954,-34,0.344098,-5.30997
955.5,-46,0.167852,-5.27013
957,-51,0.336246,-5.18563
958.5,-26,0.217667,-5.26594
960,13,0.213335,-5.28712
961.5,-31,0.149443,-5.2521
963,-13,0.273437,-5.28334
964.5,-70,0.228496,-5.24099
966,31,0.246906,-5.22904
967.5,-24,0.223081,-5.2781
969,-18,0.234723,-5.29592
970.5,-8,0.206025,-5.24078
972,20,0.198986,-5.21667
973.5,-24,0.276686,-5.30389
975,-61,0.105855,-5.31332
976.5,21,0.163792,-5.27412
978,-40,0.179494,-5.26175
979.5,-10,0.250425,-5.26196
981,-33,0.0917774,-5.21604
982.5,-3,0.236076,-5.30116
984,-75,0.195738,-5.27202
985.5,31,-0.00379022,-5.30808
987,-56,0.160543,-5.26929
988.5,-8,0.263691,-5.34897
990,-77,0.250154,-5.27055
991.5,-71,0.159731,-5.25399
993,-10,0.223894,-5.24099
994.5,42,0.175433,-5.26657
996,-81,0.146465,-5.21688
997.5,-27,0.0828433,-5.25776
999,-44,0.429377,-5.36721
1000.5,-88,0.164333,-5.2672
1002,-42,0.305654,-5.17788
1003.5,-27,0.125077,-5.26363
1005,-26,0.321898,-5.27915
1006.5,-65,0.176787,-5.20954
1008,-13,0.275061,-5.29592
1009.5,-36,0.123453,-5.24308
1011,-1,0.162167,-5.20681
1012.5,-57,0.299156,-5.25063
1014,-6,0.375231,-5.24308
1015.5,-92,0.238784,-5.27852
1017,-8,0.164062,-5.20765
1018.5,-59,0.339766,-5.25315
1020,1,0.208462,-5.25294
1021.5,-19,0.110728,-5.32486
1023,-39,0.262066,-5.30242
1024.5,-51,0.19276,-5.2456
1026,33,0.235264,-5.28439
1027.5,-38,0.221998,-5.21268
1029,10,0.0660581,-5.23365
1030.5,-24,0.125619,-5.26971
1032,-10,0.281018,-5.26196
1033.5,-35,0.185721,-5.25105
1035,-50,0.264232,-5.27097
1036.5,-4,0.266398,-5.24623
1038,-12,0.272354,-5.22484
1039.5,18,0.313234,-5.0982
1041,-53,0.27073,-5.2477
1042.5,-39,0.169748,-5.15922
1044,-57,0.28941,-5.22778
1045.5,31,0.254757,-5.2867
1047,-62,0.317295,-5.2282
1048.5,-17,0.190864,-5.16886
1050,-41,0.246093,-5.31018
1051.5,-46,0.291847,-5.20849
1053,-2,0.219562,-5.24896
1054.5,-79,0.0603727,-5.24162
1056,-55,0.179223,-5.29655
1057.5,-36,0.143758,-5.25189
1059,26,0.403387,-5.21646
1060.5,-15,0.395536,-5.24267
1062,-110,0.340578,-5.23637
1063.5,-53,0.315671,-5.24057
1065,-38,0.232286,-5.26866
1066.5,-21,0.259088,-5.25042
1068,-40,0.438312,-5.16005
1069.5,-63,0.418278,-5.2152
1071,3,0.299698,-5.27705
1072.5,-28,0.271542,-5.27957
1074,1,0.217125,-5.32611
1075.5,-109,0.138884,-5.19276
1077,-9,0.274791,-5.24581
1078.5,-58,0.111811,-5.29739
1080,17,0.30809,-5.30599
1081.5,-30,0.227142,-5.25441
1083,7,0.25232,-5.24749
1084.5,-33,0.221728,-5.28166
1086,-53,0.174621,-5.1892
1087.5,36,0.208462,-5.29404
1089,-41,0.297532,-5.20849
1090.5,-39,0.348429,-5.13951
1092,14,0.187886,-5.23554
1093.5,-13,0.303759,-5.23407
1095,-44,0.291576,-5.22233
1096.5,6,0.246635,-5.22421
1098,-20,0.413134,-5.25021
1099.5,9,0.292659,-5.34352
1101,-51,0.216584,-5.18647
1102.5,0,0.422338,-5.20597
1104,-68,0.301052,-5.16802
1105.5,16,0.214689,-5.27789
1107,-63,0.271542,-5.21667
1108.5,2,0.270188,-5.25147
1110,-85,0.363861,-5.20744
1111.5,-27,0.156482,-5.22023
1113,-44,0.210628,-5.17096
1114.5,8,0.316483,-5.23344
1116,-62,0.367922,-5.23491
1117.5,-8,0.300781,-5.24308
1119,-46,0.277498,-5.24162
1120.5,-65,0.302947,-5.24036
1122,-69,0.27452,-5.19213
1123.5,-25,0.272354,-5.21876
1125,-20,0.18924,-5.23805
1126.5,-87,0.384436,-5.24267
1128,-32,0.216855,-5.30263
1129.5,-109,0.188157,-5.26825
1131,5,0.314047,-5.27181
1132.5,-30,0.24501,-5.32297
1134,-27,0.232828,-5.21667
1135.5,-90,0.276957,-5.31353
1137,23,0.271271,-5.20471
1138.5,-37,0.263149,-5.25818
1140,9,0.160813,-5.35023
1141.5,-43,0.110728,-5.34603
1143,-6,0.197903,-5.21667
1144.5,-65,0.269376,-5.3106
1146,17,0.286703,-5.29487
1147.5,-30,0.12995,-5.28355
1149,-6,0.155128,-5.21939
1150.5,-27,0.0966505,-5.22212
1152,5,0.288869,-5.28858
1153.5,-29,0.138072,-5.35107
1155,-26,0.134282,-5.33534
1156.5,11,0.158106,-5.25042
1158,-4,0.249342,-5.32549
1159.5,-75,0.336246,-5.24371
1161,37,0.238242,-5.22547
1162.5,-51,0.164333,-5.2217
1164,-28,0.301864,-5.28418
1165.5,14,0.102336,-5.30452
1167,-49,0.316483,-5.27852
1168.5,-48,0.0863628,-5.25084
1170,-46,0.247718,-5.20849
1171.5,-12,0.286703,-5.27747
1173,-139,0.227684,-5.29676
1174.5,103,0.312693,-5.1762
1176,-65,0.213606,-5.25441
1177.5,-106,0.126431,-5.28041
1179,1,0.250696,-5.30536
1180.5,-23,0.156753,-5.26258
1182,-50,0.265857,-5.20912
1183.5,-25,0.197362,-5.24686
1185,-27,-0.0102877,-5.34981
1186.5,-70,0.184096,-5.27034
1188,-49,0.138884,-5.20471
1189.5,-31,0.232828,-5.22254
1191,-30,0.36738,-5.20828
1192.5,-150,0.174079,-5.24392
1194,-3,0.323522,-5.27936
1195.5,-82,0.269918,-5.28104
1197,75,0.230662,-5.28858
1198.5,-35,0.332185,-5.29781
1200,-31,0.38227,-5.20241
1201.5,-99,0.479733,-5.22296
1203,-18,0.177328,-5.32087
1204.5,-36,0.214147,-5.224
1206,42,0.250967,-5.22862
1207.5,-19,0.22633,-5.22862
1209,-3,0.17814,-5.24015
1210.5,-11,0.260442,-5.25315
1212,-3,0.126702,-5.15062
1213.5,-19,0.331373,-5.19046
1215,-54,0.268022,-5.237
1216.5,23,0.320273,-5.29487
1218,-21,0.181389,-5.30494
1219.5,-1,0.202506,-5.31668
1221,-52,0.459428,-5.16718
1222.5,-7,0.210628,-5.24455
1224,-75,0.30782,-5.27454
1225.5,65,0.188157,-5.27726
1227,-55,0.249613,-5.20534
1228.5,-46,0.264774,-5.21688
1230,-56,0.310256,-5.21625
1231.5,6,0.200069,-5.23407
1233,-59,0.184638,-5.27915
1234.5,0,0.242845,-5.27202
