time,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17
3216,23,-0.0491758,-0.14075,-0.147901,-1.95812,-0.154609,-0.532774,-0.388171,-0.307417,-0.250816,-0.315969,0.119568,-0.166008,-0.557038,0.0179264,0.0818243,0.195001
3217.5,18,-0.0709891,-0.13588,-0.168608,-1.91657,-0.154614,-0.525127,-0.423326,-0.295609,-0.227174,-0.320186,0.122528,-0.113236,-0.598954,0.0141094,0.133359,0.165024
3219,12,-0.0703056,-0.13124,-0.192792,-1.94753,-0.152238,-0.474188,-0.459142,-0.270131,-0.194743,-0.317661,0.144527,-0.102236,-0.597784,0.049426,0.122374,0.183984
3220.5,9,-0.0156941,-0.10073,-0.156503,-1.93243,-0.203633,-0.473974,-0.460952,-0.274673,-0.215921,-0.328871,0.170404,-0.104285,-0.600544,0.0225047,0.168443,0.15269
3222,5,-0.029094,-0.0533285,-0.174871,-1.98133,-0.262975,-0.479026,-0.453632,-0.268367,-0.174902,-0.33896,0.162755,-0.0706033,-0.586249,0.0211218,0.141724,0.156361
3223.5,8,-0.0320654,-0.0497854,-0.101919,-1.90231,-0.308055,-0.476754,-0.438097,-0.304269,-0.167485,-0.333294,0.0768703,-0.138792,-0.589399,0.0145271,0.170811,0.174978
3225,6,0.00321817,-0.0688404,-0.108367,-1.91907,-0.197545,-0.46894,-0.459311,-0.338437,-0.173401,-0.37412,0.0741554,-0.166251,-0.623504,0.0117731,0.159373,0.19254
3226.5,9,0.0285579,-0.0847115,-0.125263,-1.78575,-0.250357,-0.497049,-0.446191,-0.36362,-0.172609,-0.404121,0.0302778,-0.176754,-0.596236,0.00943898,0.118044,0.21842
3228,11,0.0636599,-0.102831,-0.0920294,-1.79854,-0.23127,-0.487206,-0.41052,-0.376261,-0.193122,-0.374664,0.0206205,-0.23465,-0.609065,0.0035788,0.110001,0.265085
3229.5,8,0.00971306,-0.11786,-0.113887,-1.90379,-0.253349,-0.495655,-0.401085,-0.37613,-0.160139,-0.379753,0.0445239,-0.276099,-0.589342,-0.00241834,0.124863,0.271218
3231,11,0.037611,-0.122693,-0.091775,-1.91649,-0.235152,-0.522665,-0.399752,-0.369701,-0.190893,-0.392759,0.0848204,-0.261408,-0.595997,-0.0253119,0.107674,0.269081
3232.5,8,0.0648577,-0.0945714,-0.112179,-2.03533,-0.20093,-0.551171,-0.368129,-0.378022,-0.208139,-0.367387,0.0570024,-0.254967,-0.566141,-0.0100563,0.0578793,0.229681
3234,11,0.0412642,-0.0605693,-0.0957843,-1.90014,-0.209388,-0.514936,-0.394551,-0.381056,-0.209989,-0.357193,0.10489,-0.205572,-0.598377,-0.0297279,0.0812446,0.190996
3235.5,9,0.052107,-0.0662735,-0.0917524,-1.85073,-0.200345,-0.492814,-0.414751,-0.363368,-0.237197,-0.340434,0.109318,-0.19987,-0.618237,-0.0416486,0.0961605,0.192449
3237,7,0.054381,-0.0593905,-0.0903423,-1.86288,-0.129157,-0.537941,-0.412648,-0.378262,-0.266001,-0.348524,0.112197,-0.197323,-0.633823,-0.0461595,0.116168,0.160308
3238.5,10,0.0291621,-0.060099,-0.113848,-1.78595,-0.148361,-0.538694,-0.379138,-0.381272,-0.249114,-0.351592,0.231357,-0.230555,-0.616201,-0.0305542,0.114425,0.165636
3240,8,0.00325734,-0.0622707,-0.150902,-1.80067,-0.262005,-0.583954,-0.419373,-0.394746,-0.2573,-0.403228,0.233634,-0.262079,-0.633135,-0.0332827,0.120851,0.192997
3241.5,10,-0.0205915,-0.0718956,-0.176117,-1.81197,-0.213201,-0.593219,-0.393542,-0.397964,-0.243082,-0.397033,0.174914,-0.304984,-0.631215,-0.0367504,0.121932,0.244219
3243,9,-0.00302849,-0.0503881,-0.23061,-1.80652,-0.214484,-0.59841,-0.371488,-0.380071,-0.229926,-0.423901,0.185598,-0.333264,-0.618811,-0.024978,0.0796451,0.270573
3244.5,7,-0.0283872,-0.0663148,-0.17464,-1.75671,-0.174002,-0.541191,-0.350446,-0.373619,-0.260176,-0.412269,0.197975,-0.318023,-0.600782,-0.0333249,0.112589,0.249157
3246,11,-0.0490716,-0.0811601,-0.16642,-1.71968,-0.179204,-0.497037,-0.394147,-0.35816,-0.240275,-0.427501,0.220717,-0.287512,-0.595997,-0.0220396,0.0275068,0.240764
3247.5,9,-0.0618068,-0.0505446,-0.134987,-1.68636,-0.14225,-0.490867,-0.375015,-0.357611,-0.256899,-0.407082,0.253891,-0.320123,-0.579869,-0.0290898,-0.00157576,0.239658
3249,8,-0.0786146,-0.0715691,-0.137019,-1.70128,-0.160145,-0.523076,-0.379868,-0.391271,-0.236246,-0.353733,0.239551,-0.303935,-0.552007,-0.0297958,0.0178605,0.198364
3250.5,10,-0.076634,-0.0805198,-0.184698,-1.67956,-0.203612,-0.540002,-0.389606,-0.355857,-0.260108,-0.341955,0.244323,-0.259655,-0.507484,-0.0622423,-0.0130787,0.180945
3252,9,-0.0700398,-0.105961,-0.159942,-1.69907,-0.264145,-0.542123,-0.383455,-0.357766,-0.263957,-0.33936,0.225968,-0.24467,-0.505546,-0.0636817,-0.0155325,0.179373
3253.5,8,-0.0539473,-0.132438,-0.214204,-1.68343,-0.215128,-0.521478,-0.419679,-0.388812,-0.259506,-0.32312,0.240386,-0.27123,-0.527062,-0.0574581,-0.00645587,0.192465
3255,10,-0.124468,-0.135046,-0.203877,-1.6674,-0.187667,-0.515486,-0.442139,-0.387797,-0.240391,-0.357379,0.191487,-0.249597,-0.52431,-0.0411568,0.0402705,0.149443
3256.5,7,-0.0965175,-0.141229,-0.203826,-1.67836,-0.214106,-0.524254,-0.463545,-0.385027,-0.264918,-0.367988,0.127037,-0.237555,-0.50925,-0.0439817,0.0132031,0.215095
3258,9,-0.0884696,-0.161622,-0.244825,-1.65503,-0.21054,-0.536341,-0.45716,-0.383277,-0.298864,-0.352677,0.127592,-0.221228,-0.531159,-0.0595379,0.0226976,0.214137
3259.5,9,-0.0753457,-0.188925,-0.227738,-1.6145,-0.179969,-0.564004,-0.473485,-0.418825,-0.264661,-0.389458,0.113728,-0.214284,-0.533336,-0.0369555,0.0415874,0.178216
3261,10,-0.0859881,-0.164663,-0.233066,-1.67761,-0.214315,-0.495015,-0.475651,-0.458243,-0.237835,-0.40655,0.0984879,-0.205451,-0.558175,-0.0695536,0.0722244,0.178126
3262.5,9,-0.129782,-0.203167,-0.199776,-1.73051,-0.30114,-0.478033,-0.478792,-0.417988,-0.256502,-0.43668,0.117367,-0.200408,-0.594639,-0.0877581,0.036319,0.180059
3264,7,-0.0890034,-0.228872,-0.164268,-1.78007,-0.269836,-0.532506,-0.506079,-0.452664,-0.228334,-0.444836,0.0542517,-0.178429,-0.596951,-0.105588,0.0608998,0.180994
3265.5,-7,-0.0902608,-0.205729,-0.116411,-1.73876,-0.211922,-0.549537,-0.496036,-0.471621,-0.247951,-0.449228,0.107939,-0.166076,-0.635258,-0.0921373,0.0726779,0.180223
3267,43,-0.149131,-0.154987,-0.13731,-1.65276,-0.171696,-0.506122,-0.464329,-0.43968,-0.264167,-0.446017,0.160125,-0.141395,-0.633889,-0.0937683,0.135002,0.182752
3268.5,52,-0.167364,-0.143834,-0.116553,-1.68471,-0.131924,-0.471769,-0.481131,-0.462534,-0.253939,-0.441021,0.167316,-0.107878,-0.646384,-0.102755,0.192974,0.196716
3270,-46,-0.198209,-0.110531,-0.111923,-1.66269,-0.200815,-0.473895,-0.50699,-0.459344,-0.25085,-0.403239,0.155556,-0.0957985,-0.661825,-0.101589,0.202359,0.210492
3271.5,10,-0.218484,-0.137574,-0.0789147,-1.64093,-0.229509,-0.503606,-0.486715,-0.461299,-0.26246,-0.45266,0.141106,-0.0930007,-0.654368,-0.105601,0.169898,0.166875
3273,23,-0.265066,-0.143503,-0.0680651,-1.63305,-0.0899743,-0.527199,-0.460713,-0.443012,-0.290536,-0.482813,0.178374,-0.110183,-0.628208,-0.10603,0.168895,0.150188
3274.5,18,-0.261548,-0.0828756,-0.0952772,-1.60058,-0.0809769,-0.578853,-0.442083,-0.429524,-0.264361,-0.482143,0.136228,-0.0885071,-0.637077,-0.0986081,0.123323,0.158139
3276,9,-0.216147,-0.0727983,-0.119398,-1.7432,-0.0835858,-0.563452,-0.41935,-0.421839,-0.279296,-0.489966,0.12371,-0.130038,-0.572607,-0.0828189,0.0926522,0.124594
3277.5,6,-0.202017,-0.0731887,-0.134821,-1.83641,-0.0871235,-0.570046,-0.432895,-0.397474,-0.278348,-0.477626,0.10471,-0.116388,-0.559199,-0.0986846,0.0956125,0.152836
3279,8,-0.171658,-0.061012,-0.0969345,-1.81289,-0.158116,-0.538742,-0.453436,-0.378145,-0.266342,-0.386466,0.0599865,-0.18355,-0.554377,-0.109349,0.123198,0.174627
3280.5,9,-0.205815,-0.0180934,-0.0994434,-1.70776,-0.168476,-0.56564,-0.452834,-0.357778,-0.272805,-0.381947,0.0981843,-0.216868,-0.56491,-0.115332,0.124514,0.146686
3282,6,-0.144603,-0.00759112,-0.115383,-1.80841,-0.154008,-0.568868,-0.455275,-0.358011,-0.256317,-0.379987,0.102177,-0.206485,-0.552653,-0.103943,0.135574,0.135645
3283.5,10,-0.0943232,-0.00453092,-0.138972,-1.80137,-0.204037,-0.539255,-0.463437,-0.377153,-0.278532,-0.344938,0.0604695,-0.231373,-0.575179,-0.0777878,0.106969,0.132961
3285,10,-0.12766,-0.00586756,-0.105847,-1.75011,-0.16222,-0.539352,-0.443938,-0.342036,-0.310038,-0.366061,0.0947519,-0.262169,-0.567615,-0.0593089,0.0986235,0.150694
3286.5,10,-0.109013,-0.011417,-0.0789928,-1.81919,-0.10555,-0.47755,-0.3727,-0.30412,-0.331917,-0.379594,0.062626,-0.254038,-0.56424,-0.051932,0.0723037,0.162222
3288,9,-0.0997159,-0.0148775,-0.0929098,-1.82083,-0.0771509,-0.476475,-0.416561,-0.333477,-0.299085,-0.394723,0.0895107,-0.282568,-0.59781,-0.0613431,0.110214,0.186701
3289.5,10,-0.129841,0.0114108,-0.0407257,-1.64656,-0.0277989,-0.460821,-0.404732,-0.3573,-0.273854,-0.381795,0.070063,-0.241716,-0.628404,-0.0644629,0.173016,0.114434
3291,9,-0.135568,0.00259947,-0.0359136,-1.63226,-0.0273983,-0.509148,-0.333238,-0.367232,-0.250785,-0.40176,0.0873648,-0.200427,-0.622382,-0.0821643,0.139727,0.0997667
3292.5,8,-0.0594611,-0.0224611,-0.0515502,-1.6897,-0.0246584,-0.570999,-0.330339,-0.384709,-0.274273,-0.362848,0.0802856,-0.149058,-0.647087,-0.068887,0.110237,0.0962377
3294,8,-0.0492381,-0.049362,-0.0367812,-1.72967,-0.135207,-0.595196,-0.332501,-0.407492,-0.287138,-0.335411,0.091593,-0.17872,-0.630045,-0.0942433,0.149526,0.10233
3295.5,10,0.0064743,-0.0641129,-0.0260775,-1.71878,-0.122876,-0.635855,-0.349958,-0.426512,-0.285405,-0.317038,0.113924,-0.145992,-0.575048,-0.106219,0.162316,0.0916942
3297,7,0.0373692,-0.0819908,-0.0367814,-1.69531,-0.17007,-0.631537,-0.3603,-0.439547,-0.267657,-0.284913,0.0903773,-0.160782,-0.561015,-0.108611,0.161131,0.128062
3298.5,10,0.00583226,-0.0418322,-0.00869858,-1.70739,-0.151873,-0.659121,-0.388101,-0.439769,-0.205636,-0.266955,0.11062,-0.135984,-0.531225,-0.0906646,0.156773,0.149106
3300,10,-0.0327087,-0.0302344,0.0125085,-1.7905,-0.0986178,-0.609993,-0.375539,-0.432545,-0.195505,-0.243209,0.0818792,-0.124323,-0.569241,-0.102131,0.135924,0.122106
3301.5,9,-0.00644935,-0.0359039,0.0371414,-1.79111,-0.0851871,-0.593575,-0.352303,-0.471333,-0.22668,-0.239112,0.0615372,-0.138696,-0.51346,-0.0868569,0.162299,0.101836
3303,9,0.060488,-0.0486768,0.0977669,-1.78579,-0.129012,-0.59873,-0.39701,-0.456869,-0.273084,-0.256913,0.0669851,-0.169072,-0.570031,-0.0829429,0.187918,0.105757
3304.5,7,0.0779624,-0.0900865,0.0624762,-1.72047,-0.167265,-0.553019,-0.427702,-0.49471,-0.247215,-0.272934,0.0884618,-0.193826,-0.566033,-0.111376,0.152669,0.113718
3306,9,0.09262,-0.0721292,0.0469844,-1.81595,-0.0934362,-0.534956,-0.357491,-0.459346,-0.245157,-0.312212,0.0724337,-0.203832,-0.570824,-0.104721,0.148217,0.0697047
3307.5,9,0.103139,-0.120909,0.0404371,-1.88821,-0.161418,-0.543351,-0.345007,-0.425662,-0.244385,-0.301636,0.117674,-0.14857,-0.579711,-0.103069,0.112706,0.0768386
3309,8,0.0377594,-0.0714897,0.0644958,-1.84585,-0.207137,-0.575033,-0.363003,-0.429872,-0.235416,-0.288747,0.116403,-0.166008,-0.572457,-0.0762783,0.0765141,0.086483
3310.5,7,0.0275681,-0.0732894,0.0573066,-1.78038,-0.225681,-0.550048,-0.375024,-0.400992,-0.231301,-0.301585,0.114154,-0.120341,-0.578131,-0.0878818,0.0834393,0.119342
3312,8,0.0526113,-0.071841,0.0327178,-1.80738,-0.257836,-0.562178,-0.423425,-0.42029,-0.257457,-0.321566,0.0883751,-0.161595,-0.616032,-0.0772139,0.17337,0.127557
3313.5,11,0.035054,-0.0920142,-0.0141866,-1.87269,-0.213018,-0.627643,-0.434772,-0.381231,-0.27668,-0.289409,0.0695934,-0.160937,-0.616967,-0.0689141,0.159324,0.186129
3315,7,0.0262025,-0.0858809,-0.0545517,-1.89046,-0.298783,-0.593726,-0.419929,-0.357586,-0.268439,-0.306815,0.0797602,-0.179077,-0.618189,-0.0695417,0.110947,0.206202
3316.5,6,-0.00314862,-0.0910993,-0.0232128,-1.83615,-0.318869,-0.513898,-0.440574,-0.360436,-0.280088,-0.289616,0.107694,-0.147928,-0.629967,-0.0805175,0.108316,0.175911
3318,9,-0.0268915,-0.0796883,-0.0730288,-1.84195,-0.32624,-0.498698,-0.43052,-0.39864,-0.289134,-0.299418,0.114051,-0.101486,-0.687852,-0.0419559,0.112061,0.12729
3319.5,10,-0.0391716,-0.0926849,-0.0916096,-1.88818,-0.328115,-0.526978,-0.46502,-0.382164,-0.240074,-0.347002,0.126401,-0.0958584,-0.671309,-0.0329886,0.183612,0.122218
3321,10,-0.053966,-0.0926208,-0.0972394,-1.84582,-0.308389,-0.504701,-0.459084,-0.376988,-0.218225,-0.315672,0.167349,-0.119537,-0.623245,-0.0492103,0.201458,0.134981
3322.5,6,0.00970378,-0.0963982,-0.0986085,-1.88775,-0.295395,-0.534478,-0.500272,-0.422446,-0.196043,-0.327503,0.166635,-0.163778,-0.610112,-0.0630868,0.181782,0.105766
3324,6,0.0402758,-0.078321,-0.0447453,-1.84543,-0.294406,-0.537151,-0.524217,-0.448138,-0.228243,-0.315398,0.221791,-0.0941121,-0.599055,-0.102326,0.1542,0.116145
3325.5,11,-0.00384804,-0.0848068,-0.062087,-1.90108,-0.294706,-0.525396,-0.511168,-0.414461,-0.269094,-0.334419,0.22834,-0.0721056,-0.639821,-0.104095,0.166522,0.0968736
3327,10,-0.0574595,-0.0916667,-0.0843505,-1.88281,-0.262856,-0.520061,-0.508968,-0.362991,-0.281758,-0.380609,0.210478,-0.11786,-0.617403,-0.0786474,0.133412,0.132723
3328.5,8,-0.0276558,-0.0871022,-0.0947736,-1.8859,-0.273449,-0.512637,-0.514744,-0.363816,-0.301789,-0.368671,0.18501,-0.133202,-0.588076,-0.0693367,0.106435,0.100108
3330,9,-0.0623134,-0.0566595,-0.103785,-1.87306,-0.215174,-0.550537,-0.508011,-0.409478,-0.324133,-0.416914,0.18474,-0.159605,-0.531556,-0.0694882,0.090149,0.1445
3331.5,9,-0.0983168,-0.0711919,-0.0712201,-1.76777,-0.222208,-0.56052,-0.476299,-0.434981,-0.3205,-0.4123,0.106049,-0.17917,-0.560005,-0.0658651,0.107466,0.186467
3333,8,-0.10292,-0.0604933,-0.0799981,-1.73549,-0.298726,-0.623528,-0.497273,-0.445312,-0.316511,-0.406463,0.108703,-0.228105,-0.595905,-0.0573989,0.0844939,0.21376
3334.5,11,-0.155178,-0.0754094,-0.0535099,-1.73574,-0.289077,-0.584778,-0.504815,-0.46649,-0.319396,-0.415955,0.0569508,-0.254061,-0.575592,-0.0610577,0.135761,0.191578
3336,8,-0.15356,-0.0717036,-0.0525961,-1.67347,-0.336305,-0.585568,-0.553957,-0.443229,-0.315517,-0.411437,0.110368,-0.239635,-0.603451,-0.0723035,0.142875,0.167182
3337.5,9,-0.132858,-0.115668,-0.0636063,-1.68773,-0.270555,-0.534878,-0.549269,-0.423779,-0.286124,-0.434337,0.160102,-0.217932,-0.62166,-0.057988,0.0857978,0.158926
3339,11,-0.0944452,-0.140663,-0.0321014,-1.68494,-0.277999,-0.53384,-0.547435,-0.421866,-0.271541,-0.412391,0.0772444,-0.208088,-0.62165,-0.0698299,0.0823904,0.155526
3340.5,-12,-0.105851,-0.144494,-0.0311099,-1.71758,-0.259716,-0.581159,-0.529081,-0.432766,-0.270289,-0.391798,0.0949329,-0.196968,-0.623168,-0.0612564,0.0318322,0.140376
3342,46,-0.124135,-0.130301,-0.081985,-1.75281,-0.250399,-0.572345,-0.513159,-0.38652,-0.273839,-0.380847,0.0672086,-0.207306,-0.619957,-0.0616376,0.0244171,0.126339
3343.5,44,-0.135245,-0.115992,-0.0863586,-1.78061,-0.347891,-0.545007,-0.511357,-0.383878,-0.279552,-0.411862,0.0820335,-0.253428,-0.590374,-0.0559076,0.0309094,0.101212
3345,-44,-0.120651,-0.121779,-0.0736553,-1.78416,-0.321429,-0.553446,-0.521666,-0.396349,-0.271024,-0.437668,0.0683056,-0.25489,-0.596544,-0.0575467,0.0235866,0.126957
3346.5,14,-0.0866665,-0.113692,-0.0637014,-1.81273,-0.392784,-0.516983,-0.563755,-0.389383,-0.265506,-0.430558,0.116168,-0.258144,-0.671118,-0.0467311,0.0212279,0.122321
3348,23,-0.0758614,-0.117407,-0.0732313,-1.86969,-0.343988,-0.552875,-0.518714,-0.41504,-0.292918,-0.441854,0.112286,-0.2291,-0.674552,-0.0474081,-0.0119289,0.137088
3349.5,16,-0.0367329,-0.119985,-0.106213,-1.92291,-0.323865,-0.5621,-0.510987,-0.435904,-0.31615,-0.478144,0.0668049,-0.224922,-0.660865,-0.0396307,0.0165363,0.129021
3351,10,-0.0592558,-0.104662,-0.12961,-1.87512,-0.239135,-0.554668,-0.47003,-0.42127,-0.308998,-0.456031,0.0921668,-0.25927,-0.680577,-0.0486814,0.00453802,0.112895
3352.5,5,-0.0704379,-0.106469,-0.0944631,-1.8536,-0.248531,-0.592561,-0.491034,-0.418494,-0.310476,-0.447927,0.161951,-0.2637,-0.701751,-0.0338361,0.0167799,0.124979
3354,8,-0.0895903,-0.120111,-0.119775,-1.82641,-0.261746,-0.595195,-0.537379,-0.421935,-0.310007,-0.48361,0.150176,-0.30063,-0.720044,-0.0316092,0.061653,0.124973
3355.5,8,-0.0624543,-0.121139,-0.0889393,-1.75898,-0.258174,-0.566621,-0.520627,-0.436541,-0.304549,-0.486652,0.167201,-0.297049,-0.706765,-0.0553432,0.0616004,0.108849
3357,8,-0.0460512,-0.145331,-0.0881803,-1.75102,-0.227598,-0.583388,-0.506147,-0.398827,-0.313667,-0.488547,0.148271,-0.300609,-0.672315,-0.0720768,0.100111,0.0862777
3358.5,10,-0.0221999,-0.12952,-0.107095,-1.80243,-0.301198,-0.550749,-0.43346,-0.350034,-0.292733,-0.492359,0.161066,-0.308011,-0.618811,-0.083522,0.126306,0.138097
3360,9,-0.0525915,-0.163612,-0.106739,-1.82918,-0.262751,-0.560712,-0.4098,-0.412295,-0.263459,-0.533711,0.168163,-0.285283,-0.659889,-0.075459,0.111794,0.14081
3361.5,12,-0.101863,-0.160546,-0.157077,-1.86302,-0.245993,-0.558663,-0.349731,-0.376263,-0.266613,-0.4677,0.117094,-0.281946,-0.644998,-0.081216,0.104847,0.170654
3363,10,-0.0852615,-0.163412,-0.178346,-1.88566,-0.242807,-0.516434,-0.333251,-0.360168,-0.240671,-0.518258,0.0910211,-0.261502,-0.638842,-0.117341,0.144675,0.199528
3364.5,8,-0.0564199,-0.172382,-0.201186,-1.83574,-0.279197,-0.482099,-0.410884,-0.356449,-0.246104,-0.496769,0.0891009,-0.276044,-0.633683,-0.0882552,0.141492,0.209799
3366,12,-0.0769741,-0.16665,-0.147788,-1.80448,-0.247709,-0.485814,-0.481948,-0.42178,-0.310712,-0.505236,0.0420714,-0.259097,-0.640861,-0.0739351,0.191292,0.250476
3367.5,8,-0.0826421,-0.155865,-0.111193,-1.82712,-0.244351,-0.447198,-0.51727,-0.395194,-0.326048,-0.503166,0.0384167,-0.24869,-0.67592,-0.0465872,0.192852,0.245577
3369,10,-0.0786549,-0.132608,-0.119671,-1.78891,-0.321034,-0.429752,-0.515653,-0.409875,-0.317547,-0.496247,0.0699322,-0.210256,-0.715863,-0.0511827,0.164163,0.184751
3370.5,10,-0.0424547,-0.128552,-0.105116,-1.86778,-0.380532,-0.443422,-0.493916,-0.356637,-0.31817,-0.469375,0.0734356,-0.1902,-0.656861,-0.0263993,0.142104,0.179171
3372,7,-0.0494362,-0.163252,-0.103479,-1.81183,-0.327014,-0.441039,-0.532217,-0.331368,-0.33348,-0.48016,0.0633298,-0.176024,-0.628545,-0.0347487,0.136357,0.221299
3373.5,9,-0.0321964,-0.189369,-0.139352,-1.80249,-0.325243,-0.436272,-0.536265,-0.330158,-0.358412,-0.489867,0.111137,-0.141305,-0.673607,-0.0146452,0.102032,0.214482
3375,10,-0.0284421,-0.181427,-0.121719,-1.82142,-0.359337,-0.446143,-0.484428,-0.330924,-0.374735,-0.46279,0.14201,-0.166252,-0.648193,-0.010578,0.058444,0.220034
3376.5,9,-0.0277364,-0.187317,-0.103261,-1.81698,-0.205631,-0.436146,-0.505185,-0.311939,-0.348413,-0.515525,0.105711,-0.230043,-0.617312,-0.0119783,0.0549506,0.200045
3378,8,-0.00732039,-0.179324,-0.0700092,-1.85008,-0.17793,-0.438162,-0.460632,-0.344226,-0.312493,-0.489674,0.146518,-0.213175,-0.624601,-0.00427364,0.102119,0.2151
3379.5,9,-0.00551912,-0.171363,-0.0881525,-1.79591,-0.147051,-0.479838,-0.463486,-0.351011,-0.338084,-0.502643,0.176615,-0.21511,-0.667388,0.00642007,0.0975499,0.214545
3381,10,-0.0161942,-0.171613,-0.0538233,-1.79597,-0.15019,-0.493745,-0.476196,-0.372338,-0.297081,-0.456592,0.151772,-0.215237,-0.653654,0.0130079,0.0779205,0.259583
3382.5,7,-0.0348902,-0.175417,-0.111301,-1.77259,-0.149447,-0.485805,-0.489425,-0.378539,-0.323854,-0.466128,0.125546,-0.220519,-0.627566,-0.0133081,0.0583731,0.217908
3384,-1,-0.0436973,-0.152506,-0.0942551,-1.80037,-0.165432,-0.467121,-0.511472,-0.367414,-0.329602,-0.473446,0.0870257,-0.195237,-0.629254,-0.0342451,0.050655,0.256162
3385.5,20,-0.0366545,-0.151318,-0.143253,-1.86443,-0.215508,-0.478628,-0.528332,-0.370766,-0.322903,-0.510369,0.0965541,-0.228678,-0.602555,-0.039641,0.0432384,0.223292
3387,18,-0.0340583,-0.13593,-0.147046,-1.90646,-0.12139,-0.50839,-0.507116,-0.380094,-0.312198,-0.535173,0.0907659,-0.252639,-0.677672,-0.0449311,0.110857,0.162679
3388.5,7,-0.0343948,-0.168359,-0.163402,-1.85836,-0.0866482,-0.50528,-0.523218,-0.327606,-0.313716,-0.530109,0.0855565,-0.276141,-0.658333,-0.0754303,0.0851947,0.189933
3390,-24,-0.027213,-0.184761,-0.215469,-1.80531,-0.0637079,-0.471536,-0.461351,-0.273685,-0.373361,-0.523445,0.122855,-0.252403,-0.674105,-0.0930471,0.0992455,0.205597
3391.5,16,-0.0635187,-0.18725,-0.193922,-1.82201,-0.0168898,-0.513546,-0.441465,-0.261537,-0.393585,-0.549469,0.0812891,-0.263656,-0.649403,-0.097479,0.103897,0.162067
3393,31,-0.0646515,-0.160343,-0.184514,-1.82727,0.000264368,-0.491039,-0.410442,-0.262855,-0.374013,-0.536235,0.118462,-0.231801,-0.606961,-0.102046,0.0662354,0.177293
3394.5,14,-0.0875902,-0.156837,-0.159037,-1.83201,-0.0259339,-0.526378,-0.442774,-0.282603,-0.373306,-0.531908,0.101643,-0.22606,-0.60499,-0.0847563,0.100991,0.173668
3396,-14,-0.0558427,-0.181806,-0.152747,-1.84799,-0.0495123,-0.504161,-0.44801,-0.244319,-0.369792,-0.520429,0.126284,-0.206361,-0.656602,-0.115177,0.0880702,0.148644
3397.5,63,-0.0721777,-0.190727,-0.158179,-1.78426,-0.0992839,-0.52088,-0.446758,-0.269262,-0.352959,-0.494509,0.124152,-0.195736,-0.661869,-0.0839943,0.0919589,0.149899
3399,-46,-0.0617522,-0.168586,-0.16048,-1.80501,-0.119096,-0.566348,-0.479634,-0.306931,-0.377022,-0.470338,0.0703026,-0.179392,-0.645255,-0.0770408,0.0569014,0.132894
3400.5,4,-0.0539731,-0.154029,-0.113371,-1.83736,-0.0143956,-0.61199,-0.485956,-0.295913,-0.385368,-0.48819,0.104706,-0.150472,-0.638692,-0.084664,0.0469793,0.114366
3402,26,-0.0993644,-0.120473,-0.130506,-1.79422,-0.0308005,-0.615303,-0.429606,-0.347994,-0.390721,-0.472236,0.138985,-0.192588,-0.608761,-0.103815,0.0342878,0.0900342
3403.5,16,-0.14182,-0.148311,-0.0830673,-1.77102,-0.0717366,-0.615663,-0.374714,-0.350318,-0.392301,-0.430489,0.147185,-0.20401,-0.602415,-0.0974826,0.0821121,0.0915083
3405,9,-0.16025,-0.133991,-0.0300187,-1.7931,-0.0360119,-0.609693,-0.390336,-0.366888,-0.358107,-0.451484,0.178872,-0.203956,-0.607762,-0.0998805,0.045218,0.118223
3406.5,7,-0.177906,-0.131586,-0.00630982,-1.93404,-0.0978402,-0.545053,-0.388288,-0.355815,-0.311144,-0.463637,0.147174,-0.21521,-0.603423,-0.110281,0.0665578,0.0902813
3408,8,-0.159046,-0.14195,-0.0467231,-1.89295,-0.102332,-0.551389,-0.373322,-0.300558,-0.269597,-0.442553,0.160632,-0.227599,-0.66892,-0.100265,0.10034,0.108253
3409.5,7,-0.160249,-0.144629,-0.032067,-1.85011,-0.0992363,-0.540307,-0.394452,-0.284609,-0.248753,-0.44296,0.169981,-0.2268,-0.643211,-0.0890814,0.108645,0.109114
3411,9,-0.0827433,-0.143462,-0.0369952,-1.80765,-0.0726579,-0.54502,-0.431365,-0.268028,-0.244383,-0.481246,0.183921,-0.256439,-0.683756,-0.0968019,0.105303,0.13165
3412.5,9,-0.077142,-0.18204,-0.00963056,-1.79677,-0.0915639,-0.53982,-0.445498,-0.288001,-0.245847,-0.508962,0.179893,-0.248881,-0.635972,-0.102593,0.0928923,0.133799
3414,11,-0.035747,-0.217784,-0.0415768,-1.81432,-0.146647,-0.576051,-0.516679,-0.271451,-0.25328,-0.461858,0.188974,-0.29149,-0.590679,-0.101444,0.0704371,0.16515
3415.5,8,-0.0225492,-0.213647,-0.0954727,-1.81254,-0.101052,-0.569846,-0.518104,-0.269922,-0.23119,-0.422413,0.110411,-0.284302,-0.632282,-0.063826,0.086904,0.111157
3417,9,-0.0577174,-0.181544,-0.0885138,-1.74455,-0.0160006,-0.567934,-0.465697,-0.298986,-0.23829,-0.421884,0.188868,-0.26007,-0.589646,-0.0526717,0.0495307,0.114146
3418.5,8,-0.037511,-0.159299,-0.134018,-1.76146,-0.108381,-0.59978,-0.471027,-0.315492,-0.237845,-0.404555,0.199261,-0.255378,-0.554324,-0.0309206,0.0158947,0.0600153
