time,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17
123,9,0.076248,-0.024984,0.141392,-1.62691,0.0236217,-0.293788,-0.185076,-0.211751,-0.0143082,-0.198127,0.204635,0.00451453,-0.488291,0.014576,0.469108,0.164482
124.5,9,0.144539,-0.0541894,0.105806,-1.5931,-0.0132396,-0.285389,-0.189834,-0.228813,-0.00460312,-0.23393,0.211241,0.0108451,-0.482171,0.0320606,0.491789,0.203243
126,8,0.148262,-0.0265267,0.105579,-1.49237,0.0094976,-0.272061,-0.170254,-0.187741,-0.0228499,-0.216015,0.19067,0.0414103,-0.507551,0.000947382,0.50844,0.19662
127.5,8,0.184759,0.0165228,0.11351,-1.52864,0.0561329,-0.28052,-0.212288,-0.163027,-0.0443085,-0.212952,0.163316,0.0195067,-0.525054,-0.0335613,0.482047,0.210002
129,10,0.206379,0.0394154,0.140245,-1.4988,0.0255375,-0.293379,-0.142738,-0.140042,-0.0218901,-0.214409,0.155271,0.0588944,-0.569787,-0.0401823,0.459234,0.205524
130.5,10,0.219957,0.0285706,0.128069,-1.38017,-0.0210325,-0.248831,-0.14994,-0.128265,-0.0114268,-0.21572,0.166814,0.0242619,-0.569627,-0.041948,0.489955,0.222046
132,10,0.215603,0.0392644,0.121918,-1.40813,0.0453106,-0.298426,-0.163581,-0.183004,-0.0228754,-0.207631,0.235211,0.0521935,-0.572533,0.00316763,0.440959,0.225229
133.5,9,0.226655,0.0407072,0.142636,-1.51532,0.0705202,-0.26124,-0.181823,-0.189205,-0.0292219,-0.271135,0.310027,0.0666745,-0.577818,0.0460852,0.397334,0.25993
135,8,0.221632,0.050443,0.130591,-1.64693,0.0836918,-0.248753,-0.142761,-0.197385,-0.0270192,-0.300902,0.3072,0.0832598,-0.536433,0.0387294,0.385343,0.266579
136.5,9,0.236357,0.0226435,0.103111,-1.60136,0.126477,-0.239088,-0.148768,-0.231847,-0.100585,-0.321372,0.311837,0.0726732,-0.522067,0.0261806,0.337874,0.277398
138,9,0.236779,0.0490149,0.0820763,-1.61697,-0.00037522,-0.194199,-0.136277,-0.217943,-0.086209,-0.331369,0.299437,0.0227757,-0.519433,0.0312262,0.314902,0.258927
139.5,8,0.236624,0.0574085,0.100862,-1.60954,-0.0740946,-0.166388,-0.148301,-0.257403,-0.0783076,-0.314243,0.326948,0.00241259,-0.52202,0.0322969,0.34736,0.300332
141,9,0.230069,0.0342817,0.0867081,-1.57551,-0.127356,-0.182267,-0.217585,-0.219412,-0.0650806,-0.272706,0.34066,0.0302685,-0.522823,0.0381768,0.352122,0.31906
142.5,9,0.192093,0.0259957,0.086542,-1.61714,-0.0955864,-0.155649,-0.235199,-0.220116,-0.04778,-0.262289,0.330349,0.00689542,-0.493802,0.037974,0.406721,0.322213
144,9,0.233296,0.029788,0.0974855,-1.57259,-0.118148,-0.150574,-0.191993,-0.201074,-0.0106244,-0.23901,0.370239,0.00297632,-0.485224,0.0344658,0.433289,0.321827
145.5,9,0.26717,0.0342238,0.110293,-1.61256,-0.0147317,-0.167511,-0.229466,-0.173542,-0.0106412,-0.233647,0.416083,0.0191494,-0.462251,0.0175717,0.5014,0.328331
147,7,0.238315,0.0318241,0.0622867,-1.66611,-0.0287237,-0.0909672,-0.240523,-0.173636,-0.0725335,-0.181632,0.40928,0.0182034,-0.426703,0.0525421,0.49546,0.345468
148.5,7,0.224641,0.0414255,0.0238882,-1.67719,-0.0127654,-0.0970808,-0.240333,-0.16741,-0.0854263,-0.176951,0.392107,0.0012041,-0.439707,0.0613137,0.476008,0.330264
150,8,0.210731,0.0827933,0.0355506,-1.71256,0.0039763,-0.117269,-0.197806,-0.0983242,-0.0876762,-0.203075,0.356764,0.0395154,-0.421285,0.0625568,0.450507,0.320208
151.5,9,0.210508,0.0770707,0.0319955,-1.66823,0.0654393,-0.130193,-0.197115,-0.0977727,-0.111646,-0.21184,0.367494,0.0597856,-0.461524,0.0515294,0.467054,0.315187
153,8,0.243453,0.0726875,0.0391495,-1.62443,0.0910153,-0.149692,-0.224531,-0.0738884,-0.086451,-0.228998,0.411403,0.0295853,-0.498883,0.0484008,0.460787,0.30422
154.5,8,0.230869,0.0342262,0.0814555,-1.65922,0.117603,-0.0969597,-0.213413,-0.0679845,-0.123854,-0.210732,0.355899,0.0127397,-0.47073,0.0692989,0.39778,0.318529
156,9,0.237721,0.0430761,0.0962356,-1.5714,0.193875,-0.112439,-0.21653,-0.0693533,-0.114347,-0.181654,0.383841,0.0211544,-0.427471,0.0791422,0.37446,0.312467
157.5,10,0.270618,0.0280301,0.123589,-1.59977,0.277985,-0.099622,-0.217546,-0.0705852,-0.0896012,-0.176129,0.392968,0.0500427,-0.44688,0.0916161,0.386856,0.301772
159,7,0.189025,0.015,0.165586,-1.51986,0.321564,-0.124276,-0.147471,-0.0627842,-0.0781228,-0.167785,0.404497,0.0295366,-0.451003,0.104433,0.344879,0.29658
160.5,7,0.198992,0.0155454,0.167516,-1.50652,0.320338,-0.189474,-0.0915615,-0.0591044,-0.10017,-0.159855,0.381726,0.0181861,-0.49971,0.0939898,0.364466,0.291907
162,10,0.268909,0.0308655,0.151134,-1.49842,0.243098,-0.174722,-0.0251364,-0.0929163,-0.104183,-0.163251,0.334714,0.00732469,-0.488634,0.0789516,0.347298,0.269567
163.5,10,0.289064,0.0385173,0.144525,-1.50479,0.223547,-0.182426,0.00660833,-0.0854808,-0.124703,-0.150296,0.337705,0.00465448,-0.443965,0.0698996,0.352066,0.310714
165,10,0.353181,0.0206034,0.16631,-1.58083,0.200003,-0.236039,-0.00300078,-0.104033,-0.0942456,-0.182456,0.329347,-0.010344,-0.420923,0.0799721,0.354006,0.274404
166.5,9,0.376136,0.0418096,0.151897,-1.52429,0.213312,-0.257542,-0.0373007,-0.0843488,-0.0815832,-0.171373,0.256083,0.0090989,-0.40133,0.0956887,0.335063,0.297739
168,9,0.349215,0.0470887,0.164071,-1.54956,0.28834,-0.26011,-0.0550465,-0.0859373,-0.092132,-0.146652,0.273567,-0.00537513,-0.417252,0.124004,0.392307,0.303025
169.5,8,0.315362,0.02167,0.192036,-1.5684,0.2488,-0.288646,-0.057297,-0.0602667,-0.0919125,-0.0814264,0.264441,-0.045853,-0.434633,0.10741,0.31499,0.297707
171,10,0.288638,0.0504398,0.204262,-1.61074,0.245333,-0.266076,-0.0235294,-0.0813403,-0.0881176,-0.0480036,0.275011,-0.0286724,-0.402991,0.114744,0.290544,0.290101
172.5,9,0.271001,0.0620148,0.163129,-1.56878,0.200576,-0.194362,0.0271443,-0.104019,-0.101251,-0.0495233,0.28563,-0.048735,-0.438195,0.101824,0.323557,0.248195
174,9,0.259405,0.0345922,0.175288,-1.65014,0.298291,-0.178597,0.037554,-0.105125,-0.148686,-0.0976594,0.323361,-0.0322351,-0.424119,0.080941,0.384304,0.259644
175.5,6,0.241483,0.0242297,0.161457,-1.62963,0.311289,-0.194305,0.0540814,-0.0983252,-0.126262,-0.11528,0.373894,-0.0493578,-0.438144,0.0887525,0.386312,0.242142
177,10,0.21092,0.0478857,0.174893,-1.65804,0.327745,-0.225226,0.0677629,-0.0929475,-0.131983,-0.134089,0.401694,-0.0340875,-0.422548,0.110821,0.45771,0.243316
178.5,9,0.204262,0.030569,0.184027,-1.6465,0.26523,-0.202179,0.0770935,-0.0554388,-0.124901,-0.167448,0.364287,-0.0707252,-0.407749,0.0974253,0.494696,0.272581
180,8,0.189717,0.00168882,0.180045,-1.59706,0.210156,-0.166751,0.0622255,-0.082935,-0.110612,-0.177247,0.327858,-0.0442754,-0.412734,0.104022,0.440054,0.27192
181.5,10,0.163261,-0.0122866,0.170545,-1.62872,0.174865,-0.204098,-0.0143902,-0.102484,-0.0783255,-0.220195,0.316066,-0.0111048,-0.406543,0.0798833,0.4205,0.254399
183,8,0.190773,0.0275492,0.169391,-1.55958,0.0550704,-0.208864,-0.0457615,-0.121563,-0.0830842,-0.223456,0.306005,-0.0936398,-0.447493,0.0801369,0.427822,0.247899
184.5,10,0.169557,0.0641684,0.159847,-1.51688,0.101907,-0.203713,-0.0519233,-0.117946,-0.0593065,-0.265575,0.305237,-0.113665,-0.427912,0.0845585,0.420776,0.240841
186,10,0.214617,0.0582629,0.14756,-1.57804,0.126215,-0.215335,-0.0598551,-0.0790507,-0.0760402,-0.246601,0.303993,-0.0987458,-0.395416,0.0856461,0.373996,0.238921
187.5,6,0.236994,0.0322382,0.111727,-1.67214,0.130249,-0.208488,-0.0210592,-0.0971322,-0.087503,-0.250171,0.275251,-0.0549609,-0.391339,0.0906735,0.375624,0.213417
189,9,0.246441,0.0487014,0.0953777,-1.6592,0.201687,-0.253725,-0.0982947,-0.114148,-0.0704784,-0.233159,0.255461,-0.0533403,-0.413217,0.114574,0.363924,0.191672
190.5,8,0.268308,0.0555924,0.066612,-1.68855,0.238621,-0.228353,-0.0753411,-0.103847,-0.0735036,-0.277257,0.233782,-0.0334732,-0.448924,0.11989,0.394772,0.210385
192,9,0.233458,0.0482434,0.0706741,-1.69154,0.188587,-0.175621,-0.0618415,-0.124275,-0.0873785,-0.269334,0.253495,-0.0281882,-0.451698,0.103708,0.36752,0.174436
193.5,9,0.252882,0.0421407,0.119442,-1.78405,0.188762,-0.168025,-0.0956263,-0.113332,-0.0861955,-0.262625,0.272895,-0.0327973,-0.428646,0.110833,0.42481,0.135232
195,9,0.23989,0.0284666,0.150021,-1.82826,0.209144,-0.213637,-0.0800982,-0.127986,-0.0995207,-0.237626,0.262179,-0.0153075,-0.374722,0.100039,0.451921,0.108007
196.5,9,0.219108,0.0245972,0.124295,-1.71378,0.183471,-0.252065,-0.112057,-0.0843745,-0.102879,-0.205016,0.25143,-0.0283098,-0.406652,0.0803471,0.437763,0.121788
198,10,0.279529,0.0073083,0.101143,-1.71815,0.161555,-0.252559,-0.122327,-0.0881878,-0.0936708,-0.211058,0.263301,-0.016759,-0.40412,0.0984843,0.462637,0.1354
199.5,8,0.298087,0.0247305,0.145384,-1.74942,0.133503,-0.25143,-0.120236,-0.0957035,-0.112364,-0.235457,0.250782,-0.0260636,-0.413662,0.0805385,0.463395,0.166591
201,9,0.331363,0.00205901,0.127148,-1.75022,0.235546,-0.248316,-0.135057,-0.131053,-0.0795428,-0.225394,0.222942,-0.0040799,-0.425682,0.0656886,0.480534,0.139455
202.5,9,0.32175,0.0320229,0.133661,-1.749,0.236974,-0.249184,-0.150186,-0.159897,-0.0730275,-0.218444,0.2686,0.00343312,-0.420866,0.095558,0.470098,0.136793
204,10,0.306683,0.0267752,0.123253,-1.75765,0.212087,-0.254687,-0.162609,-0.178804,-0.0452189,-0.215981,0.248369,-0.00595295,-0.39632,0.0852793,0.445188,0.113039
205.5,9,0.286172,0.0148933,0.101314,-1.72053,0.174223,-0.210861,-0.127855,-0.120459,-0.0399775,-0.19017,0.198119,-0.017307,-0.371179,0.0520253,0.410073,0.165809
207,6,0.284286,0.00445534,0.0915523,-1.58558,0.125871,-0.19974,-0.0983659,-0.0879947,-0.0136752,-0.167361,0.224714,-0.0352766,-0.377914,0.0351105,0.42267,0.195974
208.5,-19,0.23875,-0.0136318,0.0842459,-1.53052,0.107336,-0.214383,-0.11955,-0.0624896,-0.0195027,-0.199078,0.277929,-0.0162471,-0.380925,0.0528551,0.400152,0.212242
210,53,0.199905,-0.00280865,0.0514167,-1.53954,0.0799473,-0.173538,-0.033026,-0.0491871,-0.0664786,-0.195603,0.263395,-0.024634,-0.370288,0.0368695,0.355435,0.211167
211.5,-23,0.218407,-0.00073805,0.0899076,-1.53009,0.0529185,-0.182933,-0.0893786,-0.0695125,-0.0792573,-0.193738,0.227664,-0.0638319,-0.381688,0.0570409,0.34058,0.251707
213,-15,0.26767,0.0146763,0.083875,-1.5665,0.127332,-0.212893,-0.0398752,-0.118618,-0.0357162,-0.234616,0.26622,-0.0325811,-0.373644,0.0498909,0.369061,0.244267
