time,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17
43.5,22,0.300214,0.0443967,0.022926,0.344004,-0.116551,0.294982,-0.393831,0.0410292,0.127736,0.0151088,0.0648169,0.336391,-0.00508085,0.414062,0.548513,-0.028363
45,-49,0.296697,0.0469447,0.00540325,0.38749,-0.0935725,0.303563,-0.415357,0.0630124,0.137801,0.0224145,0.0864041,0.358591,-0.0381607,0.441928,0.528997,-0.0227966
46.5,54,0.296803,0.0398407,0.00124899,0.38071,-0.0945092,0.298858,-0.386873,0.0652393,0.0968617,0.0159651,0.092101,0.374553,-0.046325,0.435867,0.521327,0.0110743
48,-83,0.333557,0.0638071,0.0145473,0.404832,-0.0956095,0.312869,-0.40866,0.0975937,0.104458,0.000141881,0.116816,0.390125,-0.0239358,0.514301,0.570961,-0.0165542
49.5,40,0.313454,0.0518845,0.01206,0.414917,-0.123364,0.309612,-0.410431,0.0928509,0.119011,-0.0177058,0.11099,0.368386,-0.0161939,0.49846,0.550614,0.00187193
51,3,0.317564,0.0678998,0.0351189,0.420215,-0.160696,0.291608,-0.425511,0.0670111,0.138898,-0.0656287,0.079496,0.380959,0.00767485,0.507718,0.569051,-0.040437
52.5,26,0.299232,0.0962889,0.0414163,0.418299,-0.154405,0.310575,-0.392532,0.0417488,0.135193,-0.0560602,0.075989,0.378616,0.0191017,0.481096,0.619566,-0.030543
54,25,0.321975,0.132682,0.026691,0.434303,-0.127127,0.269734,-0.36459,0.0210193,0.151301,-0.0484504,0.043754,0.347182,-0.0174661,0.450782,0.546302,-0.0165683
55.5,-1,0.304407,0.143509,0.0413171,0.416448,-0.126252,0.285599,-0.368592,0.0337162,0.140183,-0.0424031,0.0674475,0.386782,-0.0270581,0.494677,0.618881,-0.0675636
57,-26,0.337647,0.155663,0.0537062,0.412584,-0.140648,0.290887,-0.420487,0.0381202,0.150546,-0.0363594,0.0657511,0.392293,0.0100914,0.48779,0.715296,-0.0487167
58.5,11,0.325052,0.151662,0.0478193,0.380625,-0.122209,0.298556,-0.412808,0.0430872,0.134566,-0.00146467,0.0729076,0.414929,0.0580736,0.425029,0.749774,-0.0223942
60,13,0.284974,0.157218,0.0582675,0.410859,-0.144987,0.276633,-0.41808,0.0327586,0.13438,-0.0211555,0.0575394,0.42124,0.0879935,0.376806,0.793524,-0.0708568
61.5,48,0.287285,0.122943,0.0496013,0.400869,-0.146701,0.283876,-0.437616,0.0299844,0.108597,-0.0294595,0.0447178,0.390766,0.0839007,0.356285,0.844207,-0.0622111
63,-569,0.295732,0.101733,0.0407691,0.416582,-0.108612,0.286956,-0.39951,0.0139429,0.0989718,-0.0870274,0.024697,0.381818,0.0885607,0.356881,0.762613,-0.0466296
64.5,962,0.304884,0.0821628,0.0472758,0.392361,-0.083597,0.277829,-0.373916,-0.00726679,0.0946298,-0.0961582,0.000620338,0.360107,0.0583111,0.299585,0.853137,-0.0665376
66,294,0.295737,0.0669589,0.0637155,0.419387,-0.0672596,0.245286,-0.366979,-0.0414052,0.0783771,-0.086342,-0.01701,0.340165,0.0469176,0.344619,0.92754,-0.104736
67.5,-211,0.297832,0.0523116,0.0539882,0.451266,-0.0818934,0.237417,-0.346814,-0.0390205,0.0631325,-0.0991481,0.00771154,0.362791,-0.0101884,0.36799,0.851747,-0.142624
69,-688,0.326911,0.0427433,0.0065129,0.391608,-0.0646969,0.206271,-0.337366,-0.0258378,0.0438571,-0.106265,0.0119887,0.355034,0.00965679,0.390295,0.838657,-0.121341
70.5,229,0.336731,0.00762704,0.00818485,0.419581,-0.109954,0.233508,-0.357143,-0.0423169,0.0292868,-0.0996463,-0.00758617,0.360506,0.0313683,0.400836,0.882,-0.163809
72,300,0.323711,0.0278272,0.0218221,0.39971,-0.110282,0.261987,-0.364935,-0.0473658,0.00413725,-0.0976967,-0.0221746,0.387525,0.00919119,0.37537,0.877192,-0.131828
73.5,124,0.337294,0.0472121,0.0229957,0.374561,-0.0730043,0.298989,-0.380215,-0.0596856,0.0281047,-0.0913335,-0.0369196,0.333507,0.0273124,0.386133,0.820568,-0.068333
75,21,0.352444,0.0379128,0.0240519,0.361808,-0.108681,0.300294,-0.387005,-0.059486,-0.00865426,-0.06617,-0.0281793,0.344346,0.0639453,0.38438,0.755473,-0.0841206
76.5,-66,0.336992,0.051952,0.0373931,0.40206,-0.131011,0.319714,-0.384415,-0.0540391,-0.018282,-0.0922144,-0.0330349,0.383024,0.066964,0.318614,0.737876,-0.0815588
78,-21,0.309661,0.0800082,0.0346864,0.392079,-0.152651,0.326086,-0.396006,-0.0554075,-0.0392919,-0.0880024,-0.0265004,0.373244,0.052138,0.298828,0.679636,-0.0492219
79.5,-13,0.312085,0.0349007,0.0281201,0.402277,-0.170069,0.357736,-0.35249,-0.0463552,-0.0294989,-0.0782002,-0.0331394,0.347168,0.077517,0.225094,0.661142,-0.0310392
81,3,0.286728,0.0463497,0.0113686,0.429764,-0.121409,0.370884,-0.372929,-0.0780897,-0.0401284,-0.0970303,-0.059106,0.385162,0.106348,0.230548,0.671353,-0.0181849
82.5,-11,0.309689,0.03039,0.0233968,0.423406,-0.119819,0.358653,-0.400026,-0.103892,-0.0904332,-0.110371,-0.0889378,0.366732,0.113898,0.211306,0.667822,-0.00544597
84,-14,0.305225,-0.00903284,0.0272524,0.422624,-0.117359,0.374617,-0.360459,-0.0950074,-0.108549,-0.111957,-0.0984201,0.354965,0.0836819,0.200344,0.702807,-0.021672
85.5,49,0.326164,-0.0187315,0.00181104,0.413493,-0.0878662,0.352228,-0.362264,-0.102312,-0.0939904,-0.0901416,-0.109175,0.337144,0.0665423,0.190478,0.713091,0.0109164
87,36,0.322634,-0.00336498,0.0413832,0.440439,-0.115108,0.410352,-0.348661,-0.126695,-0.0790361,-0.0725112,-0.126731,0.313875,0.0586045,0.179692,0.744963,0.0219152
88.5,28,0.32617,-0.00832943,0.0803539,0.437664,-0.161243,0.405016,-0.375139,-0.126818,-0.0590962,-0.0790861,-0.124962,0.345155,0.0655802,0.187779,0.712869,0.0130934
90,15,0.308699,-0.0212308,0.102004,0.408719,-0.154383,0.381703,-0.388093,-0.117397,-0.0173863,-0.0527428,-0.096513,0.335546,0.0611615,0.220479,0.736282,0.0262147
91.5,10,0.306227,0.00836087,0.0868993,0.404465,-0.169312,0.382141,-0.327095,-0.0893534,-0.000833778,-0.0542814,-0.0844385,0.358634,0.0413535,0.223217,0.723431,0.00877261
93,33,0.299356,0.00728383,0.0523956,0.408193,-0.181204,0.372486,-0.299606,-0.0851837,0.0514069,-0.0410385,-0.0689269,0.397089,0.0701642,0.249195,0.750028,0.0402667
94.5,52,0.307629,0.0398069,0.0386375,0.419395,-0.185987,0.377812,-0.300535,-0.0608632,0.0592284,-0.0114868,-0.0513317,0.415629,0.0774815,0.287828,0.754177,0.0487205
96,-10,0.31146,0.0153452,0.0360644,0.420177,-0.186175,0.376523,-0.323125,-0.0224201,0.0295416,-0.0171509,-0.0205528,0.428299,0.0673801,0.294635,0.770632,0.0056269
97.5,-13,0.33298,-0.0155855,0.038137,0.421753,-0.153918,0.363199,-0.300819,-0.010145,0.0679429,-0.0306645,-0.0166801,0.452958,0.0512289,0.248012,0.762827,-0.00585623
99,21,0.340645,-0.0316164,0.0443907,0.39498,-0.150107,0.374743,-0.279438,-0.0236785,0.0734935,-0.022789,-0.0196566,0.413688,0.0448224,0.319175,0.689371,0.0220305
100.5,25,0.339453,-0.0445986,0.0637003,0.410991,-0.156456,0.372174,-0.261501,-0.00726429,0.0781805,-0.012495,-0.00355552,0.406867,0.0191605,0.270098,0.766017,0.0217775
102,10,0.344233,-0.0423073,0.0562977,0.425982,-0.208235,0.380176,-0.288429,-0.0120561,0.078078,-0.0354911,-0.00441158,0.375018,0.00162713,0.278043,0.794009,-0.0151116
103.5,28,0.371253,-0.0344623,0.0899049,0.448483,-0.182265,0.368867,-0.317015,-0.0123554,0.0607029,-0.0327435,-0.00598977,0.341131,-0.0233521,0.283286,0.755597,-0.027641
105,-35,0.398842,-0.0228237,0.091498,0.481521,-0.14834,0.367679,-0.334911,-0.0244138,0.0663603,-0.0326752,-0.026392,0.357635,0.000590593,0.308341,0.776151,-0.0416476
106.5,24,0.381848,-0.00415656,0.0802831,0.470569,-0.199644,0.363966,-0.256173,-0.0162033,0.0529345,-0.0552563,-0.0100212,0.34959,-0.0200063,0.344237,0.76214,-0.0569836
108,24,0.354162,0.0352934,0.0916152,0.472046,-0.191775,0.354806,-0.197056,0.0044799,0.0689361,-0.039311,0.0117801,0.366453,-0.00666708,0.356207,0.750944,-0.0337346
109.5,25,0.36143,0.00815071,0.0909722,0.455356,-0.165392,0.360578,-0.172564,0.017075,0.0793253,-0.0395879,0.00494797,0.34427,-0.00386101,0.278642,0.745107,-0.0163205
111,19,0.404114,0.0326356,0.0772285,0.435395,-0.191572,0.370268,-0.210561,0.0391961,0.0541099,-0.0189978,0.0379743,0.307031,-0.00133555,0.320685,0.745508,-0.0665606
112.5,1,0.402771,0.0139511,0.0824125,0.460152,-0.218738,0.393004,-0.251285,0.0355273,0.090363,-0.0367349,0.0166086,0.316499,0.00457427,0.324842,0.720427,-0.0306533
114,29,0.390204,0.0149655,0.0697829,0.473714,-0.205356,0.385701,-0.225286,0.0214398,0.127312,-0.0128234,0.0210057,0.311363,0.023585,0.323498,0.762872,-0.0353883
115.5,4,0.366846,0.0206975,0.0664186,0.492605,-0.187394,0.372253,-0.225381,0.0371046,0.0843353,0.00929813,0.0443489,0.372622,0.000260793,0.334364,0.625808,0.00403196
117,-12,0.380418,0.0229649,0.0626162,0.471534,-0.20211,0.391088,-0.255486,0.0376582,0.124664,-0.0168792,0.0324425,0.355044,0.00922002,0.340966,0.649446,-0.00729167
118.5,-1,0.380929,0.0344027,0.0473198,0.499652,-0.170833,0.385828,-0.289106,0.00379306,0.110346,-0.0159927,0.00738928,0.381003,0.00294962,0.363431,0.607116,-0.0588246
120,35,0.394469,0.00686721,0.0327786,0.478458,-0.200072,0.348567,-0.256715,0.0294998,0.125236,-0.029021,0.0464315,0.338885,0.0430885,0.397631,0.583154,-0.0849234
121.5,19,0.412335,-0.00442141,0.0333728,0.47624,-0.206572,0.32085,-0.277161,0.00297205,0.149438,0.0133553,0.0078633,0.351998,0.0556806,0.408075,0.588443,-0.108802
123,55,0.405696,-0.00928022,0.0641097,0.473081,-0.192606,0.344297,-0.299042,0.00693892,0.180788,0.0026021,0.00687504,0.309969,0.058456,0.398408,0.596029,-0.0655508
124.5,-41,0.41349,0.0191164,0.0574406,0.496394,-0.167426,0.351384,-0.283495,0.0268129,0.169499,-0.000263004,0.023352,0.308298,0.0990345,0.448812,0.725826,-0.0270145
126,39,0.407596,0.0490104,0.0377571,0.49587,-0.166382,0.351681,-0.296912,0.0115902,0.149463,-0.0148642,0.0107181,0.308802,0.119724,0.456044,0.694233,-0.00988244
127.5,3,0.389727,0.066518,0.0277861,0.503535,-0.135589,0.347452,-0.342487,0.0289925,0.134825,-0.020391,0.0496293,0.376745,0.101761,0.449842,0.733643,-0.00772415
129,23,0.382251,0.0543243,0.0151982,0.498519,-0.114825,0.364272,-0.339563,0.0243374,0.180598,-0.00232173,0.0375987,0.367191,0.0877343,0.44998,0.753565,0.00942892
130.5,34,0.388602,0.0467233,-0.00335871,0.477729,-0.126761,0.347149,-0.345198,0.0439765,0.128281,-0.0169174,0.0465607,0.365019,0.0943643,0.436759,0.673968,-0.00555453
132,1,0.387779,0.00711285,-0.0386459,0.463378,-0.111769,0.322218,-0.369847,0.019011,0.118539,-0.0603105,0.0213073,0.384758,0.094341,0.432485,0.668762,-0.0471208
133.5,23,0.390824,0.0230273,-0.0665322,0.475745,-0.121952,0.325167,-0.364187,0.018364,0.117179,-0.0626952,0.0385623,0.380428,0.0684338,0.447705,0.61602,-0.0388986
135,56,0.34916,0.0404826,-0.100665,0.499083,-0.132146,0.285775,-0.364749,0.0310756,0.124287,-0.0241651,0.0363215,0.378942,0.0327091,0.437253,0.523323,-0.0264284
136.5,3,0.376892,0.0520963,-0.0934378,0.546823,-0.137717,0.287079,-0.33045,0.0209449,0.102908,-0.0612228,0.0355165,0.386442,0.0180996,0.387172,0.547316,0.0175561
138,-15,0.353832,0.0061657,-0.09158,0.506091,-0.148908,0.282699,-0.385723,-0.00522906,0.0768774,-0.0486884,0.0107617,0.334139,0.0370414,0.331932,0.515199,-0.0302213
139.5,-558,0.342028,0.00675389,-0.0816476,0.486869,-0.169789,0.292508,-0.388917,-0.00646195,0.0642517,-0.0548403,0.00928166,0.353351,0.0694924,0.341319,0.53435,-0.0611306
141,996,0.322627,0.0166804,-0.0786456,0.492237,-0.159501,0.317467,-0.429643,0.00973557,0.0643076,-0.0816169,0.0237005,0.336495,0.0781605,0.355487,0.560067,-0.0546275
142.5,292,0.355595,0.04224,-0.0772345,0.494744,-0.137375,0.294712,-0.458029,0.0135277,0.0902823,-0.121746,0.0372833,0.41372,0.051946,0.319938,0.484273,-0.0382443
144,-248,0.34568,0.012716,-0.0759645,0.457185,-0.151173,0.288511,-0.479227,0.016439,0.127856,-0.0989515,0.0375937,0.426982,0.0550949,0.345777,0.478248,-0.0656211
145.5,-681,0.343985,0.013372,-0.0681099,0.455641,-0.172085,0.268915,-0.455233,0.0494094,0.111367,-0.0976725,0.0772502,0.394728,0.0602822,0.362677,0.47424,-0.0875302
147,242,0.360703,0.0426357,-0.0669779,0.455705,-0.126311,0.23647,-0.394482,0.0482308,0.0928234,-0.126778,0.063871,0.396231,0.0651647,0.389962,0.531409,-0.0686367
148.5,317,0.347696,0.0219874,-0.0860939,0.453437,-0.125517,0.276024,-0.383748,0.0469193,0.0678012,-0.115102,0.0582917,0.411242,0.0804697,0.342068,0.55742,-0.0516326
150,116,0.37764,0.0166563,-0.0852287,0.447908,-0.156457,0.314796,-0.355815,0.0710726,0.0712057,-0.119021,0.0793198,0.402255,0.0775572,0.383489,0.585071,-0.0215084
151.5,-27,0.371717,0.038363,-0.0643152,0.456301,-0.128716,0.290456,-0.349383,0.0270937,0.0869232,-0.147194,0.0562427,0.396577,0.0404922,0.394711,0.607129,-0.00375691
153,-51,0.358124,0.048261,-0.0465256,0.430433,-0.156506,0.287325,-0.31662,0.020371,0.108476,-0.171148,0.036483,0.367364,0.0304528,0.362866,0.679278,0.00987932
154.5,17,0.378076,0.0246406,-0.0333545,0.433599,-0.151664,0.289532,-0.321939,0.0348886,0.126948,-0.164052,0.0453547,0.367586,0.0464478,0.349459,0.703223,0.0190318
156,-44,0.366257,0.0368747,-0.030019,0.44197,-0.110763,0.294163,-0.277998,0.0524693,0.0938837,-0.156463,0.0543488,0.343682,0.00992659,0.382514,0.713466,0.0448197
157.5,-35,0.378339,0.0269224,0.0137686,0.459385,-0.120274,0.289339,-0.273257,0.0577571,0.0934454,-0.157248,0.0501255,0.349084,0.00101831,0.442134,0.719858,0.0282473
159,24,0.397818,0.0225435,0.0116174,0.458783,-0.120599,0.288171,-0.283782,0.0705426,0.0822491,-0.154147,0.0628832,0.406571,0.00455338,0.456389,0.646459,0.0336129
160.5,27,0.374731,0.0183615,-0.0256837,0.458242,-0.0995322,0.250099,-0.297605,0.0903269,0.116923,-0.132921,0.0876928,0.406488,0.00131688,0.438077,0.759905,0.040002
162,27,0.382007,0.013393,-0.00659448,0.458336,-0.0823733,0.275332,-0.284812,0.0875649,0.118193,-0.158903,0.0839719,0.404806,0.00503604,0.461,0.703702,0.0609628
163.5,39,0.379261,-0.004572,0.00129283,0.46307,-0.0996133,0.234313,-0.270253,0.0650129,0.128594,-0.128786,0.068507,0.41213,0.00560211,0.478453,0.624852,0.0704671
165,-14,0.367151,-0.00291004,0.0334308,0.424901,-0.0973724,0.206386,-0.32154,0.0790795,0.129006,-0.12272,0.0820517,0.410285,-0.0157099,0.435056,0.614663,0.0345593
166.5,77,0.330092,0.00557335,0.0226017,0.422226,-0.0979291,0.234933,-0.309834,0.0832113,0.113327,-0.100429,0.0998961,0.437147,-0.0216266,0.4157,0.592773,0.0108225
168,40,0.33357,-0.0231754,0.0345391,0.424178,-0.0912243,0.198218,-0.318441,0.110257,0.160633,-0.123048,0.106465,0.382988,0.0141239,0.434505,0.508054,0.0128604
169.5,-11,0.320006,-0.065675,0.0488967,0.464297,-0.0730947,0.185536,-0.281377,0.0731451,0.193949,-0.0971173,0.0824909,0.374416,-0.00825416,0.445074,0.520853,0.0139144
171,-25,0.3226,-0.0752513,0.0579465,0.399267,-0.101814,0.230976,-0.311538,0.09292,0.182579,-0.0950199,0.100291,0.377548,-0.0110657,0.422175,0.526718,0.0285136
172.5,34,0.33113,-0.107724,0.0720284,0.413396,-0.0913751,0.233,-0.319975,0.110968,0.160309,-0.0847164,0.12237,0.408889,-0.00097378,0.395846,0.455672,0.0135718
174,19,0.315917,-0.0834585,0.0692139,0.387169,-0.102311,0.223187,-0.310601,0.0973631,0.129155,-0.077447,0.103267,0.395719,-0.00579693,0.390579,0.557101,0.0562864
175.5,22,0.356612,-0.0917383,0.085525,0.415585,-0.152042,0.19981,-0.311301,0.0971583,0.0927844,-0.0618876,0.0864785,0.380652,0.010614,0.425878,0.601744,0.00814603
177,-21,0.357954,-0.0864197,0.101754,0.439417,-0.161028,0.225313,-0.304534,0.0646171,0.119306,-0.0464815,0.0788403,0.367092,-0.0278862,0.403627,0.527435,0.0385327
178.5,22,0.360368,-0.0676578,0.0600855,0.451274,-0.157021,0.258313,-0.349347,0.0155147,0.0777478,-0.0370243,0.0453106,0.387427,-0.0419985,0.435714,0.617448,0.0140086
180,8,0.306776,-0.0194482,0.0623374,0.45875,-0.177347,0.296476,-0.337036,0.0478249,0.0779972,-0.0513558,0.0745026,0.397292,-0.0018574,0.404218,0.50482,-0.0150834
181.5,34,0.292104,-0.0454538,0.08295,0.445424,-0.180715,0.309139,-0.347274,0.0322569,0.0630992,-0.0249803,0.0686678,0.397333,0.0246424,0.426078,0.378013,-0.00772482
183,30,0.31315,-0.0572932,0.0945316,0.443894,-0.173709,0.284042,-0.320378,0.0606355,0.0262356,-0.01066,0.0937067,0.351172,0.0198249,0.378386,0.464593,-0.0334734
184.5,-14,0.322109,-0.0216858,0.12225,0.484366,-0.151706,0.234748,-0.337068,0.0600901,0.0486105,-0.03404,0.0950385,0.368279,0.00201116,0.390118,0.440749,0.0408568
186,25,0.330345,0.00168657,0.112865,0.457726,-0.149918,0.251203,-0.310757,0.0631109,0.0406632,-0.0224205,0.101286,0.360776,0.0317611,0.346658,0.426356,0.0149302
187.5,16,0.325881,0.0135655,0.103385,0.469206,-0.12,0.268393,-0.324493,0.0562982,0.0631385,-0.0452256,0.0925706,0.366076,0.0277292,0.364105,0.370999,0.0543889
189,47,0.332878,-0.00562149,0.0605213,0.479828,-0.123183,0.28307,-0.300745,0.0704837,0.107747,-0.0525252,0.108757,0.35799,0.0602557,0.403322,0.403157,0.0555802
190.5,64,0.361206,0.0144578,0.0524041,0.509732,-0.09388,0.276712,-0.335931,0.103819,0.107774,-0.0596961,0.14049,0.336653,0.0482399,0.421458,0.464608,0.0383217
192,-14,0.356582,0.00361487,0.0494869,0.500899,-0.109455,0.277864,-0.309734,0.0761297,0.127859,-0.0709589,0.132297,0.302988,0.063098,0.479726,0.474685,0.0547704
193.5,-4,0.36223,0.0439743,0.0442801,0.508933,-0.108803,0.28895,-0.313131,0.0441864,0.127418,-0.071878,0.100691,0.323707,0.105566,0.415865,0.420149,0.0563136
195,72,0.340637,0.039095,0.0679891,0.496983,-0.0819672,0.285441,-0.29661,0.0467909,0.123627,-0.0608831,0.0770924,0.315841,0.0708343,0.474691,0.354106,0.0647228
196.5,-61,0.339618,0.0525341,0.10275,0.478382,-0.0241025,0.265624,-0.268689,0.0396036,0.114659,-0.0938682,0.0764509,0.35255,0.0785124,0.514289,0.354031,0.0399198
198,-6,0.319253,0.0754721,0.0834405,0.473555,-0.0500004,0.328441,-0.248781,0.0363957,0.0976376,-0.0814758,0.0732483,0.362689,0.132917,0.515609,0.394953,0.0448982
199.5,57,0.308153,0.110573,0.0750965,0.466015,-0.0493753,0.312521,-0.316137,0.0310003,0.105774,-0.09557,0.0649138,0.357754,0.137595,0.46659,0.400687,0.0361182
201,43,0.340847,0.114696,0.0577776,0.438304,-0.079437,0.353461,-0.343257,0.047214,0.15044,-0.10044,0.0770004,0.355723,0.107577,0.517167,0.445424,0.0301663
202.5,38,0.348585,0.123466,0.0341883,0.447948,-0.0707213,0.382902,-0.305016,0.024433,0.171196,-0.15071,0.0442605,0.41335,0.0880477,0.561414,0.406536,-0.013802
204,13,0.355894,0.114252,-0.00769306,0.466509,-0.0551567,0.3737,-0.295398,0.0330261,0.16673,-0.115,0.0436712,0.416606,0.0869447,0.576452,0.415352,-0.0303625
205.5,-9,0.341991,0.134874,0.0284411,0.460835,-0.0537586,0.375467,-0.304579,0.055308,0.157773,-0.090876,0.0653536,0.42757,0.0664837,0.551219,0.452969,-0.046047
207,40,0.363383,0.130061,0.0511527,0.478689,-0.0357727,0.36648,-0.301095,0.0708467,0.155575,-0.0843933,0.0814349,0.464755,0.084224,0.470676,0.495304,-0.00205073
208.5,36,0.346322,0.140186,0.0300329,0.468601,-0.0116076,0.369762,-0.308836,0.0763034,0.151128,-0.0793604,0.0845998,0.458452,0.0920607,0.456655,0.500898,-0.0498176
210,-16,0.352136,0.153877,0.0221249,0.455743,-0.0405565,0.396251,-0.334946,0.0526201,0.158853,-0.0854507,0.0749282,0.46001,0.10489,0.516487,0.542681,-0.0853975
211.5,-426,0.362015,0.162584,0.0237845,0.502296,-0.069184,0.400523,-0.349744,0.0468564,0.160251,-0.0636808,0.0789456,0.465429,0.0849879,0.52712,0.518095,-0.0561869
213,848,0.386225,0.148013,0.00669221,0.507866,-0.102412,0.362586,-0.340004,0.0456824,0.163052,-0.0729421,0.0714549,0.511281,0.0965991,0.471866,0.627416,-0.0396478
214.5,429,0.378582,0.125983,-0.0135955,0.50416,-0.115589,0.318394,-0.367348,0.0624345,0.137179,-0.0676517,0.0832913,0.479034,0.0937851,0.467895,0.571741,-0.035683
