time,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17
15,52,0.000669294,0.0605135,0.0676994,0.0886912,0.120195,-0.014071,0.210209,0.0917071,-0.146313,0.144695,0.133112,0.163131,-0.187509,0.191274,0.476793,-0.0350135
16.5,3,-0.0376109,0.0639292,0.0797283,0.0937612,0.151394,-0.000173163,0.198506,0.0665351,-0.168755,0.123801,0.135179,0.171396,-0.153123,0.155271,0.431932,-0.0379289
18,-21,-0.0594975,0.0570745,0.117516,0.0550846,0.149824,-0.0192744,0.193055,0.051881,-0.148172,0.107333,0.126655,0.19639,-0.15428,0.146619,0.491614,-0.0186602
19.5,6,-0.0712773,0.0326638,0.105517,0.0279563,0.153938,-0.0181117,0.232621,0.109448,-0.15529,0.113341,0.173906,0.170899,-0.163243,0.137583,0.573512,-0.0420839
21,49,-0.0805021,0.0384027,0.125884,-0.0158031,0.14558,-0.000750773,0.231806,0.104003,-0.16077,0.114466,0.165304,0.204915,-0.182776,0.153826,0.721911,-0.020135
22.5,22,-0.107223,0.0756634,0.137042,-0.0273084,0.169216,0.0439342,0.240814,0.104854,-0.178059,0.112169,0.166149,0.23787,-0.199522,0.212823,0.744139,0.00867806
24,-18,-0.101492,0.104349,0.14832,-0.0151901,0.225164,0.0525413,0.223509,0.137872,-0.166432,0.127233,0.216442,0.214473,-0.203127,0.25342,0.750052,0.0119623
25.5,-1,-0.0829084,0.096685,0.141651,0.0181897,0.260692,0.0709942,0.179558,0.126335,-0.151952,0.156947,0.206981,0.230088,-0.242854,0.283706,0.720143,0.00623656
27,20,-0.083052,0.115879,0.137875,0.062455,0.271561,0.0944844,0.166261,0.116451,-0.13861,0.174347,0.208652,0.247261,-0.230869,0.31784,0.731274,-0.00231372
28.5,71,-0.0824928,0.129691,0.148823,0.0394257,0.275311,0.0577602,0.152599,0.101306,-0.15379,0.194483,0.191582,0.284175,-0.258024,0.324808,0.637008,-0.0386958
30,3,-0.0838829,0.149049,0.134188,0.0406036,0.277431,0.0438269,0.133104,0.101426,-0.174249,0.199563,0.195991,0.301401,-0.252443,0.284827,0.588809,-0.0476598
31.5,-1,-0.070847,0.149383,0.13091,0.0556028,0.274313,0.0644258,0.12657,0.0987841,-0.163003,0.162671,0.181784,0.314565,-0.241792,0.396978,0.573614,-0.0459135
33,-5,-0.0801149,0.133521,0.138102,0.0747915,0.265978,0.0669052,0.0779131,0.0866555,-0.142995,0.190594,0.187972,0.338506,-0.251177,0.404158,0.669861,-0.0684991
34.5,18,-0.103259,0.12294,0.182667,0.0616229,0.280338,0.0770389,0.0980748,0.0662391,-0.142598,0.16511,0.176165,0.347959,-0.23544,0.448123,0.74239,-0.0661787
36,-2,-0.0783021,0.102334,0.160938,0.0199018,0.247028,0.095846,0.0895379,0.0151118,-0.166957,0.15697,0.140174,0.317064,-0.245877,0.502692,0.840079,-0.0637129
37.5,8,-0.0663407,0.0990273,0.16859,0.0392469,0.22333,0.107164,0.0712665,0.0618543,-0.118131,0.18449,0.192665,0.346217,-0.267779,0.464923,0.918134,-0.0886706
39,-11,-0.0480017,0.119835,0.156925,0.0159782,0.228386,0.110723,0.102681,0.0966719,-0.110025,0.145016,0.221932,0.357629,-0.272272,0.431557,0.875644,-0.0609307
40.5,54,-0.0772836,0.111084,0.187488,0.0402672,0.239218,0.119534,0.129684,0.0792542,-0.127446,0.159326,0.211322,0.349955,-0.255468,0.418403,0.938869,-0.0472884
42,22,-0.0702438,0.115215,0.185559,0.0860229,0.223337,0.0968742,0.10528,0.107581,-0.166604,0.156242,0.239922,0.34773,-0.256397,0.41094,0.956312,0.00839729
43.5,20,-0.0898999,0.153338,0.204106,0.0731535,0.176881,0.102227,0.100258,0.143577,-0.193814,0.160863,0.261067,0.378888,-0.272661,0.392347,0.990332,-0.0249039
45,-1,-0.0809099,0.131077,0.211399,0.101966,0.174772,0.0968474,0.0843027,0.113968,-0.166709,0.174951,0.238755,0.367137,-0.254567,0.277483,0.957533,-0.0227909
46.5,28,-0.0784992,0.121895,0.201143,0.0354441,0.175387,0.0851233,0.114837,0.107822,-0.189892,0.159986,0.234053,0.38387,-0.249749,0.270986,0.911103,-0.0118303
48,22,-0.0821821,0.129563,0.175339,0.0444164,0.153325,0.0980237,0.150789,0.10129,-0.142171,0.160145,0.244202,0.363429,-0.2377,0.257013,0.811537,-0.00725014
49.5,25,-0.0799885,0.157708,0.151622,0.0300183,0.167894,0.0989277,0.174252,0.135164,-0.141239,0.173526,0.265918,0.352834,-0.227063,0.238187,0.891038,0.0153675
51,-35,-0.0826619,0.151404,0.133244,0.0429469,0.198596,0.102036,0.228403,0.115147,-0.159554,0.159483,0.24372,0.363975,-0.224996,0.24062,0.873805,0.0111885
52.5,21,-0.072158,0.168821,0.154549,0.0804694,0.202105,0.0938713,0.223775,0.118134,-0.168624,0.164169,0.250705,0.36698,-0.20062,0.205307,0.756831,0.00176557
54,24,-0.0592618,0.158635,0.169519,0.0701467,0.172095,0.09672,0.207327,0.119571,-0.165973,0.163521,0.253795,0.385679,-0.179724,0.174151,0.815026,-0.052765
55.5,30,-0.0529914,0.211119,0.216136,0.0858897,0.190566,0.048811,0.194641,0.126616,-0.108286,0.142302,0.26157,0.397827,-0.173218,0.119233,0.90827,-0.0410717
57,24,-0.0583644,0.216331,0.205654,0.0804299,0.229303,0.0520871,0.214142,0.138456,-0.0619281,0.152405,0.268168,0.388474,-0.212183,0.137937,0.931591,-0.0437588
58.5,-3,-0.0542493,0.173685,0.174699,0.11079,0.240797,0.0453489,0.238046,0.163613,-0.0767437,0.192062,0.306261,0.378886,-0.237246,0.0810156,0.944126,-0.0556136
60,37,-0.0364309,0.180793,0.19087,0.120193,0.265465,0.0874632,0.206194,0.161253,-0.0805003,0.19388,0.287619,0.372207,-0.218525,0.117292,0.883535,-0.0591112
61.5,17,-0.0515501,0.134081,0.189839,0.127234,0.284902,0.118228,0.257151,0.134877,-0.0950034,0.206029,0.260654,0.397016,-0.212933,0.122439,0.917786,-0.0445186
63,7,-0.0395099,0.153,0.204001,0.101993,0.250381,0.136231,0.275484,0.13889,-0.118252,0.202557,0.27014,0.386573,-0.241048,0.151447,1.05149,-0.0396893
64.5,2,-0.0188621,0.184342,0.259786,0.105449,0.278362,0.139687,0.294947,0.172255,-0.104882,0.204493,0.302045,0.399022,-0.275524,0.150679,1.02948,-0.0364752
66,-5,-0.0109512,0.171681,0.216492,0.108558,0.260326,0.115267,0.301453,0.176781,-0.0943934,0.222394,0.300401,0.352488,-0.227541,0.131235,0.999816,-0.0592498
67.5,38,0.00219311,0.161902,0.247777,0.0800654,0.283292,0.155487,0.269613,0.171104,-0.11554,0.212613,0.300719,0.348839,-0.224383,0.108736,1.08163,-0.0457757
69,67,-0.0152394,0.168571,0.260102,0.104773,0.278834,0.132801,0.265523,0.174995,-0.167938,0.168186,0.308994,0.342824,-0.230714,0.0947375,1.06506,-0.0208153
70.5,-2,-0.03265,0.146403,0.259074,0.0934423,0.278842,0.138385,0.329606,0.179247,-0.195015,0.15604,0.312847,0.340922,-0.238497,0.122766,1.03325,-0.0489305
72,12,-0.0507293,0.13869,0.24034,0.124493,0.261009,0.15692,0.364834,0.153572,-0.169334,0.142772,0.298339,0.379002,-0.25113,0.146117,0.997567,-0.0542288
73.5,23,-0.0398039,0.129439,0.215564,0.132526,0.239431,0.128737,0.328351,0.201219,-0.144059,0.154191,0.343601,0.407813,-0.233313,0.158382,1.00914,-0.0756055
75,18,-0.0497662,0.123422,0.209838,0.153694,0.211719,0.12759,0.350575,0.204099,-0.137995,0.174397,0.345591,0.421258,-0.248549,0.138168,0.999828,-0.123154
76.5,19,-0.0807651,0.126781,0.198007,0.148281,0.225977,0.122478,0.340506,0.184689,-0.156944,0.147807,0.326011,0.410342,-0.243499,0.166854,1.01399,-0.1165
78,22,-0.0926559,0.108793,0.186616,0.149668,0.234788,0.114054,0.313655,0.152719,-0.142794,0.128939,0.310586,0.393496,-0.244374,0.16892,1.01406,-0.135047
79.5,-1,-0.0918248,0.117771,0.171665,0.115357,0.265082,0.104178,0.281019,0.146948,-0.152613,0.132981,0.289115,0.408373,-0.239325,0.227658,0.954931,-0.087571
81,18,-0.0791997,0.112459,0.189375,0.142225,0.251892,0.0993683,0.295694,0.113002,-0.184311,0.131558,0.251815,0.425274,-0.235406,0.223018,0.956676,-0.0807012
82.5,24,-0.0581977,0.0829719,0.217929,0.161285,0.265901,0.0771956,0.24283,0.129704,-0.143945,0.145851,0.266179,0.480277,-0.242719,0.302598,1.00898,-0.0703663
84,5,-0.0374024,0.0675166,0.263911,0.161941,0.244086,0.063613,0.249041,0.145986,-0.142835,0.130097,0.276909,0.426397,-0.265145,0.327966,0.926401,-0.0788055
85.5,1,-0.032113,0.111333,0.243209,0.136644,0.234251,0.0587812,0.254208,0.118886,-0.13504,0.156606,0.249817,0.42316,-0.2428,0.312671,0.949319,-0.0260074
87,22,-0.0412952,0.0884236,0.224825,0.124686,0.241481,0.0712569,0.241917,0.145,-0.195065,0.156129,0.283754,0.407372,-0.251876,0.327032,0.876935,0.0233982
88.5,68,-0.0774445,0.111677,0.258492,0.117053,0.253266,0.064641,0.258807,0.149752,-0.208925,0.177504,0.310902,0.419302,-0.241489,0.255576,0.937212,0.0342694
90,-1,-0.102749,0.122907,0.250947,0.0803146,0.247539,0.054863,0.26808,0.188031,-0.197919,0.169876,0.337732,0.367618,-0.272586,0.281272,0.99428,0.0278228
91.5,20,-0.123802,0.113849,0.210763,0.0762657,0.219267,0.0460629,0.248895,0.154226,-0.191411,0.191628,0.301562,0.409271,-0.295569,0.252519,1.03014,0.00126064
93,14,-0.125193,0.105697,0.229758,0.0766043,0.231011,0.051908,0.271018,0.179807,-0.189571,0.20225,0.318741,0.402675,-0.32084,0.18539,1.02436,0.0166104
94.5,31,-0.110092,0.102978,0.250317,0.0806072,0.263442,0.0242848,0.233328,0.20858,-0.179883,0.22018,0.326612,0.416634,-0.290216,0.208728,1.01212,0.00891
96,32,-0.084279,0.0903709,0.24631,0.0685639,0.271774,0.0323078,0.215077,0.197222,-0.174252,0.219186,0.302339,0.424516,-0.322902,0.205357,0.988416,0.0257595
97.5,-1,-0.0610478,0.107195,0.236768,0.107223,0.249119,0.0313712,0.233382,0.17025,-0.138908,0.204276,0.28289,0.432,-0.273517,0.196697,0.974129,0.0171443
99,-32,-0.054943,0.078696,0.2403,0.114422,0.244058,0.0544902,0.201149,0.157225,-0.173213,0.188715,0.279767,0.446928,-0.298492,0.172652,0.947178,-0.0476057
100.5,66,-0.0270715,0.0950713,0.216764,0.0952993,0.212365,0.0622967,0.228046,0.156754,-0.194201,0.166923,0.246797,0.41511,-0.322845,0.191639,0.972246,-0.0670025
102,24,-0.0575858,0.104498,0.215866,0.0971482,0.235604,0.0632046,0.222606,0.107826,-0.218034,0.18644,0.214128,0.41027,-0.280971,0.156849,1.00044,-0.109749
103.5,-49,-0.0296222,0.119217,0.193042,0.110475,0.221592,0.0581587,0.222369,0.0970432,-0.179856,0.189988,0.235057,0.383288,-0.218059,0.135539,0.970862,-0.070465
105,78,-0.0610864,0.128308,0.196742,0.104548,0.238883,0.0625394,0.24545,0.0768381,-0.162797,0.183643,0.216145,0.361734,-0.243159,0.135111,0.931555,-0.035864
106.5,50,-0.0715024,0.0972354,0.21615,0.115429,0.207457,0.0445594,0.25987,0.0706544,-0.153623,0.150484,0.205915,0.383299,-0.228016,0.141601,0.862356,-0.0602095
108,2,-0.0986064,0.10483,0.216054,0.102179,0.205557,0.0227693,0.283013,0.051588,-0.125903,0.150036,0.182128,0.389443,-0.210843,0.139317,0.915636,-0.0621152
109.5,24,-0.104926,0.100119,0.239962,0.115572,0.230984,0.0123352,0.27377,0.0404288,-0.137411,0.173771,0.167909,0.367664,-0.265851,0.174138,0.900172,-0.0913847
111,-2,-0.115262,0.109734,0.239217,0.175417,0.231757,0.0113566,0.271805,0.0748888,-0.144678,0.199416,0.204645,0.348063,-0.293052,0.157349,0.769286,-0.0633734
112.5,-67,-0.110104,0.136629,0.213316,0.17153,0.280697,0.0163388,0.255637,0.0876514,-0.127121,0.191349,0.228119,0.361242,-0.280008,0.199743,0.779731,-0.0725118
114,64,-0.0920364,0.132202,0.234777,0.203022,0.277504,0.0198032,0.257602,0.0896371,-0.123986,0.175913,0.23227,0.355547,-0.287864,0.202895,0.862412,-0.0901729
115.5,80,-0.0886852,0.12868,0.205857,0.195521,0.269604,0.0326079,0.206007,0.0834236,-0.0911969,0.196283,0.222225,0.356274,-0.240524,0.17073,0.800128,-0.118146
117,35,-0.0613986,0.116274,0.200855,0.19133,0.2341,0.0392887,0.202347,0.098333,-0.0561257,0.181521,0.253129,0.376044,-0.260876,0.153657,0.773666,-0.0772676
118.5,-45,-0.0821113,0.0880214,0.170628,0.183291,0.222752,0.0863426,0.228278,0.0719984,-0.0693589,0.186924,0.228415,0.402419,-0.264183,0.133916,0.84427,-0.0344372
120,36,-0.093179,0.117549,0.158265,0.140213,0.179872,0.0792378,0.224509,0.0757994,-0.0707646,0.177186,0.226146,0.399239,-0.222129,0.133025,0.888085,-0.0219345
121.5,38,-0.0883365,0.122881,0.15258,0.0968914,0.21415,0.0751377,0.213917,0.0837206,-0.0516392,0.155574,0.24028,0.362046,-0.18991,0.141599,0.878194,-0.0167213
123,-6,-0.0710684,0.139225,0.149937,0.102848,0.183438,0.0594667,0.229796,0.0775987,-0.0668658,0.142742,0.243015,0.350029,-0.211154,0.0986872,0.900295,-0.0414713
124.5,23,-0.0445106,0.12715,0.162647,0.109347,0.181176,0.0966004,0.233499,0.112842,-0.0777892,0.141122,0.25746,0.342725,-0.221309,0.136321,0.901867,-0.0780897
126,-10,-0.0624367,0.131291,0.169633,0.104671,0.19899,0.104274,0.232172,0.0803063,-0.144467,0.145892,0.240702,0.356437,-0.202097,0.156441,0.965288,-0.0249857
127.5,-66,-0.0589472,0.15603,0.180374,0.0705926,0.223818,0.104298,0.241991,0.0685254,-0.17976,0.141231,0.241997,0.360196,-0.221497,0.227053,0.995591,0.008087
129,97,-0.0905772,0.131653,0.195234,0.121281,0.205457,0.121654,0.217368,0.0426714,-0.161166,0.125162,0.231977,0.357337,-0.212481,0.243725,0.815705,0.000861507
130.5,185,-0.0556997,0.125415,0.177937,0.103179,0.242202,0.0998021,0.24349,0.0841577,-0.184595,0.145155,0.244131,0.329796,-0.219377,0.231853,0.85392,-0.0131906
132,49,-0.0971217,0.122571,0.176963,0.114765,0.215972,0.118372,0.230577,0.0862427,-0.187762,0.146408,0.226309,0.299937,-0.182012,0.211168,0.929182,-0.0598087
133.5,-474,-0.127861,0.11447,0.182271,0.146813,0.253927,0.166949,0.258343,0.0836189,-0.163116,0.121644,0.218058,0.309736,-0.209675,0.209427,1.01383,-0.0685487
135,78,-0.102853,0.135581,0.177153,0.13839,0.293614,0.167844,0.308321,0.11176,-0.177081,0.131867,0.223415,0.327527,-0.217477,0.251614,1.07733,-0.037914
136.5,140,-0.0736333,0.14442,0.127035,0.152145,0.277319,0.13449,0.307136,0.128586,-0.208186,0.16871,0.222643,0.340419,-0.18468,0.242703,1.05133,-0.0220439
138,61,-0.107582,0.144756,0.0957798,0.179316,0.314919,0.154434,0.301411,0.124228,-0.212701,0.149698,0.22894,0.382451,-0.200401,0.218433,1.02934,-0.0277662
139.5,29,-0.0882169,0.147829,0.110195,0.14261,0.292473,0.12752,0.30007,0.0883034,-0.176293,0.146603,0.205447,0.360981,-0.195371,0.242218,1.08847,-0.0457497
141,19,-0.0466901,0.162371,0.137021,0.109858,0.30946,0.128788,0.306063,0.113476,-0.190485,0.142455,0.215859,0.381061,-0.1996,0.177993,1.12055,-0.0385326
142.5,-1,-0.0227423,0.173843,0.151517,0.133293,0.321482,0.138087,0.318657,0.115379,-0.18503,0.149818,0.223433,0.337103,-0.22738,0.178945,1.11982,0.00117923
144,-25,-0.0123779,0.168235,0.142796,0.117404,0.346625,0.107709,0.34185,0.118092,-0.216886,0.158391,0.23724,0.36074,-0.234662,0.183552,1.1234,0.0120076
145.5,-8,-0.0286976,0.157415,0.148058,0.150041,0.342115,0.150215,0.280136,0.142286,-0.197051,0.168638,0.262049,0.376553,-0.218701,0.22395,1.10689,-0.0250517
147,9,-0.0158442,0.107961,0.118658,0.174294,0.323483,0.141311,0.313534,0.146308,-0.177655,0.194991,0.262807,0.356063,-0.234564,0.154677,1.09626,-0.0297182
148.5,63,-0.034227,0.110788,0.0983822,0.186734,0.286109,0.166947,0.325804,0.154679,-0.198199,0.210532,0.268482,0.371172,-0.262184,0.178587,1.08387,-0.0648697
150,14,-0.0337306,0.1101,0.105611,0.152983,0.296195,0.136487,0.336424,0.194966,-0.180541,0.212061,0.295959,0.31884,-0.263067,0.155103,1.04876,-0.028941
151.5,-22,-0.0128001,0.134188,0.105934,0.159874,0.263308,0.133544,0.315064,0.206471,-0.195545,0.215967,0.300316,0.334941,-0.262402,0.17272,1.04817,-0.0441649
153,11,-0.00136427,0.135085,0.132938,0.165791,0.245018,0.110758,0.328029,0.186324,-0.157762,0.24479,0.279272,0.359965,-0.262429,0.136697,0.984221,-0.0167234
154.5,39,-0.0606134,0.116958,0.147843,0.167133,0.263987,0.0910152,0.324873,0.195944,-0.180913,0.229266,0.275112,0.341134,-0.254115,0.16428,0.99713,-0.0527969
156,-4,-0.07538,0.126275,0.136027,0.160945,0.21824,0.107915,0.297468,0.215603,-0.147375,0.212374,0.289543,0.30546,-0.235166,0.11785,0.994655,-0.0690323
157.5,24,-0.0673256,0.128887,0.123413,0.158221,0.244661,0.123634,0.269415,0.199793,-0.130166,0.19795,0.293344,0.320559,-0.255012,0.061687,1.05021,-0.0409914
159,-21,-0.0518143,0.131238,0.15708,0.138701,0.253615,0.132174,0.293721,0.177313,-0.135686,0.182827,0.265607,0.302937,-0.28413,0.0717693,0.959278,-0.0576525
160.5,14,-0.028559,0.105645,0.181443,0.0926854,0.247099,0.131447,0.249525,0.13633,-0.151467,0.179923,0.240045,0.367443,-0.282402,0.0389658,0.943677,-0.0571717
162,29,-0.0241539,0.117709,0.194465,0.0703312,0.219876,0.113969,0.295303,0.107946,-0.185752,0.174195,0.228224,0.345133,-0.286683,0.0694464,0.970504,-0.0578713
163.5,1,-0.0160582,0.109171,0.187139,0.0883315,0.209196,0.111494,0.274666,0.124653,-0.197454,0.208558,0.239155,0.359775,-0.298459,0.0600016,0.977738,-0.030569
165,-1,-0.0342475,0.134044,0.162241,0.0758002,0.183,0.136033,0.244235,0.118189,-0.190066,0.199577,0.225825,0.374124,-0.32219,0.0690024,1.00116,-0.0195855
166.5,18,-0.0425277,0.137496,0.148985,0.0491607,0.177263,0.115037,0.173647,0.121121,-0.169206,0.185849,0.24858,0.379625,-0.311861,0.11398,0.968687,-0.0130975
168,32,-0.0503242,0.10943,0.137302,0.0670023,0.175619,0.103788,0.169835,0.0875071,-0.173603,0.202694,0.219927,0.363509,-0.280883,0.0925817,1.00006,-0.049911
169.5,35,-0.0291114,0.144899,0.114915,0.1098,0.153283,0.085252,0.163016,0.0822567,-0.171999,0.21766,0.211915,0.363049,-0.300535,0.172079,0.952196,-0.0437875
171,-7,-0.0236183,0.114707,0.1477,0.0917082,0.151021,0.0787661,0.224221,0.0560297,-0.190328,0.196283,0.196515,0.308409,-0.297791,0.195499,0.995082,-0.0801743
172.5,8,-0.00834655,0.103006,0.171022,0.128622,0.116319,0.122127,0.211964,0.0454263,-0.187669,0.181327,0.182256,0.2842,-0.283439,0.192825,0.991403,-0.0698921
174,11,-0.00338072,0.143042,0.193496,0.0921484,0.106446,0.124954,0.234814,0.0708859,-0.250155,0.16261,0.199981,0.277627,-0.307422,0.225421,0.976817,-0.0938545
175.5,43,0.00814592,0.107033,0.181073,0.0997173,0.0940425,0.104557,0.221921,0.085299,-0.248929,0.158419,0.192765,0.263908,-0.302113,0.190378,1.04824,-0.0384191
177,12,0.0183478,0.0995625,0.200563,0.125873,0.148211,0.109141,0.223023,0.100771,-0.276866,0.147638,0.197655,0.287453,-0.277322,0.203842,1.03361,-0.063264
178.5,-15,-0.00362644,0.0720575,0.21291,0.139742,0.18867,0.103325,0.20665,0.0739425,-0.271732,0.14728,0.181285,0.341024,-0.285864,0.21096,0.995076,-0.053163
180,32,-0.0311492,0.0890967,0.175541,0.168438,0.186136,0.0894237,0.21055,0.110052,-0.205941,0.166814,0.200505,0.343203,-0.30752,0.241117,1.05763,-0.0806856
181.5,47,-0.0140916,0.105817,0.203253,0.142207,0.190389,0.108777,0.210248,0.122048,-0.212843,0.177192,0.229387,0.326048,-0.28469,0.182003,1.03079,-0.0767691
183,13,-0.0197398,0.0696053,0.186638,0.142779,0.179642,0.111155,0.232,0.110093,-0.160664,0.199574,0.224623,0.311389,-0.301042,0.246308,0.993942,-0.093627
184.5,2,-0.0482332,0.0965877,0.195925,0.12338,0.21344,0.139296,0.268518,0.0800826,-0.195883,0.203367,0.199565,0.315361,-0.288867,0.292306,0.967828,-0.0740729
186,31,-0.0530492,0.074691,0.196368,0.115594,0.204911,0.141171,0.287831,0.0488225,-0.191433,0.189065,0.171819,0.361069,-0.262482,0.308704,0.952782,-0.0659107
187.5,11,-0.0535968,0.0395134,0.167332,0.133904,0.216332,0.169369,0.286154,0.0379398,-0.240258,0.194687,0.170815,0.346809,-0.266253,0.289709,1.00829,-0.0744179
189,61,-0.0153599,0.0475691,0.195122,0.163184,0.215052,0.126176,0.283798,0.0473969,-0.224574,0.194296,0.167714,0.346459,-0.264645,0.304491,1.0498,-0.0507454
190.5,-23,-0.00573374,0.0728297,0.216671,0.156538,0.195055,0.111774,0.329536,0.067409,-0.1981,0.17545,0.1815,0.371111,-0.226297,0.299668,1.05051,-0.0649213
192,12,-0.0206522,0.0787083,0.234827,0.139177,0.22882,0.124304,0.314794,0.0571679,-0.222778,0.167639,0.186918,0.383936,-0.229727,0.313454,1.06665,-0.0176636
193.5,28,0.003618,0.0971605,0.208624,0.11701,0.256946,0.100657,0.306185,0.0264492,-0.171151,0.167811,0.133474,0.30731,-0.24011,0.267733,1.03891,-0.0128776
195,29,0.00566605,0.100375,0.22437,0.106447,0.284773,0.0638256,0.299708,0.0563067,-0.198524,0.175753,0.157675,0.291794,-0.232359,0.290963,1.09285,0.0133224
196.5,29,0.0164602,0.0938012,0.220732,0.106896,0.29851,0.0424031,0.335808,0.0561765,-0.223778,0.19789,0.149697,0.314891,-0.221423,0.317495,1.09772,0.0263336
198,5,0.0151584,0.11744,0.183075,0.115551,0.300571,0.0705368,0.324675,0.0253069,-0.211904,0.213531,0.128535,0.316172,-0.228259,0.312622,1.04713,-0.0495267
199.5,36,0.0148475,0.121398,0.160563,0.0826603,0.301421,0.0430901,0.328631,0.0270265,-0.160437,0.238704,0.13146,0.345414,-0.235036,0.268234,1.0467,-0.0415544
201,-35,0.0133627,0.112952,0.146485,0.100566,0.291883,0.0515267,0.348709,0.026324,-0.124621,0.218727,0.147274,0.298389,-0.224666,0.217034,1.05336,-0.0615563
202.5,-500,0.0118543,0.0912666,0.132084,0.113551,0.281038,0.0303145,0.334168,0.0249417,-0.0874428,0.229364,0.156713,0.30054,-0.224506,0.242834,1.09036,-0.0410572
204,777,-0.0215198,0.0929924,0.133964,0.0945154,0.32103,0.0823444,0.378257,0.00794646,-0.155008,0.235434,0.126462,0.324713,-0.222069,0.216675,1.04756,-0.0441232
205.5,288,-0.0111055,0.0703007,0.139119,0.0898998,0.340187,0.100366,0.396338,0.0596558,-0.130548,0.21481,0.171337,0.346469,-0.240722,0.229385,0.942803,-0.0491473
207,-1143,-0.0261753,0.0780485,0.1586,0.0874527,0.328281,0.0931335,0.37788,0.0404392,-0.126144,0.198585,0.144217,0.397649,-0.233745,0.232698,0.972536,-0.076694
208.5,46,-0.0364677,0.0806343,0.190727,0.0764316,0.360784,0.0955462,0.36974,0.0548967,-0.141026,0.216688,0.145573,0.448002,-0.256443,0.260056,1.00211,-0.0686471
210,291,-0.0145749,0.0931214,0.198121,0.098089,0.343551,0.0859915,0.375119,0.062908,-0.160907,0.196576,0.151188,0.483957,-0.237261,0.287804,1.00055,-0.0768808
211.5,174,-0.0220683,0.0826547,0.185235,0.0911248,0.303166,0.113845,0.377842,0.0171142,-0.107125,0.208066,0.135071,0.467941,-0.233965,0.265274,1.01042,-0.0733447
213,47,-0.0238205,0.0817782,0.169432,0.0737626,0.293705,0.11954,0.419682,0.0151528,-0.0964126,0.184534,0.133747,0.498782,-0.26915,0.286875,0.967154,-0.036946
214.5,-1,-0.0159302,0.113085,0.190829,0.0706534,0.286195,0.129508,0.408632,0.0436398,-0.133113,0.184185,0.154725,0.482064,-0.279343,0.245061,0.892986,-0.0309866
216,-50,-0.00159944,0.10016,0.235316,0.0857768,0.249535,0.0941251,0.379204,0.0440261,-0.144827,0.13715,0.158625,0.485744,-0.285389,0.302435,0.917836,0.0136325
217.5,8,-0.00350508,0.0589721,0.200158,0.0811817,0.267298,0.122695,0.386601,0.046124,-0.169889,0.125965,0.150552,0.447703,-0.259561,0.281567,0.916244,-0.030761
219,-61,-0.00625295,0.0641583,0.222935,0.0847268,0.286301,0.123171,0.332694,0.0625132,-0.176998,0.164567,0.148679,0.464572,-0.270713,0.250911,1.00218,-0.0518423
220.5,52,-0.0261113,0.0679022,0.23997,0.0722716,0.272244,0.141953,0.357448,0.0827639,-0.139217,0.161153,0.160374,0.472341,-0.307017,0.238945,0.96961,-0.069683
222,20,-0.0247051,0.0673464,0.245656,0.0698804,0.238487,0.16523,0.344574,0.0562361,-0.151247,0.18222,0.155921,0.486356,-0.270895,0.220051,0.991026,-0.028366
