time,value4,value1,value2,value3
1858.5,-3,-0.0617546,-0.0653557,0.00976728
1860,-29,-0.0572754,-0.0762323,0.00621537
1861.5,-6,-0.0511326,-0.0712274,-0.000135806
1863,-17,-0.0698819,-0.0701932,-0.00584223
1864.5,-10,-0.058948,-0.0734396,-0.00175487
1866,-18,-0.069663,-0.0831563,0.010237
1867.5,-5,-0.0712325,-0.0731497,0.0193093
1869,-22,-0.0899218,-0.0778227,0.0156907
1870.5,-18,-0.0881157,-0.0733754,0.0135603
1872,-1,-0.103911,-0.078422,0.0173463
1873.5,-14,-0.0943331,-0.0812409,0.0283326
1875,-12,-0.0812616,-0.0850571,0.0288514
1876.5,-3,-0.0792075,-0.0937448,0.037363
1878,-13,-0.0851944,-0.0915194,0.0531375
1879.5,-17,-0.0848167,-0.0774797,0.050259
1881,-6,-0.0799749,-0.0824669,0.0560527
1882.5,-18,-0.0588609,-0.0881699,0.0303866
1884,11,-0.0560229,-0.0869072,0.0427263
1885.5,-25,-0.0610931,-0.0753128,0.0418258
1887,-3,-0.0609477,-0.0541967,0.0410707
1888.5,-14,-0.055809,-0.0553884,0.0607252
1890,4,-0.054837,-0.0513541,0.0672057
1891.5,-17,-0.0403925,-0.0425682,0.0462935
1893,-4,-0.0541908,-0.0618096,0.039919
1894.5,-15,-0.0646982,-0.05276,0.0351668
1896,-8,-0.0665362,-0.0658512,0.0433535
1897.5,-17,-0.0617768,-0.0566405,0.0475747
1899,-3,-0.0754514,-0.0555159,0.0456698
1900.5,-3,-0.0799681,-0.0565199,0.0490455
1902,-20,-0.0788488,-0.0577799,0.0561939
1903.5,-14,-0.0921998,-0.0691437,0.0430439
1905,-9,-0.0888755,-0.0572567,0.040968
1906.5,-16,-0.084864,-0.0610725,0.0384732
1908,-6,-0.0773083,-0.0605464,0.0234813
1909.5,-9,-0.0919815,-0.0562801,0.0293487
1911,-17,-0.0841131,-0.0583495,0.0208033
1912.5,-5,-0.0912922,-0.0534185,0.0298125
1914,-37,-0.0888739,-0.0420114,0.0194369
1915.5,1,-0.0742864,-0.0465158,0.0171132
1917,-13,-0.0501569,-0.0554114,0.0055593
1918.5,-7,-0.0549998,-0.062566,0.0137602
1920,-30,-0.0536584,-0.0554972,0.015595
1921.5,-6,-0.0668318,-0.0482431,0.0107386
1923,-19,-0.0598884,-0.0559176,-0.00405779
1924.5,-5,-0.073989,-0.0489982,0.00624025
1926,-18,-0.0634893,-0.0494782,0.00356749
1927.5,-3,-0.0722336,-0.0572103,0.00316673
1929,-20,-0.0779734,-0.0557433,0.0195256
1930.5,-16,-0.0794261,-0.054227,0.0175665
1932,-7,-0.0688049,-0.0487499,0.0231227
1933.5,-1,-0.071705,-0.0580363,0.0336487
1935,-18,-0.0679885,-0.0614678,0.0214981
1936.5,-9,-0.0742875,-0.0548471,0.017824
1938,-14,-0.0735799,-0.0507688,0.027985
1939.5,-9,-0.0643693,-0.0480392,0.0262799
1941,-3,-0.0701849,-0.0488633,0.019356
1942.5,-24,-0.080874,-0.0462483,0.0224346
1944,11,-0.0817466,-0.0500576,0.0113801
1945.5,-25,-0.0738969,-0.0530289,0.00503845
1947,-9,-0.0434706,-0.0528551,-0.00208506
1948.5,-12,-0.0504234,-0.0561425,-0.00847886
1950,5,-0.0456027,-0.0655495,-0.00348193
1951.5,-14,-0.0470583,-0.0768442,0.000446114
1953,-6,-0.0614551,-0.0722119,0.0102256
1954.5,-20,-0.0683848,-0.084725,0.00675578
1956,-4,-0.0724314,-0.0888342,0.00474439
1957.5,-19,-0.0864863,-0.0909795,0.0166526
1959,0,-0.0806345,-0.087137,0.0195769
1960.5,-14,-0.0819897,-0.0771338,0.0286229
1962,-14,-0.0909939,-0.0676083,0.0120914
1963.5,-21,-0.0942373,-0.0689731,0.00849166
1965,-6,-0.0852416,-0.0769561,0.0058551
1966.5,-17,-0.0837437,-0.0595851,0.0113211
1968,-6,-0.0773779,-0.047097,0.0188214
1969.5,-14,-0.0792396,-0.0491756,0.0212424
1971,-21,-0.0813567,-0.0557117,0.0272102
1972.5,3,-0.0783659,-0.0480721,0.0345558
1974,-32,-0.0745728,-0.0541817,0.0273319
1975.5,-3,-0.0700413,-0.052064,0.0249929
1977,-11,-0.0844294,-0.0570707,0.0116893
1978.5,-11,-0.0638732,-0.0523954,0.0176565
1980,-28,-0.070609,-0.0543661,0.020102
1981.5,-13,-0.0681258,-0.0548767,0.018236
1983,3,-0.0485123,-0.0553232,0.0251873
1984.5,11,-0.0466816,-0.0612009,0.0209838
1986,-32,-0.0624094,-0.0549001,0.0224859
1987.5,-11,-0.0665403,-0.0684008,0.0137146
1989,-16,-0.0687344,-0.0666755,0.0156628
1990.5,3,-0.0693788,-0.0611073,0.00679663
1992,-23,-0.0652583,-0.05947,0.00151067
1993.5,-12,-0.0705097,-0.0626148,0.000270312
1995,-7,-0.0831621,-0.0652448,0.00056374
1996.5,2,-0.0768161,-0.06693,0.00052049
1998,4,-0.0651715,-0.0541151,0.0120226
1999.5,-10,-0.0614577,-0.0551708,0.0247686
2001,-13,-0.0660688,-0.0777168,0.0113361
2002.5,-33,-0.060437,-0.0720343,0.0114318
2004,5,-0.0606161,-0.0757881,0.00959721
2005.5,-10,-0.0724945,-0.092802,0.0100754
2007,-17,-0.0825285,-0.0937729,-0.0022601
2008.5,-9,-0.0698862,-0.0974432,-0.0102868
2010,-1,-0.0563436,-0.0934882,-0.0159437
2011.5,-12,-0.0494213,-0.0957687,-0.000210606
2013,-5,-0.0481332,-0.102124,-0.00882099
2014.5,-38,-0.0599004,-0.10222,-0.00778652
2016,10,-0.0625531,-0.0913705,-0.000426131
2017.5,-15,-0.060667,-0.0880209,0.00233477
2019,-5,-0.0540873,-0.0840468,-0.00831364
2020.5,-29,-0.0700242,-0.0909567,-0.0256934
2022,-7,-0.0698795,-0.0817886,-0.0240296
2023.5,-26,-0.0678803,-0.0867136,-0.0159573
2025,-8,-0.062176,-0.0888641,-0.0107504
2026.5,-14,-0.0529281,-0.0822466,-0.0112065
2028,-4,-0.0515665,-0.0677771,-0.00760997
2029.5,-15,-0.0730783,-0.0704026,-0.0124123
2031,-22,-0.0754618,-0.0638985,-0.0105206
2032.5,3,-0.064571,-0.0508904,-0.00396858
2034,-44,-0.0631988,-0.0481746,0.00968227
2035.5,-15,-0.0570303,-0.0540353,0.018935
2037,-8,-0.0475077,-0.052556,0.0322793
2038.5,-15,-0.0679479,-0.052096,0.0319045
2040,-18,-0.0701501,-0.0517661,0.036122
2041.5,-7,-0.0668895,-0.0523398,0.0384189
2043,-16,-0.0698829,-0.0479635,0.0210401
2044.5,9,-0.0633435,-0.0502875,0.0222877
2046,-26,-0.0638105,-0.0548119,0.0208533
2047.5,-4,-0.0657295,-0.0438876,0.00236606
2049,-20,-0.0849883,-0.0419251,-0.00867085
2050.5,7,-0.0782287,-0.0395936,-0.00353128
2052,-7,-0.0698752,-0.0443151,-0.00671691
2053.5,-9,-0.0667178,-0.0382694,0.0022365
2055,-20,-0.0720154,-0.042342,0.00571584
2056.5,-9,-0.0712793,-0.0434679,-0.000778675
2058,-17,-0.0668269,-0.0433788,0.00844655
2059.5,-1,-0.0650036,-0.0461629,0.0116916
2061,-3,-0.0782743,-0.0507888,0.00928378
2062.5,-20,-0.0769142,-0.0524336,0.00801776
2064,-14,-0.0509552,-0.0469725,-0.00303752
2065.5,-9,-0.044869,-0.0406619,-0.00256901
2067,-16,-0.0329977,-0.0336336,0.00253166
2068.5,-9,-0.0312757,-0.0486464,0.0081759
2070,-9,-0.0278216,-0.0487018,0.00702721
2071.5,-18,-0.05698,-0.0421596,0.0122241
2073,-6,-0.0619553,-0.0390198,0.010231
2074.5,-33,-0.059078,-0.048577,0.0166288
2076,2,-0.0543615,-0.0512733,0.0168822
2077.5,-19,-0.0547898,-0.0554482,0.0166332
2079,-8,-0.045667,-0.0502599,-0.00163554
2080.5,-24,-0.0417975,-0.0541044,0.00164523
2082,-4,-0.0410683,-0.0554668,0.0165015
2083.5,-19,-0.0463767,-0.0545008,0.0135139
2085,-7,-0.0452629,-0.0585252,0.0058768
2086.5,-16,-0.0492495,-0.0400813,0.00702962
2088,-101,-0.0446152,-0.0454666,-0.000561627
2089.5,92,-0.0588729,-0.0501176,0.00330359
2091,-14,-0.0597511,-0.0575314,0.000835925
2092.5,18,-0.0571214,-0.058551,-0.00426562
2094,-81,-0.059847,-0.0485541,-0.00862485
2095.5,-77,-0.0526103,-0.054377,-0.00165278
2097,60,-0.0602465,-0.0553803,0.00451561
2098.5,27,-0.0793945,-0.0565636,0.00451596
2100,-8,-0.0633707,-0.056825,0.0103193
2101.5,-13,-0.0682753,-0.058519,0.0135721
2103,-31,-0.0729233,-0.0544297,-0.00189524
2104.5,4,-0.0602704,-0.0531001,-0.00923047
2106,-27,-0.0771921,-0.0460208,0.0074882
2107.5,-12,-0.0653274,-0.0386822,0.017423
2109,-11,-0.0585883,-0.0382557,0.00956001
2110.5,9,-0.0609722,-0.0349068,0.0107754
2112,-15,-0.0682399,-0.0453247,0.00921107
2113.5,-2,-0.0746818,-0.0428083,0.0201565
2115,-17,-0.0652992,-0.0397672,0.0277314
2116.5,-3,-0.0664858,-0.0351261,0.0268415
2118,-101,-0.0620746,-0.0316797,0.0298824
2119.5,114,-0.0507704,-0.0412201,0.0211608
2121,-14,-0.0561184,-0.0458066,0.019778
2122.5,14,-0.0539738,-0.0393104,0.0147105
2124,-151,-0.0539484,-0.0360551,0.0106564
2125.5,-41,-0.0469256,-0.0370678,-0.00679919
2127,52,-0.0522699,-0.0351367,-0.000157505
2128.5,30,-0.0529233,-0.047298,-0.0135739
2130,-12,-0.0546534,-0.0510116,-0.0125965
2131.5,-43,-0.0604321,-0.0357456,-0.0196332
2133,-19,-0.0602741,-0.0435972,-0.0167838
2134.5,-11,-0.0634799,-0.0440533,-0.0146085
2136,-4,-0.0438297,-0.0431998,-0.00376403
2137.5,-28,-0.0334218,-0.0517307,0.00904668
2139,-18,-0.0388107,-0.0355213,0.0102953
2140.5,-23,-0.0339944,-0.0354224,0.0185914
2142,1,-0.0408625,-0.0280714,0.0216492
2143.5,-10,-0.0489165,-0.0217719,0.00130006
2145,4,-0.0525104,-0.011402,-0.00156613
2146.5,-21,-0.0646094,-0.00752253,-0.0128938
2148,-2,-0.0601871,0.00643176,-0.00333051
2149.5,-22,-0.0454936,-0.00821813,-0.00165668
2151,-7,-0.0381817,-0.0171968,-0.00691994
2152.5,-16,-0.024557,-0.00846533,-0.0102966
2154,3,-0.0240886,-0.00962772,-0.008133
2155.5,-10,-0.03429,-0.0184006,-0.00400447
2157,-7,-0.0403263,-0.0122838,-0.00275184
2158.5,-16,-0.0463143,-0.0169847,-0.00564163
2160,-6,-0.0392246,-0.019451,0.00267974
2161.5,0,-0.0309451,-0.0301046,0.000684337
2163,-28,-0.03596,-0.0296804,0.0140648
2164.5,-11,-0.0359637,-0.0347473,0.0202171
2166,19,-0.0566361,-0.033128,0.024305
2167.5,0,-0.0554987,-0.0316803,0.0315019
2169,-32,-0.0641991,-0.037223,0.0213096
2170.5,-27,-0.0619838,-0.0471015,0.0207658
2172,13,-0.047607,-0.0457145,0.0158482
2173.5,-2,-0.0477925,-0.0313937,0.00628473
2175,-76,-0.0582273,-0.0354708,0.000162925
2176.5,15,-0.0585586,-0.0316128,-0.000495142
2178,3,-0.0393614,-0.0397198,0.00224481
2179.5,6,-0.0365116,-0.0297199,-0.0114088
2181,-22,-0.0377089,-0.0357308,-0.0118722
2182.5,-18,-0.0166933,-0.0338387,-0.00334718
2184,-23,-0.0315129,-0.0363226,-0.00222601
2185.5,5,-0.031102,-0.020644,0.00527324
2187,-26,-0.0272963,-0.0234064,0.00251589
2188.5,-14,-0.0174907,-0.0337258,0.0153216
2190,-18,-0.0305088,-0.0280086,0.0175739
2191.5,-18,-0.0301056,-0.0254146,0.00988921
2193,13,-0.047072,-0.0163341,0.011421
2194.5,-29,-0.0446601,-0.019235,0.0200828
2196,-7,-0.0220611,-0.0134082,0.0227728
2197.5,-5,-0.0338754,-0.013582,0.0215889
2199,-9,-0.0327989,-0.00207083,0.0329776
2200.5,-23,-0.0343523,-0.00416947,0.0375713
2202,-9,-0.0358366,-0.00718092,0.0429489
2203.5,-16,-0.0395352,-0.0105038,0.046417
2205,6,-0.0408038,-0.014114,0.0473498
2206.5,-26,-0.0459237,-0.0174209,0.0591463
2208,-1,-0.0563942,-0.0217797,0.047734
2209.5,-17,-0.0504759,-0.0197462,0.0466312
2211,5,-0.0494598,-0.014236,0.0468262
2212.5,-20,-0.0372498,0.000185334,0.0427428
2214,2,-0.0407141,-0.00647639,0.052785
2215.5,-15,-0.0389942,-0.0185066,0.0435484
2217,-10,-0.0400813,-0.014691,0.0347692
2218.5,-20,-0.0346729,-0.0111437,0.0393868
2220,8,-0.0425643,-0.00259486,0.03766
2221.5,0,-0.032506,-0.0155536,0.0400315
2223,-30,-0.0190023,-0.00993011,0.0351526
2224.5,-13,-0.0162643,-0.0213838,0.0416047
2226,-11,-0.0092446,-0.0188203,0.0506235
2227.5,-15,-0.000731233,-0.0219093,0.0545722
2229,-8,-0.00338598,-0.0191646,0.0514068
2230.5,-6,-0.00927665,-0.0115625,0.0435231
2232,-15,-0.00930475,-0.0104302,0.0513242
2233.5,-7,-0.00642964,-0.0127606,0.0450208
2235,-35,-0.0187624,-0.0148914,0.050368
2236.5,-2,-0.0117743,-0.00772516,0.0427268
2238,-18,-0.0245351,-0.0126906,0.0180579
2239.5,-5,-0.0173583,-0.0237825,0.0237243
2241,-27,-0.0252355,-0.0374913,0.0164775
2242.5,-8,-0.0302817,-0.0328104,0.0201318
2244,-17,-0.0405001,-0.0292942,0.0313603
2245.5,-5,-0.0306133,-0.0280421,0.0264087
2247,-17,-0.0247321,-0.0310001,0.0285285
2248.5,-3,-0.0218623,-0.0321862,0.0442977
2250,-10,-0.0298045,-0.0303557,0.0389825
2251.5,-18,-0.0431126,-0.0317469,0.0378231
2253,-6,-0.0295159,-0.0226182,0.0504129
2254.5,-7,-0.0245303,-0.0199601,0.0455427
2256,-14,-0.0265301,-0.0179479,0.0418897
2257.5,-5,-0.0207412,-0.0149675,0.0289944
2259,-13,-0.0318053,-0.0192839,0.0249677
2260.5,-14,-0.0158822,-0.0286765,0.0318236
2262,-6,-0.0168589,-0.0235503,0.0453006
2263.5,-15,-0.0226628,-0.0170889,0.0497926
2265,12,-0.008858,-0.0239127,0.0451506
2266.5,-25,-0.0114811,-0.01696,0.0490471
2268,-6,-0.00527312,-0.0202307,0.0600871
2269.5,-19,-0.0153742,-0.0129103,0.0615176
2271,9,-0.0161145,-0.00244721,0.0487623
2272.5,-16,-0.0153546,0.010492,0.042311
2274,-4,-0.0233911,-0.00260941,0.0422581
2275.5,-16,-0.0178436,0.00522244,0.0629261
2277,-5,-0.0190559,0.0151048,0.0619818
2278.5,-17,-0.0176593,0.0125788,0.0695661
2280,-1,-0.0202124,-0.00044503,0.0693093
2281.5,-4,-0.019309,-0.00561006,0.0896752
2283,-16,-0.020518,-0.00448805,0.101659
2284.5,-17,-0.0140963,-0.00933943,0.105408
2286,-3,-0.0173137,-0.0214442,0.106462
2287.5,-20,-0.00182596,-0.0189067,0.10932
2289,-19,-0.00112272,-0.0277655,0.117444
2290.5,-15,-0.0119573,-0.0342434,0.115013
2292,-55,-0.0116907,-0.0143358,0.107509
2293.5,122,-0.00722769,-0.0128012,0.105293
2295,-66,-0.00365725,-0.0054057,0.098933
2296.5,25,0.00576695,-0.00794147,0.0865827
2298,-118,-0.0105505,-0.00410689,0.0800383
2299.5,-48,0.0160442,-0.00210525,0.087938
2301,10,0.00544653,-8.51E-05,0.0902268
2302.5,52,-0.00109989,0.00545243,0.0926139
2304,9,0.0081026,-0.000397149,0.0817011
2305.5,-12,0.000735204,-0.00568598,0.0740829
2307,-39,-0.0176183,-0.00580518,0.0727489
2308.5,-20,-0.0167025,-0.0253938,0.0759906
2310,-30,0.00175374,-0.0223329,0.0611748
2311.5,-22,0.0177743,-0.0145921,0.0542217
2313,-3,0.0155234,-0.0233239,0.0420221
2314.5,12,0.0109699,-0.0263118,0.0425482
2316,-17,0.00433297,-0.0383344,0.0319189
2317.5,-6,0.00312833,-0.0337134,0.0338748
2319,-13,-0.00256811,-0.0278083,0.0338064
2320.5,-8,-0.0161561,-0.0283763,0.0270452
2322,1,-0.0130214,-0.0146297,0.0310531
2323.5,-26,-0.0137494,-0.0281512,0.0298811
2325,7,-0.0144766,-0.0435752,0.0329396
2326.5,-41,-0.0165555,-0.0377537,0.0452551
2328,4,-0.0212127,-0.0326015,0.0406172
2329.5,0,-0.0250351,-0.0278326,0.0544899
2331,-2,-0.0315219,-0.034259,0.05148
2332.5,-25,-0.0328961,-0.0260366,0.0529291
2334,-7,-0.0421087,-0.0210957,0.054436
2335.5,-17,-0.0311757,-0.031763,0.0493171
2337,-9,-0.0421329,-0.0363373,0.0618668
2338.5,-31,-0.0424957,-0.0399587,0.0696131
2340,19,-0.0513338,-0.0310151,0.0562117
2341.5,-9,-0.043047,-0.0293427,0.0361431
2343,-8,-0.0479114,-0.0284237,0.0316249
2344.5,-30,-0.0450418,-0.0233862,0.0469486
2346,-15,-0.031832,-0.0299023,0.0452036
2347.5,-19,-0.0430926,-0.0158885,0.0430432
2349,-18,-0.0391585,-0.0072664,0.0397512
2350.5,-14,-0.0405991,-0.0108387,0.0539013
2352,-5,-0.0417998,-0.0115645,0.0579589
2353.5,11,-0.0396697,-0.0178941,0.0610312
2355,-37,-0.0438573,-0.0164854,0.0572342
2356.5,-14,-0.0311258,-0.00941915,0.0700074
2358,1,-0.0301163,-0.0065835,0.0796353
2359.5,-8,-0.0213403,-0.00766539,0.0776426
2361,-45,-0.00736535,-0.0062846,0.0861951
2362.5,-11,-0.0138123,-0.00860652,0.0676704
2364,-2,-0.00911815,-0.00570496,0.0610861
2365.5,14,-0.0112063,-0.0041071,0.0558187
2367,-20,-0.0162573,-0.000239856,0.0546627
2368.5,-5,-0.0250791,-0.0152687,0.0547803
2370,-26,-0.0237335,-0.0176213,0.0465347
2371.5,-3,-0.0326538,-0.0185515,0.0516138
2373,-19,-0.0418183,-0.0178109,0.0735034
2374.5,6,-0.0407469,-0.0166092,0.0835788
2376,-11,-0.0297965,-0.012031,0.0616507
2377.5,-8,-0.0275075,-0.0147646,0.0434479
2379,-14,-0.0242275,-0.0104411,0.0380248
2380.5,-5,-0.0347392,-0.00287038,0.0435897
2382,1,-0.032186,-0.0103297,0.0415436
2383.5,-25,-0.0267147,-0.0201044,0.0469607
2385,-6,-0.0470154,-0.0160073,0.0550821
2386.5,-13,-0.0486231,-0.0234282,0.0648108
2388,-30,-0.0458044,-0.0109376,0.0781536
2389.5,6,-0.0227351,-0.00871202,0.0633916
2391,11,-0.0101714,-0.0298894,0.0495666
2392.5,-26,-0.0251846,-0.0196855,0.0426764
2394,-18,-0.0282126,-0.0149488,0.0285118
2395.5,-22,-0.0433844,-0.00126063,0.0275006
2397,5,-0.0227791,-0.00866113,0.0188383
2398.5,-33,-0.0245014,-0.0098605,0.0151054
2400,4,-0.0257344,-0.0286,0.0116673
2401.5,-9,-0.0362827,-0.0253547,0.030357
2403,-16,-0.0360287,-0.0240149,0.0324864
2404.5,-34,-0.0346664,-0.0317759,0.0368308
2406,-12,-0.0185092,-0.0285808,0.0341905
2407.5,-14,-0.0250937,-0.0197807,0.0369779
2409,-5,-0.027319,-0.0216878,0.0400417
2410.5,-17,-0.0319484,-0.0257262,0.0441956
2412,-22,-0.0297119,-0.0320028,0.0345225
2413.5,0,-0.0338145,-0.0412882,0.0391199
2415,-12,-0.0235262,-0.0462038,0.0498171
2416.5,-15,-0.0310391,-0.0420648,0.0649077
2418,-5,-0.0297089,-0.0415329,0.0603702
2419.5,-14,-0.0369511,-0.041983,0.0635162
2421,-15,-0.0451596,-0.0332818,0.0653728
2422.5,-2,-0.0411018,-0.0290241,0.0578581
2424,-19,-0.0474177,-0.024666,0.0636957
2425.5,11,-0.0494762,-0.0229309,0.0411226
2427,-21,-0.0331097,-0.0180402,0.0327243
2428.5,-7,-0.028178,-0.0134422,0.051998
2430,-17,-0.0348088,-0.0198151,0.0548378
2431.5,2,-0.0237422,-0.0164993,0.0659358
2433,-17,-0.0447822,-0.0165879,0.0776985
2434.5,-5,-0.0277126,-0.00542736,0.0723402
2436,-14,-0.0140085,-0.00754,0.0738567
2437.5,-7,-0.0246806,-0.00534669,0.0859811
2439,-19,-0.0196479,-0.00648557,0.081503
2440.5,-4,-0.00137526,-0.00160962,0.0838974
2442,-10,0.0116492,-0.00886417,0.0759442
2443.5,-15,0.00690468,-0.00134235,0.0835507
2445,-10,0.0023364,0.00143892,0.0896359
2446.5,-11,0.00544281,0.00910834,0.0967627
2448,-35,0.00855574,0.00991369,0.0992326
2449.5,-7,0.00607191,0.000430623,0.107568
2451,29,0.00171847,0.000725226,0.103255
2452.5,-15,-0.00244037,-0.00337939,0.109743
2454,-25,-0.00620209,-0.00323653,0.10218
2455.5,-53,0.0123273,-0.00784326,0.111872
2457,14,0.00652958,0.00438576,0.117401
2458.5,5,-0.0106648,-0.00163121,0.101913
2460,-34,-0.0172246,-0.00983327,0.100886
2461.5,-22,-0.0209753,-0.0125115,0.0905424
2463,-15,-0.0141724,-0.0140068,0.101901
2464.5,16,-0.0162638,-0.0064083,0.0980961
2466,14,-0.0105964,-0.0177668,0.0965811
2467.5,-68,-0.021806,-0.0164217,0.0898093
2469,-68,-0.00836572,-0.0188863,0.0740019
2470.5,57,-0.0170756,-0.00848439,0.0735528
2472,42,-0.0201317,-0.0116989,0.0836183
2473.5,-69,-0.0146083,-0.00833115,0.0877093
2475,-2,-0.0154052,-0.00491358,0.0862215
2476.5,-4,-0.0269087,-0.0136394,0.0798189
2478,-113,-0.0364495,-0.0133482,0.0810211
2479.5,86,-0.0379489,-0.0236233,0.0804539
2481,14,-0.0443641,-0.0343942,0.069645
2482.5,-22,-0.0403689,-0.0279342,0.0882063
2484,-5,-0.0403601,-0.0284009,0.0921094
2485.5,-5,-0.0433472,-0.0315536,0.0666683
2487,-92,-0.0406178,-0.037883,0.0666087
2488.5,93,-0.0394967,-0.0422994,0.071565
2490,4,-0.0311627,-0.047698,0.0722288
2491.5,15,-0.0305322,-0.0475623,0.0603545
2493,-93,-0.0395898,-0.0390778,0.0597507
2494.5,-4,-0.0310923,-0.0422272,0.0629164
2496,19,-0.0463643,-0.0458889,0.05631
2497.5,2,-0.0342904,-0.0571181,0.0676696
2499,-20,-0.0410027,-0.0570402,0.0538577
2500.5,-46,-0.0406256,-0.0564067,0.0618158
2502,-13,-0.0324039,-0.0603164,0.0615453
2503.5,5,-0.0462545,-0.0590277,0.066715
2505,-30,-0.0370036,-0.0693044,0.0633797
2506.5,9,-0.0550533,-0.077183,0.0536922
2508,-12,-0.0430285,-0.0775466,0.0504248
2509.5,29,-0.0536918,-0.0685477,0.059139
2511,-40,-0.0627053,-0.0705622,0.0614541
2512.5,-59,-0.0513233,-0.0625795,0.0696304
2514,53,-0.0526972,-0.0683005,0.0698472
2515.5,-60,-0.046649,-0.0807964,0.0640785
2517,-3,-0.0595341,-0.0754878,0.0674559
2518.5,35,-0.059459,-0.076495,0.0699145
2520,5,-0.0680435,-0.0755114,0.0708389
2521.5,-88,-0.0625963,-0.0770088,0.0777985
2523,7,-0.0719055,-0.0735619,0.073984
2524.5,38,-0.0604703,-0.0770483,0.0636698
2526,13,-0.05591,-0.0558135,0.0543412
2527.5,-45,-0.0566081,-0.0480012,0.0406236
2529,-17,-0.0713647,-0.0548103,0.0441398
2530.5,-56,-0.0714831,-0.0642172,0.0393775
2532,38,-0.0702739,-0.0701817,0.0529769
2533.5,14,-0.0615797,-0.0750294,0.0587483
2535,-22,-0.0707542,-0.0799356,0.0507168
2536.5,-34,-0.0730713,-0.0815,0.0672259
2538,-1,-0.0712547,-0.0710632,0.0560394
2539.5,-16,-0.0896499,-0.0712421,0.0430941
2541,30,-0.0903127,-0.0768296,0.0410428
2542.5,41,-0.0818122,-0.0897517,0.040479
2544,-38,-0.0662708,-0.0812053,0.0449276
2545.5,-70,-0.0780324,-0.0822493,0.0393128
2547,12,-0.0744509,-0.0847978,0.0449328
2548.5,7,-0.0798921,-0.0890828,0.043313
2550,-18,-0.0776772,-0.0733222,0.0382643
2551.5,0,-0.0669711,-0.0741533,0.0424261
2553,-10,-0.0642013,-0.073105,0.0411687
2554.5,-6,-0.0651246,-0.0753122,0.0469736
2556,-34,-0.0601646,-0.0773444,0.0473781
2557.5,-6,-0.0552791,-0.0828155,0.0459295
2559,-46,-0.0666313,-0.0870402,0.0460563
2560.5,71,-0.0583758,-0.0960546,0.0489725
2562,-9,-0.0741794,-0.0960704,0.0396644
2563.5,-22,-0.0741212,-0.1005,0.0338512
2565,6,-0.0766342,-0.107203,0.0297219
2566.5,-56,-0.0704347,-0.109253,0.0352795
2568,-16,-0.0808807,-0.105144,0.0311425
2569.5,41,-0.0871125,-0.107264,0.0300568
2571,9,-0.0916634,-0.106713,0.0278679
2572.5,-138,-0.0908128,-0.108252,0.0421012
2574,11,-0.0802322,-0.110055,0.0469204
2575.5,28,-0.0876562,-0.11142,0.0491077
2577,4,-0.0933057,-0.103147,0.0430738
2578.5,-12,-0.0714089,-0.107341,0.0397061
2580,-30,-0.0718082,-0.113818,0.0355873
2581.5,-31,-0.0541144,-0.116411,0.0224583
2583,-10,-0.0617877,-0.119361,0.0168199
2584.5,-18,-0.0622279,-0.118294,0.0200582
2586,6,-0.078082,-0.115537,0.0276528
2587.5,2,-0.0770501,-0.123117,0.0219137
2589,-37,-0.0883462,-0.126286,0.0153418
2590.5,56,-0.0728984,-0.126386,0.0128642
2592,6,-0.0869082,-0.126922,0.0163377
2593.5,-33,-0.0893268,-0.117071,0.0250585
2595,-19,-0.0866254,-0.128303,0.0290121
2596.5,-71,-0.0848507,-0.124763,0.0256768
2598,11,-0.081789,-0.118923,0.0312789
2599.5,13,-0.0751864,-0.111357,0.0317644
2601,45,-0.0549818,-0.121333,0.0424733
2602.5,-87,-0.0617573,-0.119453,0.0299825
2604,-53,-0.0599337,-0.112353,0.0256192
2605.5,10,-0.06427,-0.111203,0.0331788
2607,14,-0.0593361,-0.0998512,0.0198364
2608.5,-18,-0.0760101,-0.101773,0.0342166
2610,-36,-0.0670862,-0.10095,0.0256359
2611.5,4,-0.0690744,-0.102118,0.0224199
2613,-5,-0.0970813,-0.123613,0.0257892
2614.5,-12,-0.0975135,-0.111569,0.0257742
2616,-43,-0.0972315,-0.115259,0.0352487
2617.5,13,-0.099179,-0.104923,0.0446005
2619,-16,-0.0948936,-0.112722,0.0308503
2620.5,0,-0.0823861,-0.110318,0.0389273
2622,-35,-0.0927599,-0.107633,0.0306554
2623.5,0,-0.0810655,-0.103354,0.0129876
2625,-13,-0.0802096,-0.100349,0.00806191
2626.5,-7,-0.0671136,-0.102247,0.00307888
2628,-86,-0.0624319,-0.0989302,-0.000421065
2629.5,74,-0.0554026,-0.109222,0.00956661
2631,-10,-0.0732014,-0.10984,0.00796603
2632.5,-47,-0.0791339,-0.115589,0.0106122
2634,14,-0.0711306,-0.116952,0.0112002
2635.5,-121,-0.0597055,-0.118347,0.00524201
2637,35,-0.0641358,-0.117407,-0.0061616
2638.5,43,-0.064879,-0.104853,-0.00996789
2640,-17,-0.0913103,-0.101472,-0.00581987
2641.5,4,-0.104729,-0.0979674,0.00212016
2643,-46,-0.112179,-0.108756,0.0011054
2644.5,-42,-0.10964,-0.121308,-8.87E-05
2646,41,-0.0980468,-0.11437,0.00972829
2647.5,-8,-0.0966439,-0.11689,0.0208135
2649,-13,-0.0801161,-0.119173,0.018701
2650.5,-9,-0.0755384,-0.114032,0.0152735
