time,value1,value2,value3,value4
142.5,7,-0.0848703,-0.0579437,-0.0175679
144,17,-0.0655367,-0.0537789,-0.0141918
145.5,2,-0.0601821,-0.0579846,-0.0106661
147,11,-0.0447749,-0.0438499,-0.00382497
148.5,13,-0.039287,-0.0397009,-0.012304
150,0,-0.0495835,-0.0285033,-0.0141731
151.5,23,-0.0560872,-0.0261737,-0.0277647
153,13,-0.060327,-0.0388928,-0.0155107
154.5,8,-0.0506693,-0.0346368,-0.0157763
156,9,-0.0517071,-0.0238081,-0.0188066
157.5,9,-0.0667426,-0.0388941,-0.0158013
159,16,-0.0685143,-0.0485009,-0.0393423
160.5,21,-0.0759508,-0.0495579,-0.0429172
162,12,-0.0758327,-0.047752,-0.038973
163.5,17,-0.0726083,-0.0533525,-0.0400788
165,9,-0.0612166,-0.0392731,-0.0498982
166.5,11,-0.0770468,-0.0513797,-0.0433894
168,40,-0.0790209,-0.0539063,-0.0403129
169.5,6,-0.0604238,-0.048693,-0.0272331
171,10,-0.0428977,-0.0613398,-0.0338484
172.5,17,-0.0351368,-0.0538444,-0.029553
174,2,-0.0492488,-0.0553856,-0.0396219
175.5,21,-0.0570714,-0.0588533,-0.0463024
177,13,-0.039975,-0.0555672,-0.0438805
178.5,15,-0.0445481,-0.055476,-0.0451388
180,23,-0.0584632,-0.0688495,-0.0443929
181.5,0,-0.0692583,-0.0656473,-0.0606691
183,7,-0.0559845,-0.0592221,-0.0604254
184.5,15,-0.0657344,-0.0499155,-0.0581686
186,12,-0.0673706,-0.0545151,-0.0510022
187.5,13,-0.0634791,-0.0581569,-0.044307
189,7,-0.060125,-0.0651611,-0.0500849
190.5,3,-0.0552268,-0.0517501,-0.0604804
192,16,-0.0564606,-0.0498846,-0.0704463
193.5,3,-0.040642,-0.0511951,-0.0798967
195,19,-0.0515824,-0.0530768,-0.0771821
196.5,12,-0.0363543,-0.0405297,-0.0642886
198,-20,-0.0493079,-0.0590135,-0.0705719
199.5,16,-0.0574076,-0.0579301,-0.0671105
201,8,-0.0452519,-0.0575557,-0.0655786
202.5,5,-0.0373572,-0.0561578,-0.0649715
204,17,-0.0398054,-0.055797,-0.0545546
205.5,3,-0.0569323,-0.0454709,-0.0512382
207,9,-0.0550803,-0.0604287,-0.0454236
208.5,2,-0.0678521,-0.0531534,-0.0354798
210,0,-0.0661274,-0.0532041,-0.0384182
211.5,25,-0.0780381,-0.0682061,-0.0374013
213,12,-0.0735058,-0.0607768,-0.0375843
214.5,9,-0.0595269,-0.0552878,-0.028418
216,8,-0.041169,-0.0631689,-0.0280609
217.5,9,-0.0385691,-0.0477322,-0.0414866
219,16,-0.0557989,-0.0537154,-0.0498904
220.5,17,-0.0447354,-0.0676304,-0.0399124
222,9,-0.0507641,-0.0636872,-0.0449884
223.5,18,-0.0632434,-0.0681839,-0.0450629
225,2,-0.0628739,-0.0774628,-0.0462566
226.5,8,-0.049625,-0.0762121,-0.0410259
228,42,-0.0572279,-0.0694542,-0.03124
229.5,5,-0.061384,-0.0613207,-0.0323804
231,13,-0.0671648,-0.0683739,-0.0410934
232.5,19,-0.0662518,-0.0648124,-0.0479264
234,6,-0.0609468,-0.0670386,-0.0479288
235.5,22,-0.0457719,-0.0739331,-0.0460063
237,13,-0.0393141,-0.0633508,-0.0442965
238.5,39,-0.0347739,-0.0602257,-0.0433067
240,-19,-0.0481881,-0.0710584,-0.0317244
241.5,-57,-0.0418249,-0.0673766,-0.0373383
243,30,-0.0549364,-0.0631433,-0.0364686
244.5,8,-0.0585878,-0.0536963,-0.0466664
246,124,-0.0544785,-0.0426919,-0.0609416
247.5,-41,-0.0626516,-0.05991,-0.0553512
249,-38,-0.0693345,-0.055958,-0.0551058
250.5,-3,-0.0746328,-0.0492738,-0.0600641
252,21,-0.0595617,-0.0511988,-0.059804
253.5,15,-0.0401856,-0.0488375,-0.0433414
255,27,-0.052999,-0.0603949,-0.044467
256.5,16,-0.0572305,-0.0691105,-0.0453331
258,-18,-0.05946,-0.0701741,-0.0514556
259.5,112,-0.0628327,-0.0689418,-0.0441886
261,-111,-0.0802176,-0.0641304,-0.0478939
262.5,2,-0.0775126,-0.0605463,-0.0513393
264,-23,-0.0579652,-0.0494976,-0.0551952
265.5,210,-0.0680894,-0.0595594,-0.0526442
267,-47,-0.0623687,-0.0512837,-0.0608096
268.5,-51,-0.0579366,-0.054587,-0.0524278
270,-20,-0.0631549,-0.0781758,-0.024382
271.5,20,-0.069063,-0.0780324,-0.0203647
273,64,-0.059825,-0.0860234,-0.0300376
274.5,-11,-0.063221,-0.0692733,-0.0437553
276,-4,-0.0659378,-0.0844704,-0.051293
277.5,13,-0.0617068,-0.0812121,-0.0595225
279,18,-0.0591406,-0.0814084,-0.0527039
280.5,19,-0.0613252,-0.0791034,-0.0564244
282,8,-0.0443892,-0.0791154,-0.0618407
283.5,17,-0.0542913,-0.0815113,-0.0657613
285,-5,-0.0507524,-0.083428,-0.0765955
286.5,66,-0.0473915,-0.0818932,-0.0824105
288,-71,-0.061364,-0.0819154,-0.0725264
289.5,24,-0.0500061,-0.0822741,-0.068193
291,-10,-0.0547399,-0.0897577,-0.0777505
292.5,189,-0.0571786,-0.0878282,-0.0611007
294,-24,-0.0638005,-0.0971932,-0.0642759
295.5,-41,-0.0476215,-0.08658,-0.0737232
297,-7,-0.048065,-0.0985052,-0.073343
298.5,32,-0.0624324,-0.0992957,-0.0695679
300,35,-0.0748413,-0.0962541,-0.0704654
301.5,14,-0.0768231,-0.0839727,-0.0586404
303,18,-0.0808162,-0.0858516,-0.06272
304.5,14,-0.0829995,-0.0701585,-0.0627878
306,14,-0.0907171,-0.0735124,-0.0619829
307.5,8,-0.0742591,-0.0722185,-0.0625761
309,7,-0.073131,-0.0791754,-0.0667276
310.5,102,-0.0744918,-0.0827713,-0.0596708
312,-99,-0.0714392,-0.0781863,-0.0715856
313.5,-1,-0.0698639,-0.0769802,-0.0698115
315,-15,-0.0733227,-0.0812046,-0.0785985
316.5,169,-0.0863465,-0.083675,-0.0714356
318,-1,-0.0896387,-0.0770911,-0.060688
319.5,-49,-0.0725296,-0.0637182,-0.0499593
321,-27,-0.0682322,-0.0673754,-0.0506548
322.5,10,-0.0820815,-0.0688618,-0.0515549
324,30,-0.0586829,-0.0717176,-0.0599726
325.5,16,-0.0695303,-0.0751385,-0.0609678
327,18,-0.0779194,-0.068368,-0.0637228
328.5,44,-0.0812117,-0.0789737,-0.0617687
330,-48,-0.0810526,-0.0878749,-0.0638824
331.5,4,-0.0721133,-0.0899961,-0.0749549
333,26,-0.0761334,-0.0829434,-0.0785207
334.5,-1,-0.0740527,-0.0673016,-0.0897584
336,80,-0.0803334,-0.0718709,-0.0922192
337.5,-20,-0.0909919,-0.0602238,-0.0897549
339,-13,-0.0842541,-0.0662086,-0.0880583
340.5,12,-0.0840163,-0.0742918,-0.0992097
342,10,-0.0939864,-0.0861368,-0.104866
343.5,31,-0.0832307,-0.10137,-0.116127
345,25,-0.0770339,-0.119504,-0.122833
346.5,-91,-0.0949012,-0.128556,-0.107029
348,66,-0.0801103,-0.126935,-0.105383
349.5,-18,-0.081568,-0.100715,-0.116094
351,181,-0.071707,-0.0970861,-0.104731
352.5,-26,-0.0679112,-0.0863049,-0.0971867
354,-54,-0.0707975,-0.0763542,-0.0969247
355.5,-3,-0.068243,-0.0886201,-0.0859247
357,16,-0.0700517,-0.0891908,-0.0768154
358.5,35,-0.0631681,-0.0913139,-0.0793219
360,35,-0.04726,-0.100398,-0.0838357
361.5,42,-0.0536987,-0.0950909,-0.069852
363,-6,-0.053938,-0.0794438,-0.0727202
364.5,-20,-0.0648676,-0.0864707,-0.0822657
366,24,-0.0653771,-0.0836457,-0.0838196
367.5,33,-0.0653031,-0.0791888,-0.0797018
369,-1,-0.0532537,-0.0736536,-0.0719402
370.5,3,-0.0644165,-0.0719148,-0.0716416
372,62,-0.0750803,-0.0698419,-0.0693065
373.5,-5,-0.0702728,-0.0761,-0.07438
375,1,-0.0770687,-0.0771293,-0.07459
376.5,7,-0.0791829,-0.0836722,-0.0630397
378,-7,-0.0824151,-0.090308,-0.0525968
379.5,27,-0.0993507,-0.0842535,-0.046373
381,9,-0.0972973,-0.0926669,-0.0533528
382.5,10,-0.099844,-0.0862542,-0.0580088
384,18,-0.0831015,-0.0752152,-0.0474723
385.5,5,-0.0879577,-0.0830879,-0.0609334
387,11,-0.0805266,-0.0793107,-0.0623894
388.5,-5,-0.0710183,-0.0870082,-0.0586057
390,-4,-0.0800728,-0.0996432,-0.0545479
391.5,12,-0.0775412,-0.104751,-0.0751162
393,4,-0.0788386,-0.111224,-0.0748697
394.5,8,-0.0767465,-0.108107,-0.078968
396,12,-0.0743986,-0.117053,-0.0834838
397.5,7,-0.071461,-0.123111,-0.087612
399,15,-0.078549,-0.136934,-0.0874093
400.5,13,-0.0699659,-0.137576,-0.0838107
402,5,-0.0761491,-0.130742,-0.0953305
403.5,18,-0.0731502,-0.113608,-0.0932748
405,0,-0.0768667,-0.111568,-0.105617
406.5,5,-0.0865332,-0.111109,-0.111538
408,28,-0.0799648,-0.108849,-0.133939
409.5,3,-0.0841,-0.105677,-0.120725
411,30,-0.0950165,-0.105412,-0.128127
412.5,-3,-0.0811656,-0.112586,-0.124426
414,-2,-0.073889,-0.104916,-0.13473
415.5,53,-0.0907963,-0.100031,-0.117475
417,-20,-0.080486,-0.107562,-0.0989626
418.5,7,-0.0713711,-0.0901021,-0.0813007
420,40,-0.0717356,-0.0748467,-0.0766558
421.5,19,-0.0882549,-0.0909367,-0.0904313
423,1,-0.088517,-0.100627,-0.0892868
424.5,18,-0.0841522,-0.0922435,-0.0989897
426,44,-0.0874981,-0.0933394,-0.110945
427.5,0,-0.0736581,-0.0813001,-0.0973124
429,-11,-0.055315,-0.0696611,-0.0821455
430.5,5,-0.0535456,-0.0748568,-0.0894966
432,27,-0.0641685,-0.085642,-0.083728
433.5,12,-0.043245,-0.0831721,-0.0681851
435,28,-0.0556391,-0.0842642,-0.0608712
436.5,14,-0.0502416,-0.0874484,-0.0588001
438,-2,-0.0527613,-0.0946547,-0.0697207
439.5,17,-0.0560773,-0.103526,-0.0843334
441,-4,-0.0628231,-0.0959639,-0.0961611
442.5,5,-0.0556035,-0.0952931,-0.0945922
444,16,-0.0650925,-0.0908172,-0.0918938
445.5,6,-0.0541928,-0.0989784,-0.0994259
447,12,-0.0521182,-0.0985758,-0.09607
448.5,-1,-0.06033,-0.106852,-0.0982651
450,3,-0.0600616,-0.117298,-0.104179
451.5,14,-0.0609544,-0.120353,-0.109186
453,4,-0.0649913,-0.110107,-0.113156
454.5,12,-0.0671132,-0.105131,-0.0963325
456,10,-0.071074,-0.108081,-0.105485
457.5,-3,-0.0733277,-0.115062,-0.10456
459,15,-0.086832,-0.102579,-0.0921019
460.5,12,-0.0799631,-0.0903586,-0.0928913
462,2,-0.0666189,-0.0838395,-0.0955503
463.5,20,-0.080213,-0.0932447,-0.0868527
465,17,-0.0960962,-0.102739,-0.0862177
466.5,-6,-0.103024,-0.104273,-0.0744724
468,-16,-0.0883905,-0.096562,-0.0685471
469.5,8,-0.0828471,-0.0801283,-0.0670027
471,45,-0.0863096,-0.0902,-0.0685164
472.5,19,-0.0899944,-0.0956439,-0.0761191
474,-3,-0.0793149,-0.097537,-0.0771153
475.5,46,-0.0865656,-0.100036,-0.0662284
477,13,-0.0736826,-0.0950284,-0.0632577
478.5,22,-0.0774371,-0.103219,-0.0726681
480,-11,-0.0718211,-0.100415,-0.0687188
481.5,-8,-0.0631872,-0.0961268,-0.0673806
483,37,-0.0770342,-0.0944007,-0.0732517
484.5,28,-0.0870043,-0.0904442,-0.0813163
486,5,-0.0867461,-0.0831503,-0.0871838
487.5,23,-0.0766681,-0.0859134,-0.0782694
489,39,-0.088782,-0.106229,-0.0846088
490.5,11,-0.100881,-0.112596,-0.0964501
492,-1,-0.0949581,-0.110682,-0.109325
493.5,-6,-0.0931573,-0.11559,-0.112512
495,25,-0.0884904,-0.111486,-0.111659
496.5,20,-0.0888499,-0.105363,-0.120943
498,11,-0.0961679,-0.104289,-0.110259
499.5,21,-0.0830498,-0.114983,-0.119754
501,0,-0.0852679,-0.101872,-0.130615
502.5,10,-0.0764486,-0.110626,-0.134011
504,15,-0.0912548,-0.103651,-0.137243
505.5,11,-0.0848496,-0.109321,-0.143025
507,11,-0.0810738,-0.116282,-0.151602
508.5,3,-0.0776197,-0.105904,-0.134134
510,-1,-0.0674408,-0.10851,-0.126208
511.5,14,-0.065991,-0.115064,-0.112513
513,5,-0.0913638,-0.114853,-0.104409
514.5,16,-0.0898003,-0.11851,-0.0968262
516,9,-0.0770409,-0.112611,-0.0981828
517.5,-10,-0.0760306,-0.10558,-0.0912954
519,17,-0.0581279,-0.100335,-0.0905622
520.5,11,-0.069616,-0.100494,-0.103687
522,5,-0.0674423,-0.0989174,-0.100544
523.5,15,-0.0588655,-0.12345,-0.105453
525,1,-0.0611532,-0.120388,-0.0972833
526.5,7,-0.0673172,-0.123847,-0.0895449
528,13,-0.0756192,-0.121312,-0.0945571
529.5,2,-0.0878947,-0.115155,-0.0827935
531,24,-0.0784056,-0.105949,-0.0830734
532.5,16,-0.0671546,-0.106993,-0.0806856
534,8,-0.0634025,-0.101579,-0.0833459
535.5,9,-0.0666127,-0.105315,-0.0732403
537,13,-0.0673992,-0.102054,-0.0696233
538.5,19,-0.0711101,-0.106945,-0.0673482
540,21,-0.0535174,-0.109798,-0.0579335
541.5,10,-0.0579341,-0.102724,-0.0591648
543,22,-0.0513553,-0.122102,-0.0641017
544.5,12,-0.0634756,-0.119612,-0.0704911
546,11,-0.0763019,-0.115651,-0.064984
547.5,39,-0.0828551,-0.119149,-0.0634306
549,6,-0.0848713,-0.103046,-0.0766553
550.5,18,-0.0859546,-0.113344,-0.0804309
552,46,-0.0820059,-0.109879,-0.0825235
553.5,-28,-0.0839994,-0.106728,-0.0746787
555,-1,-0.0938284,-0.0964808,-0.0849321
556.5,32,-0.0813709,-0.0957444,-0.0704199
558,27,-0.0803614,-0.0914055,-0.0623154
559.5,9,-0.0833097,-0.0900177,-0.0607802
561,-1,-0.0994885,-0.0941344,-0.0561156
562.5,47,-0.092496,-0.0909887,-0.0562328
564,-6,-0.116468,-0.0772984,-0.0549176
565.5,-6,-0.114458,-0.0844893,-0.061838
567,7,-0.116173,-0.0788788,-0.0652093
568.5,10,-0.10984,-0.0806023,-0.0807931
570,8,-0.117198,-0.104064,-0.0789988
571.5,20,-0.12058,-0.0980229,-0.0746424
573,7,-0.105613,-0.0923193,-0.0860371
574.5,21,-0.116657,-0.0978317,-0.0913041
576,12,-0.114321,-0.0914845,-0.096583
577.5,-23,-0.0997389,-0.0911035,-0.0885379
579,13,-0.102808,-0.0992075,-0.0797651
580.5,20,-0.0975115,-0.0937214,-0.0834342
582,-1,-0.109598,-0.082439,-0.103277
583.5,15,-0.108288,-0.0870109,-0.0945116
585,1,-0.109022,-0.0928275,-0.0914857
586.5,11,-0.110042,-0.096155,-0.107622
588,7,-0.116107,-0.101582,-0.10572
589.5,6,-0.103961,-0.0975528,-0.101346
591,24,-0.0875991,-0.100466,-0.109943
592.5,23,-0.0814916,-0.114159,-0.10383
594,-2,-0.0690456,-0.122689,-0.104473
595.5,-14,-0.0693455,-0.117848,-0.0937163
597,9,-0.0511907,-0.115035,-0.0978941
598.5,30,-0.0741304,-0.104679,-0.0919237
600,24,-0.0810215,-0.0974926,-0.0971817
601.5,-2,-0.0796485,-0.106099,-0.107299
603,27,-0.0637188,-0.110446,-0.088004
604.5,24,-0.0610873,-0.115666,-0.0885133
606,-7,-0.0603785,-0.116017,-0.0772368
607.5,32,-0.0704535,-0.111752,-0.0801745
609,32,-0.0616115,-0.109931,-0.0845521
610.5,-5,-0.0681172,-0.107793,-0.083415
612,-11,-0.0765,-0.109036,-0.0797905
613.5,20,-0.0930295,-0.109501,-0.0998464
615,40,-0.118821,-0.10207,-0.10352
616.5,2,-0.107529,-0.107412,-0.0906166
618,15,-0.109859,-0.0854753,-0.0888852
619.5,65,-0.103441,-0.0800843,-0.0922767
621,-11,-0.0973913,-0.0853544,-0.0915534
622.5,-13,-0.0826802,-0.0961612,-0.0737238
624,6,-0.0779418,-0.101928,-0.0754053
625.5,18,-0.0823853,-0.0897617,-0.0765099
627,20,-0.0654749,-0.0859754,-0.0819641
628.5,14,-0.0694744,-0.0891583,-0.0770147
630,7,-0.0652584,-0.0932196,-0.0598591
631.5,15,-0.0532179,-0.0918477,-0.0628359
633,4,-0.0567797,-0.098212,-0.0734304
634.5,21,-0.0644925,-0.0851224,-0.0697409
636,10,-0.0665216,-0.0841199,-0.0778547
637.5,-21,-0.062848,-0.0772955,-0.0708406
639,15,-0.0863454,-0.0794115,-0.0749887
640.5,6,-0.0743251,-0.071294,-0.0756956
642,2,-0.0594119,-0.0726406,-0.0777387
643.5,18,-0.0514781,-0.0781495,-0.0803698
645,4,-0.0529801,-0.0802083,-0.07299
646.5,8,-0.0452733,-0.0757949,-0.0777049
648,1,-0.0535058,-0.0797639,-0.0772499
649.5,0,-0.0611993,-0.0746819,-0.082075
651,21,-0.0646575,-0.0745934,-0.0867598
652.5,13,-0.0709874,-0.0725908,-0.091676
654,9,-0.0599199,-0.0704206,-0.0978427
655.5,6,-0.0478396,-0.063912,-0.110096
657,10,-0.0363456,-0.0754089,-0.109005
658.5,15,-0.0319175,-0.0701752,-0.109197
660,17,-0.042147,-0.0643974,-0.108801
661.5,8,-0.0477303,-0.0568207,-0.100099
663,18,-0.0349579,-0.0526911,-0.0926912
664.5,2,-0.038849,-0.0571523,-0.0843249
666,5,-0.0466328,-0.0715162,-0.0835768
667.5,44,-0.0433736,-0.0736138,-0.0870678
669,7,-0.0437518,-0.0808598,-0.0834
670.5,17,-0.0445358,-0.0847628,-0.0873044
672,16,-0.0468966,-0.0814081,-0.0869914
673.5,5,-0.0543229,-0.0891028,-0.104061
675,22,-0.0658978,-0.0817363,-0.0930424
676.5,11,-0.0674051,-0.0863352,-0.0871832
678,22,-0.0793492,-0.0819085,-0.07875
679.5,22,-0.0972831,-0.0846548,-0.0877425
681,4,-0.0969916,-0.0910941,-0.080847
682.5,13,-0.0943989,-0.0928365,-0.0784577
684,16,-0.0800937,-0.0868823,-0.073213
685.5,11,-0.0782802,-0.0909065,-0.0687423
687,16,-0.0674877,-0.0868534,-0.0753032
688.5,9,-0.0794634,-0.0915273,-0.0732667
690,4,-0.0845657,-0.089206,-0.0696788
691.5,31,-0.0887919,-0.0993939,-0.0805885
693,-12,-0.0807124,-0.0829998,-0.0749864
694.5,1,-0.0809421,-0.0716269,-0.0663809
696,22,-0.0768884,-0.0701419,-0.0647886
697.5,-4,-0.0675781,-0.0699766,-0.0840648
699,17,-0.0657156,-0.074579,-0.0963929
700.5,-4,-0.0590732,-0.0898134,-0.0979392
702,29,-0.0691203,-0.0899182,-0.0951213
703.5,25,-0.0736909,-0.0898126,-0.0912861
705,-14,-0.0798032,-0.0886297,-0.086706
706.5,2,-0.0644204,-0.0844638,-0.0904989
708,-2,-0.0547145,-0.0902216,-0.0949423
709.5,6,-0.076516,-0.080586,-0.0842013
711,23,-0.0951129,-0.0883693,-0.0891481
712.5,11,-0.0962666,-0.090278,-0.0923496
714,11,-0.0786987,-0.0915398,-0.082024
715.5,-3,-0.067052,-0.0899735,-0.114176
717,14,-0.0660171,-0.0926977,-0.108626
718.5,16,-0.0739049,-0.0921498,-0.10185
720,15,-0.0724625,-0.0806514,-0.0950537
721.5,5,-0.0916775,-0.0847097,-0.0927441
723,16,-0.0911106,-0.0941303,-0.0929927
724.5,-4,-0.0921499,-0.086781,-0.0753907
726,7,-0.0841211,-0.0877195,-0.0748831
727.5,45,-0.079239,-0.0791146,-0.067123
729,27,-0.0684473,-0.0625342,-0.0868945
730.5,-17,-0.0630402,-0.0669584,-0.0899281
732,2,-0.0600629,-0.0613316,-0.0876814
733.5,26,-0.0654819,-0.0727006,-0.0907982
735,31,-0.0511335,-0.0856972,-0.0884462
736.5,-5,-0.0636353,-0.0861707,-0.0787983
738,30,-0.0713254,-0.0908675,-0.0846195
739.5,56,-0.0679911,-0.0956854,-0.0752215
741,-18,-0.0765917,-0.0854116,-0.0702803
742.5,-3,-0.0707596,-0.0895784,-0.0756746
744,13,-0.0787583,-0.097495,-0.085557
745.5,17,-0.0834719,-0.0857987,-0.0687549
747,20,-0.0818014,-0.0944712,-0.0712927
748.5,15,-0.0725197,-0.0858796,-0.0798865
750,10,-0.0734249,-0.0965055,-0.0850778
751.5,19,-0.0781458,-0.0950446,-0.0885091
753,5,-0.0773961,-0.0870579,-0.0809448
754.5,19,-0.0969245,-0.0838503,-0.07156
756,15,-0.0946823,-0.0861325,-0.0780385
757.5,-13,-0.0891807,-0.094511,-0.0742866
759,15,-0.0870426,-0.0965928,-0.0760617
760.5,3,-0.0897141,-0.076706,-0.0840797
762,9,-0.084532,-0.0777657,-0.0789821
763.5,15,-0.0811086,-0.0807345,-0.088959
765,9,-0.0871338,-0.0879957,-0.0921639
766.5,12,-0.085068,-0.0958501,-0.0917725
768,7,-0.0771554,-0.0895204,-0.0954457
769.5,-1,-0.0883051,-0.0982819,-0.0802741
771,10,-0.088798,-0.0928673,-0.0756626
772.5,5,-0.0770576,-0.096149,-0.0783309
774,11,-0.101565,-0.0914262,-0.0760325
775.5,8,-0.0995025,-0.0859434,-0.085053
777,6,-0.100982,-0.0886024,-0.0843655
778.5,12,-0.0857937,-0.074253,-0.0927847
780,14,-0.0786027,-0.0845529,-0.086599
781.5,2,-0.0787247,-0.0891187,-0.0789356
783,17,-0.0745848,-0.0875064,-0.0928738
784.5,-2,-0.0679984,-0.0791335,-0.0930277
786,6,-0.0763567,-0.0778517,-0.0906422
787.5,30,-0.0701864,-0.0700083,-0.101689
789,3,-0.0652501,-0.0665744,-0.114169
790.5,23,-0.0675611,-0.0746601,-0.114154
792,16,-0.0619942,-0.0821135,-0.11854
793.5,7,-0.0708792,-0.0916367,-0.115553
795,15,-0.0842472,-0.0888769,-0.110965
796.5,10,-0.088152,-0.0758362,-0.0993221
798,25,-0.0874716,-0.0802515,-0.0999389
799.5,22,-0.0962691,-0.086776,-0.115931
801,8,-0.104463,-0.0922229,-0.11759
802.5,19,-0.0947419,-0.0844975,-0.128402
804,19,-0.090047,-0.0895668,-0.125368
805.5,4,-0.0918768,-0.0971827,-0.139779
807,58,-0.0886217,-0.0913062,-0.140793
808.5,-44,-0.0854397,-0.0827415,-0.134043
810,-21,-0.0795234,-0.0775564,-0.136925
811.5,73,-0.0653522,-0.0810973,-0.131396
813,-79,-0.0792959,-0.0791576,-0.135495
814.5,76,-0.0830352,-0.0757498,-0.135888
816,43,-0.0813076,-0.0813187,-0.123796
817.5,-75,-0.0802145,-0.0730849,-0.125017
819,102,-0.0675905,-0.0566498,-0.121732
820.5,-4,-0.0785344,-0.0568345,-0.110238
822,23,-0.077081,-0.0677394,-0.105785
