time,value1,value2,value3,value4
222,23,0.0126443,-0.0113177,-0.00897054
223.5,-14,0.0171305,-0.00346788,0.00564163
225,116,0.00764135,-0.00975714,-0.00579072
226.5,59,0.00315672,-0.0141678,-0.00293294
228,-64,-0.00448973,-0.0192482,0.00827635
229.5,-30,-0.00409286,-0.0147002,0.00300936
231,12,0.00288898,-0.0164154,-0.00704672
232.5,18,-0.00836179,-0.0155763,-0.0134628
234,18,-0.0143058,-0.0192111,-0.0187372
235.5,20,-0.0182593,-0.0299941,-0.0145649
237,15,-0.0270843,-0.0297367,-0.0126788
238.5,3,-0.02287,-0.025729,-0.00295499
240,13,-0.033128,-0.0182556,-0.00470098
241.5,1,-0.0255503,-0.014139,0.0147581
243,13,-0.00405499,-0.0246174,0.0161264
244.5,-2,0.00246831,-0.0321854,0.00288037
246,17,-0.00819725,-0.0208215,0.00920905
247.5,3,-0.0155271,-0.0123899,0.0017018
249,16,-0.0129228,-0.0252742,-0.000373601
250.5,4,-0.0213118,-0.0263487,-0.0146041
252,105,-0.0225613,-0.026898,-0.020146
253.5,-89,-0.0362883,-0.0277254,-0.0307054
255,0,-0.0300829,-0.0215596,-0.0441101
256.5,6,0.00409428,-0.0203512,-0.0533466
258,27,0.00808577,-0.0176775,-0.0490863
259.5,113,0.00481506,-0.0154222,-0.0412166
261,-53,-0.00752243,-0.0084584,-0.0263518
262.5,-37,-0.00872377,-0.00253822,-0.00128778
264,5,-0.0235647,-0.00474612,0.00590994
265.5,20,-0.00592395,-0.0130686,0.00579022
267,24,0.0244737,-0.0207739,0.00346368
268.5,31,0.000237345,-0.0121579,-0.00916189
270,12,0.011865,-0.00441159,-0.00810851
271.5,18,-0.0138583,-0.00178356,0.00243626
273,8,-0.00838078,-0.00468551,0.00605645
274.5,18,-0.0065543,0.00307925,0.0202481
276,0,0.000769502,0.00552809,0.0259359
277.5,20,0.013794,0.00760354,0.0300967
279,5,0.0288235,0.0093027,0.0335316
280.5,15,0.0293724,0.00212744,0.0402453
282,7,0.0257527,0.0171418,0.0356663
283.5,12,0.0225564,0.0149548,0.0321448
285,7,0.0152391,0.0161923,0.0445888
286.5,14,-0.00183893,0.00216928,0.0297223
288,6,-0.0024733,0.007826,0.0219366
289.5,13,-0.00979547,0.00129523,0.0267202
291,14,-0.0129474,-0.00241644,0.0198536
292.5,3,-0.000687086,-0.0028254,0.0350746
294,5,-0.00936865,-0.00932074,0.0420108
295.5,11,-0.00178263,-0.0050126,0.0354145
297,11,-0.00358074,-0.00544544,0.0386002
298.5,2,-0.0152412,0.00375149,0.0366872
300,8,-0.0212625,-0.00576614,0.0361129
301.5,6,-0.0140536,-0.0140009,0.0452139
303,15,-0.000620049,-0.0221017,0.0482456
304.5,0,0.00346248,-0.0113968,0.0355159
306,19,0.00587667,-0.0247513,0.0227119
307.5,4,0.0108145,-0.0282968,0.0372195
309,16,-0.0072827,-0.0306677,0.045214
310.5,3,-0.00362141,-0.0353575,0.0275314
312,15,-0.00981202,-0.0349585,0.0176698
313.5,11,-0.015015,-0.0370445,0.015446
315,19,-0.0262427,-0.0263382,0.0267328
316.5,2,-0.0327194,-0.0342603,0.0192971
318,22,-0.0414584,-0.045874,0.018837
319.5,40,-0.0336177,-0.0480269,0.008873
321,-27,-0.041676,-0.0327189,0.00798362
322.5,-21,-0.0286807,-0.0297441,0.00868848
324,39,-0.0330163,-0.0221272,0.00638424
325.5,33,-0.032426,-0.0145594,-0.00123082
327,7,-0.031603,-0.00935874,-0.00197611
328.5,-1,-0.0494344,-0.0155948,-0.00795451
330,56,-0.0494688,-0.00972153,-0.0108605
331.5,11,-0.0426818,-0.00451857,-0.00373118
333,-18,-0.0319407,0.00305763,-0.0079422
334.5,11,-0.0130757,0.00291163,0.00150704
336,8,-0.0107612,0.000389625,0.00559635
337.5,28,-0.0214366,-0.00391679,-0.00256932
339,8,-0.00777908,-0.00344378,-0.00609208
340.5,22,-0.00857833,-0.00302658,-0.017373
342,7,-0.0275572,-0.00924892,-0.0202721
343.5,12,-0.0267058,-0.0142656,-0.00120423
345,3,-0.0262752,-0.00900728,-0.00383151
346.5,16,-0.0283359,-0.0186111,0.00518509
348,2,-0.0207646,-0.028583,0.0101676
349.5,10,-0.0324959,-0.0220905,-0.0039758
351,9,-0.0393755,-0.0280691,0.00599029
352.5,3,-0.0394175,-0.0132612,0.0116616
354,7,-0.0286778,-0.0166608,0.00830241
355.5,16,-0.0189837,-0.0261693,0.00395084
357,9,-0.0210997,-0.0348623,-0.00271722
358.5,6,-0.0309601,-0.0265708,-0.0147794
360,12,-0.0258704,-0.0221101,-0.0171703
361.5,4,-0.0339749,-0.0261839,-0.00421119
363,17,-0.0309881,-0.0136927,-0.000748687
364.5,1,-0.0308536,-0.00998434,-0.00962825
366,20,-0.0295934,-0.000422736,-0.0246635
367.5,-3,-0.0238251,-0.00270459,-0.025113
369,17,-0.031136,0.0033838,-0.0275971
370.5,5,-0.0342289,0.00363808,-0.0282388
372,14,-0.0413131,-0.00368443,-0.034878
373.5,8,-0.0529433,-0.0141201,-0.0188731
375,18,-0.0506224,-0.00190803,-0.0345026
376.5,19,-0.0527243,-0.0165783,-0.0341882
378,10,-0.0398745,-0.01206,-0.0278463
379.5,-81,-0.0275903,-0.0238853,-0.0333954
381,39,-0.0280852,-0.0314058,-0.0184661
382.5,-5,-0.0322392,-0.0302453,-0.00829299
384,184,-0.024689,-0.0367654,-0.015947
385.5,8,-0.0197011,-0.0247571,6.05E-05
387,-41,-0.0423681,-0.0367196,0.00801542
388.5,-38,-0.0235222,-0.0299576,0.0176016
390,4,-0.0187175,-0.0329274,0.0313255
391.5,44,-0.0258975,-0.035342,0.0136941
393,28,-0.0158576,-0.0303297,0.0268185
394.5,17,-0.0226074,-0.0375311,0.012213
396,21,-0.0167831,-0.0424388,0.00654821
397.5,29,-0.021093,-0.0446581,0.00775261
399,-35,-0.00995951,-0.0472481,0.00928267
400.5,8,0.000350292,-0.0412899,0.0126313
402,17,0.00689447,-0.0329544,0.01616
403.5,6,0.010827,-0.023066,0.0192308
405,1,0.0118685,-0.011276,0.0223602
406.5,69,0.0217211,-0.0208916,0.0118332
408,-5,0.010011,-0.000109684,0.0155569
409.5,-11,0.00625506,-0.00625592,0.0139681
411,1,-0.00241191,-0.00387972,0.0156006
412.5,10,-0.0208703,-0.00845728,0.0140739
414,11,-0.0348854,-0.0153392,0.0339917
415.5,28,-0.035675,-0.00129279,0.0249272
417,13,-0.0321979,0.0119228,0.03191
418.5,-18,-0.0273618,0.00488302,0.0295646
420,1,-0.031911,0.0232256,0.0351242
421.5,11,-0.027934,0.0193175,0.0442813
423,28,-0.0244016,0.010954,0.0297596
424.5,-2,-0.0277891,0.00779335,0.0311373
426,14,-0.0147151,-0.00257144,0.0284508
427.5,17,-0.00931678,-0.00543219,0.0344102
429,27,-0.0132659,0.000774991,0.0332644
430.5,-4,-0.00409873,0.00581832,0.028559
432,7,0.00208256,-0.00314284,0.0255737
433.5,14,-0.0148695,-0.0116307,0.0151122
435,17,-0.00738593,-0.00969253,0.0165513
436.5,3,-0.00651004,-0.0143101,0.0245365
438,28,-0.0024521,-0.0149783,0.00734229
439.5,14,-0.00521869,-0.026569,-0.00931663
441,18,-0.0191572,-0.027501,0.00309858
442.5,28,-0.019635,-0.0352682,0.00559485
444,-8,-0.0126514,-0.0392319,0.0103184
445.5,-9,0.00596346,-0.0466314,0.0144513
447,20,-0.00700458,-0.0533268,-0.00065509
448.5,28,-0.014573,-0.046696,-0.000665708
450,12,-0.0256886,-0.051788,-0.00563146
451.5,8,-0.0302217,-0.0554736,-0.00354913
453,3,-0.0292883,-0.044922,-0.00970865
454.5,46,-0.0291931,-0.0437739,-0.0120868
456,-5,-0.0177424,-0.0444459,-0.00170243
457.5,3,-0.0291762,-0.035324,-0.00330944
459,2,-0.0136701,-0.0286471,0.00762106
460.5,20,-0.00311926,-0.0230341,0.00266218
462,9,-0.0172271,-0.015479,0.0104154
463.5,17,-0.0205964,-0.00761157,0.0158745
465,5,-0.0135708,-0.0225377,0.0163821
466.5,16,-0.0276929,-0.0208233,0.0119726
468,0,-0.0482605,-0.0363657,0.00129238
469.5,12,-0.0287372,-0.0471316,0.010736
471,7,-0.0367193,-0.0400717,0.0150686
472.5,4,-0.0342359,-0.0365962,0.0190305
474,5,-0.0274388,-0.0343977,0.0115773
475.5,14,-0.0342776,-0.0300785,-0.0021399
477,11,-0.0340864,-0.0488907,0.00483875
478.5,6,-0.0500181,-0.0374056,0.00333986
480,10,-0.0446244,-0.0450152,0.00157421
481.5,7,-0.0490783,-0.045245,0.00157805
483,17,-0.0467287,-0.0469806,0.000129352
484.5,6,-0.0468534,-0.0517053,0.00598138
486,19,-0.0520641,-0.0448945,0.00588278
487.5,10,-0.0426534,-0.0426269,0.00371477
489,8,-0.0357763,-0.0376705,0.00870808
490.5,2,-0.0259653,-0.0400675,-0.000398612
492,23,-0.0204716,-0.042955,0.00194729
493.5,12,-0.034817,-0.0517823,0.0159339
495,19,-0.0330648,-0.0542277,0.0099498
496.5,1,-0.0164303,-0.0476107,0.00261308
498,21,-0.0300306,-0.0508128,-0.0036458
499.5,10,-0.0323424,-0.0412709,-0.001217
501,72,-0.0384008,-0.0360814,0.00132798
502.5,-87,-0.0402913,-0.0279341,-0.00757741
504,43,-0.0411522,-0.0334034,-0.0129313
505.5,-10,-0.0291136,-0.0462747,-0.0238359
507,89,-0.0361185,-0.0443905,-0.0299038
508.5,33,-0.0282434,-0.0435427,-0.014221
510,-39,-0.0248496,-0.030916,-0.0359861
511.5,17,-0.0042961,-0.0255475,-0.0368267
513,-20,-0.00118203,-0.0345976,-0.03973
514.5,-54,-0.00355123,-0.0259324,-0.0261185
516,82,-0.0188254,-0.0314917,-0.0150523
517.5,53,-0.000779574,-0.0170467,0.00403382
519,-56,-0.00698736,-0.00832267,0.00510373
520.5,95,-0.0173652,-0.0146884,-0.00494631
522,-37,-0.014744,-0.015824,-0.00523177
523.5,-13,-0.0132985,-0.012698,0.00424192
525,13,-0.0179545,-0.0241629,0.00190636
526.5,18,-0.0234832,-0.0245674,-0.00998284
528,0,-0.0164816,-0.0259773,0.00214071
529.5,54,0.00194727,-0.0234586,-0.000801475
531,13,-0.0101173,-0.0165556,-0.0101308
532.5,-22,-0.0120023,-0.00319699,-0.00937936
534,-4,-0.0105038,0.0058606,-0.0144791
535.5,23,-0.0038933,0.00833507,-0.00159791
537,6,-0.0167941,0.00659047,0.0043517
538.5,-52,-0.0284175,0.00748361,0.0129002
540,28,-0.0136645,0.0029222,0.0184288
541.5,3,-0.017646,-0.00410196,0.0264988
543,39,-0.00680109,0.00149003,0.0204909
544.5,55,-0.0178676,0.00398516,0.0242181
546,-23,-0.00507425,0.0109468,0.0330778
547.5,-18,-0.00135358,0.00833074,0.0157333
549,5,0.0224678,0.00604389,0.0148528
550.5,-45,0.0167717,2.47E-05,0.00391521
552,42,0.0289007,-0.00932946,0.0178977
553.5,38,0.0296346,-0.00738598,0.0237016
555,-2,0.0401931,-0.00590879,0.0153849
556.5,37,0.0429778,0.000587682,0.0118476
558,53,0.0137378,-0.00391352,0.0123817
559.5,-30,0.016452,0.00998139,0.000911433
561,25,0.0236842,0.0137653,0.0134056
562.5,-61,0.0223547,0.00930536,0.00877696
564,25,0.0332669,0.00996587,0.0107749
565.5,-21,0.0332278,0.0140245,0.0132939
567,20,0.0286366,0.00893077,0.0206913
568.5,88,0.0244626,-0.00131237,0.0184651
570,-24,0.026936,-0.00108869,0.0206854
571.5,70,0.0254071,-0.00610808,0.0165129
573,-22,0.0177702,-0.00209333,0.0228416
574.5,-30,0.0114101,-0.00904543,0.0202208
576,-8,0.0183479,-0.0123571,0.0247456
577.5,51,0.0262031,-0.0218341,0.0272678
579,22,0.0394523,-0.0140534,0.0211414
580.5,9,0.0259498,-0.0122126,0.0158155
582,-2,0.0171019,-0.00445535,0.0187427
583.5,21,0.010174,-0.00821951,0.00242399
585,4,-7.85E-05,-0.00700233,0.00193919
586.5,-40,-0.00186667,-0.0234469,-0.00960248
588,40,0.00917964,-0.020736,-0.00566367
589.5,-10,0.000478934,-0.00828697,-0.0101256
591,-64,0.00549415,0.00303001,-0.00941058
592.5,126,-0.00397269,-0.001145,0.0096449
594,-28,-0.00297772,-0.00289447,-0.00828895
595.5,2,0.00358066,-0.00122935,-0.00595839
597,42,0.00772499,0.0114692,0.00227968
598.5,-20,0.00412557,0.00727451,0.00709969
600,-11,0.0147752,0.00876791,0.0163025
601.5,4,0.0107679,0.0100402,0.0213631
603,31,0.0125227,0.0181961,0.0204189
604.5,39,0.0102687,0.0283674,0.021257
606,3,-0.00230769,0.0220732,0.0198383
607.5,-9,0.00271366,0.0271242,0.0102052
609,53,0.000517371,0.0134751,0.00373804
610.5,-50,-0.00219171,0.0047283,0.0111345
612,13,0.0240021,0.00126106,0.0196719
613.5,19,0.0176984,-0.00418948,0.026856
615,-4,0.0228775,0.0130193,0.0293102
616.5,117,0.00978367,0.00657487,0.0299988
618,23,0.0149924,0.000953812,0.0337719
619.5,-50,0.0151006,0.0106554,0.027407
621,9,0.0155379,0.0229943,0.0199073
622.5,-15,0.0308199,0.0229343,0.0248489
624,-24,0.0253073,0.0150112,0.00890235
625.5,41,0.0270605,0.00747011,0.0180633
627,22,0.019594,0.0193986,0.0133529
628.5,29,0.0339646,0.0233164,0.0154272
630,67,0.0316313,0.0312998,0.0215835
631.5,-23,0.0261568,0.0291132,0.0270397
633,-41,0.0368097,0.0284889,0.0276513
634.5,-2,0.0490399,0.0261661,0.0391882
636,10,0.0225961,0.0286528,0.029403
637.5,25,0.0106108,0.0309137,0.0267801
639,14,0.0144515,0.0393949,0.0268416
640.5,21,0.0104087,0.0295375,0.0261119
642,23,0.0268669,0.033018,0.0113291
643.5,0,0.014278,0.0318843,0.0223062
645,-60,0.0252521,0.0211626,0.0131002
646.5,25,0.00246354,0.0251543,0.012463
648,25,0.00452633,0.0225286,0.0124491
649.5,-9,0.0127407,0.0203117,0.00415217
651,94,0.0115455,0.00953809,0.0122094
652.5,-3,0.00728217,0.00483734,0.0167077
654,-42,0.0176011,0.0158959,0.0222184
655.5,16,0.0132791,-4.64E-05,0.0343107
657,2,0.0202941,0.00333793,0.0378588
658.5,0,0.0318188,0.0160541,0.0474604
660,12,0.0303656,0.0143174,0.0348169
661.5,29,0.0358674,0.0335275,0.038972
663,29,0.0385151,0.0285677,0.0441373
664.5,2,0.0457442,0.0250654,0.051598
666,7,0.0437608,0.0212161,0.0293455
667.5,25,0.049139,0.0223264,0.0348781
669,10,0.0456248,0.0172016,0.0301333
670.5,-3,0.040759,0.0128303,0.0185828
672,37,0.030653,0.0131737,0.0116794
673.5,-71,0.0432628,0.00289665,0.0205328
675,35,0.0446318,0.00383027,0.0269427
676.5,31,0.0380104,0.00508148,0.0377715
678,11,0.0384757,0.00976783,0.0361305
679.5,105,0.0456125,0.0155342,0.0364465
681,9,0.0330826,0.0213886,0.0316358
682.5,-34,0.0501671,0.0260722,0.0329216
684,-8,0.0377285,0.0310605,0.0224069
685.5,7,0.0409059,0.026051,0.0157656
687,23,0.0394392,0.0236339,0.0222791
688.5,22,0.0399193,0.0206528,0.0275962
690,16,0.0365454,0.0140395,0.0229268
691.5,30,0.0396588,0.00925312,0.0277248
693,-1,0.0224069,0.00922579,0.0214717
694.5,-57,0.0244897,0.00675994,0.0294288
696,15,0.027609,0.0051364,0.0162488
697.5,35,0.042431,0.0188507,0.0174606
699,-18,0.0380035,0.0167874,0.0221125
700.5,105,0.0205316,0.0178136,0.0148573
702,9,0.022789,0.0156863,0.0202424
703.5,-30,0.0268497,0.014062,0.0296493
705,-22,0.0221312,0.00473225,0.0259148
706.5,14,0.0215131,-0.000171139,0.0163411
708,13,0.00799067,-0.00211538,0.0169679
709.5,24,0.00814631,0.00164394,0.00709447
711,12,0.0110769,0.00728935,0.0164399
712.5,26,0.00901181,0.0130859,0.0187111
714,-9,0.00981506,0.0112446,0.0222632
715.5,0,0.0158693,0.00659046,0.0371793
717,12,0.00713347,0.00364304,0.0448985
718.5,19,0.00164804,0.0189749,0.035423
720,5,0.00678019,0.0109127,0.0418293
721.5,-3,0.0129403,0.00880772,0.0398016
723,17,0.0274891,-0.00137201,0.0324078
724.5,33,0.0213399,-0.00249418,0.0242621
726,2,0.0168715,-0.00176258,0.0323693
727.5,-5,0.0187585,-0.00265146,0.0338979
729,16,0.0027304,-0.00297462,0.0150084
730.5,11,-0.000671829,0.00425399,0.0214256
732,24,0.00652774,0.00910584,0.028011
733.5,11,0.00507187,0.00968987,0.0412464
735,23,0.00746483,0.00437686,0.0349092
736.5,3,0.00291529,-0.00200719,0.0320348
738,19,0.0126544,0.00669606,0.0401455
739.5,4,0.0194436,0.0269648,0.0307001
741,14,0.0288836,0.0220374,0.0177261
742.5,13,0.0230568,0.02888,0.0283091
744,14,0.0361836,0.0329576,0.0383689
745.5,5,0.0491904,0.0387412,0.033634
747,13,0.0427096,0.0333594,0.0319707
748.5,12,0.0427862,0.0343298,0.0391736
750,16,0.0299698,0.0368519,0.0274439
751.5,22,0.0205184,0.0292487,0.0170333
753,5,0.0277892,0.024718,0.0247805
754.5,9,0.0258892,0.0218692,0.0179123
756,9,0.0198094,0.0178833,0.0294141
757.5,12,0.0132921,0.0224533,0.0189635
759,7,0.0115356,0.0192428,0.0229254
760.5,4,-0.00224623,0.0219116,0.0258116
762,4,0.00361467,0.0167146,0.021145
763.5,9,-0.00692941,0.0246994,0.0199966
765,-8,-0.00338889,0.0258113,0.0318605
766.5,27,-0.00636898,0.0161102,0.0428034
768,4,0.00302229,0.0106769,0.05262
769.5,14,0.0197551,0.0132743,0.0461326
771,-1,0.019011,0.0150419,0.0435276
772.5,9,0.0115509,0.0118008,0.0428245
774,10,0.0075872,0.00548369,0.0413414
775.5,16,-0.00986454,-0.00143207,0.0402612
777,8,-0.00904411,0.0087079,0.0500905
778.5,17,0.0182696,0.00595769,0.0371688
780,7,0.0260403,-0.0160272,0.0367106
781.5,7,0.0155709,-0.0299685,0.0417263
783,19,0.00589259,-0.0253713,0.0520416
784.5,13,-0.00139909,-0.0274739,0.0610728
786,11,0.00464313,-0.0197679,0.0421305
787.5,6,0.0168929,-0.0156591,0.0505237
789,19,0.0127627,-0.0141954,0.0462969
790.5,11,0.0169246,-0.000571739,0.0460668
792,17,0.0269686,0.0204135,0.0546287
793.5,8,0.0216751,0.0311111,0.0434551
795,21,0.030769,0.0194966,0.0606481
796.5,3,0.0240139,0.0210672,0.0531571
798,25,0.0256249,0.00979333,0.0523339
799.5,4,0.0217526,0.0265719,0.0393531
801,17,0.0241667,0.0271154,0.0444068
802.5,11,0.00810917,0.0266967,0.0374729
804,14,0.00593615,0.0270988,0.0430797
805.5,7,0.0078055,0.0255196,0.0317372
807,14,0.00549278,0.0170406,0.0192286
808.5,9,0.00409358,0.0116152,0.0176137
810,13,0.0276774,0.0132879,0.0349822
811.5,13,0.0291069,0.0153244,0.0479211
813,5,0.0293486,0.0218803,0.0518277
814.5,6,0.0300931,0.0315863,0.0616453
816,12,0.0548407,0.0373726,0.0605763
817.5,12,0.0308445,0.0290446,0.0532413
819,5,0.0392069,0.0252142,0.049002
820.5,13,0.039483,0.023236,0.0479122
822,2,0.0350438,0.029257,0.0559989
823.5,13,0.0422657,0.0265479,0.0488711
825,4,0.0219871,0.0253116,0.0478784
826.5,17,0.0194938,0.0265339,0.0550866
828,0,0.0259172,0.027822,0.0601449
829.5,13,0.0255943,0.00930056,0.062492
831,6,0.0185713,0.0125612,0.0632012
832.5,10,0.0253296,0.00818686,0.0670969
834,9,0.0150023,0.00104081,0.0629193
835.5,14,0.0124027,0.0077379,0.0550448
837,15,0.0208958,-0.00137442,0.0540212
838.5,8,0.0121568,-0.00653063,0.0442084
840,22,0.015538,0.00249541,0.0422715
841.5,-4,0.0181928,0.00428514,0.0426694
843,2,0.0279831,0.00199275,0.0412528
844.5,17,0.0443337,0.00535718,0.0490779
846,21,0.0415802,-0.00067983,0.0373148
847.5,19,0.0222905,-0.00194043,0.0378897
849,0,0.0319628,-0.00675068,0.0253191
850.5,4,0.0355918,0.00262972,0.0230172
852,52,0.0313797,0.00478053,0.0262037
853.5,13,0.0314174,0.00688911,0.0249288
855,7,0.0295434,8.02E-05,0.0165438
856.5,-8,0.034909,0.00297367,0.0170238
858,21,0.0206615,-0.00250905,0.0117423
859.5,11,0.0054554,0.00749717,0.00525102
861,27,-0.00816265,0.00828656,-0.00337671
862.5,12,-0.000817821,0.00383611,0.00572598
864,12,0.00711246,0.00306889,0.0156992
865.5,5,0.00874655,-0.00119148,0.0164544
867,16,0.00880112,-0.00677221,0.024636
868.5,3,0.0300905,0.0067634,0.0108566
870,10,0.040608,-0.00254195,0.0130406
871.5,43,0.0535818,2.25E-05,0.0141858
873,-45,0.0563946,0.000949039,0.0160226
