time,value4,value1,value2,value3
66,9,-0.0116847,-0.00895872,-0.126245
67.5,22,-0.00585818,0.000795199,-0.124721
69,9,-0.0301106,0.000215252,-0.130903
70.5,16,-0.0415862,0.00960755,-0.146765
72,15,-0.0445353,-0.00045151,-0.143198
73.5,8,-0.0607532,-8.06E-05,-0.136763
75,11,-0.062162,-0.0104118,-0.139151
76.5,14,-0.0580548,-0.0139065,-0.164854
78,9,-0.0611997,-0.0324161,-0.162806
79.5,12,-0.0597775,-0.0300718,-0.157248
81,15,-0.0485199,-0.015955,-0.157195
82.5,6,-0.0388658,-0.0183761,-0.154787
84,9,-0.0438046,-0.0222071,-0.143972
85.5,4,-0.0297096,-0.017485,-0.131062
87,18,-0.0394209,-0.0177762,-0.141856
88.5,3,-0.0402108,-0.0288124,-0.122644
90,12,-0.0268346,-0.0474977,-0.141949
91.5,4,-0.0191247,-0.0514321,-0.136473
93,10,-0.0228273,-0.0568947,-0.135201
94.5,3,0.00551715,-0.0701388,-0.14047
96,19,-0.0166234,-0.0643539,-0.138061
97.5,2,-0.00307928,-0.0590945,-0.141913
99,15,-0.00535478,-0.0665321,-0.151653
100.5,4,0.00802939,-0.0726225,-0.149204
102,7,0.00637366,-0.0537136,-0.165664
103.5,9,-0.00512054,-0.0317116,-0.130909
105,12,-0.0250837,-0.0213356,-0.121963
106.5,6,-0.0202165,-0.0175244,-0.111765
108,15,-0.0234016,-0.0337321,-0.111379
109.5,10,-0.0120413,-0.0236184,-0.109449
111,6,-0.0141196,-0.0265061,-0.108783
112.5,17,-0.01653,-0.02822,-0.132111
114,11,-0.0224963,-0.0223305,-0.126135
115.5,17,-0.0121645,-0.0258616,-0.117367
117,3,-0.00444738,-0.025179,-0.101092
118.5,14,-0.00799465,-0.0261762,-0.0946287
120,8,-0.00599691,-0.0119265,-0.0950006
121.5,17,-0.00719038,-0.0119264,-0.114832
123,10,-0.00181407,0.00206895,-0.122046
124.5,20,0.00702342,-0.00827125,-0.123558
126,4,-0.0103336,-0.0123343,-0.122403
127.5,19,-0.0100615,-0.0364548,-0.133104
129,5,-0.000471854,-0.0323908,-0.142206
130.5,17,-0.00964978,-0.026053,-0.143235
132,15,0.00354652,-0.0373279,-0.12645
133.5,17,-0.016854,-0.0371581,-0.13597
135,12,0.010894,-0.031831,-0.134292
136.5,11,0.0119057,-0.0274992,-0.133592
138,-5,0.0315587,-0.0184216,-0.158649
139.5,11,0.0245491,-0.00807293,-0.15301
141,24,0.0225805,-0.00372244,-0.15519
142.5,12,0.00390666,-0.00483697,-0.143754
144,8,-0.00220873,-0.00790327,-0.153565
145.5,2,-0.00570522,-0.00218369,-0.143738
147,19,-0.00431492,-0.00644709,-0.154735
148.5,18,0.0104067,-0.00912122,-0.161301
150,2,0.0221341,-0.0017901,-0.165406
151.5,-6,0.0400405,-0.0122354,-0.140368
153,8,0.00645883,-0.0181012,-0.130071
154.5,6,-0.00704645,-0.024232,-0.134237
156,25,-0.0141617,-0.029768,-0.131621
157.5,4,-0.00838814,-0.0357051,-0.135241
159,15,-0.0260527,-0.0240744,-0.122691
160.5,4,-0.0316599,-0.0354294,-0.118194
162,4,-0.0436731,-0.0248009,-0.13119
163.5,8,-0.0363343,-0.0330642,-0.137565
165,13,-0.029217,-0.0271529,-0.151892
166.5,6,-0.0383289,-0.0259665,-0.148551
168,11,-0.0411817,-0.0216851,-0.156016
169.5,9,-0.0251686,-0.0382181,-0.163307
171,7,-0.00722345,-0.0436226,-0.157682
172.5,18,-0.00468204,-0.0327585,-0.157678
174,12,-0.0117218,-0.0289427,-0.146825
175.5,18,-0.0136646,-0.038833,-0.155481
177,6,-0.0123774,-0.0408174,-0.141283
178.5,14,-0.0311385,-0.0452461,-0.139725
180,12,-0.0295968,-0.0349342,-0.138479
181.5,12,-0.0200881,-0.0268249,-0.155563
183,-5,-0.00894181,-0.0285452,-0.153651
184.5,26,0.00595738,-0.0322715,-0.144618
186,12,0.00930235,-0.0429692,-0.154255
187.5,25,0.0201041,-0.0424428,-0.163014
189,7,0.00112792,-0.0507555,-0.168195
190.5,12,0.0177021,-0.0455851,-0.164804
192,19,0.026774,-0.0446407,-0.167329
193.5,13,0.0402629,-0.0572841,-0.158027
195,73,0.0263279,-0.0433369,-0.152749
196.5,-86,0.0159775,-0.0417548,-0.137813
198,25,-0.0191725,-0.0410854,-0.158173
199.5,18,-0.0282494,-0.058228,-0.15459
201,2,-0.0224001,-0.0523699,-0.147363
202.5,105,-0.0200637,-0.051647,-0.145873
204,-41,-0.0298597,-0.041072,-0.142891
205.5,-45,-0.0344063,-0.0347868,-0.143513
207,7,-0.0339559,-0.0355461,-0.144044
208.5,12,-0.0224288,-0.0508853,-0.149403
210,28,-0.0170458,-0.049898,-0.140206
211.5,13,-0.0117423,-0.0433559,-0.132037
213,20,-0.00296302,-0.0243023,-0.133207
214.5,17,-0.00959882,-0.0126722,-0.134346
216,6,-0.00503695,-0.0221687,-0.143436
217.5,-33,0.00633946,-0.0157006,-0.150775
219,15,-0.00340311,-0.0236444,-0.169287
220.5,100,-0.000728448,-0.0242821,-0.173315
222,-87,0.00953701,-0.0252132,-0.159403
223.5,-10,0.00842722,-0.0296059,-0.1697
225,25,0.00215548,-0.027052,-0.172733
226.5,24,-0.00430759,-0.0282709,-0.162148
228,92,0.00612533,-0.0346476,-0.150469
229.5,-57,-0.000533503,-0.0298928,-0.153124
231,-46,-0.0224111,-0.0302629,-0.15278
232.5,12,-0.0207206,-0.0340315,-0.166768
234,23,-0.0347222,-0.047043,-0.165183
235.5,37,-0.0402904,-0.0378448,-0.15168
237,13,-0.049082,-0.0463054,-0.155647
238.5,19,-0.046145,-0.0506186,-0.171765
240,10,-0.036916,-0.0491235,-0.190472
241.5,10,-0.0357144,-0.033336,-0.165558
243,5,-0.045471,-0.0375071,-0.168169
244.5,13,-0.0507339,-0.0411948,-0.16752
246,3,-0.0427806,-0.0368493,-0.168353
247.5,21,-0.0483822,-0.0277958,-0.154352
249,8,-0.028237,-0.0286906,-0.147815
250.5,18,-0.0191,-0.023233,-0.152116
252,19,-0.0160278,-0.0242336,-0.169953
253.5,18,-0.0121742,-0.0238415,-0.168745
255,24,-0.0112349,-0.0227912,-0.186332
256.5,6,-0.0204038,-0.0360514,-0.189993
258,1,-0.021358,-0.0402407,-0.180045
259.5,9,-0.0307954,-0.0394182,-0.189931
261,26,-0.0533506,-0.0373571,-0.182362
262.5,11,-0.0387921,-0.0418114,-0.185735
264,11,-0.0293886,-0.0319409,-0.185629
265.5,-3,-0.00541492,-0.0468787,-0.188653
267,37,-0.00996511,-0.0465525,-0.185969
268.5,12,-0.0144527,-0.0402585,-0.182199
270,3,-0.0179431,-0.0443079,-0.185065
271.5,70,-4.72E-05,-0.0413039,-0.177556
273,-89,-0.0030787,-0.0414964,-0.191083
274.5,8,-0.0213067,-0.0382831,-0.181323
276,31,-0.0145528,-0.0348005,-0.180781
277.5,-16,-0.00600905,-0.0301203,-0.193967
279,135,-0.0108891,-0.0322689,-0.18728
280.5,-40,-0.032889,-0.0394244,-0.175813
282,-55,-0.049143,-0.0143525,-0.177522
283.5,-16,-0.0366225,-0.0208121,-0.177571
285,25,-0.0439542,-0.0277336,-0.172305
286.5,24,-0.026589,-0.0229235,-0.172316
288,19,-0.0396662,-0.0177425,-0.170838
289.5,12,-0.050477,-0.0197009,-0.166005
291,5,-0.0380386,-0.0177951,-0.156732
292.5,15,-0.0331727,-0.0115002,-0.166921
294,3,-0.0213038,-0.00716574,-0.1625
295.5,19,-0.0181397,-0.000751853,-0.18377
297,-1,-0.0123183,-0.00200451,-0.185341
298.5,18,-0.0123971,-0.0138801,-0.184603
300,6,-0.0262688,-0.0250291,-0.176511
301.5,13,-0.0241058,-0.0389291,-0.178385
303,11,-0.0218769,-0.0362994,-0.175321
304.5,17,-0.033404,-0.0363352,-0.168679
306,6,-0.0226354,-0.0351714,-0.18067
307.5,25,-0.0300227,-0.0327671,-0.189045
309,5,-0.0296015,-0.0315802,-0.196557
310.5,29,-0.0244788,-0.0278949,-0.192799
312,-8,-0.018586,-0.0348028,-0.201148
313.5,-58,-0.0172617,-0.0390665,-0.197013
315,34,-0.0285653,-0.0430386,-0.196882
316.5,-20,-0.0184653,-0.0378683,-0.209416
318,121,-0.0101361,-0.0457279,-0.220829
319.5,51,0.0029082,-0.0413877,-0.228304
321,-51,0.00352299,-0.0342326,-0.219616
322.5,-31,0.0011733,-0.0340504,-0.22855
324,14,0.00677122,-0.0241888,-0.215386
325.5,14,-0.000764558,-0.0200175,-0.215906
327,32,-0.00350301,-0.0216962,-0.201519
328.5,10,-0.010629,-0.0126919,-0.198594
330,19,-0.0053626,-0.0194486,-0.197098
331.5,10,-0.0206412,-0.0257308,-0.206447
333,7,-0.0367027,-0.0173577,-0.200069
334.5,3,-0.0334001,-0.0216729,-0.193479
336,13,-0.0283651,-0.0114106,-0.183037
337.5,1,-0.035454,-0.00853217,-0.1759
339,10,-0.0378349,-0.00805338,-0.176341
340.5,6,-0.0223416,-0.000164164,-0.173788
342,8,-0.0115422,-0.000376861,-0.173435
343.5,7,0.00317916,-0.00366875,-0.169739
345,16,0.00977173,0.00713171,-0.167458
346.5,14,0.00961203,-0.00902641,-0.17317
348,7,0.019604,-0.0138855,-0.164593
349.5,9,0.0099005,-0.0157735,-0.156278
351,2,-0.00673582,-0.0185115,-0.153411
352.5,15,-0.0215404,-0.029541,-0.147164
354,4,-0.00970481,-0.0396273,-0.148283
355.5,20,-0.0188308,-0.0350691,-0.15418
357,-1,0.00308116,-0.035807,-0.150989
358.5,15,-0.00306854,-0.0443244,-0.162529
360,7,0.00253028,-0.0425097,-0.162231
361.5,10,-0.0149251,-0.0392691,-0.160168
363,9,-0.03876,-0.032187,-0.150845
364.5,23,-0.0528926,-0.0191904,-0.144739
366,-8,-0.038675,-0.0234197,-0.149756
367.5,27,-0.0349779,-0.0242778,-0.155866
369,15,-0.0544532,-0.0268933,-0.157644
370.5,11,-0.037082,-0.0218654,-0.147745
372,17,-0.0355978,-0.0218768,-0.146753
373.5,16,-0.0313696,-0.0240957,-0.149948
375,6,-0.0196121,-0.00854337,-0.161663
376.5,11,-0.0154903,0.00116255,-0.170292
378,15,-0.0125418,0.00643692,-0.174727
379.5,11,-0.00549697,0.0070787,-0.172463
381,19,0.0141969,0.00604879,-0.162101
382.5,5,0.0131521,0.0045935,-0.1725
384,18,0.00942499,-0.00747926,-0.180617
385.5,4,-0.00497263,-0.0242578,-0.179946
387,21,-0.0108576,-0.0181786,-0.176198
388.5,6,0.0104568,-0.000582777,-0.177222
390,12,-0.0148652,-0.00734105,-0.164455
391.5,13,-0.0169271,-0.0100118,-0.162791
393,11,-0.0178787,-0.0167433,-0.166868
394.5,5,-0.0140537,-0.0300555,-0.178477
396,11,0.00730162,-0.0371277,-0.178606
397.5,21,0.00803474,-0.0337709,-0.18682
399,11,-0.00224629,-0.0229129,-0.209478
400.5,4,0.00129373,-0.0305366,-0.208273
402,5,-0.00340176,-0.0267092,-0.206363
403.5,4,-0.00675934,-0.0238227,-0.184895
405,14,0.00316691,-0.0208821,-0.176744
406.5,12,0.0101109,-0.0212304,-0.164545
408,4,0.00285435,-0.0211233,-0.161546
409.5,12,0.0111071,-0.0168635,-0.173611
411,4,0.0298231,-0.00752796,-0.188029
412.5,14,0.0110468,-0.0106173,-0.18013
414,1,1.38E-05,0.00216917,-0.180367
415.5,22,0.00240389,0.00720714,-0.180929
417,-1,0.00287028,-0.0125438,-0.192024
418.5,16,0.0143103,0.00122426,-0.190153
420,2,0.00451897,0.00462728,-0.192542
421.5,12,0.00565907,0.00412273,-0.177117
423,10,0.0224238,-0.0149412,-0.168223
424.5,14,0.026314,-0.0188628,-0.167631
426,3,0.00519857,-0.0144238,-0.183447
427.5,21,-0.00386717,-0.0135734,-0.191605
429,9,0.00837201,-0.00664968,-0.186202
430.5,10,-0.00167737,-0.00528467,-0.174782
432,16,-0.019388,-0.018258,-0.173858
433.5,15,-0.0166071,-0.0333368,-0.164265
435,10,-0.0210126,-0.0256522,-0.155103
436.5,9,-0.0166605,-0.0179262,-0.163151
438,20,-0.00629942,-0.0133939,-0.166581
439.5,11,-0.0145611,-0.0170638,-0.166284
441,15,0.00106315,-0.0130197,-0.175137
442.5,8,-0.0101666,-0.00403199,-0.173568
444,21,-0.00110425,-0.00729437,-0.147202
445.5,3,-0.00168102,-0.0119737,-0.164569
447,20,0.00468716,-0.0183128,-0.155617
448.5,6,-0.00637004,-0.00896801,-0.168124
450,16,-0.00723962,-0.0081916,-0.181104
451.5,13,0.00248358,-0.00907873,-0.174489
453,11,0.00298388,-0.0180312,-0.184743
454.5,14,0.00871819,-0.0275783,-0.178245
456,18,0.0182907,-0.0227642,-0.17602
457.5,-6,0.0178231,-0.0159314,-0.178093
459,1,0.0070799,-0.0257933,-0.184179
460.5,17,0.0104995,-0.0284565,-0.186783
462,15,0.0112411,-0.0179949,-0.18275
463.5,9,0.0226022,-0.00980102,-0.165768
465,0,0.0275535,-0.00892816,-0.164315
466.5,7,0.00808448,-0.00763359,-0.178023
468,26,0.0233671,-0.0244865,-0.181419
469.5,20,0.014556,-0.0325321,-0.173795
471,-20,0.0105481,-0.0302348,-0.174522
472.5,6,-0.00103322,-0.0422518,-0.173413
474,3,-0.00850364,-0.0386419,-0.18591
475.5,32,-0.012785,-0.0396824,-0.195266
477,5,-0.00549218,-0.0381648,-0.177943
478.5,14,-0.00663704,-0.0395463,-0.170777
480,6,-0.0180217,-0.0446852,-0.17471
481.5,6,-0.0209478,-0.0484806,-0.179749
483,10,-0.0142158,-0.0487109,-0.178305
484.5,13,-0.0167067,-0.0537706,-0.172486
486,4,-0.0124681,-0.0596424,-0.154143
487.5,18,-0.0279707,-0.0403831,-0.142849
489,7,-0.0277106,-0.0342707,-0.145912
490.5,6,-0.0312414,-0.0359399,-0.14985
492,17,-0.0396992,-0.0348902,-0.164795
493.5,25,-0.0263256,-0.0350325,-0.173405
495,9,-0.0353179,-0.0232557,-0.178333
496.5,3,-0.0364797,-0.0256548,-0.186838
498,18,-0.0444881,-0.0333264,-0.180665
499.5,9,-0.0387311,-0.0466543,-0.192759
501,17,-0.0537169,-0.0473551,-0.201691
502.5,8,-0.0293642,-0.0306935,-0.195656
504,18,0.00173327,-0.0389709,-0.180621
505.5,6,-0.00514387,-0.0281252,-0.1715
507,22,-0.00506227,-0.0372319,-0.175626
508.5,6,-0.0226443,-0.0351521,-0.174466
510,13,-0.0163208,-0.0393459,-0.17391
511.5,14,-0.0262672,-0.0444196,-0.170457
513,11,-0.0299869,-0.0432173,-0.167154
514.5,10,-0.0350066,-0.0438689,-0.170561
516,14,-0.0426117,-0.0396199,-0.168589
517.5,8,-0.0416667,-0.0448142,-0.173128
519,13,-0.0373713,-0.0512846,-0.173854
520.5,16,-0.0237155,-0.0492003,-0.165917
522,6,-0.0158318,-0.0632819,-0.167679
523.5,7,-0.0261751,-0.0465918,-0.17507
525,9,-0.0235323,-0.0385712,-0.164727
526.5,17,-0.0296435,-0.028086,-0.177576
528,2,-0.0281516,-0.0337982,-0.191775
529.5,9,-0.0286031,-0.0444361,-0.183532
531,3,-0.0241287,-0.0323921,-0.178865
532.5,15,-0.0103298,-0.0412067,-0.184661
534,1,0.000460094,-0.0558697,-0.197375
535.5,18,-0.0216162,-0.0590768,-0.201464
537,9,-0.0204835,-0.0522071,-0.19473
538.5,4,-0.013645,-0.079928,-0.200159
540,4,-0.014605,-0.067485,-0.222954
541.5,10,-0.00520332,-0.0597404,-0.220575
543,18,-0.0118397,-0.0574382,-0.222051
544.5,17,-0.0141578,-0.0547194,-0.228436
546,7,-0.0129215,-0.0576304,-0.224149
547.5,12,0.00067992,-0.0636773,-0.219807
549,6,-0.0079806,-0.0710051,-0.224276
550.5,7,-0.0120675,-0.0577511,-0.234981
552,19,-0.0272514,-0.052725,-0.230873
553.5,14,-0.0199567,-0.0428464,-0.239718
555,14,-0.0258358,-0.049535,-0.24453
556.5,10,-0.0355741,-0.0434162,-0.230164
558,21,-0.0286089,-0.0449751,-0.230838
559.5,8,-0.0146617,-0.0514835,-0.237662
561,13,-0.0452791,-0.0456063,-0.236498
562.5,8,-0.0471905,-0.0289087,-0.216574
564,21,-0.0366058,-0.034737,-0.210637
565.5,1,-0.0401522,-0.0505186,-0.20626
567,23,-0.0285325,-0.0428702,-0.207253
568.5,5,-0.0314502,-0.0250011,-0.201829
570,19,-0.0358782,-0.0239294,-0.209251
571.5,21,-0.0510857,-0.0354887,-0.208328
573,0,-0.0579176,-0.041369,-0.206001
574.5,-1,-0.0448385,-0.0388827,-0.209074
576,24,-0.0210152,-0.0406467,-0.194567
577.5,15,-0.0137713,-0.0464775,-0.186881
579,12,-0.00523428,-0.0486167,-0.188911
580.5,11,-0.0373384,-0.0644986,-0.197869
582,1,-0.029422,-0.0631387,-0.200033
583.5,8,-0.0395398,-0.0500199,-0.194161
585,10,-0.0210634,-0.0510648,-0.173477
586.5,14,-0.00892443,-0.0440788,-0.174302
588,0,-0.0199513,-0.0443125,-0.185674
589.5,13,-0.0181046,-0.0408517,-0.184634
591,14,-0.00396512,-0.0327515,-0.177583
592.5,5,0.0060005,-0.0340932,-0.170016
594,-2,0.00524906,-0.0238722,-0.188194
595.5,22,0.0065921,-0.00443617,-0.19591
597,2,-0.00938253,-0.0127738,-0.185894
598.5,14,-0.0227605,-0.0234777,-0.185451
600,0,-0.0171615,-0.0327072,-0.211763
601.5,9,-0.0026124,-0.024903,-0.211588
603,8,-0.00857056,-0.0169761,-0.20871
604.5,16,0.00804902,-0.0135808,-0.204043
606,7,0.00459473,-0.0102333,-0.203925
607.5,14,-0.00679294,-0.0083971,-0.21086
609,9,-0.0160028,-0.0150657,-0.201031
610.5,6,-0.0139987,-0.01784,-0.195195
612,16,-0.0186267,-0.0238828,-0.196847
613.5,13,-0.0178924,-0.0225436,-0.191172
615,15,-0.0115721,-0.0206305,-0.181394
616.5,3,-0.0154891,-0.0300085,-0.176106
618,15,-0.0166785,-0.0464903,-0.175053
619.5,10,-0.0114983,-0.0566592,-0.167113
621,15,-0.0165267,-0.0439945,-0.173435
622.5,10,-0.00140669,-0.0444205,-0.175856
624,19,-0.00311939,-0.0422709,-0.154541
625.5,5,-0.0207909,-0.0384117,-0.160944
627,21,-0.0279987,-0.0446894,-0.163025
628.5,8,-0.0266862,-0.0546223,-0.168238
630,15,-0.0285773,-0.0475912,-0.181094
631.5,16,-0.0135896,-0.0490867,-0.166504
633,12,-0.0179505,-0.0496868,-0.171224
634.5,10,0.00144238,-0.0452213,-0.169424
636,12,0.0057402,-0.0455071,-0.154431
637.5,12,-0.0145506,-0.0412111,-0.152947
639,11,-0.0300356,-0.0370727,-0.159399
640.5,18,-0.0213863,-0.0440743,-0.170846
642,6,-0.0191031,-0.0488337,-0.167668
643.5,14,-0.0085526,-0.0370676,-0.161948
645,3,-0.00778925,-0.0483144,-0.171939
646.5,18,-0.00533408,-0.0401597,-0.182095
648,5,-0.000528436,-0.038266,-0.190692
649.5,17,0.0087997,-0.0221245,-0.179422
651,0,0.00758812,-0.0168227,-0.171385
652.5,-7,-0.0110783,-0.0170008,-0.173743
654,8,0.00838585,-0.00784825,-0.175123
655.5,30,-0.0118858,-0.00897943,-0.163587
657,3,-0.00811278,-0.0206877,-0.168518
658.5,12,-0.00230274,-0.0288266,-0.179324
660,1,0.00678205,-0.0202552,-0.186854
661.5,3,0.000988891,-0.0269023,-0.191998
663,8,0.00318396,-0.0179792,-0.194762
664.5,18,-0.0163962,-0.0139624,-0.209512
666,7,-0.0123194,-0.0199038,-0.226652
667.5,8,0.0041028,-0.0194306,-0.224242
669,10,-0.00549155,-0.0178945,-0.221808
670.5,4,0.0020874,-0.0156485,-0.219692
672,17,0.0031156,-0.0308634,-0.216444
673.5,7,0.0057328,-0.0214287,-0.207593
675,18,0.00358922,-0.0382234,-0.205109
676.5,4,0.00601199,-0.0486778,-0.206265
678,16,0.0114896,-0.0514642,-0.214118
679.5,7,-0.0209682,-0.0564994,-0.205023
681,10,-0.0386093,-0.0567044,-0.202715
682.5,14,-0.0315355,-0.0546585,-0.212156
684,19,-0.0403831,-0.0553018,-0.213694
685.5,1,-0.0216882,-0.0322806,-0.198769
687,21,-0.0253268,-0.0310508,-0.204945
688.5,13,-0.022754,-0.0318908,-0.188897
690,15,-0.0272262,-0.0351936,-0.175485
691.5,16,-0.0178427,-0.0285056,-0.185303
693,14,-0.0111336,-0.0155438,-0.180957
694.5,9,-0.0124463,-0.0205025,-0.183564
696,13,0.00355261,-0.0301165,-0.177031
697.5,14,-0.00667946,-0.0238126,-0.16998
699,12,-0.00823493,-0.0367984,-0.174883
700.5,17,-0.0113238,-0.0287021,-0.171371
702,3,-0.000434804,-0.0219445,-0.173901
703.5,15,-0.00942074,-0.0306388,-0.169672
705,0,-0.0239874,-0.0213893,-0.170784
706.5,16,-0.00921974,-0.0154278,-0.174276
708,3,0.000400974,-0.00501145,-0.161524
709.5,15,0.00655216,-0.00555249,-0.156155
711,9,0.00469337,-0.0165782,-0.147398
712.5,13,-0.00840897,-0.0206284,-0.151005
714,3,-0.023178,-0.0217641,-0.13679
715.5,17,-0.00458412,-0.0172008,-0.150629
717,-2,0.0192642,-0.0101128,-0.131352
718.5,16,0.0360497,-0.0053894,-0.115525
720,8,0.0285407,0.00252823,-0.126723
721.5,6,0.0285654,0.000163575,-0.109861
723,8,0.030978,-0.0151972,-0.102016
724.5,17,0.0324595,0.00860703,-0.112401
726,10,0.0341432,0.00362359,-0.133112
727.5,10,0.0432669,0.00265334,-0.147518
729,10,0.0244937,-0.00868063,-0.151101
730.5,7,0.0251285,-0.0163448,-0.169987
732,17,0.00614447,-0.00248298,-0.156436
733.5,8,0.00411796,0.00159134,-0.167225
735,19,0.0095756,-0.0077063,-0.171463
736.5,3,0.018528,-0.0193184,-0.165796
738,15,0.00295786,-0.0219437,-0.154198
739.5,6,-0.00810244,-0.0307785,-0.161819
741,14,-0.0221352,-0.0351455,-0.150645
742.5,9,-0.0253852,-0.0284321,-0.154988
744,17,-0.0296303,-0.0147133,-0.161707
745.5,3,-0.0282407,-0.000581538,-0.168468
747,24,-0.016411,-0.0125663,-0.176783
748.5,7,-0.021454,-0.0157704,-0.187829
750,13,-0.0176617,-0.0130372,-0.185107
751.5,18,-0.0215073,-0.0154456,-0.18178
753,18,-0.0120213,-0.0164954,-0.178815
754.5,5,-0.0114616,-0.027893,-0.173401
756,10,-0.0306551,-0.0274004,-0.173835
757.5,14,-0.0429191,-0.0196053,-0.193885
759,16,-0.0254618,-0.0257159,-0.187755
760.5,14,-0.0175279,-0.0369881,-0.193903
762,6,-0.0106325,-0.0280121,-0.193988
763.5,17,-0.0144382,-0.0292845,-0.206628
765,0,-0.0136443,-0.0220597,-0.202242
766.5,18,-0.0134579,-0.0310466,-0.20708
768,6,-0.0150535,-0.0421296,-0.221969
769.5,14,-0.0103479,-0.049628,-0.234454
771,9,-0.00738097,-0.0461563,-0.237683
772.5,11,-0.0232529,-0.0409588,-0.240604
774,6,-0.0245845,-0.042939,-0.244969
775.5,14,-0.028242,-0.0393319,-0.224059
777,3,-0.0275787,-0.0541595,-0.217133
778.5,14,-0.0282943,-0.0647237,-0.215614
780,10,-0.00822851,-0.0472192,-0.201961
781.5,5,-0.000351422,-0.040862,-0.203206
783,9,-0.00706088,-0.0251834,-0.188081
784.5,13,-0.0116807,-0.0441735,-0.1871
786,13,-0.0218073,-0.0355844,-0.190134
787.5,6,-0.00842281,-0.0456896,-0.199219
789,11,-0.00828363,-0.0398839,-0.192631
790.5,7,0.000501798,-0.0354848,-0.204495
792,69,-0.0106156,-0.0329828,-0.19533
793.5,-65,0.0158348,-0.0292624,-0.206316
795,10,0.0262273,-0.0353357,-0.205845
796.5,27,0.00762178,-0.0243751,-0.204893
798,21,-0.0022277,-0.0256734,-0.198049
799.5,-10,-0.00392576,-0.0182588,-0.19139
801,68,0.00762722,-0.0364241,-0.191403
802.5,35,0.00420744,-0.0449584,-0.17972
804,-71,0.0102454,-0.0405967,-0.180377
805.5,-6,0.000369701,-0.036932,-0.183708
807,43,-0.00399143,-0.0396123,-0.195092
808.5,-36,-0.0171016,-0.0417566,-0.198353
810,7,-0.0183673,-0.049505,-0.191127
811.5,68,-0.0170867,-0.0308,-0.186866
813,46,-0.0169097,-0.0301819,-0.17653
814.5,-8,-0.0357613,-0.0264605,-0.174074
816,30,-0.0251195,-0.0301127,-0.179544
817.5,-26,-0.00504055,-0.0305792,-0.181318
819,-17,-0.00986502,-0.0356876,-0.196289
820.5,24,-0.0274835,-0.0300583,-0.207895
822,32,-0.0355961,-0.026046,-0.218666
823.5,42,-0.0169613,-0.018171,-0.221538
825,-54,-0.0186539,-0.0218325,-0.221402
826.5,27,-0.0214037,-0.0170101,-0.233054
828,40,-0.0108417,-0.0128013,-0.235177
829.5,-1,-0.00528352,-0.0108023,-0.214841
831,31,0.000758289,0.00770345,-0.207494
832.5,11,0.00873235,-0.00330766,-0.193505
834,-47,0.0157098,0.00303612,-0.182754
835.5,6,0.0153595,-0.00686615,-0.184731
837,15,-0.00735371,-0.0118065,-0.192733
838.5,-3,0.00134544,-0.0228441,-0.186766
840,81,0.00960088,-0.0259569,-0.189799
841.5,55,0.0144106,-0.000281316,-0.185636
843,-74,0.0077398,0.0126126,-0.18734
844.5,-8,0.035604,0.00472353,-0.187217
846,28,0.0347146,0.00444527,-0.188842
847.5,7,0.031012,0.00215319,-0.180544
849,42,0.040413,-0.00697621,-0.193169
850.5,42,0.0329784,-0.0207337,-0.195125
